OBJECTID,DESCRIPTION,ID,GENZ_FY,GENZ_FY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
932,95391 (Tracy),95391,7506,23.23,23.23,63337500.0,49712.38092615394,1756054260270,Synapse54,1756054260270,Synapse54
933,95401 (Santa Rosa),95401,8281,22.58,22.58,94040000.0,68533.69770453787,1756054260270,Synapse54,1756054260270,Synapse54
934,95403 (Santa Rosa),95403,10257,22.18,22.18,89647500.0,90835.07975999168,1756054260270,Synapse54,1756054260270,Synapse54
935,95404 (Santa Rosa),95404,8198,20.7,20.7,337346250.0,183604.44732701423,1756054260270,Synapse54,1756054260270,Synapse54
936,95405 (Santa Rosa),95405,4180,19.42,19.42,21967500.0,29334.346735747473,1756054260270,Synapse54,1756054260270,Synapse54
937,95407 (Santa Rosa),95407,12048,26.37,26.37,90637500.0,57080.870345108284,1756054260270,Synapse54,1756054260270,Synapse54
938,95409 (Santa Rosa),95409,4383,16.92,16.92,159227500.0,92862.86681030248,1756054260270,Synapse54,1756054260270,Synapse54
939,95410 (Albion),95410,94,10.79,10.79,178885000.0,76176.40291828418,1756054260270,Synapse54,1756054260270,Synapse54
940,95412 (Annapolis),95412,31,11.48,11.48,188637109.375,100518.30845784968,1756054260270,Synapse54,1756054260270,Synapse54
941,95419 (Camp Meeker),95419,44,12.46,12.46,1142500.0,10187.482443613439,1756054260270,Synapse54,1756054260270,Synapse54
942,95420 (Caspar),95420,58,14.32,14.32,24582500.0,32937.033859365685,1756054260270,Synapse54,1756054260270,Synapse54
943,95421 (Cazadero),95421,163,10.19,10.19,1077695390.625,293126.6662297213,1756054260270,Synapse54,1756054260270,Synapse54
944,95422 (Clearlake),95422,3724,21.33,21.33,287561250.0,150046.6527824868,1756054260270,Synapse54,1756054260270,Synapse54
945,95423 (Clearlake Oaks),95423,626,13.63,13.63,1068233750.0,229589.88490481282,1756054260270,Synapse54,1756054260270,Synapse54
946,95425 (Cloverdale),95425,2062,18.78,18.78,452983750.0,161408.030816888,1756054260270,Synapse54,1756054260270,Synapse54
947,95426 (Cobb),95426,171,14.62,14.62,85153750.0,65262.22736337749,1756054260270,Synapse54,1756054260270,Synapse54
948,95427 (Comptche),95427,69,14.23,14.23,534768750.0,219853.8394348084,1756054260270,Synapse54,1756054260270,Synapse54
949,95428 (Covelo),95428,575,19.76,19.76,3198815000.0,342632.249462821,1756054260270,Synapse54,1756054260270,Synapse54
950,95429 (Dos Rios),95429,24,25.53,25.53,173175000.0,110516.50140484574,1756054260270,Synapse54,1756054260270,Synapse54
951,95432 (Elk),95432,43,12.32,12.32,105965000.0,112596.27191156823,1756054260270,Synapse54,1756054260270,Synapse54
952,95436 (Forestville),95436,709,13.57,13.57,95830000.0,73269.96334678763,1756054260270,Synapse54,1756054260270,Synapse54
953,95437 (Fort Bragg),95437,2490,17.92,17.92,606693750.0,173027.4793369352,1756054260270,Synapse54,1756054260270,Synapse54
954,95439 (Fulton),95439,138,19.55,19.55,9780000.0,15206.662138008665,1756054260270,Synapse54,1756054260270,Synapse54
955,95441 (Geyserville),95441,246,13.13,13.13,714508750.0,280618.0997841332,1756054260270,Synapse54,1756054260270,Synapse54
956,95442 (Glen Ellen),95442,509,16.29,16.29,114571250.0,71461.81844335716,1756054260270,Synapse54,1756054260270,Synapse54
957,95443 (Glenhaven),95443,6,3.97,3.97,17221250.0,22626.978463325246,1756054260270,Synapse54,1756054260270,Synapse54
958,95444 (Graton),95444,117,17.89,17.89,2837500.0,8862.696748923001,1756054260270,Synapse54,1756054260270,Synapse54
959,95445 (Gualala),95445,297,12.96,12.96,553507500.0,204861.12560556992,1756054260270,Synapse54,1756054260270,Synapse54
960,95446 (Guerneville),95446,671,14.2,14.2,112141250.0,73826.28776203241,1756054260270,Synapse54,1756054260270,Synapse54
961,93591 (Palmdale),93591,1878,26.48,26.48,331107500.0,113186.23220289519,1756054260270,Synapse54,1756054260270,Synapse54
962,95448 (Healdsburg),95448,2759,17.41,17.41,780963750.0,275844.4782612812,1756054260270,Synapse54,1756054260270,Synapse54
963,95449 (Hopland),95449,296,18.35,18.35,947547500.0,237762.8742155,1756054260270,Synapse54,1756054260270,Synapse54
964,95450 (Jenner),95450,34,9.66,9.66,145123750.0,148394.2039556423,1756054260270,Synapse54,1756054260270,Synapse54
965,95451 (Kelseyville),95451,2077,17.22,17.22,449228750.0,146537.30318367507,1756054260270,Synapse54,1756054260270,Synapse54
966,95452 (Kenwood),95452,117,10.68,10.68,58806250.0,53457.664338833994,1756054260270,Synapse54,1756054260270,Synapse54
967,95453 (Lakeport),95453,2000,16.46,16.46,665086250.0,155212.3837866206,1756054260270,Synapse54,1756054260270,Synapse54
968,95454 (Laytonville),95454,366,15.42,15.42,699809654.2539062,206934.41464263812,1756054260270,Synapse54,1756054260270,Synapse54
969,95456 (Little River),95456,106,10.58,10.58,61400000.0,62845.05200385065,1756054260270,Synapse54,1756054260270,Synapse54
970,95457 (Lower Lake),95457,523,16.75,16.75,641988750.0,198738.24987894687,1756054260270,Synapse54,1756054260270,Synapse54
971,95458 (Lucerne),95458,511,19.11,19.11,44163750.0,40918.84699883247,1756054260270,Synapse54,1756054260270,Synapse54
972,95459 (Manchester),95459,68,13.05,13.05,321466250.0,110311.47410746895,1756054260270,Synapse54,1756054260270,Synapse54
973,95460 (Mendocino),95460,233,11.56,11.56,173705000.0,154322.0783601564,1756054260270,Synapse54,1756054260270,Synapse54
974,95461 (Middletown),95461,599,17.93,17.93,597188750.0,197449.18676407545,1756054260270,Synapse54,1756054260270,Synapse54
975,95462 (Monte Rio),95462,143,10.91,10.91,28402500.0,34561.08368943243,1756054260270,Synapse54,1756054260270,Synapse54
976,95463 (Navarro),95463,29,14.43,14.43,20531250.0,21167.2580314138,1756054260270,Synapse54,1756054260270,Synapse54
977,95464 (Nice),95464,466,17.73,17.73,64077500.0,44394.307334129066,1756054260270,Synapse54,1756054260270,Synapse54
978,95465 (Occidental),95465,193,10.57,10.57,205225000.0,89167.64272579616,1756054260270,Synapse54,1756054260270,Synapse54
979,95466 (Philo),95466,212,17.31,17.31,483704750.0,195861.17274715897,1756054260270,Synapse54,1756054260270,Synapse54
980,95467 (Hidden Valley Lake),95467,1242,21.14,21.14,29168750.0,30103.881372080807,1756054260270,Synapse54,1756054260270,Synapse54
981,95468 (Point Arena),95468,257,19.77,19.77,476977500.0,201027.1747654612,1756054260270,Synapse54,1756054260270,Synapse54
982,95469 (Potter Valley),95469,327,18.62,18.62,842882500.0,198334.10631272977,1756054260270,Synapse54,1756054260270,Synapse54
983,95470 (Redwood Valley),95470,1227,19.8,19.8,469211250.0,246210.79712801005,1756054260270,Synapse54,1756054260270,Synapse54
984,95471 (Rio Nido),95471,103,19.18,19.18,4172500.0,10267.663229527312,1756054260270,Synapse54,1756054260270,Synapse54
985,95472 (Sebastopol),95472,4194,15.33,15.33,322607500.0,148248.71737101968,1756054260270,Synapse54,1756054260270,Synapse54
986,95476 (Sonoma),95476,5837,17.69,17.69,456481250.0,133276.9942518208,1756054260270,Synapse54,1756054260270,Synapse54
987,95482 (Ukiah),95482,7670,23.11,23.11,1287255250.0,301132.1799386687,1756054260270,Synapse54,1756054260270,Synapse54
988,95485 (Upper Lake),95485,516,17.67,17.67,411906250.0,157469.28985309092,1756054260270,Synapse54,1756054260270,Synapse54
989,95488 (Westport),95488,43,17.27,17.27,492977500.0,162659.04010173542,1756054260270,Synapse54,1756054260270,Synapse54
990,95490 (Willits),95490,2648,19.41,19.41,1748575345.7421875,308195.1763647259,1756054260270,Synapse54,1756054260270,Synapse54
991,95492 (Windsor),95492,5690,20.76,20.76,89867500.0,89068.70382388223,1756054260270,Synapse54,1756054260270,Synapse54
992,95493 (Witter Springs),95493,11,10.58,10.58,11202500.0,26863.80098370848,1756054260270,Synapse54,1756054260270,Synapse54
993,95494 (Yorkville),95494,26,13.0,13.0,173701250.0,96423.44826981018,1756054260270,Synapse54,1756054260270,Synapse54
994,95497 (The Sea Ranch),95497,97,6.83,6.83,48698750.0,51865.55744497181,1756054260270,Synapse54,1756054260270,Synapse54
995,95501 (Eureka),95501,5379,23.05,23.05,29962500.0,57129.70032731054,1756054260270,Synapse54,1756054260270,Synapse54
996,95503 (Eureka),95503,4845,19.94,19.94,499262500.0,164909.84394763623,1756054260270,Synapse54,1756054260270,Synapse54
997,95511 (Alderpoint),95511,46,15.08,15.08,286802500.0,119327.44126279792,1756054260270,Synapse54,1756054260270,Synapse54
998,95514 (Blocksburg),95514,29,16.67,16.67,421093750.0,133790.61984369808,1756054260270,Synapse54,1756054260270,Synapse54
999,95519 (McKinleyville),95519,3708,20.21,20.21,274192500.0,84919.86550028429,1756054260270,Synapse54,1756054260270,Synapse54
1000,95521 (Arcata),95521,8692,39.81,39.81,263121250.0,153334.2701414802,1756054260270,Synapse54,1756054260270,Synapse54
1001,95524 (Bayside),95524,237,15.55,15.55,57000000.0,53947.39248776813,1756054260270,Synapse54,1756054260270,Synapse54
1002,95525 (Blue Lake),95525,240,17.49,17.49,850510000.0,208127.23444070725,1756054260270,Synapse54,1756054260270,Synapse54
1003,95526 (Bridgeville),95526,143,17.88,17.88,1300142500.0,261204.40968165276,1756054260270,Synapse54,1756054260270,Synapse54
1004,95527 (Burnt Ranch),95527,50,14.25,14.25,578463750.0,155708.8428401851,1756054260270,Synapse54,1756054260270,Synapse54
1005,95528 (Carlotta),95528,148,16.93,16.93,367747500.0,122306.01652211593,1756054260270,Synapse54,1756054260270,Synapse54
1006,95531 (Crescent City),95531,5093,22.45,22.45,1192545392.8515625,315370.1210162218,1756054260270,Synapse54,1756054260270,Synapse54
1007,95536 (Ferndale),95536,462,17.53,17.53,1089777500.0,198140.50910460987,1756054260270,Synapse54,1756054260270,Synapse54
1008,95540 (Fortuna),95540,2893,20.78,20.78,199806250.0,95029.70755387848,1756054260270,Synapse54,1756054260270,Synapse54
1009,95542 (Garberville),95542,523,15.38,15.38,1441873750.0,435421.56455214607,1756054260270,Synapse54,1756054260270,Synapse54
1010,95543 (Gasquet),95543,92,12.37,12.37,1363453750.0,210827.18536903785,1756054260270,Synapse54,1756054260270,Synapse54
1011,95546 (Hoopa),95546,951,26.77,26.77,1703351250.0,272334.9850736303,1756054260270,Synapse54,1756054260270,Synapse54
1012,95547 (Hydesville),95547,203,17.26,17.26,26138750.0,21398.952346800455,1756054260270,Synapse54,1756054260270,Synapse54
1013,95548 (Klamath),95548,212,17.89,17.89,645711250.0,178263.1992829036,1756054260270,Synapse54,1756054260270,Synapse54
1014,95549 (Kneeland),95549,144,15.6,15.6,843981250.0,239462.531377506,1756054260270,Synapse54,1756054260270,Synapse54
1015,95550 (Korbel),95550,43,16.29,16.29,857735000.0,227516.01729778392,1756054260270,Synapse54,1756054260270,Synapse54
1016,95551 (Loleta),95551,401,25.49,25.49,126685811.96484375,102048.56932705181,1756054260270,Synapse54,1756054260270,Synapse54
1017,95552 (Mad River),95552,38,13.52,13.52,195810000.0,99691.82987825625,1756054260270,Synapse54,1756054260270,Synapse54
1018,95553 (Miranda),95553,125,20.97,20.97,65276250.0,50873.990281702245,1756054260270,Synapse54,1756054260270,Synapse54
1019,95554 (Myers Flat),95554,215,19.37,19.37,950241250.0,356745.39781814214,1756054260270,Synapse54,1756054260270,Synapse54
1020,93601 (Ahwahnee),93601,251,13.86,13.86,142641250.0,85916.80402890376,1756054260270,Synapse54,1756054260270,Synapse54
1021,93602 (Auberry),93602,545,16.05,16.05,372420000.0,132776.85010877837,1756054260270,Synapse54,1756054260270,Synapse54
1022,93603 (Badger),93603,64,23.36,23.36,118912500.0,97049.57784977186,1756054260270,Synapse54,1756054260270,Synapse54
1023,93604 (Bass Lake),93604,88,11.44,11.44,23500000.0,35577.66568122268,1756054260270,Synapse54,1756054260270,Synapse54
1024,93606 (Biola),93606,433,32.61,32.61,2593750.0,7108.307627037011,1756054260270,Synapse54,1756054260270,Synapse54
1025,93608 (Cantua Creek),93608,377,29.22,29.22,478897500.0,114394.28979936735,1756054260270,Synapse54,1756054260270,Synapse54
1026,93609 (Caruthers),93609,1567,27.6,27.6,241541250.0,79566.08785831252,1756054260270,Synapse54,1756054260270,Synapse54
1027,93610 (Chowchilla),93610,6480,26.69,26.69,1045001250.0,216660.03973399368,1756054260270,Synapse54,1756054260270,Synapse54
1028,93611 (Clovis),93611,10724,22.66,22.66,42878750.0,47933.50344364778,1756054260270,Synapse54,1756054260270,Synapse54
1029,93612 (Clovis),93612,10563,26.87,26.87,27338750.0,34503.37863181957,1756054260270,Synapse54,1756054260270,Synapse54
1030,93614 (Coarsegold),93614,1829,16.16,16.16,569362437.5,199468.61740305426,1756054260270,Synapse54,1756054260270,Synapse54
1031,93615 (Cutler),93615,1586,30.01,30.01,61432500.0,43144.198863251426,1756054260270,Synapse54,1756054260270,Synapse54
1032,93616 (Del Rey),93616,557,26.82,26.82,53928750.0,42516.20582562826,1756054260270,Synapse54,1756054260270,Synapse54
1033,93618 (Dinuba),93618,9553,29.91,29.91,269097500.0,102197.98154504903,1756054260270,Synapse54,1756054260270,Synapse54
1034,93619 (Clovis),93619,14071,22.5,22.5,748587500.0,194092.32730768184,1756054260270,Synapse54,1756054260270,Synapse54
1035,93620 (Dos Palos),93620,2819,27.05,27.05,695457500.0,165710.74071628856,1756054260270,Synapse54,1756054260270,Synapse54
1036,93621 (Dunlap),93621,47,17.54,17.54,55725000.0,62414.793108866405,1756054260270,Synapse54,1756054260270,Synapse54
1037,93622 (Firebaugh),93622,3011,29.0,29.0,1878002500.0,427028.8441735547,1756054260270,Synapse54,1756054260270,Synapse54
1038,93623 (Fish Camp),93623,13,16.05,16.05,149587500.0,72274.06887010609,1756054260270,Synapse54,1756054260270,Synapse54
1039,93624 (Five Points),93624,153,32.42,32.42,457813750.0,143995.37187534748,1756054260270,Synapse54,1756054260270,Synapse54
1040,93625 (Fowler),93625,2629,26.86,26.86,99161250.0,59208.954147904566,1756054260270,Synapse54,1756054260270,Synapse54
1041,93626 (Friant),93626,464,17.83,17.83,424050000.0,144818.1657480191,1756054260270,Synapse54,1756054260270,Synapse54
1042,93627 (Helm),93627,27,31.76,31.76,174451250.0,61328.98773189852,1756054260270,Synapse54,1756054260270,Synapse54
1043,93628 (Hume),93628,23,26.44,26.44,22806250.0,22432.08334494645,1756054260270,Synapse54,1756054260270,Synapse54
1044,93630 (Kerman),93630,6350,28.78,28.78,630955000.0,137129.96301622014,1756054260270,Synapse54,1756054260270,Synapse54
1045,93631 (Kingsburg),93631,4244,23.81,23.81,290826250.0,127414.12222235455,1756054260270,Synapse54,1756054260270,Synapse54
1046,93633 (Kings Canyon National Pk),93633,89,19.82,19.82,2747113750.0,432087.78625044454,1756054260270,Synapse54,1756054260270,Synapse54
1047,93634 (Lakeshore),93634,0,0.0,0.0,288427500.0,93678.65020559738,1756054260270,Synapse54,1756054260270,Synapse54
1048,93635 (Los Banos),93635,15745,28.43,28.43,2246182500.0,356523.6897694365,1756054260270,Synapse54,1756054260270,Synapse54
1049,93636 (Madera),93636,4072,18.46,18.46,868101250.0,182971.94160204416,1756054260270,Synapse54,1756054260270,Synapse54
1050,93637 (Madera),93637,11896,27.75,27.75,929867500.0,184979.8135691581,1756054260270,Synapse54,1756054260270,Synapse54
1051,93638 (Madera),93638,15578,29.98,29.98,345925000.0,112476.19197872673,1756054260270,Synapse54,1756054260270,Synapse54
1052,93640 (Mendota),93640,4721,30.94,30.94,1840838750.0,318013.21963958343,1756054260270,Synapse54,1756054260270,Synapse54
1053,93641 (Miramonte),93641,123,21.13,21.13,112430000.0,70754.39039428507,1756054260270,Synapse54,1756054260270,Synapse54
1054,93643 (North Fork),93643,501,15.78,15.78,789391250.0,213037.1188277554,1756054260270,Synapse54,1756054260270,Synapse54
1055,93644 (Oakhurst),93644,1320,16.03,16.03,962563006.9921875,267350.47887293884,1756054260270,Synapse54,1756054260270,Synapse54
1056,93645 (O Neals),93645,45,16.92,16.92,163476250.0,102813.54751247233,1756054260270,Synapse54,1756054260270,Synapse54
1057,93646 (Orange Cove),93646,3408,32.22,32.22,171871250.0,78166.54047640465,1756054260270,Synapse54,1756054260270,Synapse54
1058,93647 (Orosi),93647,3213,30.3,30.3,279088750.0,96559.18150363595,1756054260270,Synapse54,1756054260270,Synapse54
1059,93648 (Parlier),93648,4736,30.67,30.67,82266250.0,49019.79437700118,1756054260270,Synapse54,1756054260270,Synapse54
1060,93650 (Fresno),93650,1068,32.01,32.01,2915000.0,10750.947745815918,1756054260270,Synapse54,1756054260270,Synapse54
1061,93651 (Prather),93651,265,17.95,17.95,78617500.0,56014.04673162482,1756054260270,Synapse54,1756054260270,Synapse54
1062,93652 (Raisin City),93652,88,24.79,24.79,8075000.0,14050.4166377355,1756054260270,Synapse54,1756054260270,Synapse54
1063,93653 (Raymond),93653,170,15.48,15.48,1122685000.0,217338.02920773695,1756054260270,Synapse54,1756054260270,Synapse54
1064,93654 (Reedley),93654,8755,27.6,27.6,458942500.0,156831.15084691523,1756054260270,Synapse54,1756054260270,Synapse54
1065,93656 (Riverdale),93656,1915,29.87,29.87,440267500.0,128460.56323797608,1756054260270,Synapse54,1756054260270,Synapse54
1066,93657 (Sanger),93657,9803,26.17,26.17,1005633750.0,288832.22598600516,1756054260270,Synapse54,1756054260270,Synapse54
1067,93660 (San Joaquin),93660,1347,33.98,33.98,211202500.0,79570.68801285257,1756054260270,Synapse54,1756054260270,Synapse54
1068,93662 (Selma),93662,8321,27.28,27.28,295055000.0,102480.55768092867,1756054260270,Synapse54,1756054260270,Synapse54
1069,93664 (Shaver Lake),93664,116,14.61,14.61,3415976250.0,403337.8361643772,1756054260270,Synapse54,1756054260270,Synapse54
1070,93666 (Sultana),93666,95,30.84,30.84,1196250.0,5627.510002852006,1756054260270,Synapse54,1756054260270,Synapse54
1071,93667 (Tollhouse),93667,399,18.67,18.67,260371250.0,99840.66462098656,1756054260270,Synapse54,1756054260270,Synapse54
1072,93668 (Tranquillity),93668,327,26.56,26.56,298466250.0,77341.96806112055,1756054260270,Synapse54,1756054260270,Synapse54
1073,93669 (Wishon),93669,58,13.52,13.52,32462500.0,31750.90769725911,1756054260270,Synapse54,1756054260270,Synapse54
1074,93673 (Traver),93673,219,31.33,31.33,3385000.0,7473.376466048143,1756054260270,Synapse54,1756054260270,Synapse54
1075,93675 (Squaw Valley),93675,627,16.96,16.96,342720000.0,94788.98851370667,1756054260270,Synapse54,1756054260270,Synapse54
1076,93701 (Fresno),93701,3214,29.45,29.45,5953750.0,13205.043234807552,1756054260270,Synapse54,1756054260270,Synapse54
1077,93702 (Fresno),93702,12889,30.36,30.36,20620000.0,19812.310562561768,1756054260270,Synapse54,1756054260270,Synapse54
1078,93703 (Fresno),93703,9833,28.78,28.78,19397500.0,19830.277563773197,1756054260270,Synapse54,1756054260270,Synapse54
1079,93704 (Fresno),93704,6327,22.7,22.7,22590000.0,27105.471620284377,1756054260270,Synapse54,1756054260270,Synapse54
1080,93705 (Fresno),93705,10993,27.64,27.64,20763750.0,22593.020706623785,1756054260270,Synapse54,1756054260270,Synapse54
1081,93706 (Fresno),93706,11343,28.68,28.68,624835000.0,147699.52122111115,1756054260270,Synapse54,1756054260270,Synapse54
1082,93710 (Fresno),93710,9313,31.43,31.43,26748750.0,23026.98591692139,1756054260270,Synapse54,1756054260270,Synapse54
1083,93711 (Fresno),93711,7166,19.44,19.44,44005000.0,39717.27397216554,1756054260270,Synapse54,1756054260270,Synapse54
1084,93720 (Fresno),93720,10984,22.92,22.92,38761250.0,46179.174721802745,1756054260270,Synapse54,1756054260270,Synapse54
1085,93721 (Fresno),93721,2620,34.05,34.05,8145000.0,14213.573266732503,1756054260270,Synapse54,1756054260270,Synapse54
1086,93722 (Fresno),93722,23089,26.27,26.27,84017500.0,59867.25912732794,1756054260270,Synapse54,1756054260270,Synapse54
1087,93723 (Fresno),93723,4079,23.92,23.92,177675000.0,64259.11624482831,1756054260270,Synapse54,1756054260270,Synapse54
1088,93725 (Fresno),93725,7684,28.41,28.41,277108750.0,123881.96838888185,1756054260270,Synapse54,1756054260270,Synapse54
1089,93726 (Fresno),93726,11629,28.48,28.48,26385000.0,22895.813018039586,1756054260270,Synapse54,1756054260270,Synapse54
1090,93727 (Fresno),93727,24888,25.55,25.55,87730000.0,52713.0463882547,1756054260270,Synapse54,1756054260270,Synapse54
1091,93728 (Fresno),93728,3922,24.42,24.42,12132500.0,16047.142699487926,1756054260270,Synapse54,1756054260270,Synapse54
1092,93730 (Fresno),93730,3088,21.06,21.06,37892500.0,42904.788434696726,1756054260270,Synapse54,1756054260270,Synapse54
1093,93737 (Fresno),93737,2062,22.16,22.16,45475000.0,40770.049590660994,1756054260270,Synapse54,1756054260270,Synapse54
1094,93741 (Fresno),93741,11,13.92,13.92,415000.0,2890.8149111915895,1756054260270,Synapse54,1756054260270,Synapse54
1095,93901 (Salinas),93901,7041,23.83,23.83,49076250.0,44475.80369584794,1756054260270,Synapse54,1756054260270,Synapse54
1096,93905 (Salinas),93905,20629,32.17,32.17,32251250.0,30986.303841262583,1756054260270,Synapse54,1756054260270,Synapse54
1097,93906 (Salinas),93906,18500,27.54,27.54,68812500.0,39317.24941605753,1756054260270,Synapse54,1756054260270,Synapse54
1098,93907 (Salinas),93907,5080,22.15,22.15,213045000.0,95284.68141805496,1756054260270,Synapse54,1756054260270,Synapse54
1099,93908 (Salinas),93908,2388,18.19,18.19,1061338750.0,303096.1327894712,1756054260270,Synapse54,1756054260270,Synapse54
1100,93920 (Big Sur),93920,220,18.47,18.47,1101445654.7578125,340535.91805434285,1756054260270,Synapse54,1756054260270,Synapse54
1101,93923 (Carmel),93923,2100,14.09,14.09,669871845.2421875,208905.8148713517,1756054260270,Synapse54,1756054260270,Synapse54
1102,93924 (Carmel Valley),93924,923,14.92,14.92,927551250.0,220262.2686813718,1756054260270,Synapse54,1756054260270,Synapse54
1103,93925 (Chualar),93925,396,32.65,32.65,75185000.0,75436.40873389582,1756054260270,Synapse54,1756054260270,Synapse54
1104,93926 (Gonzales),93926,2650,29.5,29.5,295983750.0,124985.8626719927,1756054260270,Synapse54,1756054260270,Synapse54
1105,93927 (Greenfield),93927,6413,30.02,30.02,915303681.8203125,248166.22671677396,1756054260270,Synapse54,1756054260270,Synapse54
1106,93930 (King City),93930,4610,28.67,28.67,1350435000.0,285947.10402693844,1756054260270,Synapse54,1756054260270,Synapse54
1107,93932 (Lockwood),93932,145,19.78,19.78,1229275000.0,277103.62258608395,1756054260270,Synapse54,1756054260270,Synapse54
1108,93933 (Marina),93933,7647,26.6,26.6,43681250.0,38141.375779456015,1756054260270,Synapse54,1756054260270,Synapse54
1109,93940 (Monterey),93940,5124,17.98,17.98,67022500.0,76008.66155666241,1756054260270,Synapse54,1756054260270,Synapse54
1110,93943 (Monterey),93943,14,29.79,29.79,906250.0,3873.3916486782,1756054260270,Synapse54,1756054260270,Synapse54
1111,93944 (Monterey),93944,3360,93.75,93.75,1896250.0,8931.51131578345,1756054260270,Synapse54,1756054260270,Synapse54
1112,93950 (Pacific Grove),93950,2721,18.7,18.7,11506250.0,20460.049008292488,1756054260270,Synapse54,1756054260270,Synapse54
1113,93953 (Pebble Beach),93953,739,15.64,15.64,33083750.0,34847.60953036919,1756054260270,Synapse54,1756054260270,Synapse54
1114,93954 (San Lucas),93954,89,25.36,25.36,1565000.0,6206.333579151132,1756054260270,Synapse54,1756054260270,Synapse54
1115,93955 (Seaside),93955,8410,26.64,26.64,44293750.0,30970.127365784243,1756054260270,Synapse54,1756054260270,Synapse54
1116,93960 (Soledad),93960,8218,30.3,30.3,860372500.0,205748.91010736118,1756054260270,Synapse54,1756054260270,Synapse54
1117,93962 (Spreckels),93962,135,26.89,26.89,328750.0,3874.9584023975312,1756054260270,Synapse54,1756054260270,Synapse54
1118,94002 (Belmont),94002,6214,20.86,20.86,23726250.0,30438.40887113949,1756054260270,Synapse54,1756054260270,Synapse54
1119,94005 (Brisbane),94005,853,17.52,17.52,20960000.0,27073.394632558735,1756054260270,Synapse54,1756054260270,Synapse54
1120,94010 (Burlingame),94010,10781,22.23,22.23,53392248.7734375,56870.761389947154,1756054260270,Synapse54,1756054260270,Synapse54
1121,94014 (Daly City),94014,10133,20.02,20.02,24572500.0,33300.051987886174,1756054260270,Synapse54,1756054260270,Synapse54
1122,94015 (Daly City),94015,11399,17.93,17.93,23146250.0,28040.994291398496,1756054260270,Synapse54,1756054260270,Synapse54
1123,94018 (El Granada),94018,577,14.73,14.73,2292500.0,10189.485666124361,1756054260270,Synapse54,1756054260270,Synapse54
1124,94019 (Half Moon Bay),94019,2784,18.51,18.51,295738750.0,156287.20497076423,1756054260270,Synapse54,1756054260270,Synapse54
1125,94020 (La Honda),94020,236,12.59,12.59,223715000.0,115902.66856139204,1756054260270,Synapse54,1756054260270,Synapse54
1126,94021 (Loma Mar),94021,29,12.18,12.18,73641250.0,56067.98793562323,1756054260270,Synapse54,1756054260270,Synapse54
1127,94022 (Los Altos),94022,3726,18.47,18.47,73318750.0,51605.916867906875,1756054260270,Synapse54,1756054260270,Synapse54
1128,94024 (Los Altos),94024,4510,20.38,20.38,32170000.0,39580.95702608813,1756054260270,Synapse54,1756054260270,Synapse54
1129,94025 (Menlo Park),94025,10786,22.86,22.86,45495000.0,77336.04934579464,1756054260270,Synapse54,1756054260270,Synapse54
1130,94027 (Atherton),94027,1757,24.86,24.86,21658750.0,32935.33137280685,1756054260270,Synapse54,1756054260270,Synapse54
1131,94028 (Portola Valley),94028,1070,15.72,15.72,60188750.0,49199.03077318904,1756054260270,Synapse54,1756054260270,Synapse54
1132,94030 (Millbrae),94030,4799,19.19,19.19,14327500.0,18803.791537082572,1756054260270,Synapse54,1756054260270,Synapse54
1133,94035 (Mountain View),94035,0,0.0,0.0,10948750.0,16184.885110646392,1756054260270,Synapse54,1756054260270,Synapse54
1134,94037 (Montara),94037,379,14.13,14.13,5483750.0,13097.148573164195,1756054260270,Synapse54,1756054260270,Synapse54
1135,94038 (Moss Beach),94038,454,15.79,15.79,24657500.0,47109.11719110493,1756054260270,Synapse54,1756054260270,Synapse54
1136,94040 (Mountain View),94040,10741,27.09,27.09,14680000.0,29318.681930924045,1756054260270,Synapse54,1756054260270,Synapse54
1137,94041 (Mountain View),94041,4369,26.35,26.35,6767500.0,13765.223583442732,1756054260270,Synapse54,1756054260270,Synapse54
1138,94043 (Mountain View),94043,8566,23.11,23.11,36076250.0,34434.29361909127,1756054260270,Synapse54,1756054260270,Synapse54
1139,94044 (Pacifica),94044,6881,17.57,17.57,58658750.0,47775.06781835821,1756054260270,Synapse54,1756054260270,Synapse54
1140,94060 (Pescadero),94060,268,21.72,21.72,248566250.0,105400.65709000302,1756054260270,Synapse54,1756054260270,Synapse54
1141,94061 (Redwood City),94061,7661,20.37,20.37,15618750.0,24709.799624696014,1756054260270,Synapse54,1756054260270,Synapse54
1142,94062 (Redwood City),94062,4872,18.57,18.57,294853750.0,174752.02828640406,1756054260270,Synapse54,1756054260270,Synapse54
1143,94063 (Redwood City),94063,12865,28.95,28.95,26788750.0,37791.705204097016,1756054260270,Synapse54,1756054260270,Synapse54
1144,94065 (Redwood City),94065,2483,18.73,18.73,11640000.0,18163.54406805797,1756054260270,Synapse54,1756054260270,Synapse54
1145,94066 (San Bruno),94066,8994,20.48,20.48,28987500.0,33711.62139291378,1756054260270,Synapse54,1756054260270,Synapse54
1146,94070 (San Carlos),94070,6033,18.84,18.84,28714204.546875,34007.28183401264,1756054260270,Synapse54,1756054260270,Synapse54
1147,94074 (San Gregorio),94074,50,15.24,15.24,84161250.0,73999.78281926819,1756054260270,Synapse54,1756054260270,Synapse54
