OBJECTID,DESCRIPTION,ID,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,92322 (Cedarpines Park),92322,194,16.23,16.23,23482500.0,36314.45693055894,1756054193073,Synapse54,1756054193073,Synapse54
2,92325 (Crestline),92325,1705,17.46,17.46,40745000.0,36360.74748998447,1756054193073,Synapse54,1756054193073,Synapse54
3,92327 (Daggett),92327,75,18.7,18.7,117928750.0,70424.41944943395,1756054193073,Synapse54,1756054193073,Synapse54
4,92328 (Death Valley),92328,103,16.59,16.59,11250172500.0,592837.0236694143,1756054193073,Synapse54,1756054193073,Synapse54
5,92332 (Essex),92332,16,20.51,20.51,8479478750.0,491222.04307418433,1756054193073,Synapse54,1756054193073,Synapse54
6,92333 (Fawnskin),92333,47,9.85,9.85,9801250.0,23411.774905525286,1756054193073,Synapse54,1756054193073,Synapse54
7,92335 (Fontana),92335,26212,28.79,28.79,65380000.0,40779.92289285877,1756054193073,Synapse54,1756054193073,Synapse54
8,92336 (Fontana),92336,28605,25.44,25.44,78431250.0,47083.67147810428,1756054193073,Synapse54,1756054193073,Synapse54
9,92337 (Fontana),92337,9435,26.5,26.5,50931250.0,35486.09943380774,1756054193073,Synapse54,1756054193073,Synapse54
10,92338 (Ludlow),92338,14,26.42,26.42,2457380000.0,333491.21301942435,1756054193073,Synapse54,1756054193073,Synapse54
11,92339 (Forest Falls),92339,210,17.66,17.66,346780000.0,130998.42700267813,1756054193073,Synapse54,1756054193073,Synapse54
12,92341 (Green Valley Lake),92341,57,12.98,12.98,4170000.0,10148.730814482513,1756054193073,Synapse54,1756054193073,Synapse54
13,92342 (Helendale),92342,1396,20.66,20.66,490536250.0,128551.89282404495,1756054193073,Synapse54,1756054193073,Synapse54
14,92344 (Hesperia),92344,6847,28.38,28.38,145977500.0,59094.021951112074,1756054193073,Synapse54,1756054193073,Synapse54
15,92345 (Hesperia),92345,23562,27.17,27.17,299282877.56640625,94717.5221552905,1756054193073,Synapse54,1756054193073,Synapse54
16,92346 (Highland),92346,14277,24.47,24.47,75450000.0,50516.84006554063,1756054193073,Synapse54,1756054193073,Synapse54
17,92347 (Hinkley),92347,191,23.24,23.24,1168466250.0,223429.79570630056,1756054193073,Synapse54,1756054193073,Synapse54
18,92350 (Loma Linda),92350,6,40.0,40.0,325000.0,2662.272482983109,1756054193073,Synapse54,1756054193073,Synapse54
19,92352 (Lake Arrowhead),92352,1262,17.49,17.49,34961250.0,39198.68135370152,1756054193073,Synapse54,1756054193073,Synapse54
20,92354 (Loma Linda),92354,5050,21.97,21.97,19262500.0,32113.439694581248,1756054193073,Synapse54,1756054193073,Synapse54
21,92356 (Lucerne Valley),92356,1117,19.24,19.24,1747987500.0,262557.9121112412,1756054193073,Synapse54,1756054193073,Synapse54
22,92358 (Lytle Creek),92358,107,15.2,15.2,95396250.0,59237.84705163992,1756054193073,Synapse54,1756054193073,Synapse54
23,92359 (Mentone),92359,2067,23.16,23.16,199802500.0,146993.5666282572,1756054193073,Synapse54,1756054193073,Synapse54
24,92363 (Needles),92363,1151,20.86,20.86,4995917500.0,522891.6342496342,1756054193073,Synapse54,1756054193073,Synapse54
25,92364 (Nipton),92364,22,28.57,28.57,6662700000.0,495982.3479221093,1756054193073,Synapse54,1756054193073,Synapse54
26,92365 (Newberry Springs),92365,407,18.96,18.96,2015372500.0,283603.0952464746,1756054193073,Synapse54,1756054193073,Synapse54
27,92368 (Oro Grande),92368,208,23.32,23.32,263910000.0,69753.73208396425,1756054193073,Synapse54,1756054193073,Synapse54
28,92371 (Phelan),92371,3864,22.93,22.93,495092500.0,136736.61966382695,1756054193073,Synapse54,1756054193073,Synapse54
29,92372 (Pinon Hills),92372,950,18.67,18.67,74847500.0,51049.10986571373,1756054193073,Synapse54,1756054193073,Synapse54
30,92373 (Redlands),92373,6981,20.11,20.11,163128750.0,89297.98121789581,1756054193073,Synapse54,1756054193073,Synapse54
31,92374 (Redlands),92374,12405,26.73,26.73,76466250.0,52153.39311998224,1756054193073,Synapse54,1756054193073,Synapse54
32,92376 (Rialto),92376,24292,28.31,28.31,49923750.0,39680.21948472379,1756054193073,Synapse54,1756054193073,Synapse54
33,92377 (Rialto),92377,5446,24.34,24.34,36657500.0,29736.2696185539,1756054193073,Synapse54,1756054193073,Synapse54
34,92378 (Rimforest),92378,53,19.78,19.78,1331250.0,5709.97183051108,1756054193073,Synapse54,1756054193073,Synapse54
35,92382 (Running Springs),92382,997,18.03,18.03,72786250.0,41738.801968663414,1756054193073,Synapse54,1756054193073,Synapse54
36,92384 (Shoshone),92384,11,15.49,15.49,6149136250.0,351475.9713463227,1756054193073,Synapse54,1756054193073,Synapse54
37,92385 (Skyforest),92385,60,17.91,17.91,1886250.0,7682.238548172248,1756054193073,Synapse54,1756054193073,Synapse54
38,92386 (Sugarloaf),92386,348,14.75,14.75,5848750.0,12327.857358947613,1756054193073,Synapse54,1756054193073,Synapse54
39,92389 (Tecopa),92389,42,16.73,16.73,1444243750.0,199918.4382367414,1756054193073,Synapse54,1756054193073,Synapse54
40,92391 (Twin Peaks),92391,529,22.14,22.14,7715000.0,18302.818690646458,1756054193073,Synapse54,1756054193073,Synapse54
41,92392 (Victorville),92392,19118,29.27,29.27,137711250.0,60765.98824847531,1756054193073,Synapse54,1756054193073,Synapse54
42,92394 (Victorville),92394,12579,28.72,28.72,121477500.0,88305.61698855038,1756054193073,Synapse54,1756054193073,Synapse54
43,92395 (Victorville),92395,12817,26.86,26.86,68708145.1640625,47846.85223202196,1756054193073,Synapse54,1756054193073,Synapse54
44,92397 (Wrightwood),92397,976,18.55,18.55,140215000.0,84425.74718512002,1756054193073,Synapse54,1756054193073,Synapse54
45,92398 (Yermo),92398,252,21.28,21.28,101285000.0,60647.751832491886,1756054193073,Synapse54,1756054193073,Synapse54
46,92399 (Yucaipa),92399,12541,22.25,22.25,172393750.0,78202.61353775508,1756054193073,Synapse54,1756054193073,Synapse54
47,92401 (San Bernardino),92401,482,27.76,27.76,2431250.0,11026.825288417274,1756054193073,Synapse54,1756054193073,Synapse54
48,92404 (San Bernardino),92404,18047,27.75,27.75,83843750.0,59702.91140620923,1756054193073,Synapse54,1756054193073,Synapse54
49,92405 (San Bernardino),92405,8421,27.56,27.56,19550000.0,22817.92291360122,1756054193073,Synapse54,1756054193073,Synapse54
50,92407 (San Bernardino),92407,19491,28.37,28.37,655255227.2773438,262930.7761975885,1756054193073,Synapse54,1756054193073,Synapse54
51,92408 (San Bernardino),92408,3933,26.45,26.45,44236250.0,37255.81035689737,1756054193073,Synapse54,1756054193073,Synapse54
52,92410 (San Bernardino),92410,15207,30.26,30.26,31268750.0,49893.12531732991,1756054193073,Synapse54,1756054193073,Synapse54
53,92411 (San Bernardino),92411,8263,31.05,31.05,17991250.0,18900.85406904243,1756054193073,Synapse54,1756054193073,Synapse54
54,92415 (San Bernardino),92415,0,0.0,0.0,275000.0,3000.0,1756054193073,Synapse54,1756054193073,Synapse54
55,92501 (Riverside),92501,5155,23.22,23.22,22537500.0,29360.344553073046,1756054193073,Synapse54,1756054193073,Synapse54
56,92503 (Riverside),92503,23804,25.52,25.52,107661250.0,83524.3000869383,1756054193073,Synapse54,1756054193073,Synapse54
57,92504 (Riverside),92504,13810,24.95,24.95,85888750.0,78010.88809143189,1756054193073,Synapse54,1756054193073,Synapse54
58,92505 (Riverside),92505,12934,26.12,26.12,47511250.0,39417.83554710996,1756054193073,Synapse54,1756054193073,Synapse54
59,92506 (Riverside),92506,9565,20.96,20.96,65882500.0,59310.71744028767,1756054193073,Synapse54,1756054193073,Synapse54
60,92507 (Riverside),92507,21974,33.27,33.27,67203750.0,75253.54192382339,1756054193073,Synapse54,1756054193073,Synapse54
61,92508 (Riverside),92508,8865,25.07,25.07,48228750.0,42104.659565642694,1756054193073,Synapse54,1756054193073,Synapse54
62,92509 (Jurupa Valley),92509,21042,26.45,26.45,116866250.0,47428.70899972364,1756054193073,Synapse54,1756054193073,Synapse54
63,92518 (March Air Reserve Base),92518,159,9.47,9.47,38241250.0,32992.245231222754,1756054193073,Synapse54,1756054193073,Synapse54
64,92521 (Riverside),92521,4101,97.39,97.39,4610000.0,12148.698391121136,1756054193073,Synapse54,1756054193073,Synapse54
65,92530 (Lake Elsinore),92530,16069,26.37,26.37,438397500.0,112963.1858719261,1756054193073,Synapse54,1756054193073,Synapse54
66,92532 (Lake Elsinore),92532,7307,26.33,26.33,63673750.0,65388.410720160115,1756054193073,Synapse54,1756054193073,Synapse54
67,92536 (Aguanga),92536,566,15.86,15.86,354418750.0,120213.46731845246,1756054193073,Synapse54,1756054193073,Synapse54
68,92539 (Anza),92539,848,17.43,17.43,579091250.0,144201.50706698783,1756054193073,Synapse54,1756054193073,Synapse54
69,92543 (Hemet),92543,9497,23.32,23.32,68802500.0,61367.79442167451,1756054193073,Synapse54,1756054193073,Synapse54
70,92544 (Hemet),92544,12272,25.05,25.05,414903750.0,151338.12956250404,1756054193073,Synapse54,1756054193073,Synapse54
71,92545 (Hemet),92545,9496,20.57,20.57,104872500.0,86730.68453675932,1756054193073,Synapse54,1756054193073,Synapse54
72,92548 (Homeland),92548,2533,26.83,26.83,38288750.0,33509.64277118994,1756054193073,Synapse54,1756054193073,Synapse54
73,92549 (Idyllwild),92549,630,15.4,15.4,358915000.0,107864.63976792223,1756054193073,Synapse54,1756054193073,Synapse54
74,92551 (Moreno Valley),92551,9649,27.93,27.93,22831250.0,19728.964458924765,1756054193073,Synapse54,1756054193073,Synapse54
75,92553 (Moreno Valley),92553,22397,29.27,29.27,38985000.0,28591.739186878363,1756054193073,Synapse54,1756054193073,Synapse54
76,92555 (Moreno Valley),92555,12408,26.16,26.16,275277500.0,91449.45508308428,1756054193073,Synapse54,1756054193073,Synapse54
77,92557 (Moreno Valley),92557,14024,25.69,25.69,79985000.0,53460.86448257353,1756054193073,Synapse54,1756054193073,Synapse54
78,92561 (Mountain Center),92561,249,13.29,13.29,1620912500.0,315017.98964642035,1756054193073,Synapse54,1756054193073,Synapse54
79,92562 (Murrieta),92562,15328,24.02,24.02,221006250.0,95812.13808091207,1756054193073,Synapse54,1756054193073,Synapse54
80,92563 (Murrieta),92563,19741,26.15,26.15,78192500.0,53899.198339420196,1756054193073,Synapse54,1756054193073,Synapse54
81,92567 (Nuevo),92567,2826,25.9,25.9,115155000.0,52551.257802414395,1756054193073,Synapse54,1756054193073,Synapse54
82,92570 (Perris),92570,16761,27.53,27.53,391848750.0,141636.61094909988,1756054193073,Synapse54,1756054193073,Synapse54
83,92571 (Perris),92571,18162,30.07,30.07,129411250.0,59493.83243138058,1756054193073,Synapse54,1756054193073,Synapse54
84,92582 (San Jacinto),92582,6735,28.84,28.84,77062500.0,47625.591915771925,1756054193073,Synapse54,1756054193073,Synapse54
85,92583 (San Jacinto),92583,9836,27.07,27.07,117017500.0,68854.68187138022,1756054193073,Synapse54,1756054193073,Synapse54
86,92584 (Menifee),92584,16516,24.61,24.61,125473750.0,88632.97807464864,1756054193073,Synapse54,1756054193073,Synapse54
87,92585 (Menifee),92585,7034,23.35,23.35,65328750.0,63969.72667996268,1756054193073,Synapse54,1756054193073,Synapse54
88,92586 (Menifee),92586,2827,12.8,12.8,22697500.0,25680.59999652119,1756054193073,Synapse54,1756054193073,Synapse54
89,92587 (Menifee),92587,3886,22.06,22.06,33000000.0,28855.688766937034,1756054193073,Synapse54,1756054193073,Synapse54
90,92590 (Temecula),92590,1119,23.72,23.72,171402500.0,74224.59376095551,1756054193073,Synapse54,1756054193073,Synapse54
91,92591 (Temecula),92591,11108,24.54,24.54,57467500.0,46864.2059342935,1756054193073,Synapse54,1756054193073,Synapse54
92,92592 (Temecula),92592,20043,24.9,24.9,449697500.0,150010.17362394696,1756054193073,Synapse54,1756054193073,Synapse54
93,92595 (Wildomar),92595,8344,23.56,23.56,77962500.0,49546.47682350081,1756054193073,Synapse54,1756054193073,Synapse54
94,92596 (Winchester),92596,11322,26.69,26.69,236541250.0,105694.89597132463,1756054193073,Synapse54,1756054193073,Synapse54
95,92602 (Irvine),92602,8486,25.55,25.55,54335000.0,48615.20874763779,1756054193073,Synapse54,1756054193073,Synapse54
96,92603 (Irvine),92603,4888,24.02,24.02,49596250.0,39851.28103911499,1756054193073,Synapse54,1756054193073,Synapse54
97,92604 (Irvine),92604,5807,21.11,21.11,12971250.0,14796.767588249384,1756054193073,Synapse54,1756054193073,Synapse54
98,92606 (Irvine),92606,5356,23.21,23.21,11687516.33984375,24285.50058514748,1756054193073,Synapse54,1756054193073,Synapse54
99,92610 (Foothill Ranch),92610,2494,22.03,22.03,41970000.0,42026.008696583456,1756054193073,Synapse54,1756054193073,Synapse54
100,92612 (Irvine),92612,10753,31.64,31.64,24991250.0,30023.681639087186,1756054193073,Synapse54,1756054193073,Synapse54
101,92614 (Irvine),92614,7635,24.56,24.56,16787500.0,22384.83540840505,1756054193073,Synapse54,1756054193073,Synapse54
102,92617 (Irvine),92617,17006,69.18,69.18,8672500.0,15412.013244571113,1756054193073,Synapse54,1756054193073,Synapse54
103,92618 (Irvine),92618,15176,22.54,22.54,94576250.0,64024.6551904949,1756054193073,Synapse54,1756054193073,Synapse54
104,85328 (Cibola),85328,26,15.66,15.66,527471250.0,162187.00041854146,1756054193073,Synapse54,1756054193073,Synapse54
105,92620 (Irvine),92620,15040,23.71,23.71,23306250.0,21025.73996103775,1756054193073,Synapse54,1756054193073,Synapse54
106,92624 (Capistrano Beach),92624,1236,16.85,16.85,5602500.0,19224.425787531967,1756054193073,Synapse54,1756054193073,Synapse54
107,92625 (Corona del Mar),92625,1563,13.86,13.86,9253750.0,22768.574163236848,1756054193073,Synapse54,1756054193073,Synapse54
108,92626 (Costa Mesa),92626,10513,21.15,21.15,35749444.4375,30953.607275611746,1756054193073,Synapse54,1756054193073,Synapse54
109,92627 (Costa Mesa),92627,13326,21.51,21.51,24660526.3203125,32009.424849547257,1756054193073,Synapse54,1756054193073,Synapse54
110,92629 (Dana Point),92629,4306,16.69,16.69,19367500.0,26404.176955851315,1756054193073,Synapse54,1756054193073,Synapse54
111,92630 (Lake Forest),92630,13609,19.89,19.89,39691250.0,33234.410302807584,1756054193073,Synapse54,1756054193073,Synapse54
112,92637 (Laguna Woods),92637,231,1.26,1.26,12412045.45703125,24637.976550366835,1756054193073,Synapse54,1756054193073,Synapse54
113,92646 (Huntington Beach),92646,10843,19.13,19.13,31957500.0,27762.065402696444,1756054193073,Synapse54,1756054193073,Synapse54
114,92647 (Huntington Beach),92647,13262,22.1,22.1,28932500.0,33867.74871894199,1756054193073,Synapse54,1756054193073,Synapse54
115,92648 (Huntington Beach),92648,8107,18.54,18.54,30280000.0,28473.954706364795,1756054193073,Synapse54,1756054193073,Synapse54
116,92649 (Huntington Beach),92649,5609,17.03,17.03,19831250.0,56450.29251686164,1756054193073,Synapse54,1756054193073,Synapse54
117,92651 (Laguna Beach),92651,3861,16.72,16.72,67526250.0,62490.433798214086,1756054193073,Synapse54,1756054193073,Synapse54
118,92653 (Laguna Hills),92653,5451,19.8,19.8,24331250.0,35888.268819247765,1756054193073,Synapse54,1756054193073,Synapse54
119,92655 (Midway City),92655,2033,23.44,23.44,2486250.0,12474.692560266567,1756054193073,Synapse54,1756054193073,Synapse54
120,92656 (Aliso Viejo),92656,12023,22.5,22.5,32877599.19921875,34966.50159209713,1756054193073,Synapse54,1756054193073,Synapse54
121,92657 (Newport Coast),92657,1895,20.28,20.28,33871111.109375,40735.605455959,1756054193073,Synapse54,1756054193073,Synapse54
122,92660 (Newport Beach),92660,7428,20.49,20.49,34988824.7734375,72801.1498150933,1756054193073,Synapse54,1756054193073,Synapse54
123,92661 (Newport Beach),92661,555,16.19,16.19,2449775.0,14182.819254330147,1756054193073,Synapse54,1756054193073,Synapse54
124,92662 (Newport Beach),92662,277,11.36,11.36,756250.0,4073.1965054184398,1756054193073,Synapse54,1756054193073,Synapse54
125,92663 (Newport Beach),92663,3466,17.18,17.18,12661250.0,29524.238996506057,1756054193073,Synapse54,1756054193073,Synapse54
126,92672 (San Clemente),92672,12887,30.23,30.23,122097500.0,68144.85534340238,1756054193073,Synapse54,1756054193073,Synapse54
127,92673 (San Clemente),92673,7220,25.07,25.07,43796250.0,35322.34411652421,1756054193073,Synapse54,1756054193073,Synapse54
128,92675 (San Juan Capistrano),92675,8575,21.2,21.2,398135000.0,159328.0017001646,1756054193073,Synapse54,1756054193073,Synapse54
129,92676 (Silverado),92676,274,14.02,14.02,185577580.6484375,69847.88033705542,1756054193073,Synapse54,1756054193073,Synapse54
130,92677 (Laguna Niguel),92677,12008,18.93,18.93,62363750.0,49653.56764980074,1756054193073,Synapse54,1756054193073,Synapse54
131,92679 (Trabuco Canyon),92679,7164,21.81,21.81,131953669.3515625,96766.9142094817,1756054193073,Synapse54,1756054193073,Synapse54
132,92683 (Westminster),92683,19352,21.72,21.72,37225000.0,54186.216950067326,1756054193073,Synapse54,1756054193073,Synapse54
133,92688 (Rancho Santa Margarita),92688,10255,23.27,23.27,34180000.0,38611.769223276526,1756054193073,Synapse54,1756054193073,Synapse54
134,92691 (Mission Viejo),92691,8935,19.7,19.7,33036250.0,38001.18237164921,1756054193073,Synapse54,1756054193073,Synapse54
135,92692 (Mission Viejo),92692,8393,18.45,18.45,36926250.0,46348.02646266434,1756054193073,Synapse54,1756054193073,Synapse54
136,92694 (Ladera Ranch),92694,9082,25.22,25.22,30588750.0,43863.23830896375,1756054193073,Synapse54,1756054193073,Synapse54
137,92697 (Irvine),92697,417,82.41,82.41,640000.0,3555.8432426418512,1756054193073,Synapse54,1756054193073,Synapse54
138,92701 (Santa Ana),92701,15878,30.37,30.37,12300000.0,17909.285594515157,1756054193073,Synapse54,1756054193073,Synapse54
139,92703 (Santa Ana),92703,16624,27.19,27.19,15516250.0,25608.827947224716,1756054193073,Synapse54,1756054193073,Synapse54
140,92704 (Santa Ana),92704,20784,25.38,25.38,28642500.0,33855.42088207186,1756054193073,Synapse54,1756054193073,Synapse54
141,92705 (Santa Ana),92705,12049,23.57,23.57,43200000.0,77393.0258273789,1756054193073,Synapse54,1756054193073,Synapse54
142,92706 (Santa Ana),92706,8279,25.34,25.34,13002500.0,24009.66740740803,1756054193073,Synapse54,1756054193073,Synapse54
143,92707 (Santa Ana),92707,13649,25.4,25.4,19470000.0,30897.365733854946,1756054193073,Synapse54,1756054193073,Synapse54
144,92708 (Fountain Valley),92708,11297,20.53,20.53,33996250.0,27518.702015973777,1756054193073,Synapse54,1756054193073,Synapse54
145,92780 (Tustin),92780,12940,24.1,24.1,24413750.0,32757.49656408988,1756054193073,Synapse54,1756054193073,Synapse54
146,92782 (Tustin),92782,6586,22.37,22.37,21093750.0,42452.81886104531,1756054193073,Synapse54,1756054193073,Synapse54
147,92801 (Anaheim),92801,14124,25.2,25.2,22840000.0,36651.55106988114,1756054193073,Synapse54,1756054193073,Synapse54
148,92802 (Anaheim),92802,10495,25.82,25.82,16627666.6640625,25129.664495851255,1756054193073,Synapse54,1756054193073,Synapse54
149,92804 (Anaheim),92804,20645,23.69,23.69,27093750.0,36797.87377561943,1756054193073,Synapse54,1756054193073,Synapse54
150,92805 (Anaheim),92805,21105,27.4,27.4,24434833.3359375,26630.492011417336,1756054193073,Synapse54,1756054193073,Synapse54
151,92806 (Anaheim),92806,9103,23.06,23.06,30277500.0,35397.16242525879,1756054193073,Synapse54,1756054193073,Synapse54
152,92807 (Anaheim),92807,7363,20.18,20.18,43425000.0,49369.07786874545,1756054193073,Synapse54,1756054193073,Synapse54
153,92808 (Anaheim),92808,3891,19.58,19.58,135771250.0,67114.4473414959,1756054193073,Synapse54,1756054193073,Synapse54
154,92821 (Brea),92821,8829,21.1,21.1,40157500.0,31640.813398465692,1756054193073,Synapse54,1756054193073,Synapse54
155,92823 (Brea),92823,1170,20.34,20.34,40087500.0,32182.422041735485,1756054193073,Synapse54,1756054193073,Synapse54
156,92831 (Fullerton),92831,12327,31.97,31.97,22971250.0,23931.067124648023,1756054193073,Synapse54,1756054193073,Synapse54
157,92832 (Fullerton),92832,6018,23.09,23.09,10311250.0,16109.402594640136,1756054193073,Synapse54,1756054193073,Synapse54
158,92833 (Fullerton),92833,11723,22.67,22.67,28923750.0,27760.4610883227,1756054193073,Synapse54,1756054193073,Synapse54
159,92835 (Fullerton),92835,5256,21.43,21.43,21915000.0,32662.879063291384,1756054193073,Synapse54,1756054193073,Synapse54
160,92840 (Garden Grove),92840,11981,21.94,21.94,19585000.0,23926.962718451425,1756054193073,Synapse54,1756054193073,Synapse54
161,92841 (Garden Grove),92841,7779,22.05,22.05,17046250.0,30056.2093910369,1756054193073,Synapse54,1756054193073,Synapse54
162,92843 (Garden Grove),92843,10786,24.15,24.15,14896250.0,29992.39321922365,1756054193073,Synapse54,1756054193073,Synapse54
163,92844 (Garden Grove),92844,5664,22.8,22.8,7895000.0,16403.528390326035,1756054193073,Synapse54,1756054193073,Synapse54
164,92845 (Garden Grove),92845,3457,21.64,21.64,8133750.0,11819.88810437026,1756054193073,Synapse54,1756054193073,Synapse54
165,92860 (Norco),92860,5235,20.18,20.18,54128750.0,49115.86210371589,1756054193073,Synapse54,1756054193073,Synapse54
166,92861 (Villa Park),92861,1052,18.85,18.85,8340000.0,17926.67245314459,1756054193073,Synapse54,1756054193073,Synapse54
167,92865 (Orange),92865,4598,22.64,22.64,13336250.0,16133.265595069315,1756054193073,Synapse54,1756054193073,Synapse54
168,92866 (Orange),92866,3664,23.33,23.33,7418750.0,12813.804565973127,1756054193073,Synapse54,1756054193073,Synapse54
169,92867 (Orange),92867,11963,27.54,27.54,29515000.0,52452.17586230138,1756054193073,Synapse54,1756054193073,Synapse54
170,92868 (Orange),92868,6905,24.57,24.57,12813750.0,21889.700334687273,1756054193073,Synapse54,1756054193073,Synapse54
171,92869 (Orange),92869,7181,20.21,20.21,49452500.0,43559.182698021956,1756054193073,Synapse54,1756054193073,Synapse54
172,92870 (Placentia),92870,12223,23.14,23.14,25658750.0,42875.80354717247,1756054193073,Synapse54,1756054193073,Synapse54
173,92878 (Corona),92878,3971,23.51,23.51,28011250.0,43014.98620425098,1756054193073,Synapse54,1756054193073,Synapse54
174,92879 (Corona),92879,12003,24.74,24.74,35812500.0,35718.5917383939,1756054193073,Synapse54,1756054193073,Synapse54
175,92880 (Corona),92880,15646,26.12,26.12,66393750.0,60879.49666935877,1756054193073,Synapse54,1756054193073,Synapse54
176,92881 (Corona),92881,7459,24.5,24.5,87822500.0,78100.13412564347,1756054193073,Synapse54,1756054193073,Synapse54
177,92882 (Corona),92882,16418,24.68,24.68,100377500.0,56643.47421769441,1756054193073,Synapse54,1756054193073,Synapse54
178,92883 (Corona),92883,9166,23.07,23.07,213882500.0,87517.171289697,1756054193073,Synapse54,1756054193073,Synapse54
179,92886 (Yorba Linda),92886,10883,22.14,22.14,56058750.0,49514.934612607736,1756054193073,Synapse54,1756054193073,Synapse54
180,92887 (Yorba Linda),92887,4106,20.52,20.52,34530000.0,37985.248233257116,1756054193073,Synapse54,1756054193073,Synapse54
181,93001 (Ventura),93001,7145,19.96,19.96,328800721.75390625,138054.9955498076,1756054193073,Synapse54,1756054193073,Synapse54
182,93003 (Ventura),93003,9984,20.19,20.19,74552500.0,55676.02575982478,1756054193073,Synapse54,1756054193073,Synapse54
183,93004 (Ventura),93004,6836,21.67,21.67,26253750.0,24293.608892124525,1756054193073,Synapse54,1756054193073,Synapse54
184,93010 (Camarillo),93010,9469,20.75,20.75,79716250.0,46831.915462838704,1756054193073,Synapse54,1756054193073,Synapse54
185,93012 (Camarillo),93012,8358,21.76,21.76,184080000.0,94772.80839757764,1756054193073,Synapse54,1756054193073,Synapse54
186,93013 (Carpinteria),93013,3155,19.89,19.89,79270000.0,51873.42689239334,1756054193073,Synapse54,1756054193073,Synapse54
187,93015 (Fillmore),93015,5247,26.28,26.28,400038750.0,134789.0342106503,1756054193073,Synapse54,1756054193073,Synapse54
188,93021 (Moorpark),93021,8272,22.65,22.65,234746250.0,99048.10368902325,1756054193073,Synapse54,1756054193073,Synapse54
189,93022 (Oak View),93022,1084,18.94,18.94,13133750.0,25118.329999860227,1756054193073,Synapse54,1756054193073,Synapse54
190,93023 (Ojai),93023,3569,17.5,17.5,1181358803.4804688,195447.1922160022,1756054193073,Synapse54,1756054193073,Synapse54
191,93030 (Oxnard),93030,15656,27.3,27.3,53537500.0,50865.79887099985,1756054193073,Synapse54,1756054193073,Synapse54
192,93033 (Oxnard),93033,22573,29.09,29.09,130200000.0,78026.87368580469,1756054193073,Synapse54,1756054193073,Synapse54
193,93035 (Oxnard),93035,5214,18.76,18.76,17435000.0,62007.549074571805,1756054193073,Synapse54,1756054193073,Synapse54
194,93036 (Oxnard),93036,12740,25.73,25.73,57343750.0,44444.19463078578,1756054193073,Synapse54,1756054193073,Synapse54
195,93040 (Piru),93040,695,27.95,27.95,210346250.0,69953.9423901976,1756054193073,Synapse54,1756054193073,Synapse54
196,93041 (Port Hueneme),93041,5888,25.79,25.79,17655000.0,45728.7533863953,1756054193073,Synapse54,1756054193073,Synapse54
197,93042 (Point Mugu Nawc),93042,10,58.82,58.82,21217500.0,39144.09398891686,1756054193073,Synapse54,1756054193073,Synapse54
198,93043 (Port Hueneme CBC Base),93043,293,47.41,47.41,5371250.0,18340.340638344987,1756054193073,Synapse54,1756054193073,Synapse54
199,93060 (Santa Paula),93060,9265,26.23,26.23,444843750.0,130581.77761447629,1756054193073,Synapse54,1756054193073,Synapse54
200,93063 (Simi Valley),93063,11275,20.81,20.81,151668750.0,72081.40181131517,1756054193073,Synapse54,1756054193073,Synapse54
201,93065 (Simi Valley),93065,15649,21.33,21.33,162708750.0,98893.97184780746,1756054193073,Synapse54,1756054193073,Synapse54
202,93066 (Somis),93066,728,24.11,24.11,213165000.0,70614.50191605966,1756054193073,Synapse54,1756054193073,Synapse54
203,93067 (Summerland),93067,144,15.55,15.55,3173750.0,13823.137880104807,1756054193073,Synapse54,1756054193073,Synapse54
204,93101 (Santa Barbara),93101,6716,22.26,22.26,12738750.0,27780.3304886334,1756054193073,Synapse54,1756054193073,Synapse54
205,93103 (Santa Barbara),93103,4081,20.76,20.76,16533750.0,29598.426540677967,1756054193073,Synapse54,1756054193073,Synapse54
206,93105 (Santa Barbara),93105,4431,16.55,16.55,1085646890.625,322486.5248719495,1756054193073,Synapse54,1756054193073,Synapse54
207,93106 (Santa Barbara),93106,4425,92.4,92.4,3377500.0,10299.680398798031,1756054193073,Synapse54,1756054193073,Synapse54
208,93108 (Santa Barbara),93108,2642,24.6,24.6,166683750.0,95528.79525072398,1756054193073,Synapse54,1756054193073,Synapse54
209,93109 (Santa Barbara),93109,2414,21.1,21.1,13007500.0,26406.026345091894,1756054193073,Synapse54,1756054193073,Synapse54
210,93110 (Santa Barbara),93110,2894,19.05,19.05,27055000.0,32648.046786382944,1756054193073,Synapse54,1756054193073,Synapse54
211,93111 (Santa Barbara),93111,3347,18.82,18.82,33908750.0,38270.054689742254,1756054193073,Synapse54,1756054193073,Synapse54
212,93117 (Goleta),93117,23709,44.3,44.3,570517500.0,186790.30470483637,1756054193073,Synapse54,1756054193073,Synapse54
213,93201 (Alpaugh),93201,397,34.64,34.64,53031250.0,42400.502769921804,1756054193073,Synapse54,1756054193073,Synapse54
214,93202 (Armona),93202,1163,28.53,28.53,6991250.0,14120.25147939271,1756054193073,Synapse54,1756054193073,Synapse54
215,93203 (Arvin),93203,6777,33.11,33.11,846007500.0,228599.11450149858,1756054193073,Synapse54,1756054193073,Synapse54
216,93204 (Avenal),93204,3182,23.39,23.39,1210063750.0,148486.7969705507,1756054193073,Synapse54,1756054193073,Synapse54
