OBJECTID,DESCRIPTION,ID,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
938,95552 (Mad River),95552,43,15.36,15.36,195810000.0,99691.82987825625,1756054193073,Synapse54,1756054193073,Synapse54
939,95553 (Miranda),95553,116,19.27,19.27,65276250.0,50873.990281702245,1756054193073,Synapse54,1756054193073,Synapse54
940,95554 (Myers Flat),95554,207,18.03,18.03,950241250.0,356745.39781814214,1756054193073,Synapse54,1756054193073,Synapse54
941,93591 (Palmdale),93591,1920,26.47,26.47,331107500.0,113186.23220289519,1756054193073,Synapse54,1756054193073,Synapse54
942,95419 (Camp Meeker),95419,52,14.44,14.44,1142500.0,10187.482443613439,1756054193073,Synapse54,1756054193073,Synapse54
943,93601 (Ahwahnee),93601,308,16.95,16.95,142641250.0,85916.80402890376,1756054193073,Synapse54,1756054193073,Synapse54
944,93602 (Auberry),93602,646,19.16,19.16,372420000.0,132776.85010877837,1756054193073,Synapse54,1756054193073,Synapse54
945,93603 (Badger),93603,63,22.66,22.66,118912500.0,97049.57784977186,1756054193073,Synapse54,1756054193073,Synapse54
946,93604 (Bass Lake),93604,80,10.83,10.83,23500000.0,35577.66568122268,1756054193073,Synapse54,1756054193073,Synapse54
947,93606 (Biola),93606,457,33.68,33.68,2593750.0,7108.307627037011,1756054193073,Synapse54,1756054193073,Synapse54
948,93608 (Cantua Creek),93608,376,29.77,29.77,478897500.0,114394.28979936735,1756054193073,Synapse54,1756054193073,Synapse54
949,93609 (Caruthers),93609,1654,29.17,29.17,241541250.0,79566.08785831252,1756054193073,Synapse54,1756054193073,Synapse54
950,93610 (Chowchilla),93610,5780,24.47,24.47,1045001250.0,216660.03973399368,1756054193073,Synapse54,1756054193073,Synapse54
951,93611 (Clovis),93611,11145,23.82,23.82,42878750.0,47933.50344364778,1756054193073,Synapse54,1756054193073,Synapse54
952,93612 (Clovis),93612,10129,25.93,25.93,27338750.0,34503.37863181957,1756054193073,Synapse54,1756054193073,Synapse54
953,93614 (Coarsegold),93614,1967,17.53,17.53,569362437.5,199468.61740305426,1756054193073,Synapse54,1756054193073,Synapse54
954,93615 (Cutler),93615,1669,31.44,31.44,61432500.0,43144.198863251426,1756054193073,Synapse54,1756054193073,Synapse54
955,93616 (Del Rey),93616,590,27.94,27.94,53928750.0,42516.20582562826,1756054193073,Synapse54,1756054193073,Synapse54
956,93618 (Dinuba),93618,9804,30.82,30.82,269097500.0,102197.98154504903,1756054193073,Synapse54,1756054193073,Synapse54
957,93619 (Clovis),93619,14238,24.51,24.51,748587500.0,194092.32730768184,1756054193073,Synapse54,1756054193073,Synapse54
958,93620 (Dos Palos),93620,2908,28.04,28.04,695457500.0,165710.74071628856,1756054193073,Synapse54,1756054193073,Synapse54
959,93621 (Dunlap),93621,49,17.69,17.69,55725000.0,62414.793108866405,1756054193073,Synapse54,1756054193073,Synapse54
960,93622 (Firebaugh),93622,3013,29.74,29.74,1878002500.0,427028.8441735547,1756054193073,Synapse54,1756054193073,Synapse54
961,93623 (Fish Camp),93623,12,14.12,14.12,149587500.0,72274.06887010609,1756054193073,Synapse54,1756054193073,Synapse54
962,93624 (Five Points),93624,154,31.95,31.95,457813750.0,143995.37187534748,1756054193073,Synapse54,1756054193073,Synapse54
963,93625 (Fowler),93625,2487,27.09,27.09,99161250.0,59208.954147904566,1756054193073,Synapse54,1756054193073,Synapse54
964,93626 (Friant),93626,426,19.84,19.84,424050000.0,144818.1657480191,1756054193073,Synapse54,1756054193073,Synapse54
965,93627 (Helm),93627,22,25.0,25.0,174451250.0,61328.98773189852,1756054193073,Synapse54,1756054193073,Synapse54
966,93628 (Hume),93628,15,17.65,17.65,22806250.0,22432.08334494645,1756054193073,Synapse54,1756054193073,Synapse54
967,93630 (Kerman),93630,6384,29.7,29.7,630955000.0,137129.96301622014,1756054193073,Synapse54,1756054193073,Synapse54
968,93631 (Kingsburg),93631,4282,24.74,24.74,290826250.0,127414.12222235455,1756054193073,Synapse54,1756054193073,Synapse54
969,93633 (Kings Canyon National Pk),93633,102,22.57,22.57,2747113750.0,432087.78625044454,1756054193073,Synapse54,1756054193073,Synapse54
970,93634 (Lakeshore),93634,5,41.67,41.67,288427500.0,93678.65020559738,1756054193073,Synapse54,1756054193073,Synapse54
971,93635 (Los Banos),93635,15609,29.43,29.43,2246182500.0,356523.6897694365,1756054193073,Synapse54,1756054193073,Synapse54
972,93636 (Madera),93636,4176,20.28,20.28,868101250.0,182971.94160204416,1756054193073,Synapse54,1756054193073,Synapse54
973,93637 (Madera),93637,12011,28.63,28.63,929867500.0,184979.8135691581,1756054193073,Synapse54,1756054193073,Synapse54
974,93638 (Madera),93638,15678,31.06,31.06,345925000.0,112476.19197872673,1756054193073,Synapse54,1756054193073,Synapse54
975,93640 (Mendota),93640,4601,31.19,31.19,1840838750.0,318013.21963958343,1756054193073,Synapse54,1756054193073,Synapse54
976,93641 (Miramonte),93641,117,19.63,19.63,112430000.0,70754.39039428507,1756054193073,Synapse54,1756054193073,Synapse54
977,93643 (North Fork),93643,508,17.28,17.28,789391250.0,213037.1188277554,1756054193073,Synapse54,1756054193073,Synapse54
978,93644 (Oakhurst),93644,1340,17.02,17.02,962563006.9921875,267350.47887293884,1756054193073,Synapse54,1756054193073,Synapse54
979,93645 (O Neals),93645,40,16.33,16.33,163476250.0,102813.54751247233,1756054193073,Synapse54,1756054193073,Synapse54
980,93646 (Orange Cove),93646,3463,32.92,32.92,171871250.0,78166.54047640465,1756054193073,Synapse54,1756054193073,Synapse54
981,93647 (Orosi),93647,3299,30.81,30.81,279088750.0,96559.18150363595,1756054193073,Synapse54,1756054193073,Synapse54
982,93648 (Parlier),93648,4828,31.68,31.68,82266250.0,49019.79437700118,1756054193073,Synapse54,1756054193073,Synapse54
983,93650 (Fresno),93650,1035,29.99,29.99,2915000.0,10750.947745815918,1756054193073,Synapse54,1756054193073,Synapse54
984,93651 (Prather),93651,268,19.03,19.03,78617500.0,56014.04673162482,1756054193073,Synapse54,1756054193073,Synapse54
985,93652 (Raisin City),93652,108,29.59,29.59,8075000.0,14050.4166377355,1756054193073,Synapse54,1756054193073,Synapse54
986,93653 (Raymond),93653,193,17.94,17.94,1122685000.0,217338.02920773695,1756054193073,Synapse54,1756054193073,Synapse54
987,93654 (Reedley),93654,8895,28.38,28.38,458942500.0,156831.15084691523,1756054193073,Synapse54,1756054193073,Synapse54
988,93656 (Riverdale),93656,1915,30.23,30.23,440267500.0,128460.56323797608,1756054193073,Synapse54,1756054193073,Synapse54
989,93657 (Sanger),93657,10126,26.99,26.99,1005633750.0,288832.22598600516,1756054193073,Synapse54,1756054193073,Synapse54
990,93660 (San Joaquin),93660,1418,35.13,35.13,211202500.0,79570.68801285257,1756054193073,Synapse54,1756054193073,Synapse54
991,93662 (Selma),93662,8559,27.93,27.93,295055000.0,102480.55768092867,1756054193073,Synapse54,1756054193073,Synapse54
992,93664 (Shaver Lake),93664,120,15.56,15.56,3415976250.0,403337.8361643772,1756054193073,Synapse54,1756054193073,Synapse54
993,93666 (Sultana),93666,101,32.37,32.37,1196250.0,5627.510002852006,1756054193073,Synapse54,1756054193073,Synapse54
994,93667 (Tollhouse),93667,433,20.24,20.24,260371250.0,99840.66462098656,1756054193073,Synapse54,1756054193073,Synapse54
995,93668 (Tranquillity),93668,358,28.8,28.8,298466250.0,77341.96806112055,1756054193073,Synapse54,1756054193073,Synapse54
996,93669 (Wishon),93669,62,15.23,15.23,32462500.0,31750.90769725911,1756054193073,Synapse54,1756054193073,Synapse54
997,93673 (Traver),93673,230,32.3,32.3,3385000.0,7473.376466048143,1756054193073,Synapse54,1756054193073,Synapse54
998,93675 (Squaw Valley),93675,630,16.75,16.75,342720000.0,94788.98851370667,1756054193073,Synapse54,1756054193073,Synapse54
999,93701 (Fresno),93701,3270,29.74,29.74,5953750.0,13205.043234807552,1756054193073,Synapse54,1756054193073,Synapse54
1000,93702 (Fresno),93702,13362,31.05,31.05,20620000.0,19812.310562561768,1756054193073,Synapse54,1756054193073,Synapse54
1001,93703 (Fresno),93703,10154,29.39,29.39,19397500.0,19830.277563773197,1756054193073,Synapse54,1756054193073,Synapse54
1002,93704 (Fresno),93704,6270,22.42,22.42,22590000.0,27105.471620284377,1756054193073,Synapse54,1756054193073,Synapse54
1003,93705 (Fresno),93705,11383,28.38,28.38,20763750.0,22593.020706623785,1756054193073,Synapse54,1756054193073,Synapse54
1004,93706 (Fresno),93706,11826,29.76,29.76,624835000.0,147699.52122111115,1756054193073,Synapse54,1756054193073,Synapse54
1005,93710 (Fresno),93710,8957,30.02,30.02,26748750.0,23026.98591692139,1756054193073,Synapse54,1756054193073,Synapse54
1006,93711 (Fresno),93711,7099,19.02,19.02,44005000.0,39717.27397216554,1756054193073,Synapse54,1756054193073,Synapse54
1007,93720 (Fresno),93720,10859,22.77,22.77,38761250.0,46179.174721802745,1756054193073,Synapse54,1756054193073,Synapse54
1008,93721 (Fresno),93721,1979,25.47,25.47,8145000.0,14213.573266732503,1756054193073,Synapse54,1756054193073,Synapse54
1009,93722 (Fresno),93722,23325,26.83,26.83,84017500.0,59867.25912732794,1756054193073,Synapse54,1756054193073,Synapse54
1010,93723 (Fresno),93723,3787,24.67,24.67,177675000.0,64259.11624482831,1756054193073,Synapse54,1756054193073,Synapse54
1011,93725 (Fresno),93725,7861,29.74,29.74,277108750.0,123881.96838888185,1756054193073,Synapse54,1756054193073,Synapse54
1012,93726 (Fresno),93726,11525,28.11,28.11,26385000.0,22895.813018039586,1756054193073,Synapse54,1756054193073,Synapse54
1013,93727 (Fresno),93727,24921,26.57,26.57,87730000.0,52713.0463882547,1756054193073,Synapse54,1756054193073,Synapse54
1014,93728 (Fresno),93728,3856,23.86,23.86,12132500.0,16047.142699487926,1756054193073,Synapse54,1756054193073,Synapse54
1015,93730 (Fresno),93730,3208,23.1,23.1,37892500.0,42904.788434696726,1756054193073,Synapse54,1756054193073,Synapse54
1016,93737 (Fresno),93737,2172,24.1,24.1,45475000.0,40770.049590660994,1756054193073,Synapse54,1756054193073,Synapse54
1017,93741 (Fresno),93741,5,6.25,6.25,415000.0,2890.8149111915895,1756054193073,Synapse54,1756054193073,Synapse54
1018,93901 (Salinas),93901,6977,23.63,23.63,49076250.0,44475.80369584794,1756054193073,Synapse54,1756054193073,Synapse54
1019,93905 (Salinas),93905,20696,32.46,32.46,32251250.0,30986.303841262583,1756054193073,Synapse54,1756054193073,Synapse54
1020,93906 (Salinas),93906,18510,27.64,27.64,68812500.0,39317.24941605753,1756054193073,Synapse54,1756054193073,Synapse54
1021,93907 (Salinas),93907,5239,22.82,22.82,213045000.0,95284.68141805496,1756054193073,Synapse54,1756054193073,Synapse54
1022,93908 (Salinas),93908,2667,20.05,20.05,1061338750.0,303096.1327894712,1756054193073,Synapse54,1756054193073,Synapse54
1023,93920 (Big Sur),93920,218,18.32,18.32,1101445654.7578125,340535.91805434285,1756054193073,Synapse54,1756054193073,Synapse54
1024,93923 (Carmel),93923,2188,14.53,14.53,669871845.2421875,208905.8148713517,1756054193073,Synapse54,1756054193073,Synapse54
1025,93924 (Carmel Valley),93924,1016,16.22,16.22,927551250.0,220262.2686813718,1756054193073,Synapse54,1756054193073,Synapse54
1026,93925 (Chualar),93925,397,32.59,32.59,75185000.0,75436.40873389582,1756054193073,Synapse54,1756054193073,Synapse54
1027,93926 (Gonzales),93926,2771,30.51,30.51,295983750.0,124985.8626719927,1756054193073,Synapse54,1756054193073,Synapse54
1028,93927 (Greenfield),93927,6538,31.32,31.32,915303681.8203125,248166.22671677396,1756054193073,Synapse54,1756054193073,Synapse54
1029,93930 (King City),93930,4741,29.61,29.61,1350435000.0,285947.10402693844,1756054193073,Synapse54,1756054193073,Synapse54
1030,93932 (Lockwood),93932,136,18.38,18.38,1229275000.0,277103.62258608395,1756054193073,Synapse54,1756054193073,Synapse54
1031,93933 (Marina),93933,7280,25.8,25.8,43681250.0,38141.375779456015,1756054193073,Synapse54,1756054193073,Synapse54
1032,93940 (Monterey),93940,4284,14.91,14.91,67022500.0,76008.66155666241,1756054193073,Synapse54,1756054193073,Synapse54
1033,93943 (Monterey),93943,11,23.4,23.4,906250.0,3873.3916486782,1756054193073,Synapse54,1756054193073,Synapse54
1034,93944 (Monterey),93944,3087,86.11,86.11,1896250.0,8931.51131578345,1756054193073,Synapse54,1756054193073,Synapse54
1035,93950 (Pacific Grove),93950,2680,18.23,18.23,11506250.0,20460.049008292488,1756054193073,Synapse54,1756054193073,Synapse54
1036,93953 (Pebble Beach),93953,768,16.31,16.31,33083750.0,34847.60953036919,1756054193073,Synapse54,1756054193073,Synapse54
1037,93954 (San Lucas),93954,106,30.2,30.2,1565000.0,6206.333579151132,1756054193073,Synapse54,1756054193073,Synapse54
1038,93955 (Seaside),93955,8176,25.92,25.92,44293750.0,30970.127365784243,1756054193073,Synapse54,1756054193073,Synapse54
1039,93960 (Soledad),93960,7210,26.93,26.93,860372500.0,205748.91010736118,1756054193073,Synapse54,1756054193073,Synapse54
1040,93962 (Spreckels),93962,127,24.95,24.95,328750.0,3874.9584023975312,1756054193073,Synapse54,1756054193073,Synapse54
1041,94002 (Belmont),94002,6191,21.22,21.22,23726250.0,30438.40887113949,1756054193073,Synapse54,1756054193073,Synapse54
1042,94005 (Brisbane),94005,852,17.32,17.32,20960000.0,27073.394632558735,1756054193073,Synapse54,1756054193073,Synapse54
1043,94010 (Burlingame),94010,10197,22.28,22.28,53392248.7734375,56870.761389947154,1756054193073,Synapse54,1756054193073,Synapse54
1044,94014 (Daly City),94014,9701,19.21,19.21,24572500.0,33300.051987886174,1756054193073,Synapse54,1756054193073,Synapse54
1045,94015 (Daly City),94015,11388,17.76,17.76,23146250.0,28040.994291398496,1756054193073,Synapse54,1756054193073,Synapse54
1046,94018 (El Granada),94018,637,16.1,16.1,2292500.0,10189.485666124361,1756054193073,Synapse54,1756054193073,Synapse54
1047,94019 (Half Moon Bay),94019,2972,19.44,19.44,295738750.0,156287.20497076423,1756054193073,Synapse54,1756054193073,Synapse54
1048,94020 (La Honda),94020,239,12.51,12.51,223715000.0,115902.66856139204,1756054193073,Synapse54,1756054193073,Synapse54
1049,94021 (Loma Mar),94021,29,12.18,12.18,73641250.0,56067.98793562323,1756054193073,Synapse54,1756054193073,Synapse54
1050,94022 (Los Altos),94022,4448,21.63,21.63,73318750.0,51605.916867906875,1756054193073,Synapse54,1756054193073,Synapse54
1051,94024 (Los Altos),94024,5299,23.35,23.35,32170000.0,39580.95702608813,1756054193073,Synapse54,1756054193073,Synapse54
1052,94025 (Menlo Park),94025,10230,22.36,22.36,45495000.0,77336.04934579464,1756054193073,Synapse54,1756054193073,Synapse54
1053,94027 (Atherton),94027,1915,26.68,26.68,21658750.0,32935.33137280685,1756054193073,Synapse54,1756054193073,Synapse54
1054,94028 (Portola Valley),94028,1321,19.13,19.13,60188750.0,49199.03077318904,1756054193073,Synapse54,1756054193073,Synapse54
1055,94030 (Millbrae),94030,4856,19.51,19.51,14327500.0,18803.791537082572,1756054193073,Synapse54,1756054193073,Synapse54
1056,94035 (Mountain View),94035,0,0.0,0.0,10948750.0,16184.885110646392,1756054193073,Synapse54,1756054193073,Synapse54
1057,94037 (Montara),94037,442,16.26,16.26,5483750.0,13097.148573164195,1756054193073,Synapse54,1756054193073,Synapse54
1058,94038 (Moss Beach),94038,510,17.77,17.77,24657500.0,47109.11719110493,1756054193073,Synapse54,1756054193073,Synapse54
1059,94040 (Mountain View),94040,8887,22.86,22.86,14680000.0,29318.681930924045,1756054193073,Synapse54,1756054193073,Synapse54
1060,94041 (Mountain View),94041,3152,19.23,19.23,6767500.0,13765.223583442732,1756054193073,Synapse54,1756054193073,Synapse54
1061,94043 (Mountain View),94043,6144,18.05,18.05,36076250.0,34434.29361909127,1756054193073,Synapse54,1756054193073,Synapse54
1062,94044 (Pacifica),94044,7129,18.01,18.01,58658750.0,47775.06781835821,1756054193073,Synapse54,1756054193073,Synapse54
1063,94060 (Pescadero),94060,259,20.28,20.28,248566250.0,105400.65709000302,1756054193073,Synapse54,1756054193073,Synapse54
1064,94061 (Redwood City),94061,7602,20.03,20.03,15618750.0,24709.799624696014,1756054193073,Synapse54,1756054193073,Synapse54
1065,94062 (Redwood City),94062,4971,18.77,18.77,294853750.0,174752.02828640406,1756054193073,Synapse54,1756054193073,Synapse54
1066,94063 (Redwood City),94063,9190,23.72,23.72,26788750.0,37791.705204097016,1756054193073,Synapse54,1756054193073,Synapse54
1067,94065 (Redwood City),94065,2671,20.04,20.04,11640000.0,18163.54406805797,1756054193073,Synapse54,1756054193073,Synapse54
1068,94066 (San Bruno),94066,8404,18.9,18.9,28987500.0,33711.62139291378,1756054193073,Synapse54,1756054193073,Synapse54
1069,94070 (San Carlos),94070,6640,20.62,20.62,28714204.546875,34007.28183401264,1756054193073,Synapse54,1756054193073,Synapse54
1070,94074 (San Gregorio),94074,60,18.29,18.29,84161250.0,73999.78281926819,1756054193073,Synapse54,1756054193073,Synapse54
1071,94080 (South San Francisco),94080,12956,18.83,18.83,43398706.14453125,45871.26946714617,1756054193073,Synapse54,1756054193073,Synapse54
1072,94085 (Sunnyvale),94085,4438,17.6,17.6,13416250.0,16841.43223119511,1756054193073,Synapse54,1756054193073,Synapse54
1073,94086 (Sunnyvale),94086,10309,18.28,18.28,18878750.0,24512.530566341276,1756054193073,Synapse54,1756054193073,Synapse54
1074,94087 (Sunnyvale),94087,12658,22.44,22.44,26666250.0,29131.96374757735,1756054193073,Synapse54,1756054193073,Synapse54
1075,94089 (Sunnyvale),94089,3784,16.09,16.09,50076250.0,35127.56246856355,1756054193073,Synapse54,1756054193073,Synapse54
1076,94102 (San Francisco),94102,6373,15.05,15.05,2761250.0,9109.855986528222,1756054193073,Synapse54,1756054193073,Synapse54
1077,94103 (San Francisco),94103,7430,17.8,17.8,5510000.0,13324.552729419247,1756054193073,Synapse54,1756054193073,Synapse54
1078,94104 (San Francisco),94104,40,11.7,11.7,305000.0,2682.7587961752465,1756054193073,Synapse54,1756054193073,Synapse54
1079,94105 (San Francisco),94105,2575,15.96,15.96,1471250.0,6474.767645850027,1756054193073,Synapse54,1756054193073,Synapse54
1080,94107 (San Francisco),94107,5909,16.53,16.53,7565000.0,24031.924013578373,1756054193073,Synapse54,1756054193073,Synapse54
1081,94108 (San Francisco),94108,2110,15.77,15.77,1146250.0,5405.1537816559785,1756054193073,Synapse54,1756054193073,Synapse54
1082,94109 (San Francisco),94109,7879,14.28,14.28,4333750.0,11634.999666122127,1756054193073,Synapse54,1756054193073,Synapse54
1083,94110 (San Francisco),94110,11452,17.11,17.11,9857500.0,15628.126702285164,1756054193073,Synapse54,1756054193073,Synapse54
1084,94111 (San Francisco),94111,712,13.15,13.15,2062727.2734375,22413.866350981203,1756054193073,Synapse54,1756054193073,Synapse54
1085,94112 (San Francisco),94112,13757,17.78,17.78,13590000.0,21832.602696239253,1756054193073,Synapse54,1756054193073,Synapse54
1086,94114 (San Francisco),94114,4544,13.31,13.31,6161250.0,15544.959820477563,1756054193073,Synapse54,1756054193073,Synapse54
1087,94115 (San Francisco),94115,5378,16.01,16.01,4572500.0,9265.074333732065,1756054193073,Synapse54,1756054193073,Synapse54
1088,94116 (San Francisco),94116,6969,16.19,16.19,10858750.0,16662.74154910214,1756054193073,Synapse54,1756054193073,Synapse54
1089,94117 (San Francisco),94117,7750,19.47,19.47,5152500.0,12601.323787110568,1756054193073,Synapse54,1756054193073,Synapse54
1090,94118 (San Francisco),94118,7945,20.0,20.0,7762500.0,16824.404157658624,1756054193073,Synapse54,1756054193073,Synapse54
1091,94121 (San Francisco),94121,6607,16.07,16.07,9025000.0,13021.337032417197,1756054193073,Synapse54,1756054193073,Synapse54
1092,94122 (San Francisco),94122,8510,15.48,15.48,16320000.0,24974.554920782804,1756054193073,Synapse54,1756054193073,Synapse54
1093,94123 (San Francisco),94123,4351,15.73,15.73,4727500.0,13879.212032322419,1756054193073,Synapse54,1756054193073,Synapse54
1094,94124 (San Francisco),94124,8486,22.19,22.19,20017091.4453125,39052.02420839806,1756054193073,Synapse54,1756054193073,Synapse54
1095,94127 (San Francisco),94127,3164,17.48,17.48,7028750.0,13072.294259639708,1756054193073,Synapse54,1756054193073,Synapse54
1096,94128 (San Francisco),94128,0,0.0,0.0,13381250.0,20637.428876719056,1756054193073,Synapse54,1756054193073,Synapse54
1097,94129 (San Francisco),94129,947,26.98,26.98,9775000.0,13830.280271361209,1756054193073,Synapse54,1756054193073,Synapse54
1098,94130 (San Francisco),94130,715,19.78,19.78,3673333.33203125,12686.89098283168,1756054193073,Synapse54,1756054193073,Synapse54
1099,94131 (San Francisco),94131,4218,14.61,14.61,8381250.0,23160.47025107543,1756054193073,Synapse54,1756054193073,Synapse54
1100,94132 (San Francisco),94132,6057,22.03,22.03,17235000.0,23894.328017824708,1756054193073,Synapse54,1756054193073,Synapse54
1101,94133 (San Francisco),94133,3612,14.07,14.07,3068750.0,14406.337906003295,1756054193073,Synapse54,1756054193073,Synapse54
1102,94134 (San Francisco),94134,7846,19.01,19.01,10798750.0,18797.746947913987,1756054193073,Synapse54,1756054193073,Synapse54
1103,94143 (San Francisco),94143,139,14.11,14.11,546250.0,4175.966948715504,1756054193073,Synapse54,1756054193073,Synapse54
1104,94158 (San Francisco),94158,1768,17.4,17.4,2278750.0,8444.38250190104,1756054193073,Synapse54,1756054193073,Synapse54
1105,94301 (Palo Alto),94301,3426,19.9,19.9,10070000.0,17733.755919930725,1756054193073,Synapse54,1756054193073,Synapse54
1106,94303 (Palo Alto),94303,11948,25.31,25.31,34772500.0,45343.677534591654,1756054193073,Synapse54,1756054193073,Synapse54
1107,94304 (Palo Alto),94304,861,19.14,19.14,29900000.0,52473.42079752278,1756054193073,Synapse54,1756054193073,Synapse54
1108,94305 (Stanford),94305,14934,63.04,63.04,10593750.0,16594.313518268584,1756054193073,Synapse54,1756054193073,Synapse54
1109,94306 (Palo Alto),94306,6235,22.46,22.46,15288750.0,30759.596853640993,1756054193073,Synapse54,1756054193073,Synapse54
1110,94401 (San Mateo),94401,6913,19.83,19.83,12121250.0,25041.250276575305,1756054193073,Synapse54,1756054193073,Synapse54
1111,94402 (San Mateo),94402,5430,19.82,19.82,20618750.0,48281.23266605544,1756054193073,Synapse54,1756054193073,Synapse54
1112,94403 (San Mateo),94403,8994,19.38,19.38,22763750.0,30347.477581343268,1756054193073,Synapse54,1756054193073,Synapse54
1113,94404 (San Mateo),94404,7177,18.6,18.6,19673750.0,26092.0168860673,1756054193073,Synapse54,1756054193073,Synapse54
1114,94501 (Alameda),94501,13394,19.93,19.93,33223750.0,45897.36098807361,1756054193073,Synapse54,1756054193073,Synapse54
1115,94502 (Alameda),94502,2735,19.57,19.57,10325000.0,12952.632809227778,1756054193073,Synapse54,1756054193073,Synapse54
1116,94503 (American Canyon),94503,5741,25.53,25.53,124540000.0,75535.08299591177,1756054193073,Synapse54,1756054193073,Synapse54
1117,94505 (Discovery Bay),94505,3007,20.42,20.42,98662500.0,70009.43511068175,1756054193073,Synapse54,1756054193073,Synapse54
1118,94506 (Danville),94506,6127,24.25,24.25,83872500.0,54623.21808259348,1756054193073,Synapse54,1756054193073,Synapse54
1119,94507 (Alamo),94507,3020,21.88,21.88,58488750.0,58984.650742907914,1756054193073,Synapse54,1756054193073,Synapse54
1120,94508 (Angwin),94508,1045,31.96,31.96,163121250.0,76302.27918999073,1756054193073,Synapse54,1756054193073,Synapse54
1121,94509 (Antioch),94509,17115,24.43,24.43,78830454.546875,57295.87840356891,1756054193073,Synapse54,1756054193073,Synapse54
1122,94510 (Benicia),94510,5321,19.99,19.99,129121250.0,71551.31632330282,1756054193073,Synapse54,1756054193073,Synapse54
1123,94511 (Bethel Island),94511,315,12.5,12.5,23148750.0,23103.434001915608,1756054193073,Synapse54,1756054193073,Synapse54
1124,94512 (Birds Landing),94512,9,16.98,16.98,93425000.0,77981.32216535682,1756054193073,Synapse54,1756054193073,Synapse54
1125,94513 (Brentwood),94513,17781,24.71,24.71,452421250.0,200360.04086734258,1756054193073,Synapse54,1756054193073,Synapse54
1126,94514 (Byron),94514,230,21.88,21.88,227750000.0,97272.6645178555,1756054193073,Synapse54,1756054193073,Synapse54
1127,94515 (Calistoga),94515,1206,18.65,18.65,323178750.0,143341.32931914175,1756054193073,Synapse54,1756054193073,Synapse54
1128,94517 (Clayton),94517,2467,20.12,20.12,216805000.0,103245.23713484913,1756054193073,Synapse54,1756054193073,Synapse54
1129,94518 (Concord),94518,5099,18.53,18.53,22850000.0,24183.7764138925,1756054193073,Synapse54,1756054193073,Synapse54
1130,94519 (Concord),94519,3489,18.61,18.61,24902500.0,27429.17656712045,1756054193073,Synapse54,1756054193073,Synapse54
1131,94520 (Concord),94520,8591,22.27,22.27,72727500.0,77515.18352807945,1756054193073,Synapse54,1756054193073,Synapse54
1132,94521 (Concord),94521,8068,19.13,19.13,79827500.0,62249.8966933039,1756054193073,Synapse54,1756054193073,Synapse54
1133,94523 (Pleasant Hill),94523,6316,18.49,18.49,29513750.0,34247.5672135338,1756054193073,Synapse54,1756054193073,Synapse54
1134,94525 (Crockett),94525,517,16.0,16.0,9226250.0,18143.109706388044,1756054193073,Synapse54,1756054193073,Synapse54
1135,94526 (Danville),94526,7744,22.85,22.85,59760000.0,42613.23830043105,1756054193073,Synapse54,1756054193073,Synapse54
1136,94528 (Diablo),94528,150,20.89,20.89,3393750.0,9049.681385657617,1756054193073,Synapse54,1756054193073,Synapse54
1137,94530 (El Cerrito),94530,4504,17.23,17.23,25327500.0,34656.69796137083,1756054193073,Synapse54,1756054193073,Synapse54
1138,94531 (Antioch),94531,11913,23.59,23.59,67372500.0,44051.98156420479,1756054193073,Synapse54,1756054193073,Synapse54
1139,94533 (Fairfield),94533,19687,24.34,24.34,88748750.0,60520.489407932844,1756054193073,Synapse54,1756054193073,Synapse54
1140,94534 (Fairfield),94534,8894,20.75,20.75,330147500.0,117068.20281088044,1756054193073,Synapse54,1756054193073,Synapse54
1141,94535 (Travis AFB),94535,1690,42.43,42.43,47272500.0,38510.1698250734,1756054193073,Synapse54,1756054193073,Synapse54
1142,94536 (Fremont),94536,15859,20.93,20.93,56026250.0,41812.04451712446,1756054193073,Synapse54,1756054193073,Synapse54
1143,94538 (Fremont),94538,13912,20.17,20.17,98643750.0,83332.44191948466,1756054193073,Synapse54,1756054193073,Synapse54
1144,94539 (Fremont),94539,12951,23.31,23.31,120907500.0,64986.041966313496,1756054193073,Synapse54,1756054193073,Synapse54
1145,94541 (Hayward),94541,15648,22.31,22.31,29441250.0,40724.66619939474,1756054193073,Synapse54,1756054193073,Synapse54
1146,94542 (Hayward),94542,4120,26.07,26.07,33818750.0,38568.41380096132,1756054193073,Synapse54,1756054193073,Synapse54
1147,94544 (Hayward),94544,18579,22.82,22.82,43895000.0,41626.30671690496,1756054193073,Synapse54,1756054193073,Synapse54
1148,94545 (Hayward),94545,6400,18.8,18.8,52977500.0,41240.47750400677,1756054193073,Synapse54,1756054193073,Synapse54
1149,94546 (Castro Valley),94546,9674,20.93,20.93,109913750.0,72092.96292733341,1756054193073,Synapse54,1756054193073,Synapse54
1150,94547 (Hercules),94547,4961,18.73,18.73,23832500.0,27999.3176453074,1756054193073,Synapse54,1756054193073,Synapse54
1151,94548 (Knightsen),94548,82,31.54,31.54,8026250.0,14552.270924523698,1756054193073,Synapse54,1756054193073,Synapse54
1152,94549 (Lafayette),94549,6439,22.43,22.43,102207500.0,82956.85790705725,1756054193073,Synapse54,1756054193073,Synapse54
1153,94550 (Livermore),94550,10335,20.63,20.63,1517797500.0,280156.5361327819,1756054193073,Synapse54,1756054193073,Synapse54
