OBJECTID,CONAME,ADDR,CITY,STATE_NAME,STATE,ZIP,ZIP4,NAICS,NAICS_ALL,SIC,SIC_ALL,INDUSTRY_DESC,AFFILIATE,BRAND,HQNAME,LOC_CONF,PLACETYPE,SQFOOTAGE,MIN_SQFT,MAX_SQFT,EMPNUM,SALESVOL,SOURCE,ESRI_PID,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
21,Costco Wholesale,Hume Way,Vacaville,California,CA,95687,5558,45521101,"45521101, 45511001, 45511003, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45613003, 44529821, 44912951",531110,"531110, 531102, 531104, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 599502, 549999, 571999","Wholesale Clubs, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Optical Goods-Retail, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,250,54555000.0,Data Axle,902c8039d62b0c624965434c2fac350f,"CONAME, Vacaville, California",38.35058700015634,-121.9801910001235,1756054383988,Synapse54,1756054383988,Synapse54
22,Costco Wholesale,Garden Grove Blvd,Garden Grove,California,CA,92843,1206,45521101,"45521101, 49311008, 42392023, 45511001, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511003, 45521908, 44529821, 44912951",531110,"531110, 422505, 509223, 531102, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531104, 539901, 549999, 571999","Wholesale Clubs, Warehouses-Merchandise & Self Storage, Wholesalers, Department Stores, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Retail Shops, General Merchandise-Retail, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,80,16758000.0,Data Axle,04f05d5526d996b9ff9b9be8f11d1f26,"CONAME, Garden Grove, California",33.77244199969706,-117.94074600001062,1756054383988,Synapse54,1756054383988,Synapse54
23,Costco Wholesale,Heather Ridge Rd,Laguna Niguel,California,CA,92677,3418,45521101,"45521101, 45511001, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 42499048, 44529821, 44912951, 45511003",531110,"531110, 531102, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 519908, 549999, 571999, 531104","Wholesale Clubs, Department Stores, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, General Merchandise-Wholesale, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Retail Shops",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,250,52367000.0,Data Axle,cdd4a98294ff831220e5c662a3711c3a,"CONAME, Laguna Niguel, California",33.56672199977449,-117.71094300039482,1756054383988,Synapse54,1756054383988,Synapse54
24,Costco Wholesale,N Imperial Ave,El Centro,California,CA,92243,1323,45521101,"45521101, 42392023, 45511001, 45511003, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951",531110,"531110, 509223, 531102, 531104, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999","Wholesale Clubs, Wholesalers, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,212,39315000.0,Data Axle,ab0df83ccca94806f824571a29b2cf07,"CONAME, El Centro, California",32.812018999771446,-115.57335000024447,1756054383988,Synapse54,1756054383988,Synapse54
25,Costco Wholesale,E Hospitality Ln,San Bernardino,California,CA,92408,2836,45521101,"45521101, 42313004, 45511003, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 45941007, 44529821, 44912951, 45511001, 44921094, 81111104",531110,"531110, 501401, 531104, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 594301, 549999, 571999, 531102, 573501, 753801","Wholesale Clubs, Tire-Distributors (Whls), Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores, Records Tapes & Compact Discs-Retail, Automobile Repairing & Service",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,350,65440000.0,Data Axle,e1fa2eb3f87359495f31abafc8cecd98,"CONAME, San Bernardino, California",34.06783499990764,-117.2625345002814,1756054383988,Synapse54,1756054383988,Synapse54
26,Costco Wholesale,Business Center Dr,Fairfield,California,CA,94534,1624,45521101,"45521101, 45511001, 45511003, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951",531110,"531110, 531102, 531104, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999","Wholesale Clubs, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,160,34915000.0,Data Axle,425496bfc31866f71c6807ce36869de0,"CONAME, Fairfield, California",38.2153069998861,-122.14541300005301,1756054383988,Synapse54,1756054383988,Synapse54
27,Costco Wholesale,Dinah Shore Dr,Palm Desert,California,CA,92211,0817,45521101,"45521101, 45511003, 44511003, 44134001, 45811041, 44911012, 44912936, 44921002, 44921038, 44921094, 45941007, 44529821, 44912951, 45511001, 44529202, 44921003",531110,"531110, 531104, 541105, 553123, 565101, 571216, 571929, 572202, 573117, 573501, 594301, 549999, 571999, 531102, 544101, 572207","Wholesale Clubs, Retail Shops, Grocers-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores, Candy & Confectionery-Retail, Appliances-Household-Small-Dealers",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,250,47381000.0,Data Axle,4824c5a0f1edff556ac40bfba96c6e39,"CONAME, Palm Desert, California",33.804278999965184,-116.38951650040143,1756054383988,Synapse54,1756054383988,Synapse54
28,Costco Wholesale,Central Ave,Lake Elsinore,California,CA,92532,2212,45521101,"45521101, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951, 45511001, 45511003",531110,"531110, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999, 531102, 531104","Wholesale Clubs, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores, Retail Shops",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,201,38095000.0,Data Axle,8690cc9cb08b95e9544839907083f59d,"CONAME, Lake Elsinore, California",33.69640900023126,-117.33978400024517,1756054383988,Synapse54,1756054383988,Synapse54
29,Costco Wholesale,Panama Ln,Bakersfield,California,CA,93313,3479,45521101,"45521101, 42441005, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511001, 45511003, 44529821, 44912951",531110,"531110, 514105, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531102, 531104, 549999, 571999","Wholesale Clubs, Grocers-Wholesale, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Department Stores, Retail Shops, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,250,47210000.0,Data Axle,0f0cee24873f7993522e452a3e0014ec,"CONAME, Bakersfield, California",35.297799999747326,-119.05851800034318,1756054383988,Synapse54,1756054383988,Synapse54
30,Costco Wholesale,R St,Merced,California,CA,95340,5850,45521101,"45521101, 45511001, 45511003, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45521903, 44529821, 44912951",531110,"531110, 531102, 531104, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 533101, 549999, 571999","Wholesale Clubs, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Variety Stores, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,"Goodrich,Michelin",Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,200,35146000.0,Data Axle,fdc7e0edee2f29650203e09c863657f4,"CONAME, Merced, California",37.303161999913385,-120.49748600009332,1756054383988,Synapse54,1756054383988,Synapse54
31,Costco Wholesale,Auburn Blvd,Citrus Heights,California,CA,95621,4342,45521101,"45521101, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951, 44511003, 45511003, 45511001",531110,"531110, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999, 541105, 531104, 531102","Wholesale Clubs, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Grocers-Retail, Retail Shops, Department Stores",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,220,43669000.0,Data Axle,250e0d0d7acb1db7810f896407694c1b,"CONAME, Citrus Heights, California",38.68987200007944,-121.29756000030048,1756054383988,Synapse54,1756054383988,Synapse54
32,Costco Wholesale,Paxton St,Pacoima,California,CA,91331,2352,45521101,"45521101, 45511001, 45511003, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951",531110,"531110, 531102, 531104, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999","Wholesale Clubs, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,134,18268000.0,Data Axle,01de956ff6f9eaedfcc0ca03bb06adb4,"CONAME, Pacoima, California",34.27190500023403,-118.42680199985777,1756054383988,Synapse54,1756054383988,Synapse54
33,Costco Wholesale,Broadway,Chula Vista,California,CA,91911,2707,45521101,"45521101, 45613003, 42346007, 45511001, 45511003, 44511003, 44529202, 44529821, 45811041, 44911012, 44912936, 44912951, 44921002, 44921003, 44921038, 44921094, 45941007",531110,"531110, 599502, 504801, 531102, 531104, 541105, 544101, 549999, 565101, 571216, 571929, 571999, 572202, 572207, 573117, 573501, 594301","Wholesale Clubs, Optical Goods-Retail, Optical Goods-Wholesale, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Miscellaneous Food Stores, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Miscellaneous Homefurnishings Stores, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,130,27038000.0,Data Axle,c806834898aa4e0e69cf6bfab3272744,"CONAME, Chula Vista, California",32.608530999847844,-117.08386199955162,1756054383988,Synapse54,1756054383988,Synapse54
34,Costco Wholesale,Hesperian Blvd,Hayward,California,CA,94545,5008,45521101,"45521101, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951, 45511001, 45511003, 49311006",531110,"531110, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999, 531102, 531104, 422509","Wholesale Clubs, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores, Retail Shops, Warehouses",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,200,38900000.0,Data Axle,3f37659cc4f198eeb706b73792e906a2,"CONAME, Hayward, California",37.61601200023986,-122.08934799961574,1756054383988,Synapse54,1756054383988,Synapse54
35,Costco Wholesale,Independence Dr,Livermore,California,CA,94551,7628,45521101,"45521101, 44134001, 44133017, 42392023, 45511001, 45511003, 44511003, 44529202, 44529821, 45811041, 44911012, 44912936, 44912951, 44921002, 44921003, 44921038, 44921094, 45611009, 45941007, 54161401",531110,"531110, 553123, 553116, 509223, 531102, 531104, 541105, 544101, 549999, 565101, 571216, 571929, 571999, 572202, 572207, 573117, 573501, 591205, 594301, 874201","Wholesale Clubs, Tire-Dealers-Retail, Batteries-Storage-Retail, Wholesalers, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Miscellaneous Food Stores, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Miscellaneous Homefurnishings Stores, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Pharmacies, Office Supplies, Business Management Consultants",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,200,37150000.0,Data Axle,c668159fa3375d4c1d0c056302464808,"CONAME, Livermore, California",37.70292099969106,-121.81264199979043,1756054383988,Synapse54,1756054383988,Synapse54
36,Costco Wholesale,Tampa Ave,Northridge,California,CA,91324,3519,45521101,"45521101, 44134001, 45511001, 45511003, 44529821, 44912951, 42392023, 42441005, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45619903, 45613003, 45521903",531110,"531110, 553123, 531102, 531104, 549999, 571999, 509223, 514105, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 599979, 599502, 533101","Wholesale Clubs, Tire-Dealers-Retail, Department Stores, Retail Shops, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Wholesalers, Grocers-Wholesale, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Hearing Aids, Optical Goods-Retail, Variety Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,300,60223000.0,Data Axle,5c0f408660b3ac330c339a20e7a7944d,"CONAME, Northridge, California",34.23077000003557,-118.55108099989106,1756054383988,Synapse54,1756054383988,Synapse54
37,Costco Wholesale,Hoxie Ave,Norwalk,California,CA,90650,2211,45521101,"45521101, 49311008, 42392023, 42441005, 45521908, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45613003, 45619903, 45511001, 44529821, 45511003, 44912951",531110,"531110, 422505, 509223, 514105, 539901, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 599502, 599979, 531102, 549999, 531104, 571999","Wholesale Clubs, Warehouses-Merchandise & Self Storage, Wholesalers, Grocers-Wholesale, General Merchandise-Retail, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Optical Goods-Retail, Hearing Aids, Department Stores, Miscellaneous Food Stores, Retail Shops, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,300,60223000.0,Data Axle,6afba893a6553a49aa09c77fb49afeaf,"CONAME, Norwalk, California",33.91985700006608,-118.10220299978596,1756054383988,Synapse54,1756054383988,Synapse54
38,Costco Wholesale,Vintage Way,Novato,California,CA,94945,5007,45521101,"45521101, 45613003, 44911012, 44511003, 44529202, 45811041, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511001, 45511003, 44529821, 44912951, 45611009, 72251117",531110,"531110, 599502, 571216, 541105, 544101, 565101, 571929, 572202, 572207, 573117, 573501, 594301, 531102, 531104, 549999, 571999, 591205, 581208","Wholesale Clubs, Optical Goods-Retail, Furniture-Dealers-Retail, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Department Stores, Retail Shops, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Pharmacies, Restaurants",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,4,917000.0,Data Axle,3ccb124043b318910fd4affaa48202cd,"CONAME, Novato, California",38.08743299981742,-122.55048600010598,1756054383988,Synapse54,1756054383988,Synapse54
39,Costco Wholesale,N Lone Hill Ave,San Dimas,California,CA,91773,1725,45521101,"45521101, 45511003, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511001, 44529821, 44912951",531110,"531110, 531104, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531102, 549999, 571999","Wholesale Clubs, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Department Stores, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,180,36134000.0,Data Axle,280fb4a0e015d14b91ae2bb5ba27f4b7,"CONAME, San Dimas, California",34.111832000149306,-117.82595800009307,1756054383988,Synapse54,1756054383988,Synapse54
40,Costco Wholesale,E Hammer Ln,Stockton,California,CA,95210,4119,45521101,"45521101, 44134001, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511001, 45511003, 42392023, 45521908, 44529821, 44912951, 45619903",531110,"531110, 553123, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531102, 531104, 509223, 539901, 549999, 571999, 599979","Wholesale Clubs, Tire-Dealers-Retail, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Department Stores, Retail Shops, Wholesalers, General Merchandise-Retail, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Hearing Aids",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,262,45774000.0,Data Axle,c4fa90b5d66bb45d98c25a8e2c54bcb8,"CONAME, Stockton, California",38.018801000193896,-121.29272999976627,1756054383988,Synapse54,1756054383988,Synapse54
41,Costco Wholesale,Plaza Dr,Vallejo,California,CA,94591,3702,45521101,"45521101, 42392023, 45511001, 45511003, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951",531110,"531110, 509223, 531102, 531104, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999","Wholesale Clubs, Wholesalers, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,Michelin,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,260,56737000.0,Data Axle,14ca7fc56419d7c23c48d857761bc6e9,"CONAME, Vallejo, California",38.1332319996618,-122.2134009996932,1756054383988,Synapse54,1756054383988,Synapse54
42,Costco Wholesale,Reynolds Ranch Pkwy,Lodi,California,CA,95240,6848,45521101,"45521101, 45511003, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511001, 81111104, 44529821, 44912951",531110,"531110, 531104, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531102, 753801, 549999, 571999","Wholesale Clubs, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Department Stores, Automobile Repairing & Service, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,128,16598000.0,Data Axle,d3ee9bc5c2522cd783bbfc2d47a010f2,"CONAME, Lodi, California",38.10059900033602,-121.2631479995565,1756054383988,Synapse54,1756054383988,Synapse54
43,Costco Wholesale,Center Ave,Huntington Beach,California,CA,92647,3002,45521101,"45521101, 44511003, 44529202, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 45511003, 45511001, 44529821, 44912951",531110,"531110, 541105, 544101, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 531104, 531102, 549999, 571999","Wholesale Clubs, Grocers-Retail, Candy & Confectionery-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Retail Shops, Department Stores, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,80,20737000.0,Data Axle,4c3c9e9bd922963c44c0e2ca1c8892f0,"CONAME, Huntington Beach, California",33.732643000332196,-117.99695200001489,1756054383988,Synapse54,1756054383988,Synapse54
44,Costco Wholesale,Ventura Blvd,Oxnard,California,CA,93036,1813,45521101,"45521101, 42392023, 45511001, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 72251117, 72251115, 45941007, 45611009, 45613004, 44529821, 45511003, 44912951",531110,"531110, 509223, 531102, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 581208, 581222, 594301, 591205, 599504, 549999, 531104, 571999","Wholesale Clubs, Wholesalers, Department Stores, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Restaurants, Pizza, Office Supplies, Pharmacies, Opticians, Miscellaneous Food Stores, Retail Shops, Miscellaneous Homefurnishings Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,290,56830000.0,Data Axle,64fa5a62e1a2127197464183191b5169,"CONAME, Oxnard, California",34.22546000032801,-119.14816700007256,1756054383988,Synapse54,1756054383988,Synapse54
45,Costco Wholesale,Tioga Ave,Sand City,California,CA,93955,3051,45521101,"45521101, 42392023, 42441005, 45511003, 44511003, 44529202, 44134001, 45811041, 44911012, 44912936, 44921002, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951, 45511001",531110,"531110, 509223, 514105, 531104, 541105, 544101, 553123, 565101, 571216, 571929, 572202, 572207, 573117, 573501, 594301, 549999, 571999, 531102","Wholesale Clubs, Wholesalers, Grocers-Wholesale, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Tire-Dealers-Retail, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Major-Dealers, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,5,1001000.0,Data Axle,68de0eefa127654465aefb50acd16704,"CONAME, Sand City, California",36.61717499969231,-121.84538849974314,1756054383988,Synapse54,1756054383988,Synapse54
46,Costco Wholesale,Victory Blvd,Woodland Hills,California,CA,91367,2227,45521101,"45521101, 42441005, 45811041, 44911012, 44912936, 44921003, 44921038, 44921094, 45941007, 44529821, 44912951, 45511001, 45511003, 44511003, 44529202, 44921002",531110,"531110, 514105, 565101, 571216, 571929, 572207, 573117, 573501, 594301, 549999, 571999, 531102, 531104, 541105, 544101, 572202","Wholesale Clubs, Grocers-Wholesale, Clothing-Retail, Furniture-Dealers-Retail, Housewares-Retail, Appliances-Household-Small-Dealers, Electronic Equipment & Supplies-Retail, Records Tapes & Compact Discs-Retail, Office Supplies, Miscellaneous Food Stores, Miscellaneous Homefurnishings Stores, Department Stores, Retail Shops, Grocers-Retail, Candy & Confectionery-Retail, Appliances-Household-Major-Dealers",,,Costco Wholesale Corporation,Very High,Branch,100000+,100000.0,,200,40149000.0,Data Axle,3f93dadb667ee883f91f925897cee604,"CONAME, Woodland Hills, California",34.18670199972502,-118.60322800001322,1756054383988,Synapse54,1756054383988,Synapse54
