OBJECTID,DESCRIPTION,ID,MEDHINC_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,85328 (Cibola),85328,26116,26116,527471250.0,162187.00041854146,1756054326634,Synapse54,1756054326634,Synapse54
2,85334 (Ehrenberg),85334,36458,36458,14281250.0,17788.853656653973,1756054326634,Synapse54,1756054326634,Synapse54
3,85344 (Parker),85344,60790,60790,2314440000.0,344326.42202693666,1756054326634,Synapse54,1756054326634,Synapse54
4,85356 (Wellton),85356,66241,66241,13072497500.0,801783.4171452732,1756054326634,Synapse54,1756054326634,Synapse54
5,85364 (Yuma),85364,66732,66732,110230000.0,45460.76683107735,1756054326634,Synapse54,1756054326634,Synapse54
6,85365 (Yuma),85365,79877,79877,1266628750.0,392610.306711916,1756054326634,Synapse54,1756054326634,Synapse54
7,86403 (Lake Havasu City),86403,71216,71216,59838750.0,57038.76479084641,1756054326634,Synapse54,1756054326634,Synapse54
8,86404 (Lake Havasu City),86404,80393,80393,742061250.0,137802.6121169432,1756054326634,Synapse54,1756054326634,Synapse54
9,86406 (Lake Havasu City),86406,79920,79920,938367500.0,155025.73963829104,1756054326634,Synapse54,1756054326634,Synapse54
10,86426 (Fort Mohave),86426,73381,73381,126391250.0,55703.99409195367,1756054326634,Synapse54,1756054326634,Synapse54
11,86436 (Topock),86436,62087,62087,270866250.0,72492.56980588361,1756054326634,Synapse54,1756054326634,Synapse54
12,86440 (Mohave Valley),86440,72883,72883,366532500.0,87291.4552011968,1756054326634,Synapse54,1756054326634,Synapse54
13,89047 (Silverpeak),89047,58152,58152,5060995000.0,547722.7565949309,1756054326634,Synapse54,1756054326634,Synapse54
14,89124 (Las Vegas),89124,129646,129646,2943311250.0,385730.5180699903,1756054326634,Synapse54,1756054326634,Synapse54
15,89402 (Crystal Bay),89402,247457,247457,3416250.0,9341.781768582085,1756054326634,Synapse54,1756054326634,Synapse54
16,89405 (Empire),89405,76674,76674,5973371250.0,397551.10654173396,1756054326634,Synapse54,1756054326634,Synapse54
17,89410 (Gardnerville),89410,94649,94649,911897500.0,254260.11796105534,1756054326634,Synapse54,1756054326634,Synapse54
18,89444 (Wellington),89444,64143,64143,1022086250.0,275733.5588463532,1756054326634,Synapse54,1756054326634,Synapse54
19,90001 (Los Angeles),90001,70668,70668,13393750.0,16340.659532717696,1756054326634,Synapse54,1756054326634,Synapse54
20,90002 (Los Angeles),90002,68203,68203,11766250.0,16173.923343432905,1756054326634,Synapse54,1756054326634,Synapse54
21,90003 (Los Angeles),90003,67467,67467,13241250.0,18664.620780825342,1756054326634,Synapse54,1756054326634,Synapse54
22,90004 (Los Angeles),90004,75584,75584,11791250.0,16167.234121431859,1756054326634,Synapse54,1756054326634,Synapse54
23,90005 (Los Angeles),90005,65523,65523,5742500.0,15666.089913073765,1756054326634,Synapse54,1756054326634,Synapse54
24,90006 (Los Angeles),90006,61407,61407,7090000.0,11069.609074486658,1756054326634,Synapse54,1756054326634,Synapse54
25,90007 (Los Angeles),90007,46293,46293,9630000.0,20031.668637488703,1756054326634,Synapse54,1756054326634,Synapse54
26,90008 (Los Angeles),90008,73580,73580,13407500.0,21538.23526651654,1756054326634,Synapse54,1756054326634,Synapse54
27,90011 (Los Angeles),90011,66841,66841,16410000.0,16361.539450445553,1756054326634,Synapse54,1756054326634,Synapse54
28,90012 (Los Angeles),90012,80810,80810,13931400.3515625,20327.043470204575,1756054326634,Synapse54,1756054326634,Synapse54
29,90013 (Los Angeles),90013,45851,45851,2611250.0,8094.00570148478,1756054326634,Synapse54,1756054326634,Synapse54
30,90014 (Los Angeles),90014,66056,66056,1095000.0,4486.251235676081,1756054326634,Synapse54,1756054326634,Synapse54
31,90015 (Los Angeles),90015,81058,81058,6328750.0,12881.858660368249,1756054326634,Synapse54,1756054326634,Synapse54
32,90016 (Los Angeles),90016,90807,90807,13692500.0,21216.330967020443,1756054326634,Synapse54,1756054326634,Synapse54
33,90017 (Los Angeles),90017,69454,69454,2688750.0,7445.126134575988,1756054326634,Synapse54,1756054326634,Synapse54
34,90018 (Los Angeles),90018,75816,75816,11716250.0,16707.6231622001,1756054326634,Synapse54,1756054326634,Synapse54
35,90019 (Los Angeles),90019,90964,90964,15211250.0,21626.18050449957,1756054326634,Synapse54,1756054326634,Synapse54
36,90020 (Los Angeles),90020,64075,64075,4291250.0,13333.206617101114,1756054326634,Synapse54,1756054326634,Synapse54
37,90021 (Los Angeles),90021,73066,73066,7687500.0,12811.265929011817,1756054326634,Synapse54,1756054326634,Synapse54
38,90022 (Los Angeles),90022,78949,78949,16172500.0,20719.298192130605,1756054326634,Synapse54,1756054326634,Synapse54
39,90023 (Los Angeles),90023,70041,70041,15787500.0,25065.231635838325,1756054326634,Synapse54,1756054326634,Synapse54
40,90024 (Los Angeles),90024,94925,94925,11217500.0,23565.499157058814,1756054326634,Synapse54,1756054326634,Synapse54
41,90025 (Los Angeles),90025,128156,128156,10057500.0,17888.812826310525,1756054326634,Synapse54,1756054326634,Synapse54
42,90026 (Los Angeles),90026,97635,97635,15509849.6484375,24218.309029889515,1756054326634,Synapse54,1756054326634,Synapse54
43,90027 (Los Angeles),90027,100166,100166,31372198.26953125,32920.09427313121,1756054326634,Synapse54,1756054326634,Synapse54
44,90028 (Los Angeles),90028,66053,66053,5706250.0,11998.45758305025,1756054326634,Synapse54,1756054326634,Synapse54
45,90029 (Los Angeles),90029,72779,72779,5052500.0,10335.927415450915,1756054326634,Synapse54,1756054326634,Synapse54
46,90031 (Los Angeles),90031,83186,83186,15245000.0,29245.747798201824,1756054326634,Synapse54,1756054326634,Synapse54
47,90032 (Los Angeles),90032,99089,99089,17751250.0,23477.11070817594,1756054326634,Synapse54,1756054326634,Synapse54
48,90033 (Los Angeles),90033,68219,68219,11357500.0,17818.53622715837,1756054326634,Synapse54,1756054326634,Synapse54
49,90034 (Los Angeles),90034,109741,109741,12052500.0,20673.70153545651,1756054326634,Synapse54,1756054326634,Synapse54
50,90035 (Los Angeles),90035,135186,135186,7927500.0,15526.556690408112,1756054326634,Synapse54,1756054326634,Synapse54
51,90036 (Los Angeles),90036,117338,117338,9107500.0,12994.479962948375,1756054326634,Synapse54,1756054326634,Synapse54
52,90037 (Los Angeles),90037,68522,68522,10508750.0,14621.518912293803,1756054326634,Synapse54,1756054326634,Synapse54
53,90038 (Los Angeles),90038,69461,69461,5625000.0,11051.78344238091,1756054326634,Synapse54,1756054326634,Synapse54
54,90039 (Los Angeles),90039,132375,132375,14937500.0,26540.88635537041,1756054326634,Synapse54,1756054326634,Synapse54
55,90040 (Los Angeles),90040,84807,84807,21627500.0,29039.576808869337,1756054326634,Synapse54,1756054326634,Synapse54
56,90041 (Los Angeles),90041,141273,141273,13453750.0,23297.234669617384,1756054326634,Synapse54,1756054326634,Synapse54
57,90042 (Los Angeles),90042,111796,111796,16600000.0,26111.097274672105,1756054326634,Synapse54,1756054326634,Synapse54
58,90043 (Los Angeles),90043,82940,82940,15488750.0,20767.813783140336,1756054326634,Synapse54,1756054326634,Synapse54
59,90044 (Los Angeles),90044,66832,66832,19268750.0,24219.287926733556,1756054326634,Synapse54,1756054326634,Synapse54
60,90045 (Los Angeles),90045,155566,155566,41837500.0,33857.810168288044,1756054326634,Synapse54,1756054326634,Synapse54
61,90046 (Los Angeles),90046,102138,102138,21017500.0,26444.659313160097,1756054326634,Synapse54,1756054326634,Synapse54
62,90047 (Los Angeles),90047,82146,82146,18415000.0,24897.163606844646,1756054326634,Synapse54,1756054326634,Synapse54
63,90048 (Los Angeles),90048,129673,129673,7258750.0,13304.136755133153,1756054326634,Synapse54,1756054326634,Synapse54
64,90049 (Los Angeles),90049,205687,205687,56788750.0,41226.96742147488,1756054326634,Synapse54,1756054326634,Synapse54
65,90056 (Los Angeles),90056,160476,160476,9336250.0,20906.423185842752,1756054326634,Synapse54,1756054326634,Synapse54
66,90057 (Los Angeles),90057,57059,57059,3300000.0,8096.333135251578,1756054326634,Synapse54,1756054326634,Synapse54
67,90058 (Los Angeles),90058,35914,35914,22471250.0,30940.32773295171,1756054326634,Synapse54,1756054326634,Synapse54
68,90059 (Los Angeles),90059,63332,63332,12669445.7890625,21754.220694967255,1756054326634,Synapse54,1756054326634,Synapse54
69,90061 (Los Angeles),90061,84932,84932,9727500.0,16202.685102545658,1756054326634,Synapse54,1756054326634,Synapse54
70,90062 (Los Angeles),90062,81931,81931,7010000.0,13464.50413023988,1756054326634,Synapse54,1756054326634,Synapse54
71,90063 (Los Angeles),90063,85142,85142,13716250.0,20839.20336600833,1756054326634,Synapse54,1756054326634,Synapse54
72,90064 (Los Angeles),90064,174247,174247,14533750.0,20316.005939246275,1756054326634,Synapse54,1756054326634,Synapse54
73,90065 (Los Angeles),90065,118256,118256,20842500.0,28520.189526760132,1756054326634,Synapse54,1756054326634,Synapse54
74,90066 (Los Angeles),90066,128054,128054,18028750.0,22372.197235424435,1756054326634,Synapse54,1756054326634,Synapse54
75,90067 (Los Angeles),90067,160183,160183,1286250.0,6389.032390789044,1756054326634,Synapse54,1756054326634,Synapse54
76,90068 (Los Angeles),90068,124911,124911,30299051.73046875,36845.66321667839,1756054326634,Synapse54,1756054326634,Synapse54
77,90069 (West Hollywood),90069,129224,129224,8231250.0,13516.653258932867,1756054326634,Synapse54,1756054326634,Synapse54
78,90071 (Los Angeles),90071,52500,52500,498750.0,2796.3291102264193,1756054326634,Synapse54,1756054326634,Synapse54
79,90073 (Los Angeles),90073,0,0,361250.0,2444.855032486122,1756054326634,Synapse54,1756054326634,Synapse54
80,90077 (Los Angeles),90077,268951,268951,28206250.0,29891.429584163092,1756054326634,Synapse54,1756054326634,Synapse54
81,90089 (Los Angeles),90089,32370,32370,641250.0,5578.818673295189,1756054326634,Synapse54,1756054326634,Synapse54
82,90094 (Playa Vista),90094,194206,194206,2206250.0,9075.570978848275,1756054326634,Synapse54,1756054326634,Synapse54
83,90095 (Los Angeles),90095,67500,67500,1341250.0,5545.281266875468,1756054326634,Synapse54,1756054326634,Synapse54
84,90201 (Bell Gardens),90201,67163,67163,22776250.0,31174.90594556538,1756054326634,Synapse54,1756054326634,Synapse54
85,90210 (Beverly Hills),90210,221754,221754,40693750.0,35495.540610269694,1756054326634,Synapse54,1756054326634,Synapse54
86,90211 (Beverly Hills),90211,133777,133777,2545000.0,8434.386417247204,1756054326634,Synapse54,1756054326634,Synapse54
87,90212 (Beverly Hills),90212,150173,150173,3456250.0,9132.921549218636,1756054326634,Synapse54,1756054326634,Synapse54
88,90220 (Compton),90220,87390,87390,26670000.0,26278.341178066632,1756054326634,Synapse54,1756054326634,Synapse54
89,90221 (Compton),90221,81227,81227,20546250.0,30704.222675775596,1756054326634,Synapse54,1756054326634,Synapse54
90,90222 (Compton),90222,90677,90677,9812500.0,15082.427126403216,1756054326634,Synapse54,1756054326634,Synapse54
91,90230 (Culver City),90230,132269,132269,13540000.0,23852.03509703816,1756054326634,Synapse54,1756054326634,Synapse54
92,90232 (Culver City),90232,146851,146851,8846250.0,20569.320546472754,1756054326634,Synapse54,1756054326634,Synapse54
93,90240 (Downey),90240,138301,138301,11008750.0,16046.5324903168,1756054326634,Synapse54,1756054326634,Synapse54
94,90241 (Downey),90241,102240,102240,18818750.0,26209.754460046563,1756054326634,Synapse54,1756054326634,Synapse54
95,90242 (Downey),90242,96249,96249,17316250.0,24176.05001918894,1756054326634,Synapse54,1756054326634,Synapse54
96,90245 (El Segundo),90245,162833,162833,20489078.9453125,21290.512807961102,1756054326634,Synapse54,1756054326634,Synapse54
97,90247 (Gardena),90247,89107,89107,13956250.0,18524.930291328696,1756054326634,Synapse54,1756054326634,Synapse54
98,90248 (Gardena),90248,110403,110403,16600000.0,29520.36402804825,1756054326634,Synapse54,1756054326634,Synapse54
99,90249 (Gardena),90249,100748,100748,11110000.0,15491.694499783222,1756054326634,Synapse54,1756054326634,Synapse54
100,90250 (Hawthorne),90250,89173,89173,25368750.0,28851.36344786999,1756054326634,Synapse54,1756054326634,Synapse54
101,90254 (Hermosa Beach),90254,201686,201686,5741250.0,10335.552881463193,1756054326634,Synapse54,1756054326634,Synapse54
102,90255 (Huntington Park),90255,74017,74017,14255000.0,26085.551407584615,1756054326634,Synapse54,1756054326634,Synapse54
103,90260 (Lawndale),90260,100497,100497,9605000.0,17402.683123305447,1756054326634,Synapse54,1756054326634,Synapse54
104,90262 (Lynwood),90262,85643,85643,18086556.6640625,26857.017283522808,1756054326634,Synapse54,1756054326634,Synapse54
105,90263 (Malibu),90263,159552,159552,890000.0,4836.364924674755,1756054326634,Synapse54,1756054326634,Synapse54
106,90265 (Malibu),90265,222181,222181,358065000.0,160105.19551106927,1756054326634,Synapse54,1756054326634,Synapse54
107,90266 (Manhattan Beach),90266,228126,228126,15016250.0,18024.215173107365,1756054326634,Synapse54,1756054326634,Synapse54
108,90270 (Maywood),90270,74190,74190,4438750.0,12108.120723799591,1756054326634,Synapse54,1756054326634,Synapse54
109,90272 (Pacific Palisades),90272,227117,227117,93533750.0,48353.98962394359,1756054326634,Synapse54,1756054326634,Synapse54
110,90274 (Palos Verdes Peninsula),90274,251785,251785,45242500.0,67826.04698995463,1756054326634,Synapse54,1756054326634,Synapse54
111,90275 (Rancho Palos Verdes),90275,217120,217120,50560467.390625,74858.19724477628,1756054326634,Synapse54,1756054326634,Synapse54
112,92322 (Cedarpines Park),92322,89343,89343,23482500.0,36314.45693055894,1756054326634,Synapse54,1756054326634,Synapse54
113,90277 (Redondo Beach),90277,154285,154285,13728660.71484375,28384.916700767837,1756054326634,Synapse54,1756054326634,Synapse54
114,90278 (Redondo Beach),90278,183038,183038,13486250.0,19494.564275167202,1756054326634,Synapse54,1756054326634,Synapse54
115,90280 (South Gate),90280,83055,83055,28788750.0,39688.62557489182,1756054326634,Synapse54,1756054326634,Synapse54
116,90290 (Topanga),90290,180089,180089,70541250.0,53160.49650329473,1756054326634,Synapse54,1756054326634,Synapse54
117,90291 (Venice),90291,150125,150125,9812500.0,12876.741552663525,1756054326634,Synapse54,1756054326634,Synapse54
118,90292 (Marina del Rey),90292,172278,172278,8218750.0,32395.526802590502,1756054326634,Synapse54,1756054326634,Synapse54
119,90293 (Playa del Rey),90293,156404,156404,9491250.0,25369.42274213685,1756054326634,Synapse54,1756054326634,Synapse54
120,90301 (Inglewood),90301,78298,78298,9536250.0,14740.37614674179,1756054326634,Synapse54,1756054326634,Synapse54
121,90302 (Inglewood),90302,83263,83263,7050000.0,14576.382803700373,1756054326634,Synapse54,1756054326634,Synapse54
122,90303 (Inglewood),90303,84794,84794,6832500.0,11584.415690288111,1756054326634,Synapse54,1756054326634,Synapse54
123,90304 (Inglewood),90304,79503,79503,6392500.0,14711.933440991874,1756054326634,Synapse54,1756054326634,Synapse54
124,90305 (Inglewood),90305,111562,111562,10065000.0,14350.357124637427,1756054326634,Synapse54,1756054326634,Synapse54
125,90401 (Santa Monica),90401,116032,116032,3258750.0,8627.600002486844,1756054326634,Synapse54,1756054326634,Synapse54
126,90402 (Santa Monica),90402,207747,207747,7656250.0,16278.906067432124,1756054326634,Synapse54,1756054326634,Synapse54
127,90403 (Santa Monica),90403,154519,154519,5201250.0,12765.037071367307,1756054326634,Synapse54,1756054326634,Synapse54
128,90404 (Santa Monica),90404,113864,113864,7661250.0,12293.519777068597,1756054326634,Synapse54,1756054326634,Synapse54
129,90405 (Santa Monica),90405,143032,143032,9833750.0,14364.27920898923,1756054326634,Synapse54,1756054326634,Synapse54
130,90501 (Torrance),90501,111722,111722,21363750.0,22477.44421810747,1756054326634,Synapse54,1756054326634,Synapse54
131,90502 (Torrance),90502,111947,111947,8408750.0,15904.164101997872,1756054326634,Synapse54,1756054326634,Synapse54
132,90503 (Torrance),90503,144698,144698,22778750.0,19550.185198607072,1756054326634,Synapse54,1756054326634,Synapse54
133,90504 (Torrance),90504,126295,126295,14150000.0,16144.870254103427,1756054326634,Synapse54,1756054326634,Synapse54
134,90505 (Torrance),90505,135918,135918,21650000.0,21596.455573846477,1756054326634,Synapse54,1756054326634,Synapse54
135,90506 (Torrance),90506,0,0,958750.0,4384.906543896758,1756054326634,Synapse54,1756054326634,Synapse54
136,90601 (Whittier),90601,119361,119361,38844044.1171875,55144.6720873256,1756054326634,Synapse54,1756054326634,Synapse54
137,90602 (Whittier),90602,85549,85549,10911250.0,26607.57074945912,1756054326634,Synapse54,1756054326634,Synapse54
138,90603 (Whittier),90603,140788,140788,12587500.0,25128.37504031684,1756054326634,Synapse54,1756054326634,Synapse54
139,90604 (Whittier),90604,123725,123725,16517500.0,24397.16301851491,1756054326634,Synapse54,1756054326634,Synapse54
140,90605 (Whittier),90605,120285,120285,20322500.0,38244.19602659896,1756054326634,Synapse54,1756054326634,Synapse54
141,90606 (Whittier),90606,112202,112202,13908750.0,23051.640851957916,1756054326634,Synapse54,1756054326634,Synapse54
142,90620 (Buena Park),90620,128737,128737,24891250.0,36184.85321761223,1756054326634,Synapse54,1756054326634,Synapse54
143,90621 (Buena Park),90621,108298,108298,14926250.0,21087.679435974318,1756054326634,Synapse54,1756054326634,Synapse54
144,90623 (La Palma),90623,142865,142865,6976250.0,16169.900377776361,1756054326634,Synapse54,1756054326634,Synapse54
145,90630 (Cypress),90630,145890,145890,23375000.0,30591.584822141205,1756054326634,Synapse54,1756054326634,Synapse54
146,90631 (La Habra),90631,119405,119405,51115000.0,41125.47464364195,1756054326634,Synapse54,1756054326634,Synapse54
147,90638 (La Mirada),90638,128870,128870,28975000.0,36363.589685550694,1756054326634,Synapse54,1756054326634,Synapse54
148,90639 (La Mirada),90639,71682,71682,628750.0,4050.9365282633644,1756054326634,Synapse54,1756054326634,Synapse54
149,90640 (Montebello),90640,95012,95012,31072500.0,33723.07592538333,1756054326634,Synapse54,1756054326634,Synapse54
150,90650 (Norwalk),90650,113200,113200,36745000.0,34075.03927766407,1756054326634,Synapse54,1756054326634,Synapse54
151,90660 (Pico Rivera),90660,109721,109721,32288750.0,29498.64150538908,1756054326634,Synapse54,1756054326634,Synapse54
152,90670 (Santa Fe Springs),90670,109895,109895,32167500.0,52293.866012792765,1756054326634,Synapse54,1756054326634,Synapse54
153,90680 (Stanton),90680,100497,100497,10142500.0,25187.490876299296,1756054326634,Synapse54,1756054326634,Synapse54
154,90701 (Artesia),90701,108004,108004,6072500.0,15226.251904130706,1756054326634,Synapse54,1756054326634,Synapse54
155,90703 (Cerritos),90703,159466,159466,33382500.0,43957.88438492369,1756054326634,Synapse54,1756054326634,Synapse54
156,90704 (Avalon),90704,105228,105228,487926250.0,217962.03793947026,1756054326634,Synapse54,1756054326634,Synapse54
157,90706 (Bellflower),90706,93428,93428,23067500.0,21705.237676308017,1756054326634,Synapse54,1756054326634,Synapse54
158,90710 (Harbor City),90710,100413,100413,8730000.0,14589.089922329094,1756054326634,Synapse54,1756054326634,Synapse54
159,90712 (Lakewood),90712,134577,134577,16535000.0,22577.300170428734,1756054326634,Synapse54,1756054326634,Synapse54
160,90713 (Lakewood),90713,153627,153627,12796250.0,16128.32750732679,1756054326634,Synapse54,1756054326634,Synapse54
161,90715 (Lakewood),90715,109557,109557,6483750.0,15164.516714525105,1756054326634,Synapse54,1756054326634,Synapse54
162,90716 (Hawaiian Gardens),90716,87798,87798,3653750.0,9011.135593632347,1756054326634,Synapse54,1756054326634,Synapse54
163,90717 (Lomita),90717,114596,114596,7921250.0,16645.18298324878,1756054326634,Synapse54,1756054326634,Synapse54
164,90720 (Los Alamitos),90720,160164,160164,23170000.0,25290.212669775807,1756054326634,Synapse54,1756054326634,Synapse54
165,90723 (Paramount),90723,82321,82321,17825000.0,25500.519197521357,1756054326634,Synapse54,1756054326634,Synapse54
166,90731 (San Pedro),90731,86475,86475,34893750.0,86960.88531120957,1756054326634,Synapse54,1756054326634,Synapse54
167,90732 (San Pedro),90732,146529,146529,12383750.0,32670.676087233125,1756054326634,Synapse54,1756054326634,Synapse54
168,90740 (Seal Beach),90740,97543,97543,42653750.0,55814.47434146027,1756054326634,Synapse54,1756054326634,Synapse54
169,90742 (Sunset Beach),90742,123268,123268,728750.0,5465.495476873691,1756054326634,Synapse54,1756054326634,Synapse54
170,90743 (Surfside),90743,147180,147180,218750.0,2701.3356277779667,1756054326634,Synapse54,1756054326634,Synapse54
171,90744 (Wilmington),90744,78307,78307,31171250.0,40903.96811881212,1756054326634,Synapse54,1756054326634,Synapse54
172,90745 (Carson),90745,123188,123188,35256250.0,31371.42910918017,1756054326634,Synapse54,1756054326634,Synapse54
173,90746 (Carson),90746,126243,126243,17991250.0,30527.06992508295,1756054326634,Synapse54,1756054326634,Synapse54
174,90747 (Carson),90747,242698,242698,2237500.0,6350.89257261219,1756054326634,Synapse54,1756054326634,Synapse54
175,90755 (Signal Hill),90755,113164,113164,8442500.0,20923.47092526615,1756054326634,Synapse54,1756054326634,Synapse54
176,90802 (Long Beach),90802,84199,84199,22857500.0,60447.90859170592,1756054326634,Synapse54,1756054326634,Synapse54
177,90803 (Long Beach),90803,122601,122601,17262500.0,48052.98046210528,1756054326634,Synapse54,1756054326634,Synapse54
178,90804 (Long Beach),90804,78200,78200,8283750.0,17404.825022744844,1756054326634,Synapse54,1756054326634,Synapse54
179,90805 (Long Beach),90805,83258,83258,28283750.0,28282.847625561633,1756054326634,Synapse54,1756054326634,Synapse54
180,90806 (Long Beach),90806,87714,87714,14482500.0,29336.82441539369,1756054326634,Synapse54,1756054326634,Synapse54
181,90807 (Long Beach),90807,112762,112762,18830000.0,30252.877556949352,1756054326634,Synapse54,1756054326634,Synapse54
182,90808 (Long Beach),90808,160385,160385,29252500.0,30714.377057701477,1756054326634,Synapse54,1756054326634,Synapse54
183,90810 (Long Beach),90810,92083,92083,23680000.0,23549.221417701145,1756054326634,Synapse54,1756054326634,Synapse54
184,90813 (Long Beach),90813,61385,61385,15312500.0,22742.295497020463,1756054326634,Synapse54,1756054326634,Synapse54
185,92324 (Colton),92324,79381,79381,103893750.0,95493.09326340992,1756054326634,Synapse54,1756054326634,Synapse54
186,90814 (Long Beach),90814,109716,109716,4823750.0,13832.719778893748,1756054326634,Synapse54,1756054326634,Synapse54
187,90815 (Long Beach),90815,146897,146897,26080178.5703125,29824.793801974556,1756054326634,Synapse54,1756054326634,Synapse54
188,90822 (Long Beach),90822,0,0,2023750.0,6752.358352422547,1756054326634,Synapse54,1756054326634,Synapse54
189,90840 (Long Beach),90840,30000,30000,1820000.0,7002.623034877741,1756054326634,Synapse54,1756054326634,Synapse54
190,91001 (Altadena),91001,149223,149223,30072500.0,28398.778252080778,1756054326634,Synapse54,1756054326634,Synapse54
191,91006 (Arcadia),91006,158763,158763,25265000.0,46650.75143039238,1756054326634,Synapse54,1756054326634,Synapse54
192,91007 (Arcadia),91007,120977,120977,20713750.0,21959.462716422113,1756054326634,Synapse54,1756054326634,Synapse54
193,91008 (Duarte),91008,153064,153064,8665000.0,14371.0500767675,1756054326634,Synapse54,1756054326634,Synapse54
194,91010 (Duarte),91010,111403,111403,20787500.0,31744.17864013616,1756054326634,Synapse54,1756054326634,Synapse54
195,91011 (La Canada Flintridge),91011,249051,249051,236130000.0,119728.34233481884,1756054326634,Synapse54,1756054326634,Synapse54
196,91016 (Monrovia),91016,121706,121706,65495000.0,54264.51282000843,1756054326634,Synapse54,1756054326634,Synapse54
197,91020 (Montrose),91020,99024,99024,2812500.0,9846.720145603033,1756054326634,Synapse54,1756054326634,Synapse54
198,91024 (Sierra Madre),91024,164925,164925,11682500.0,17377.450162386187,1756054326634,Synapse54,1756054326634,Synapse54
199,91030 (South Pasadena),91030,160795,160795,13103750.0,16515.93148070902,1756054326634,Synapse54,1756054326634,Synapse54
200,91040 (Sunland),91040,126372,126372,54006250.0,62215.25556794039,1756054326634,Synapse54,1756054326634,Synapse54
201,91042 (Tujunga),91042,107490,107490,240885000.0,104973.13160724998,1756054326634,Synapse54,1756054326634,Synapse54
202,91101 (Pasadena),91101,98034,98034,4570000.0,10401.50972517863,1756054326634,Synapse54,1756054326634,Synapse54
203,91103 (Pasadena),91103,104123,104123,18846250.0,23446.6992835936,1756054326634,Synapse54,1756054326634,Synapse54
204,91104 (Pasadena),91104,121409,121409,14142500.0,17399.48031496562,1756054326634,Synapse54,1756054326634,Synapse54
205,91105 (Pasadena),91105,193304,193304,15438750.0,26685.91207743518,1756054326634,Synapse54,1756054326634,Synapse54
206,91106 (Pasadena),91106,112716,112716,11187500.0,22060.2945305279,1756054326634,Synapse54,1756054326634,Synapse54
207,91107 (Pasadena),91107,155114,155114,31986250.0,34262.73104182556,1756054326634,Synapse54,1756054326634,Synapse54
208,91108 (San Marino),91108,224494,224494,14412500.0,22125.96232575422,1756054326634,Synapse54,1756054326634,Synapse54
209,91123 (Pasadena),91123,175994,175994,226250.0,1916.4617511106312,1756054326634,Synapse54,1756054326634,Synapse54
210,91201 (Glendale),91201,95032,95032,9001250.0,16026.413240796723,1756054326634,Synapse54,1756054326634,Synapse54
211,91202 (Glendale),91202,118669,118669,8240000.0,12586.13052702877,1756054326634,Synapse54,1756054326634,Synapse54
212,91203 (Glendale),91203,93086,93086,3203750.0,7653.550392833003,1756054326634,Synapse54,1756054326634,Synapse54
213,91204 (Glendale),91204,89665,89665,3886250.0,12627.958758843704,1756054326634,Synapse54,1756054326634,Synapse54
214,91205 (Glendale),91205,75584,75584,7162500.0,12351.646530060581,1756054326634,Synapse54,1756054326634,Synapse54
215,91206 (Glendale),91206,106236,106236,21963750.0,30191.815035665397,1756054326634,Synapse54,1756054326634,Synapse54
216,91207 (Glendale),91207,128358,128358,17903750.0,26362.939478570523,1756054326634,Synapse54,1756054326634,Synapse54
217,91208 (Glendale),91208,156159,156159,29457500.0,33179.87380612861,1756054326634,Synapse54,1756054326634,Synapse54
218,91210 (Glendale),91210,96400,96400,162500.0,2106.6282042091552,1756054326634,Synapse54,1756054326634,Synapse54
219,91214 (La Crescenta),91214,167274,167274,20600000.0,21602.910059350183,1756054326634,Synapse54,1756054326634,Synapse54
220,91301 (Agoura Hills),91301,221815,221815,134412500.0,67038.39809373491,1756054326634,Synapse54,1756054326634,Synapse54
221,91302 (Calabasas),91302,222120,222120,98223750.0,71037.94471013643,1756054326634,Synapse54,1756054326634,Synapse54
222,91303 (Canoga Park),91303,86181,86181,8228750.0,11529.8145805243,1756054326634,Synapse54,1756054326634,Synapse54
223,91304 (Canoga Park),91304,102195,102195,35137500.0,39071.17650268151,1756054326634,Synapse54,1756054326634,Synapse54
224,91306 (Winnetka),91306,105133,105133,16672500.0,19171.931116842465,1756054326634,Synapse54,1756054326634,Synapse54
225,91307 (West Hills),91307,178694,178694,89981250.0,61095.31117355745,1756054326634,Synapse54,1756054326634,Synapse54
226,91311 (Chatsworth),91311,135248,135248,126621250.0,72692.26782111324,1756054326634,Synapse54,1756054326634,Synapse54
227,91316 (Encino),91316,105683,105683,16321250.0,20778.30107249837,1756054326634,Synapse54,1756054326634,Synapse54
228,91320 (Newbury Park),91320,177576,177576,151116250.0,83662.85794782422,1756054326634,Synapse54,1756054326634,Synapse54
229,91321 (Newhall),91321,116432,116432,117951250.0,78749.49731418141,1756054326634,Synapse54,1756054326634,Synapse54
230,91324 (Northridge),91324,125900,125900,15433750.0,18243.407608138714,1756054326634,Synapse54,1756054326634,Synapse54
231,91325 (Northridge),91325,104268,104268,18520000.0,27408.192773400664,1756054326634,Synapse54,1756054326634,Synapse54
232,91326 (Porter Ranch),91326,178747,178747,30312500.0,28236.381070619223,1756054326634,Synapse54,1756054326634,Synapse54
233,91330 (Northridge),91330,22278,22278,1561250.0,6606.816717918054,1756054326634,Synapse54,1756054326634,Synapse54
234,91331 (Pacoima),91331,100789,100789,35346250.0,29116.443816654253,1756054326634,Synapse54,1756054326634,Synapse54
