OBJECTID,DESCRIPTION,ID,MEDHINC_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
424,92129 (San Diego),92129,190126,190126,49892500.0,38959.98011529699,1756054326634,Synapse54,1756054326634,Synapse54
425,92130 (San Diego),92130,226788,226788,71188750.0,46191.327209128154,1756054326634,Synapse54,1756054326634,Synapse54
426,92131 (San Diego),92131,213056,213056,51802500.0,48468.016179833794,1756054326634,Synapse54,1756054326634,Synapse54
427,92134 (San Diego),92134,47500,47500,857500.0,4846.759392252197,1756054326634,Synapse54,1756054326634,Synapse54
428,92135 (San Diego),92135,156250,156250,11916818.1796875,21375.370722001364,1756054326634,Synapse54,1756054326634,Synapse54
429,92136 (San Diego),92136,85654,85654,4217500.0,20266.08186058066,1756054326634,Synapse54,1756054326634,Synapse54
430,92139 (San Diego),92139,103359,103359,13055000.0,17717.04625247994,1756054326634,Synapse54,1756054326634,Synapse54
431,92140 (San Diego),92140,68302,68302,2190000.0,6728.356665717072,1756054326634,Synapse54,1756054326634,Synapse54
432,92145 (San Diego),92145,47500,47500,73777916.66015625,57882.406537794865,1756054326634,Synapse54,1756054326634,Synapse54
433,92147 (San Diego),92147,109704,109704,291250.0,2821.4495641894096,1756054326634,Synapse54,1756054326634,Synapse54
434,92152 (San Diego),92152,134826,134826,4297500.0,22403.983924341494,1756054326634,Synapse54,1756054326634,Synapse54
435,92154 (San Diego),92154,105508,105508,137338750.0,92148.54362376213,1756054326634,Synapse54,1756054326634,Synapse54
436,92155 (San Diego),92155,27500,27500,802500.0,4878.1073303889525,1756054326634,Synapse54,1756054326634,Synapse54
437,92173 (San Ysidro),92173,82818,82818,13011250.0,21458.228262532906,1756054326634,Synapse54,1756054326634,Synapse54
438,92182 (San Diego),92182,16058,16058,1118750.0,6590.671581328548,1756054326634,Synapse54,1756054326634,Synapse54
439,92201 (Indio),92201,76002,76002,64670000.0,45156.55043083316,1756054326634,Synapse54,1756054326634,Synapse54
440,92203 (Indio),92203,107974,107974,71103750.0,50626.181985512696,1756054326634,Synapse54,1756054326634,Synapse54
441,92210 (Indian Wells),92210,152594,152594,52285000.0,39810.02526726225,1756054326634,Synapse54,1756054326634,Synapse54
442,92211 (Palm Desert),92211,105926,105926,61500000.0,62111.085212045684,1756054326634,Synapse54,1756054326634,Synapse54
443,92220 (Banning),92220,71951,71951,533815000.0,141065.61142151628,1756054326634,Synapse54,1756054326634,Synapse54
444,92223 (Beaumont),92223,119045,119045,170608750.0,90619.2285822282,1756054326634,Synapse54,1756054326634,Synapse54
445,92225 (Blythe),92225,67157,67157,1555675000.0,275906.33996726025,1756054326634,Synapse54,1756054326634,Synapse54
446,92227 (Brawley),92227,76661,76661,1452650000.0,326084.02001691033,1756054326634,Synapse54,1756054326634,Synapse54
447,92230 (Cabazon),92230,100260,100260,72161250.0,48271.227198029635,1756054326634,Synapse54,1756054326634,Synapse54
448,92231 (Calexico),92231,68937,68937,192092500.0,110791.62477727952,1756054326634,Synapse54,1756054326634,Synapse54
449,92233 (Calipatria),92233,50437,50437,864701250.0,166996.82633033884,1756054326634,Synapse54,1756054326634,Synapse54
450,92234 (Cathedral City),92234,80940,80940,62357500.0,62032.768026097845,1756054326634,Synapse54,1756054326634,Synapse54
451,92236 (Coachella),92236,72573,72573,79386250.0,53620.583367236744,1756054326634,Synapse54,1756054326634,Synapse54
452,92239 (Desert Center),92239,71630,71630,13464476257.933594,609057.7304047911,1756054326634,Synapse54,1756054326634,Synapse54
453,92240 (Desert Hot Springs),92240,65374,65374,258777500.0,116921.4358405755,1756054326634,Synapse54,1756054326634,Synapse54
454,92241 (Desert Hot Springs),92241,52344,52344,406943750.0,125538.87176989473,1756054326634,Synapse54,1756054326634,Synapse54
455,92242 (Earp),92242,50941,50941,322933750.0,99777.96457866867,1756054326634,Synapse54,1756054326634,Synapse54
456,92243 (El Centro),92243,67300,67300,434503750.0,152996.08764950777,1756054326634,Synapse54,1756054326634,Synapse54
457,92249 (Heber),92249,76313,76313,94487500.0,92587.21497830041,1756054326634,Synapse54,1756054326634,Synapse54
458,92250 (Holtville),92250,83596,83596,492617500.0,135489.01485119225,1756054326634,Synapse54,1756054326634,Synapse54
459,92251 (Imperial),92251,101223,101223,473733750.0,173147.26229501562,1756054326634,Synapse54,1756054326634,Synapse54
460,92252 (Joshua Tree),92252,75992,75992,387720000.0,136183.19702335983,1756054326634,Synapse54,1756054326634,Synapse54
461,92253 (La Quinta),92253,116146,116146,134797500.0,63803.55815503319,1756054326634,Synapse54,1756054326634,Synapse54
462,92254 (Mecca),92254,40628,40628,577230000.0,142421.18768067623,1756054326634,Synapse54,1756054326634,Synapse54
463,92256 (Morongo Valley),92256,65630,65630,392921250.0,99288.38065611452,1756054326634,Synapse54,1756054326634,Synapse54
464,92257 (Niland),92257,22024,22024,611721250.0,159703.04977368534,1756054326634,Synapse54,1756054326634,Synapse54
465,92258 (North Palm Springs),92258,78398,78398,25617500.0,38697.81010112696,1756054326634,Synapse54,1756054326634,Synapse54
466,92259 (Ocotillo),92259,45940,45940,659221250.0,122994.09812776548,1756054326634,Synapse54,1756054326634,Synapse54
467,92260 (Palm Desert),92260,87306,87306,141861250.0,88857.08302554865,1756054326634,Synapse54,1756054326634,Synapse54
468,92262 (Palm Springs),92262,83600,83600,153630000.0,70004.47227185928,1756054326634,Synapse54,1756054326634,Synapse54
469,92264 (Palm Springs),92264,94061,94061,331716250.0,101958.70943044065,1756054326634,Synapse54,1756054326634,Synapse54
470,92266 (Palo Verde),92266,20806,20806,1121250.0,5661.334197310061,1756054326634,Synapse54,1756054326634,Synapse54
471,92267 (Parker Dam),92267,54723,54723,228332500.0,88534.48980147045,1756054326634,Synapse54,1756054326634,Synapse54
472,92268 (Pioneertown),92268,91085,91085,277587500.0,100455.32367088394,1756054326634,Synapse54,1756054326634,Synapse54
473,92270 (Rancho Mirage),92270,129135,129135,96370000.0,50722.17161047328,1756054326634,Synapse54,1756054326634,Synapse54
474,92273 (Seeley),92273,55568,55568,1130000.0,5665.2475842498525,1756054326634,Synapse54,1756054326634,Synapse54
475,92274 (Thermal),92274,41682,41682,3803470000.0,495352.15853764134,1756054326634,Synapse54,1756054326634,Synapse54
476,92275 (Salton City),92275,26965,26965,267500.0,2576.8781156783316,1756054326634,Synapse54,1756054326634,Synapse54
477,92276 (Thousand Palms),92276,79988,79988,94840000.0,59126.57249350177,1756054326634,Synapse54,1756054326634,Synapse54
478,92277 (Twentynine Palms),92277,65032,65032,4077765000.0,441711.5742478969,1756054326634,Synapse54,1756054326634,Synapse54
479,92278 (Twentynine Palms),92278,68534,68534,3288693750.0,375590.4573414763,1756054326634,Synapse54,1756054326634,Synapse54
480,92280 (Vidal),92280,37500,37500,2214185000.0,256895.8969392311,1756054326634,Synapse54,1756054326634,Synapse54
481,92281 (Westmorland),92281,53579,53579,181036250.0,118371.26225172746,1756054326634,Synapse54,1756054326634,Synapse54
482,92282 (Whitewater),92282,77128,77128,282845000.0,98553.2433890691,1756054326634,Synapse54,1756054326634,Synapse54
483,92283 (Winterhaven),92283,40273,40273,7792226250.0,517950.46211641707,1756054326634,Synapse54,1756054326634,Synapse54
484,92284 (Yucca Valley),92284,74556,74556,496278750.0,181251.80375957795,1756054326634,Synapse54,1756054326634,Synapse54
485,92285 (Landers),92285,42585,42585,1684720000.0,269907.7974392567,1756054326634,Synapse54,1756054326634,Synapse54
486,92301 (Adelanto),92301,77714,77714,1051018750.0,169037.9838732959,1756054326634,Synapse54,1756054326634,Synapse54
487,92304 (Amboy),92304,115000,115000,1880327500.0,222557.69827060262,1756054326634,Synapse54,1756054326634,Synapse54
488,92305 (Angelus Oaks),92305,134018,134018,418367613.640625,159826.96731095694,1756054326634,Synapse54,1756054326634,Synapse54
489,92307 (Apple Valley),92307,91846,91846,809443750.0,171330.3827227376,1756054326634,Synapse54,1756054326634,Synapse54
490,92308 (Apple Valley),92308,78362,78362,381563750.0,116462.71197841002,1756054326634,Synapse54,1756054326634,Synapse54
491,92309 (Baker),92309,76352,76352,10660473750.0,805957.498685202,1756054326634,Synapse54,1756054326634,Synapse54
492,92310 (Fort Irwin),92310,76107,76107,4459416250.0,333551.05423838476,1756054326634,Synapse54,1756054326634,Synapse54
493,92311 (Barstow),92311,71433,71433,1625393750.0,300962.34266606503,1756054326634,Synapse54,1756054326634,Synapse54
494,92313 (Grand Terrace),92313,110353,110353,13763750.0,19745.0678637683,1756054326634,Synapse54,1756054326634,Synapse54
495,92314 (Big Bear City),92314,88209,88209,941158750.0,289759.82341176155,1756054326634,Synapse54,1756054326634,Synapse54
496,92315 (Big Bear Lake),92315,86707,86707,45121250.0,50653.16122566648,1756054326634,Synapse54,1756054326634,Synapse54
497,92316 (Bloomington),92316,89156,89156,42046250.0,34621.72811145658,1756054326634,Synapse54,1756054326634,Synapse54
498,92317 (Blue Jay),92317,113801,113801,1717500.0,6246.642465774322,1756054326634,Synapse54,1756054326634,Synapse54
499,92318 (Bryn Mawr),92318,91983,91983,321250.0,3620.6651971291617,1756054326634,Synapse54,1756054326634,Synapse54
500,92320 (Calimesa),92320,103049,103049,54160000.0,48443.67264414599,1756054326634,Synapse54,1756054326634,Synapse54
501,92321 (Cedar Glen),92321,73359,73359,4077500.0,11596.135109337552,1756054326634,Synapse54,1756054326634,Synapse54
502,92325 (Crestline),92325,92964,92964,40745000.0,36360.74748998447,1756054326634,Synapse54,1756054326634,Synapse54
503,92327 (Daggett),92327,30903,30903,117928750.0,70424.41944943395,1756054326634,Synapse54,1756054326634,Synapse54
504,92328 (Death Valley),92328,98508,98508,11250172500.0,592837.0236694143,1756054326634,Synapse54,1756054326634,Synapse54
505,92332 (Essex),92332,47500,47500,8479478750.0,491222.04307418433,1756054326634,Synapse54,1756054326634,Synapse54
506,92333 (Fawnskin),92333,136231,136231,9801250.0,23411.774905525286,1756054326634,Synapse54,1756054326634,Synapse54
507,92335 (Fontana),92335,84513,84513,65380000.0,40779.92289285877,1756054326634,Synapse54,1756054326634,Synapse54
508,92336 (Fontana),92336,139032,139032,78431250.0,47083.67147810428,1756054326634,Synapse54,1756054326634,Synapse54
509,92337 (Fontana),92337,117558,117558,50931250.0,35486.09943380774,1756054326634,Synapse54,1756054326634,Synapse54
510,92338 (Ludlow),92338,32500,32500,2457380000.0,333491.21301942435,1756054326634,Synapse54,1756054326634,Synapse54
511,92339 (Forest Falls),92339,88800,88800,346780000.0,130998.42700267813,1756054326634,Synapse54,1756054326634,Synapse54
512,92341 (Green Valley Lake),92341,86050,86050,4170000.0,10148.730814482513,1756054326634,Synapse54,1756054326634,Synapse54
513,92342 (Helendale),92342,114090,114090,490536250.0,128551.89282404495,1756054326634,Synapse54,1756054326634,Synapse54
514,92344 (Hesperia),92344,110608,110608,145977500.0,59094.021951112074,1756054326634,Synapse54,1756054326634,Synapse54
515,92345 (Hesperia),92345,79912,79912,299282877.56640625,94717.5221552905,1756054326634,Synapse54,1756054326634,Synapse54
516,92346 (Highland),92346,102067,102067,75450000.0,50516.84006554063,1756054326634,Synapse54,1756054326634,Synapse54
517,92347 (Hinkley),92347,50549,50549,1168466250.0,223429.79570630056,1756054326634,Synapse54,1756054326634,Synapse54
518,92350 (Loma Linda),92350,67500,67500,325000.0,2662.272482983109,1756054326634,Synapse54,1756054326634,Synapse54
519,92352 (Lake Arrowhead),92352,118880,118880,34961250.0,39198.68135370152,1756054326634,Synapse54,1756054326634,Synapse54
520,92354 (Loma Linda),92354,87757,87757,19262500.0,32113.439694581248,1756054326634,Synapse54,1756054326634,Synapse54
521,92356 (Lucerne Valley),92356,52971,52971,1747987500.0,262557.9121112412,1756054326634,Synapse54,1756054326634,Synapse54
522,92358 (Lytle Creek),92358,75976,75976,95396250.0,59237.84705163992,1756054326634,Synapse54,1756054326634,Synapse54
523,92359 (Mentone),92359,102177,102177,199802500.0,146993.5666282572,1756054326634,Synapse54,1756054326634,Synapse54
524,92363 (Needles),92363,60416,60416,4995917500.0,522891.6342496342,1756054326634,Synapse54,1756054326634,Synapse54
525,92364 (Nipton),92364,47396,47396,6662700000.0,495982.3479221093,1756054326634,Synapse54,1756054326634,Synapse54
526,92365 (Newberry Springs),92365,60382,60382,2015372500.0,283603.0952464746,1756054326634,Synapse54,1756054326634,Synapse54
527,92368 (Oro Grande),92368,66225,66225,263910000.0,69753.73208396425,1756054326634,Synapse54,1756054326634,Synapse54
528,92371 (Phelan),92371,92375,92375,495092500.0,136736.61966382695,1756054326634,Synapse54,1756054326634,Synapse54
529,92372 (Pinon Hills),92372,80774,80774,74847500.0,51049.10986571373,1756054326634,Synapse54,1756054326634,Synapse54
530,92373 (Redlands),92373,114276,114276,163128750.0,89297.98121789581,1756054326634,Synapse54,1756054326634,Synapse54
531,92374 (Redlands),92374,107701,107701,76466250.0,52153.39311998224,1756054326634,Synapse54,1756054326634,Synapse54
532,92376 (Rialto),92376,91605,91605,49923750.0,39680.21948472379,1756054326634,Synapse54,1756054326634,Synapse54
533,92377 (Rialto),92377,143837,143837,36657500.0,29736.2696185539,1756054326634,Synapse54,1756054326634,Synapse54
534,92378 (Rimforest),92378,93776,93776,1331250.0,5709.97183051108,1756054326634,Synapse54,1756054326634,Synapse54
535,92382 (Running Springs),92382,101560,101560,72786250.0,41738.801968663414,1756054326634,Synapse54,1756054326634,Synapse54
536,92384 (Shoshone),92384,50000,50000,6149136250.0,351475.9713463227,1756054326634,Synapse54,1756054326634,Synapse54
537,92385 (Skyforest),92385,70067,70067,1886250.0,7682.238548172248,1756054326634,Synapse54,1756054326634,Synapse54
538,92386 (Sugarloaf),92386,60176,60176,5848750.0,12327.857358947613,1756054326634,Synapse54,1756054326634,Synapse54
539,92389 (Tecopa),92389,102521,102521,1444243750.0,199918.4382367414,1756054326634,Synapse54,1756054326634,Synapse54
540,92391 (Twin Peaks),92391,81907,81907,7715000.0,18302.818690646458,1756054326634,Synapse54,1756054326634,Synapse54
541,92392 (Victorville),92392,91162,91162,137711250.0,60765.98824847531,1756054326634,Synapse54,1756054326634,Synapse54
542,92394 (Victorville),92394,85243,85243,121477500.0,88305.61698855038,1756054326634,Synapse54,1756054326634,Synapse54
543,92395 (Victorville),92395,74160,74160,68708145.1640625,47846.85223202196,1756054326634,Synapse54,1756054326634,Synapse54
544,92397 (Wrightwood),92397,92983,92983,140215000.0,84425.74718512002,1756054326634,Synapse54,1756054326634,Synapse54
545,92398 (Yermo),92398,86332,86332,101285000.0,60647.751832491886,1756054326634,Synapse54,1756054326634,Synapse54
546,92399 (Yucaipa),92399,106459,106459,172393750.0,78202.61353775508,1756054326634,Synapse54,1756054326634,Synapse54
547,92401 (San Bernardino),92401,50224,50224,2431250.0,11026.825288417274,1756054326634,Synapse54,1756054326634,Synapse54
548,92404 (San Bernardino),92404,77039,77039,83843750.0,59702.91140620923,1756054326634,Synapse54,1756054326634,Synapse54
549,92405 (San Bernardino),92405,71004,71004,19550000.0,22817.92291360122,1756054326634,Synapse54,1756054326634,Synapse54
550,92407 (San Bernardino),92407,104722,104722,655255227.2773438,262930.7761975885,1756054326634,Synapse54,1756054326634,Synapse54
551,92408 (San Bernardino),92408,69643,69643,44236250.0,37255.81035689737,1756054326634,Synapse54,1756054326634,Synapse54
552,92410 (San Bernardino),92410,64433,64433,31268750.0,49893.12531732991,1756054326634,Synapse54,1756054326634,Synapse54
553,92411 (San Bernardino),92411,73844,73844,17991250.0,18900.85406904243,1756054326634,Synapse54,1756054326634,Synapse54
554,92415 (San Bernardino),92415,0,0,275000.0,3000.0,1756054326634,Synapse54,1756054326634,Synapse54
555,92501 (Riverside),92501,102203,102203,22537500.0,29360.344553073046,1756054326634,Synapse54,1756054326634,Synapse54
556,92503 (Riverside),92503,107162,107162,107661250.0,83524.3000869383,1756054326634,Synapse54,1756054326634,Synapse54
557,92504 (Riverside),92504,102595,102595,85888750.0,78010.88809143189,1756054326634,Synapse54,1756054326634,Synapse54
558,92505 (Riverside),92505,100225,100225,47511250.0,39417.83554710996,1756054326634,Synapse54,1756054326634,Synapse54
559,92506 (Riverside),92506,134213,134213,65882500.0,59310.71744028767,1756054326634,Synapse54,1756054326634,Synapse54
560,92507 (Riverside),92507,86352,86352,67203750.0,75253.54192382339,1756054326634,Synapse54,1756054326634,Synapse54
561,92508 (Riverside),92508,154878,154878,48228750.0,42104.659565642694,1756054326634,Synapse54,1756054326634,Synapse54
562,92509 (Jurupa Valley),92509,109565,109565,116866250.0,47428.70899972364,1756054326634,Synapse54,1756054326634,Synapse54
563,92518 (March Air Reserve Base),92518,93181,93181,38241250.0,32992.245231222754,1756054326634,Synapse54,1756054326634,Synapse54
564,92521 (Riverside),92521,25889,25889,4610000.0,12148.698391121136,1756054326634,Synapse54,1756054326634,Synapse54
565,92530 (Lake Elsinore),92530,100141,100141,438397500.0,112963.1858719261,1756054326634,Synapse54,1756054326634,Synapse54
566,92532 (Lake Elsinore),92532,145330,145330,63673750.0,65388.410720160115,1756054326634,Synapse54,1756054326634,Synapse54
567,92536 (Aguanga),92536,110189,110189,354418750.0,120213.46731845246,1756054326634,Synapse54,1756054326634,Synapse54
568,92539 (Anza),92539,83489,83489,579091250.0,144201.50706698783,1756054326634,Synapse54,1756054326634,Synapse54
569,92543 (Hemet),92543,59240,59240,68802500.0,61367.79442167451,1756054326634,Synapse54,1756054326634,Synapse54
570,92544 (Hemet),92544,80735,80735,414903750.0,151338.12956250404,1756054326634,Synapse54,1756054326634,Synapse54
571,92545 (Hemet),92545,72342,72342,104872500.0,86730.68453675932,1756054326634,Synapse54,1756054326634,Synapse54
572,92548 (Homeland),92548,78879,78879,38288750.0,33509.64277118994,1756054326634,Synapse54,1756054326634,Synapse54
573,92549 (Idyllwild),92549,106207,106207,358915000.0,107864.63976792223,1756054326634,Synapse54,1756054326634,Synapse54
574,92551 (Moreno Valley),92551,107397,107397,22831250.0,19728.964458924765,1756054326634,Synapse54,1756054326634,Synapse54
575,92553 (Moreno Valley),92553,80691,80691,38985000.0,28591.739186878363,1756054326634,Synapse54,1756054326634,Synapse54
576,92555 (Moreno Valley),92555,129218,129218,275277500.0,91449.45508308428,1756054326634,Synapse54,1756054326634,Synapse54
577,92557 (Moreno Valley),92557,108729,108729,79985000.0,53460.86448257353,1756054326634,Synapse54,1756054326634,Synapse54
578,92561 (Mountain Center),92561,85062,85062,1620912500.0,315017.98964642035,1756054326634,Synapse54,1756054326634,Synapse54
579,92562 (Murrieta),92562,124088,124088,221006250.0,95812.13808091207,1756054326634,Synapse54,1756054326634,Synapse54
580,92563 (Murrieta),92563,140049,140049,78192500.0,53899.198339420196,1756054326634,Synapse54,1756054326634,Synapse54
581,92567 (Nuevo),92567,127587,127587,115155000.0,52551.257802414395,1756054326634,Synapse54,1756054326634,Synapse54
582,92570 (Perris),92570,94313,94313,391848750.0,141636.61094909988,1756054326634,Synapse54,1756054326634,Synapse54
583,92571 (Perris),92571,98267,98267,129411250.0,59493.83243138058,1756054326634,Synapse54,1756054326634,Synapse54
584,92582 (San Jacinto),92582,110104,110104,77062500.0,47625.591915771925,1756054326634,Synapse54,1756054326634,Synapse54
585,92583 (San Jacinto),92583,78124,78124,117017500.0,68854.68187138022,1756054326634,Synapse54,1756054326634,Synapse54
586,92584 (Menifee),92584,136263,136263,125473750.0,88632.97807464864,1756054326634,Synapse54,1756054326634,Synapse54
587,92585 (Menifee),92585,116697,116697,65328750.0,63969.72667996268,1756054326634,Synapse54,1756054326634,Synapse54
588,92586 (Menifee),92586,65438,65438,22697500.0,25680.59999652119,1756054326634,Synapse54,1756054326634,Synapse54
589,92587 (Menifee),92587,133344,133344,33000000.0,28855.688766937034,1756054326634,Synapse54,1756054326634,Synapse54
590,92590 (Temecula),92590,84729,84729,171402500.0,74224.59376095551,1756054326634,Synapse54,1756054326634,Synapse54
591,92591 (Temecula),92591,124802,124802,57467500.0,46864.2059342935,1756054326634,Synapse54,1756054326634,Synapse54
592,92592 (Temecula),92592,146185,146185,449697500.0,150010.17362394696,1756054326634,Synapse54,1756054326634,Synapse54
593,92595 (Wildomar),92595,116288,116288,77962500.0,49546.47682350081,1756054326634,Synapse54,1756054326634,Synapse54
594,92596 (Winchester),92596,141038,141038,236541250.0,105694.89597132463,1756054326634,Synapse54,1756054326634,Synapse54
595,92602 (Irvine),92602,159351,159351,54335000.0,48615.20874763779,1756054326634,Synapse54,1756054326634,Synapse54
596,92603 (Irvine),92603,212758,212758,49596250.0,39851.28103911499,1756054326634,Synapse54,1756054326634,Synapse54
597,92604 (Irvine),92604,139378,139378,12971250.0,14796.767588249384,1756054326634,Synapse54,1756054326634,Synapse54
598,92606 (Irvine),92606,159688,159688,11687516.33984375,24285.50058514748,1756054326634,Synapse54,1756054326634,Synapse54
599,92610 (Foothill Ranch),92610,211484,211484,41970000.0,42026.008696583456,1756054326634,Synapse54,1756054326634,Synapse54
600,92612 (Irvine),92612,106529,106529,24991250.0,30023.681639087186,1756054326634,Synapse54,1756054326634,Synapse54
601,92614 (Irvine),92614,135254,135254,16787500.0,22384.83540840505,1756054326634,Synapse54,1756054326634,Synapse54
602,92617 (Irvine),92617,71893,71893,8672500.0,15412.013244571113,1756054326634,Synapse54,1756054326634,Synapse54
603,92618 (Irvine),92618,161564,161564,94576250.0,64024.6551904949,1756054326634,Synapse54,1756054326634,Synapse54
604,92620 (Irvine),92620,175086,175086,23306250.0,21025.73996103775,1756054326634,Synapse54,1756054326634,Synapse54
605,92624 (Capistrano Beach),92624,127937,127937,5602500.0,19224.425787531967,1756054326634,Synapse54,1756054326634,Synapse54
606,92625 (Corona del Mar),92625,214000,214000,9253750.0,22768.574163236848,1756054326634,Synapse54,1756054326634,Synapse54
607,92626 (Costa Mesa),92626,124030,124030,35749444.4375,30953.607275611746,1756054326634,Synapse54,1756054326634,Synapse54
608,92627 (Costa Mesa),92627,121755,121755,24660526.3203125,32009.424849547257,1756054326634,Synapse54,1756054326634,Synapse54
609,92629 (Dana Point),92629,145029,145029,19367500.0,26404.176955851315,1756054326634,Synapse54,1756054326634,Synapse54
610,92630 (Lake Forest),92630,150531,150531,39691250.0,33234.410302807584,1756054326634,Synapse54,1756054326634,Synapse54
611,92637 (Laguna Woods),92637,69055,69055,12412045.45703125,24637.976550366835,1756054326634,Synapse54,1756054326634,Synapse54
612,92646 (Huntington Beach),92646,148747,148747,31957500.0,27762.065402696444,1756054326634,Synapse54,1756054326634,Synapse54
613,92647 (Huntington Beach),92647,122811,122811,28932500.0,33867.74871894199,1756054326634,Synapse54,1756054326634,Synapse54
614,92648 (Huntington Beach),92648,137127,137127,30280000.0,28473.954706364795,1756054326634,Synapse54,1756054326634,Synapse54
615,92649 (Huntington Beach),92649,141844,141844,19831250.0,56450.29251686164,1756054326634,Synapse54,1756054326634,Synapse54
616,92651 (Laguna Beach),92651,185809,185809,67526250.0,62490.433798214086,1756054326634,Synapse54,1756054326634,Synapse54
617,92653 (Laguna Hills),92653,151485,151485,24331250.0,35888.268819247765,1756054326634,Synapse54,1756054326634,Synapse54
618,92655 (Midway City),92655,99136,99136,2486250.0,12474.692560266567,1756054326634,Synapse54,1756054326634,Synapse54
619,92656 (Aliso Viejo),92656,152247,152247,32877599.19921875,34966.50159209713,1756054326634,Synapse54,1756054326634,Synapse54
620,92657 (Newport Coast),92657,229158,229158,33871111.109375,40735.605455959,1756054326634,Synapse54,1756054326634,Synapse54
621,92660 (Newport Beach),92660,189910,189910,34988824.7734375,72801.1498150933,1756054326634,Synapse54,1756054326634,Synapse54
622,92661 (Newport Beach),92661,222872,222872,2449775.0,14182.819254330147,1756054326634,Synapse54,1756054326634,Synapse54
623,92662 (Newport Beach),92662,188053,188053,756250.0,4073.1965054184398,1756054326634,Synapse54,1756054326634,Synapse54
624,92663 (Newport Beach),92663,153425,153425,12661250.0,29524.238996506057,1756054326634,Synapse54,1756054326634,Synapse54
625,92672 (San Clemente),92672,133542,133542,122097500.0,68144.85534340238,1756054326634,Synapse54,1756054326634,Synapse54
626,92673 (San Clemente),92673,206243,206243,43796250.0,35322.34411652421,1756054326634,Synapse54,1756054326634,Synapse54
627,92675 (San Juan Capistrano),92675,136635,136635,398135000.0,159328.0017001646,1756054326634,Synapse54,1756054326634,Synapse54
628,92676 (Silverado),92676,129633,129633,185577580.6484375,69847.88033705542,1756054326634,Synapse54,1756054326634,Synapse54
629,92677 (Laguna Niguel),92677,163699,163699,62363750.0,49653.56764980074,1756054326634,Synapse54,1756054326634,Synapse54
630,92679 (Trabuco Canyon),92679,223903,223903,131953669.3515625,96766.9142094817,1756054326634,Synapse54,1756054326634,Synapse54
631,92683 (Westminster),92683,99547,99547,37225000.0,54186.216950067326,1756054326634,Synapse54,1756054326634,Synapse54
632,92688 (Rancho Santa Margarita),92688,166317,166317,34180000.0,38611.769223276526,1756054326634,Synapse54,1756054326634,Synapse54
633,92691 (Mission Viejo),92691,160964,160964,33036250.0,38001.18237164921,1756054326634,Synapse54,1756054326634,Synapse54
634,92692 (Mission Viejo),92692,160583,160583,36926250.0,46348.02646266434,1756054326634,Synapse54,1756054326634,Synapse54
635,92694 (Ladera Ranch),92694,213292,213292,30588750.0,43863.23830896375,1756054326634,Synapse54,1756054326634,Synapse54
636,92697 (Irvine),92697,35000,35000,640000.0,3555.8432426418512,1756054326634,Synapse54,1756054326634,Synapse54
637,92701 (Santa Ana),92701,82207,82207,12300000.0,17909.285594515157,1756054326634,Synapse54,1756054326634,Synapse54
638,92703 (Santa Ana),92703,101335,101335,15516250.0,25608.827947224716,1756054326634,Synapse54,1756054326634,Synapse54
639,92704 (Santa Ana),92704,111111,111111,28642500.0,33855.42088207186,1756054326634,Synapse54,1756054326634,Synapse54
640,92705 (Santa Ana),92705,146944,146944,43200000.0,77393.0258273789,1756054326634,Synapse54,1756054326634,Synapse54
641,92706 (Santa Ana),92706,112208,112208,13002500.0,24009.66740740803,1756054326634,Synapse54,1756054326634,Synapse54
642,92707 (Santa Ana),92707,112459,112459,19470000.0,30897.365733854946,1756054326634,Synapse54,1756054326634,Synapse54
643,92708 (Fountain Valley),92708,133100,133100,33996250.0,27518.702015973777,1756054326634,Synapse54,1756054326634,Synapse54
644,92780 (Tustin),92780,108506,108506,24413750.0,32757.49656408988,1756054326634,Synapse54,1756054326634,Synapse54
645,92782 (Tustin),92782,166601,166601,21093750.0,42452.81886104531,1756054326634,Synapse54,1756054326634,Synapse54
646,92801 (Anaheim),92801,96211,96211,22840000.0,36651.55106988114,1756054326634,Synapse54,1756054326634,Synapse54
647,92802 (Anaheim),92802,94158,94158,16627666.6640625,25129.664495851255,1756054326634,Synapse54,1756054326634,Synapse54
648,92804 (Anaheim),92804,90156,90156,27093750.0,36797.87377561943,1756054326634,Synapse54,1756054326634,Synapse54
649,92805 (Anaheim),92805,101252,101252,24434833.3359375,26630.492011417336,1756054326634,Synapse54,1756054326634,Synapse54
650,92806 (Anaheim),92806,109989,109989,30277500.0,35397.16242525879,1756054326634,Synapse54,1756054326634,Synapse54
651,92807 (Anaheim),92807,162459,162459,43425000.0,49369.07786874545,1756054326634,Synapse54,1756054326634,Synapse54
652,92808 (Anaheim),92808,178329,178329,135771250.0,67114.4473414959,1756054326634,Synapse54,1756054326634,Synapse54
653,92821 (Brea),92821,139609,139609,40157500.0,31640.813398465692,1756054326634,Synapse54,1756054326634,Synapse54
654,92823 (Brea),92823,193270,193270,40087500.0,32182.422041735485,1756054326634,Synapse54,1756054326634,Synapse54
655,92831 (Fullerton),92831,97061,97061,22971250.0,23931.067124648023,1756054326634,Synapse54,1756054326634,Synapse54
656,92832 (Fullerton),92832,101924,101924,10311250.0,16109.402594640136,1756054326634,Synapse54,1756054326634,Synapse54
657,92833 (Fullerton),92833,131402,131402,28923750.0,27760.4610883227,1756054326634,Synapse54,1756054326634,Synapse54
