OBJECTID,CONAME,ADDR,CITY,STATE_NAME,STATE,ZIP,ZIP4,NAICS,NAICS_ALL,SIC,SIC_ALL,INDUSTRY_DESC,AFFILIATE,BRAND,HQNAME,LOC_CONF,PLACETYPE,SQFOOTAGE,MIN_SQFT,MAX_SQFT,EMPNUM,SALESVOL,SOURCE,ESRI_PID,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
78,Whole Foods Market,Augustine Dr,Santa Clara,California,CA,95054,2901,44511003,"44511003, 45619105, 45931001, 45619106, 45712008",541105,"541105, 549935, 599201, 549904, 554112","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements, Electric Charging Station",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,46,12408000,Data Axle,4ee98b74a51e97a9c7c96beb52a527c8,"CONAME, Santa Clara, California",37.381831000348846,-121.97580099980536,1756054369888,Synapse54,1756054369888,Synapse54
79,Whole Foods Market,Mckinley Ave,Sebastopol,California,CA,95472,3420,44511003,"44511003, 45619105, 45931001, 45619106, 45619103",541105,"541105, 549935, 599201, 549904, 549901","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements, Health & Diet Foods-Retail",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,38,9987000,Data Axle,10f5e018ec27e141a6a3c8e8227824ca,"CONAME, Sebastopol, California",38.40384700009765,-122.8240939997739,1756054369888,Synapse54,1756054369888,Synapse54
80,Whole Foods Market,San Vicente Blvd,Los Angeles,California,CA,90049,5140,44511003,"44511003, 45619105, 45931001, 45619106",541105,"541105, 549935, 599201, 549904","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,35,9500000,Data Axle,268056e4891c9d03dad7d721544f45c2,"CONAME, Los Angeles, California",34.05363699985005,-118.46741599986606,1756054369888,Synapse54,1756054369888,Synapse54
81,Whole Foods Market,Froom Ranch Way,San Luis Obispo,California,CA,93405,7211,44511003,"44511003, 45619105, 45931001, 45619106, 31181102",541105,"541105, 549935, 599201, 549904, 546102","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements, Bakers-Retail",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,23,12299000,Data Axle,2cc183741e666b29051a565e05ec9c53,"CONAME, San Luis Obispo, California",35.25058900030213,-120.68739899959904,1756054369888,Synapse54,1756054369888,Synapse54
82,Whole Foods Market,Irvine Center Dr,Irvine,California,CA,92618,4298,44511003,"44511003, 45619105, 45931001, 45619106",541105,"541105, 549935, 599201, 549904","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,46,12169000,Data Axle,db8c0e3ab59f0174fa6fced17a07f2f4,"CONAME, Irvine, California",33.646289000296896,-117.7444689999606,1756054369888,Synapse54,1756054369888,Synapse54
83,Whole Foods Market,4th St,San Francisco,California,CA,94107,1236,44511003,"44511003, 45619105, 45931001, 45619106, 45712008",541105,"541105, 549935, 599201, 549904, 554112","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements, Electric Charging Station",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,23,5345000,Data Axle,a19eacc243b26946d3a4c4c056ed7471,"CONAME, San Francisco, California",37.78148299970598,-122.39940800037607,1756054369888,Synapse54,1756054369888,Synapse54
84,Whole Foods Market,Town Center Way,Palm Desert,California,CA,92260,2729,44511003,"44511003, 45619105, 45931001, 45619106",541105,"541105, 549935, 599201, 549904","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,38,10281000,Data Axle,3c7f9328de1bd1f5541b5891372c07c9,"CONAME, Palm Desert, California",33.72541699992071,-116.4000189999338,1756054369888,Synapse54,1756054369888,Synapse54
85,Whole Foods Market,Rinaldi St,Porter Ranch,California,CA,91326,4939,44511003,"44511003, 45619105, 45931001, 45619106, 81299029",541105,"541105, 549935, 599201, 549904, 729941","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements, Shopping Service-Personal",,,"Whole Foods Market, Inc",High,Branch,20000 - 39999,20000.0,39999.0,22,9500000,Data Axle,e681892d6df3f004f48b99e853601cce,"CONAME, Porter Ranch, California",34.274593999794945,-118.5757830002362,1756054369888,Synapse54,1756054369888,Synapse54
86,Whole Foods Market,Lake Tahoe Blvd,South Lake Tahoe,California,CA,96150,8942,44511003,"44511003, 45619105, 45931001, 45619106",541105,"541105, 549935, 599201, 549904","Grocers-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,14,9267000,Data Axle,d0412144651d187c3ac6b93420823be4,"CONAME, South Lake Tahoe, California",38.94707700017117,-119.95968300015706,1756054369888,Synapse54,1756054369888,Synapse54
87,Whole Foods Market,Adams Ave,Huntington Beach,California,CA,92646,4904,44511003,44511003,541105,541105,Grocers-Retail,,,"Whole Foods Market, Inc",Very High,Branch,1500 - 2499,1500.0,2499.0,7,1936000,Data Axle,43979fb0d2431f31e6ab850a5388fea9,"CONAME, Huntington Beach, California",33.673444999919994,-117.95226400005593,1756054369888,Synapse54,1756054369888,Synapse54
88,Whole Foods Market,Telegraph Ave,Oakland,California,CA,94609,1971,44511003,44511003,541105,541105,Grocers-Retail,,,"Whole Foods Market, Inc",Very High,Branch,,,,89,25356000,Data Axle,f82a5e98980485c48a565baa111d7448,"CONAME, Oakland, California",37.8374360000261,-122.26194300039312,1756054369888,Synapse54,1756054369888,Synapse54
89,Whole Foods Market,E Mc Kinley Ave,Sunnyvale,California,CA,94086,7075,44511003,44511003,541105,541105,Grocers-Retail,,,"Whole Foods Market, Inc",Very High,Branch,,,,167,61773000,Data Axle,a8ca3114cccacba33299c768cd209a70,"CONAME, Sunnyvale, California",37.37380699978228,-122.03077300027347,1756054369888,Synapse54,1756054369888,Synapse54
90,Whole Foods Market,20th Ave,San Francisco,California,CA,94132,1900,44511003,44511003,541105,541105,Grocers-Retail,,,"Whole Foods Market, Inc",Very High,Branch,,,,103,13896000,Data Axle,133366657ad5bde1b08801e76dd9ee6a,"CONAME, San Francisco, California",37.727920999904384,-122.47699699973683,1756054369888,Synapse54,1756054369888,Synapse54
91,Whole Foods Market,Ventura Blvd,Sherman Oaks,California,CA,91423,2716,44511003,44511003,541105,541105,Grocers-Retail,,,"Whole Foods Market, Inc",Very High,Branch,,,,97,22957000,Data Axle,b6df5efbe0148c9d74e185c4f2bbc07b,"CONAME, Sherman Oaks, California",34.15047999999023,-118.44443900022499,1756054369888,Synapse54,1756054369888,Synapse54
92,Whole Foods Market,Emerson St,Palo Alto,California,CA,94301,2410,44511003,"44511003, 45619103, 45619105, 45931001, 45619106",541105,"541105, 549901, 549935, 599201, 549904","Grocers-Retail, Health & Diet Foods-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,200,52798000,Data Axle,8055167178d043aa7345bb03ecaf38d1,"CONAME, Palo Alto, California",37.4423780002358,-122.15958499984171,1756054369888,Synapse54,1756054369888,Synapse54
93,Whole Foods Market,Montana Ave,Santa Monica,California,CA,90403,1711,44511003,"44511003, 72251117, 45619103, 45619105, 45931001, 45619106",541105,"541105, 581208, 549901, 549935, 599201, 549904","Grocers-Retail, Restaurants, Health & Diet Foods-Retail, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",High,Branch,20000 - 39999,20000.0,39999.0,65,17152000,Data Axle,b322d4c2d81abb5710e28ca6566f049a,"CONAME, Santa Monica, California",34.032670999972545,-118.49471000003037,1756054369888,Synapse54,1756054369888,Synapse54
94,Whole Foods Market,University Ave,San Diego,California,CA,92103,3202,44511003,"44511003, 45619103, 72251117, 45619105, 45931001, 45619106",541105,"541105, 549901, 581208, 549935, 599201, 549904","Grocers-Retail, Health & Diet Foods-Retail, Restaurants, Organic Foods & Services, Florists-Retail, Vitamin & Food Supplements",,,"Whole Foods Market, Inc",Very High,Branch,20000 - 39999,20000.0,39999.0,220,59657000,Data Axle,50faf96b31109946585061e78bfeb514,"CONAME, San Diego, California",32.7479609999179,-117.1580859996896,1756054369888,Synapse54,1756054369888,Synapse54
