OBJECTID,name,address,locality,region,postcode,country,fsq_category,fsq_category_all,INDUSTRY_DESC,source,esri_pid,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
1,H&R Block,223 E Granada Blvd,Ormond Beach,FL,32176,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e8c8e51494be5cec3cff39734d0afbec,"H&R Block, 223 E Granada Blvd, Ormond Beach, FL",29.292265869810393,-81.04123359092041,1754588154609,Synapse54,1754588154609,Synapse54
2,H&R Block,2619 Thonotosassa Rd,Plant City,FL,33563,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,4f157ece40b1f1d721998f8f24e39a34,"H&R Block, 2619 Thonotosassa Rd, Plant City, FL",28.024615639983953,-82.15120385596106,1754588154609,Synapse54,1754588154609,Synapse54
3,H&R Block,6915 Taft St,Hollywood,FL,33024,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,73a3772b7a367378930c4f5dbb3f5ffb,"H&R Block, 6915 Taft St, Hollywood, FL",26.025681070246957,-80.22683884698151,1754588154609,Synapse54,1754588154609,Synapse54
4,H&R Block,3980 Southside Blvd,Jacksonville,FL,32216,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,594f9ef45d7af93248e7d1546417ad63,"H&R Block, 3980 Southside Blvd, Jacksonville, FL",30.27501011478398,-81.55995593225087,1754588154609,Synapse54,1754588154609,Synapse54
5,H&R Block,4901 E Silver Springs Blvd,Ocala,FL,34470,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,7253cc81742e8c786ae5c951598b2c1e,"H&R Block, 4901 E Silver Springs Blvd, Ocala, FL",29.21111518578641,-82.06867164408581,1754588154609,Synapse54,1754588154609,Synapse54
6,H&R Block,736 N Tyndall Pkwy,Callaway,FL,32404,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b312bfca9600194da8c6f745718ea995,"H&R Block, 736 N Tyndall Pkwy, Callaway, FL",30.162882999908177,-85.59044100007435,1754588154609,Synapse54,1754588154609,Synapse54
7,H&R Block,254 S Federal Hwy,Deerfield Beach,FL,33441,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2a454d864fab6e694e2df4c1743d306e,"H&R Block, 254 S Federal Hwy, Deerfield Beach, FL",26.314852900078737,-80.08970769958569,1754588154609,Synapse54,1754588154609,Synapse54
8,H&R Block,1609 N Nova Rd,Holly Hill,FL,32117,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1e69548ca587c9b86ada0088d48a6182,"H&R Block, 1609 N Nova Rd, Holly Hill, FL",29.240522645330046,-81.05763584435321,1754588154609,Synapse54,1754588154609,Synapse54
9,H&R Block,1605 E Sunrise Blvd,Fort Lauderdale,FL,33304,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,47c90a824c725805363f7e4946ac836b,"H&R Block, 1605 E Sunrise Blvd, Fort Lauderdale, FL",26.137720963144673,-80.12742378569135,1754588154609,Synapse54,1754588154609,Synapse54
10,H&R Block,4922 38th Ave N Ste A,Saint Petersburg,FL,33710,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,208dd6f65dde7181b06b2f4dfa269216,"H&R Block, 4922 38th Ave N Ste A, Saint Petersburg, FL",27.806153346286205,-82.70079293478301,1754588154609,Synapse54,1754588154609,Synapse54
11,H&R Block,7060 Seminole Pratt Whitney Rd,Loxahatchee,FL,33470,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c0342b7d33bc604e0d5e1f086d4ddfd6,"H&R Block, 7060 Seminole Pratt Whitney Rd, Loxahatchee, FL",26.781324355701003,-80.29256133769597,1754588154609,Synapse54,1754588154609,Synapse54
12,H&R Block,2525 E Hillsborough Ave,Tampa,FL,33610,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,f05c39cb6357e040ae2f4a417ce5700e,"H&R Block, 2525 E Hillsborough Ave, Tampa, FL",27.99563361062164,-82.43245569584008,1754588154609,Synapse54,1754588154609,Synapse54
13,H&R Block,2144 58th Ave,Vero Beach,FL,32966,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,ed87f4dda60d472e7da45a41fe27c3bb,"H&R Block, 2144 58th Ave, Vero Beach, FL",27.639934983081034,-80.44522053312437,1754588154609,Synapse54,1754588154609,Synapse54
14,H&R Block,1007 E Commercial Blvd,Oakland Park,FL,33334,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,23ed53e5a663dde4737006bcdeabf240,"H&R Block, 1007 E Commercial Blvd, Oakland Park, FL",26.190985616826165,-80.1337627277308,1754588154609,Synapse54,1754588154609,Synapse54
15,H&R Block,2405 E Moody Blvd,Bunnell,FL,32110,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,71cf74a513d4edbb07a80fe4b8c296ad,"H&R Block, 2405 E Moody Blvd, Bunnell, FL",29.474834744016142,-81.24229917198356,1754588154609,Synapse54,1754588154609,Synapse54
16,H&R Block,3813 N Monroe St,Tallahassee,FL,32303,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,82e1b48e535b3c1168512fc7998d8d59,"H&R Block, 3813 N Monroe St, Tallahassee, FL",30.501602274240195,-84.32694171708533,1754588154609,Synapse54,1754588154609,Synapse54
17,H&R Block,2966 Cleveland Ave,Fort Myers,FL,33901,US,"63be6904847c3692a84b9b3e, 63be6904847c3692a84b9b3d","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b3e","Business and Professional Services, Financial Service, Accounting and Bookkeeping Service",Foursquare,236b7ae01053ec146187dc91c3c09f4e,"H&R Block, 2966 Cleveland Ave, Fort Myers, FL",26.62297300016736,-81.87258499973944,1754588154609,Synapse54,1754588154609,Synapse54
18,H&R Block,11921 E Colonial Dr,Orlando,FL,32826,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c04c4ea621a37a752c796286815b451b,"H&R Block, 11921 E Colonial Dr, Orlando, FL",28.568257249016842,-81.20473623336242,1754588154609,Synapse54,1754588154609,Synapse54
19,H&R Block,14444-16 Beach Blvd,Jacksonville,FL,32250,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,29f24c6b609a169a3dcf05007ccfa158,"H&R Block, 14444-16 Beach Blvd, Jacksonville, FL",30.285575944942497,-81.43590745968245,1754588154609,Synapse54,1754588154609,Synapse54
20,H&R Block,4233 13th St,Saint Cloud,FL,34769,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bf6ed942b1bf9cfe50a649d21df9766d,"H&R Block, 4233 13th St, Saint Cloud, FL",28.250109086089598,-81.31441841402095,1754588154609,Synapse54,1754588154609,Synapse54
21,H&R Block,23002 Sandalfoot Plaza Dr,Boca Raton,FL,33428,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bf2abbe6d25399727cbb026616a25c11,"H&R Block, 23002 Sandalfoot Plaza Dr, Boca Raton, FL",26.33446221826582,-80.20137894970921,1754588154609,Synapse54,1754588154609,Synapse54
22,H&R Block,3173 W Vine St,Kissimmee,FL,34741,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,962a372fe401c7007fa4cc4ed57a5bc9,"H&R Block, 3173 W Vine St, Kissimmee, FL",28.306642248264758,-81.4346641598882,1754588154609,Synapse54,1754588154609,Synapse54
23,H&R Block,801 S Eustis St,Eustis,FL,32726,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,18bedb19ebf41c59c412f43d940b70eb,"H&R Block, 801 S Eustis St, Eustis, FL",28.845378506632304,-81.68430514640339,1754588154609,Synapse54,1754588154609,Synapse54
24,H&R Block,857 Cypress Pkwy,Poinciana,FL,34759,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,96ed93af483e56a098bd2f1d8caaaa64,"H&R Block, 857 Cypress Pkwy, Poinciana, FL",28.148329221256088,-81.45074197238308,1754588154609,Synapse54,1754588154609,Synapse54
25,H&R Block,1520 S Federal Hwy,Delray Beach,FL,33483,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1abba65c95fe2062abf8bd64caa14fe8,"H&R Block, 1520 S Federal Hwy, Delray Beach, FL",26.44374398634026,-80.06955935284049,1754588154609,Synapse54,1754588154609,Synapse54
26,H&R Block,7259 Atlantic Ave,Delray Beach,FL,33446,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,173c9b8a364b9192215f363350545174,"H&R Block, 7259 Atlantic Ave, Delray Beach, FL",26.454877230815097,-80.16017041230654,1754588154609,Synapse54,1754588154609,Synapse54
27,H&R Block,Eglin Air Force Base,Eglin Afb,FL,32542,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,3ce4acbe4a3b514d3297aa8392b3611b,"H&R Block, Eglin Air Force Base, Eglin Afb, FL",30.453064038105886,-86.57495489264616,1754588154609,Synapse54,1754588154609,Synapse54
28,H&R Block,2845 S Orange Ave,Orlando,FL,32806,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a86cc9e73742a3d312f5573e2e3b9ecc,"H&R Block, 2845 S Orange Ave, Orlando, FL",28.51137496361155,-81.37464114098661,1754588154609,Synapse54,1754588154609,Synapse54
29,H&R Block,14844 NW 7th Ave,Miami,FL,33168,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,5f6221fc9e328902c70d9584a0ece894,"H&R Block, 14844 NW 7th Ave, Miami, FL",25.910792761958696,-80.21207995805477,1754588154609,Synapse54,1754588154609,Synapse54
30,H&R Block,6459 102nd Ave N,Pinellas Park,FL,33782,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,184b89ebefbc37b5642f49fe37307460,"H&R Block, 6459 102nd Ave N, Pinellas Park, FL",27.86548396578581,-82.72609877278069,1754588154609,Synapse54,1754588154609,Synapse54
31,H&R Block,446 Havendale Blvd,Auburndale,FL,33823,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,6796ba8663d3d067ba3d19b9ecd39bdc,"H&R Block, 446 Havendale Blvd, Auburndale, FL",28.052258024007216,-81.77837506466635,1754588154609,Synapse54,1754588154609,Synapse54
32,H&R Block,1436 Sr 436 Ste 1008,Casselberry,FL,32707,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,17c56cf921c467b3bb4e6cee39ecc469,"H&R Block, 1436 Sr 436 Ste 1008, Casselberry, FL",28.62712265925331,-81.31507862095752,1754588154609,Synapse54,1754588154609,Synapse54
33,H&R Block,17860 SE 109th Ave Ste 604 # 605,Summerfield,FL,34491,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,cabd010d36751af4fef04607291ba63e,"H&R Block, 17860 SE 109th Ave Ste 604 # 605, Summerfield, FL",28.961258330020783,-81.96920315459582,1754588154609,Synapse54,1754588154609,Synapse54
34,H&R Block,9774 Glades Rd Ste A9,Boca Raton,FL,33434,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e72182688ad716009bfd96639d4cb47d,"H&R Block, 9774 Glades Rd Ste A9, Boca Raton, FL",26.367296828341622,-80.19976603000647,1754588154609,Synapse54,1754588154609,Synapse54
35,H&R Block,,Orlando,FL,32812,US,4bf58dd8d48988d124941735,"4bf58dd8d48988d124941735, 4d4b7105d754a06375d81259","Office, Business and Professional Services",Foursquare,643c748d4546fc395ca85098a5995b6b,"H&R Block, Orlando, FL",28.480088321795574,-81.3293016396645,1754588154609,Synapse54,1754588154609,Synapse54
36,H&R Block,6074 14th St W,Bradenton,FL,34207,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,3da5597d580de9b8e7c8dfc6e5a95347,"H&R Block, 6074 14th St W, Bradenton, FL",27.433928150157875,-82.57860429285631,1754588154609,Synapse54,1754588154609,Synapse54
37,H&R Block,1519 Bartow Rd,Lakeland,FL,33801,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2c6c601c15bf064a41b46aa0b19ab914,"H&R Block, 1519 Bartow Rd, Lakeland, FL",28.023906222213537,-81.92678878343446,1754588154609,Synapse54,1754588154609,Synapse54
38,H&R Block,5751 N Main St,Jacksonville,FL,32208,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c69b068c35892c3c45b4818c0787c9e1,"H&R Block, 5751 N Main St, Jacksonville, FL",30.375661828653612,-81.65010184316449,1754588154609,Synapse54,1754588154609,Synapse54
39,H&R Block,3030 S Monroe St Ste 1A,Tallahassee,FL,32301,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b1d161b0d2be7f2bc0af11abbcb2bc37,"H&R Block, 3030 S Monroe St Ste 1A, Tallahassee, FL",30.40645372325574,-84.28190052470953,1754588154609,Synapse54,1754588154609,Synapse54
40,H And R Block,,Saint Petersburg,FL,33707,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2dc729b134620ac557335949b367f3bd,"H And R Block, Saint Petersburg, FL",27.756943000139387,-82.73311899982654,1754588154609,Synapse54,1754588154609,Synapse54
41,H & R Block,100 Miracle Mile Ste 104,Coral Gables,FL,33134,US,4bf58dd8d48988d124941735,"4bf58dd8d48988d124941735, 4d4b7105d754a06375d81259","Office, Business and Professional Services",Foursquare,e97c31d1d669aa1dd18591ff9428dac0,"H & R Block, 100 Miracle Mile Ste 104, Coral Gables, FL",25.74938058127417,-80.25690420459453,1754588154609,Synapse54,1754588154609,Synapse54
42,H&r Block,6627 S Dixie Hwy,Miami,FL,33143,US,63be6904847c3692a84b9b3d,"4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d","Business and Professional Services, Financial Service",Foursquare,3675b58d50273a4bfb6f20fe34aa0812,"H&r Block, 6627 S Dixie Hwy, Miami, FL",25.694676000035656,-80.3003399997598,1754588154609,Synapse54,1754588154609,Synapse54
43,H&R Block,7264 SW 8th St,Miami,FL,33144,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2878b7b459ff2a929bfe28236b68a371,"H&R Block, 7264 SW 8th St, Miami, FL",25.76249560017514,-80.31303350015162,1754588154609,Synapse54,1754588154609,Synapse54
44,H&R Block,2701 SW College Rd Ste 303,Ocala,FL,34474,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,59b9fb3d213da0952090e88dc21b29bc,"H&R Block, 2701 SW College Rd Ste 303, Ocala, FL",29.16613136869977,-82.17140094170033,1754588154609,Synapse54,1754588154609,Synapse54
45,H&R Block,801 Dixon Blvd Ste 36,Cocoa,FL,32922,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b968601da7a3a34f9a79f4bce38cb361,"H&R Block, 801 Dixon Blvd Ste 36, Cocoa, FL",28.376882272306105,-80.73930265716852,1754588154609,Synapse54,1754588154609,Synapse54
46,H&R Block,20761 S Dixie Hwy,Miami,FL,33189,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,df83ee36f974cf5f96217aade9a02d07,"H&R Block, 20761 S Dixie Hwy, Miami, FL",25.573721440241417,-80.37279937809974,1754588154609,Synapse54,1754588154609,Synapse54
47,H&R Block,4012 S Semoran Blvd,Orlando,FL,32822,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,eb224731914638b0fe0beb92c62894ce,"H&R Block, 4012 S Semoran Blvd, Orlando, FL",28.503308599813515,-81.31240380006251,1754588154609,Synapse54,1754588154609,Synapse54
48,H&R Block,6316 US Highway 301 N,Ellenton,FL,34222,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,dec98f64e35d114f7f59cbad2d70c060,"H&R Block, 6316 US Highway 301 N, Ellenton, FL",27.533806432145276,-82.49984292108287,1754588154609,Synapse54,1754588154609,Synapse54
49,H&R Block,2846 Curry Ford Rd,Orlando,FL,32806,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,837843dea449d26365edac587c569681,"H&R Block, 2846 Curry Ford Rd, Orlando, FL",28.523331301696857,-81.34620723981224,1754588154609,Synapse54,1754588154609,Synapse54
50,H&R Block,"6875-A N 9th Ave, Ste 13",Pensacola,FL,32504,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1709ad1c89cbf07d96d63655b48e63ca,"H&R Block, 6875-A N 9th Ave, Ste 13, Pensacola, FL",30.494725100161855,-87.19268830042557,1754588154609,Synapse54,1754588154609,Synapse54
51,H&R Block,10580 Colonial Blvd Ste 106,Fort Myers,FL,33913,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,8929a9b91ba0eb83db8937877eb5dd7e,"H&R Block, 10580 Colonial Blvd Ste 106, Fort Myers, FL",26.611274212186963,-81.78407707781317,1754588154609,Synapse54,1754588154609,Synapse54
52,H&R Block,50 Plaza Dr,Palm Coast,FL,32137,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,6f9a61b3d3aec335178f8364617f1b9c,"H&R Block, 50 Plaza Dr, Palm Coast, FL",29.554757617122057,-81.22566906177725,1754588154609,Synapse54,1754588154609,Synapse54
53,H&R Block,13 E Jefferson St,Quincy,FL,32351,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,50f70eba163fbe52336d789a652be818,"H&R Block, 13 E Jefferson St, Quincy, FL",30.587933143944475,-84.57637656898892,1754588154609,Synapse54,1754588154609,Synapse54
54,H&R Block,2318 Pine Ridge Rd,Naples,FL,34109,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,d7efcfb169bdb2b88ef8b82e4fafa657,"H&R Block, 2318 Pine Ridge Rd, Naples, FL",26.20988262581421,-81.77151322767307,1754588154609,Synapse54,1754588154609,Synapse54
55,H&R Block,"7544 US 1, Unit 8",Port Saint Lucie,FL,34952,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c74e56f88cf611f6fc30f5e813920f35,"H&R Block, 7544 US 1, Unit 8, Port Saint Lucie, FL",27.329427800201138,-80.32091350026434,1754588154609,Synapse54,1754588154609,Synapse54
56,H&R Block,1509 Sadler Rd,Fernandina Beach,FL,32034,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bbd9ccef3372e9978bee3f34c0147efa,"H&R Block, 1509 Sadler Rd, Fernandina Beach, FL",30.64075220017915,-81.45338660898626,1754588154609,Synapse54,1754588154609,Synapse54
57,H&R Block,230 E Van Fleet Dr,Bartow,FL,33830,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bbf557a85f455f71912cfa89265ec795,"H&R Block, 230 E Van Fleet Dr, Bartow, FL",27.9055558658122,-81.84208412270698,1754588154609,Synapse54,1754588154609,Synapse54
58,H&R Block,548 N Chan Bridge Dr,Jasper,FL,32052,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,fec10ae1489d2bfe51df0ff496182cd0,"H&R Block, 548 N Chan Bridge Dr, Jasper, FL",30.527303860668038,-82.96013103087267,1754588154609,Synapse54,1754588154609,Synapse54
59,H&R Block,1945 S Alafaya Trl Ste 209,Orlando,FL,32828,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,0bfc49174de4098d918f6cf502b41f13,"H&R Block, 1945 S Alafaya Trl Ste 209, Orlando, FL",28.52573607301615,-81.19322580162343,1754588154609,Synapse54,1754588154609,Synapse54
