OBJECTID,DESCRIPTION,ID,MP10116A_B,MP10116A_B_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
165,32086 (Saint Augustine),32086,4621,16.03,16.03,229679478.42578125,134974.8523299715,1754588058897,Synapse54,1754588058897,Synapse54
166,32087 (Sanderson),32087,750,20.58,20.58,1280266250.0,190176.52092333318,1754588058897,Synapse54,1754588058897,Synapse54
167,32091 (Starke),32091,2716,19.89,19.89,681368750.0,198842.8491624383,1754588058897,Synapse54,1754588058897,Synapse54
168,32092 (Saint Augustine),32092,8622,17.15,17.15,442597500.0,140315.0044989785,1754588058897,Synapse54,1754588058897,Synapse54
169,32094 (Wellborn),32094,469,19.82,19.82,210223750.0,149483.73822673786,1754588058897,Synapse54,1754588058897,Synapse54
170,32095 (Saint Augustine),32095,3885,18.63,18.63,220461723.06640625,149504.97748029407,1754588058897,Synapse54,1754588058897,Synapse54
171,32096 (White Springs),32096,445,18.58,18.58,344482500.0,170745.7295463815,1754588058897,Synapse54,1754588058897,Synapse54
172,32097 (Yulee),32097,4505,19.05,19.05,440585000.0,168411.73913271894,1754588058897,Synapse54,1754588058897,Synapse54
173,32102 (Astor),32102,418,19.89,19.89,167072500.0,92623.62057034473,1754588058897,Synapse54,1754588058897,Synapse54
174,32110 (Bunnell),32110,1540,17.23,17.23,1007048750.0,187832.01046924145,1754588058897,Synapse54,1754588058897,Synapse54
175,32112 (Crescent City),32112,1244,20.06,20.06,359505000.0,179159.9415064475,1754588058897,Synapse54,1754588058897,Synapse54
176,32113 (Citra),32113,881,17.63,17.63,228146250.0,148645.77130978002,1754588058897,Synapse54,1754588058897,Synapse54
177,32114 (Daytona Beach),32114,6795,21.85,21.85,55971319.072265625,41319.765930631416,1754588058897,Synapse54,1754588058897,Synapse54
178,32117 (Daytona Beach),32117,5426,20.97,20.97,39938750.0,32801.524025943756,1754588058897,Synapse54,1754588058897,Synapse54
179,32118 (Daytona Beach),32118,2470,15.45,15.45,14031250.0,42367.058574361115,1754588058897,Synapse54,1754588058897,Synapse54
180,32119 (Daytona Beach),32119,3888,19.7,19.7,27593750.0,39162.75475916372,1754588058897,Synapse54,1754588058897,Synapse54
181,32124 (Daytona Beach),32124,1788,13.48,13.48,273608750.0,111698.02135798901,1754588058897,Synapse54,1754588058897,Synapse54
182,32127 (Port Orange),32127,4277,16.84,16.84,50451452.78515625,130297.71997727583,1754588058897,Synapse54,1754588058897,Synapse54
183,32128 (Port Orange),32128,2990,15.99,15.99,63188750.0,46967.85294709776,1754588058897,Synapse54,1754588058897,Synapse54
184,32129 (Port Orange),32129,4018,20.09,20.09,24290000.0,30324.104747306,1754588058897,Synapse54,1754588058897,Synapse54
185,32130 (De Leon Springs),32130,828,18.8,18.8,167587500.0,80140.45949688833,1754588058897,Synapse54,1754588058897,Synapse54
186,32131 (East Palatka),32131,714,17.04,17.04,135461250.0,79850.27520584529,1754588058897,Synapse54,1754588058897,Synapse54
187,32132 (Edgewater),32132,1342,18.98,18.98,27955041.66796875,34362.64505180427,1754588058897,Synapse54,1754588058897,Synapse54
188,32134 (Fort Mc Coy),32134,1230,17.96,17.96,1257856250.0,215766.4832839518,1754588058897,Synapse54,1754588058897,Synapse54
189,32136 (Flagler Beach),32136,886,10.32,10.32,70679038.46289062,110890.263916486,1754588058897,Synapse54,1754588058897,Synapse54
190,32137 (Palm Coast),32137,6425,14.31,14.31,391556370.61328125,288656.90221326513,1754588058897,Synapse54,1754588058897,Synapse54
191,32139 (Georgetown),32139,230,19.52,19.52,86308750.0,58125.876486561116,1754588058897,Synapse54,1754588058897,Synapse54
192,32140 (Florahome),32140,266,18.58,18.58,121750000.0,54909.806656870314,1754588058897,Synapse54,1754588058897,Synapse54
