OBJECTID,CONAME,ADDR,CITY,STATE_NAME,STATE,ZIP,ZIP4,NAICS,NAICS_ALL,SIC,SIC_ALL,INDUSTRY_DESC,AFFILIATE,BRAND,HQNAME,LOC_CONF,NAICS_SECT,PLACETYPE,SQFOOTAGE,MIN_SQFT,MAX_SQFT,EMPNUM,SALESVOL,SOURCE,ESRI_PID,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
86,Rees Theatre,N Michigan St,Plymouth,Indiana,IN,46563,2133,51213101,"51213101, 71111007, 81331908",783201,"783201, 792207, 839998","Theatres-Movie, Theatres-Live, Non-Profit Organizations",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4,158000.0,Data Axle,8698257cbcf187d7068363c53c620ba6,"Rees Theatre, Plymouth, Indiana",41.34011499999998,-86.30866799999998,1758493572227,Synapse54,1758493572227,Synapse54
87,Regal Coldwater Crossing,W Washington Center Rd,Fort Wayne,Indiana,IN,46825,4311,51213101,51213101,783201,783201,Theatres-Movie,,,Regal Cinemas Inc,High,Information,Branch,40000 - 99999,40000.0,99999.0,21,1094000.0,Data Axle,1ef431bef92137e818e6af97dbf203ad,"Regal Coldwater Crossing, Fort Wayne, Indiana",41.13111499999999,-85.142184,1758493572227,Synapse54,1758493572227,Synapse54
88,Regal Greenwood,Greenwood Park South Dr,Greenwood,Indiana,IN,46142,4513,51213101,51213101,783201,783201,Theatres-Movie,,,Regal Cinemas Inc,Medium,Information,Branch,100000+,100000.0,,41,1897000.0,Data Axle,ac97e7c5cc5aecacf845be01696b77d5,"Regal Greenwood, Greenwood, Indiana",39.629965999999996,-86.117698,1758493572227,Synapse54,1758493572227,Synapse54
89,Regal Noblesville,Town And Country Blvd,Noblesville,Indiana,IN,46060,3923,51213101,51213101,783201,783201,Theatres-Movie,,,Regal Cinemas Inc,High,Information,Branch,40000 - 99999,40000.0,99999.0,12,941000.0,Data Axle,ba00e832a10e5714639fad1e9a90e60e,"Regal Noblesville, Noblesville, Indiana",40.032628999999986,-85.98985600000002,1758493572227,Synapse54,1758493572227,Synapse54
90,Regal Shiloh Crossing,E US Highway 36,Avon,Indiana,IN,46123,7003,51213101,51213101,783201,783201,Theatres-Movie,,,Regal Cinemas Inc,High,Information,Branch,100000+,100000.0,,36,1863000.0,Data Axle,f1d4e005a20163d02537e98f79476ed2,"Regal Shiloh Crossing, Avon, Indiana",39.766341,-86.33767699999997,1758493572227,Synapse54,1758493572227,Synapse54
91,Regal UA Galaxy-Indianapolis,E 96 Th St,Indianapolis,Indiana,IN,46256,1012,51213101,51213101,783201,783201,Theatres-Movie,,,United Artists Theatre Co,High,Information,Branch,40000 - 99999,40000.0,99999.0,22,1395000.0,Data Axle,907314f6dfdc8781df58d6c7b34e2293,"Regal UA Galaxy-Indianapolis, Indianapolis, Indiana",39.924983999999995,-86.026028,1758493572227,Synapse54,1758493572227,Synapse54
92,Regal Village Park,E 146 Th St,Carmel,Indiana,IN,46033,7708,51213101,51213101,783201,783201,Theatres-Movie,,,Regal Cinemas Inc,High,Information,Branch,100000+,100000.0,,32,1741000.0,Data Axle,91a7e46c750beacb736f9d1c6c8be549,"Regal Village Park, Carmel, Indiana",40.001138000000005,-86.120901,1758493572227,Synapse54,1758493572227,Synapse54
93,Republic Theatres,E State Road 44,Shelbyville,Indiana,IN,46176,1844,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Headquarters,20000 - 39999,20000.0,39999.0,21,937000.0,Data Axle,3157b21ff460d1a92cb5145e2d08c887,"Republic Theatres, Shelbyville, Indiana",39.52159199999997,-85.752596,1758493572227,Synapse54,1758493572227,Synapse54
94,Roxy 5 LLC,Shadowbrook Dr,Peru,Indiana,IN,46970,9119,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,,High,Information,Independent,,,,3,115000.0,Data Axle,da4db3ccc79d4350bf17252ab8fa59e7,"Roxy 5 LLC, Peru, Indiana",40.778988,-86.034524,1758493572227,Synapse54,1758493572227,Synapse54
95,Roxy Theater,Roxy Ln,Peru,Indiana,IN,46970,5401,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,40000 - 99999,40000.0,99999.0,40,1524000.0,Data Axle,ed9a3292c2a607ad8d068f250f0ecb38,"Roxy Theater, Peru, Indiana",40.76984999999999,-86.075606,1758493572227,Synapse54,1758493572227,Synapse54
96,Showland Cinema,N Oak Dr,Plymouth,Indiana,IN,46563,7942,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,7,276000.0,Data Axle,e377b92c0acc453a1c72fc2b6a9c54a2,"Showland Cinema, Plymouth, Indiana",41.36753499999997,-86.32971099999999,1758493572227,Synapse54,1758493572227,Synapse54
97,Showplace Cinema,Tanger Blvd,Seymour,Indiana,IN,47274,1800,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,High,Information,Branch,,,,30,,Data Axle,dbed91511a541856ada13927139bdd92,"Showplace Cinema, Seymour, Indiana",38.96321600000001,-85.840528,1758493572227,Synapse54,1758493572227,Synapse54
98,Showplace Cinemas,W Broadway St,Princeton,Indiana,IN,47670,9401,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,Medium,Information,Branch,,,,32,1352000.0,Data Axle,20fd5d8ba653b5fb286c450898449bfa,"Showplace Cinemas, Princeton, Indiana",38.355481999999995,-87.607529,1758493572227,Synapse54,1758493572227,Synapse54
99,Showplace Cinemas,Morgan Center Dr,Evansville,Indiana,IN,47715,1984,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Headquarters,100000+,100000.0,,54,2824000.0,Data Axle,e531d37ce8a241d9e233a18296faeff6,"Showplace Cinemas, Evansville, Indiana",37.99246999999998,-87.49519899999999,1758493572227,Synapse54,1758493572227,Synapse54
100,Showplace Cinemas Connersville 8,N Park Rd,Connersville,Indiana,IN,47331,2964,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,High,Information,Branch,10000 - 19999,10000.0,19999.0,20,1194000.0,Data Axle,588e56074b00ca7fbef37ccf38cba74d,"Showplace Cinemas Connersville 8, Connersville, Indiana",39.661801999999994,-85.13001899999999,1758493572227,Synapse54,1758493572227,Synapse54
101,Showplace Cinemas Evansville East 20,Morgan Center Dr,Evansville,Indiana,IN,47715,1984,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,High,Information,Branch,,,,56,2929000.0,Data Axle,b65c4206fdce45712fa55f2d7a2f9562,"Showplace Cinemas Evansville East 20, Evansville, Indiana",37.99246999999998,-87.49519899999999,1758493572227,Synapse54,1758493572227,Synapse54
102,Showplace Cinemas Evansville North 9,N 3rd Ave,Evansville,Indiana,IN,47710,3509,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,Low,Information,Branch,2500 - 4999,2500.0,4999.0,6,262000.0,Data Axle,b487cb4880f3d333b69ca5ffa0cd0585,"Showplace Cinemas Evansville North 9, Evansville, Indiana",38.01652000000001,-87.57856000000001,1758493572227,Synapse54,1758493572227,Synapse54
103,Showplace Cinemas Jasper 8,Brucke Strasse,Jasper,Indiana,IN,47546,3460,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,Low,Information,Branch,10000 - 19999,10000.0,19999.0,7,328000.0,Data Axle,3477b2ba2fcf1699e3ffd90233de0e8f,"Showplace Cinemas Jasper 8, Jasper, Indiana",38.38488999999999,-86.92894000000001,1758493572227,Synapse54,1758493572227,Synapse54
104,Showplace Cinemas Newburgh 10,Bell Oaks Dr,Newburgh,Indiana,IN,47630,,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,High,Information,Branch,20000 - 39999,20000.0,39999.0,11,538000.0,Data Axle,150ab4425882e4bc446da441aa9fa1c4,"Showplace Cinemas Newburgh 10, Newburgh, Indiana",37.974363999999994,-87.397758,1758493572227,Synapse54,1758493572227,Synapse54
105,Showplace Cinemas Princeton 8,W Broadway St,Princeton,Indiana,IN,47670,9420,51213101,51213101,783201,783201,Theatres-Movie,,,Showplace Cinemas,High,Information,Branch,40000 - 99999,40000.0,99999.0,21,861000.0,Data Axle,83ff30d02a55169849a90f35b753c391,"Showplace Cinemas Princeton 8, Princeton, Indiana",38.35403,-87.604424,1758493572227,Synapse54,1758493572227,Synapse54
106,Showtime Cinema,Southbridge St,Mooresville,Indiana,IN,46158,2794,51213101,51213101,783201,783201,Theatres-Movie,,,,Medium,Information,Independent,2500 - 4999,2500.0,4999.0,3,123000.0,Data Axle,7d36cd042e98bb6aeda87ad53fe16eef,"Showtime Cinema, Mooresville, Indiana",39.60152,-86.374117,1758493572227,Synapse54,1758493572227,Synapse54
107,Skyline Drive-in Theatre,E Michigan Rd,Shelbyville,Indiana,IN,46176,9105,51213202,"51213202, 72251117",783301,"783301, 581208","Drive-In Motion Picture Theaters, Restaurants",,,,High,Information,Independent,1500 - 2499,1500.0,2499.0,2,63000.0,Data Axle,a0372da85155a1871844d3e0b8b25bdb,"Skyline Drive-in Theatre, Shelbyville, Indiana",39.500904,-85.702827,1758493572227,Synapse54,1758493572227,Synapse54
108,Strand Theatre,S Main St,Kendallville,Indiana,IN,46755,1717,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,7,273000.0,Data Axle,3cd34c5fe9f5cd45c39d56a4df65abfb,"Strand Theatre, Kendallville, Indiana",41.44196299999999,-85.26485,1758493572227,Synapse54,1758493572227,Synapse54
109,Studio 10 Cinemas-Republic Theatres,E State Road 44,Shelbyville,Indiana,IN,46176,1844,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,Republic Theatres,High,Information,Branch,,,,58,1830000.0,Data Axle,6631778751a6d4efd7de51fb75451ac3,"Studio 10 Cinemas-Republic Theatres, Shelbyville, Indiana",39.52159199999997,-85.752596,1758493572227,Synapse54,1758493572227,Synapse54
110,Studio Movie Grill,W 86th St,Indianapolis,Indiana,IN,46268,1930,51213101,"51213101, 72251117, 72241001",783201,"783201, 581208, 581301","Theatres-Movie, Restaurants, Bars",,,Studio Movie Grill Corporate,High,Information,Branch,10000 - 19999,10000.0,19999.0,7,444000.0,Data Axle,9e4b8dd6b826759ad9de5e45eb6dda1f,"Studio Movie Grill, Indianapolis, Indiana",39.908753999999995,-86.219748,1758493572227,Synapse54,1758493572227,Synapse54
111,The Bremen Theatre,E Plymouth St,Bremen,Indiana,IN,46506,1235,51213101,"51213101, 51211016",783201,"783201, 781211","Theatres-Movie, Video Production & Taping Service",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4,197000.0,Data Axle,f88064c084ce27cf5680b1beae6caec3,"The Bremen Theatre, Bremen, Indiana",41.44680299999999,-86.14630600000001,1758493572227,Synapse54,1758493572227,Synapse54
112,The Historic Artcraft Theatre,N Main St,Franklin,Indiana,IN,46131,2335,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,2500 - 4999,2500.0,4999.0,1,47000.0,Data Axle,a6bffb6924fa6fad61f725a8534e0af8,"The Historic Artcraft Theatre, Franklin, Indiana",39.481193999999995,-86.05479799999999,1758493572227,Synapse54,1758493572227,Synapse54
113,The Indiana Theater,E Main St,Washington,Indiana,IN,47501,2917,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,100000+,100000.0,,31,1494000.0,Data Axle,5104822df5f74952869afef47620a11c,"The Indiana Theater, Washington, Indiana",38.65670000000001,-87.17070699999998,1758493572227,Synapse54,1758493572227,Synapse54
114,The Royal Theater,S Washington St,Danville,Indiana,IN,46122,1709,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,8,,Data Axle,e1dd9ee0d993b94cac16e942926ca09d,"The Royal Theater, Danville, Indiana",39.76020299999996,-86.52354399999999,1758493572227,Synapse54,1758493572227,Synapse54
115,The Times Theater,Main St,Rochester,Indiana,IN,46975,1320,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,6,233000.0,Data Axle,58942969c77db239a7a8619e154a2d87,"The Times Theater, Rochester, Indiana",41.06762899999998,-86.216329,1758493572227,Synapse54,1758493572227,Synapse54
116,Tibbs Drive-in Theatre,S Tibbs Ave,Indianapolis,Indiana,IN,46241,1620,51213202,51213202,783301,783301,Drive-In Motion Picture Theaters,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5,222000.0,Data Axle,e2b303e08f8548ce6c41d61ca3f05871,"Tibbs Drive-in Theatre, Indianapolis, Indiana",39.75928699999999,-86.217855,1758493572227,Synapse54,1758493572227,Synapse54
117,Tivoli Theatre,N Washington St,Spencer,Indiana,IN,47460,,51213101,"51213101, 71111007",783201,"783201, 792207","Theatres-Movie, Theatres-Live",,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,7,,Data Axle,7f443831ebef7f8ea433fc109c7ac8e7,"Tivoli Theatre, Spencer, Indiana",39.286521999999984,-86.761001,1758493572227,Synapse54,1758493572227,Synapse54
118,Towne Square Cinema,W Franklin St,Winchester,Indiana,IN,47394,1821,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,8,344000.0,Data Axle,8c7d9033c2858aea6c34ec9a36b12b7f,"Towne Square Cinema, Winchester, Indiana",40.17126099999997,-84.982062,1758493572227,Synapse54,1758493572227,Synapse54
119,Twin Lakes Cinema I & II,S Main St,Monticello,Indiana,IN,47960,2329,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,5,202000.0,Data Axle,f14fd7a49826c9852d5b24e1ada77751,"Twin Lakes Cinema I & II, Monticello, Indiana",40.74439899999999,-86.761328,1758493572227,Synapse54,1758493572227,Synapse54
120,UEC Bedford,Brock Ln,Bedford,Indiana,IN,47421,5276,51213101,51213101,783201,783201,Theatres-Movie,,,United Entertainment Corp,High,Information,Branch,20000 - 39999,20000.0,39999.0,11,422000.0,Data Axle,b3e31fc4657986d20e95787c793ae6e1,"UEC Bedford, Bedford, Indiana",38.845094999999986,-86.514185,1758493572227,Synapse54,1758493572227,Synapse54
121,Vevay's Historic Hoosier Theater,Ferry St,Vevay,Indiana,IN,47043,1101,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,5,188000.0,Data Axle,a9f3cfaf5dc5e97399ccd72f9cf1f22b,"Vevay's Historic Hoosier Theater, Vevay, Indiana",38.747171000000016,-85.066944,1758493572227,Synapse54,1758493572227,Synapse54
122,Wabash Landing 9-GQT Movies,E State St,West Lafayette,Indiana,IN,47906,3225,51213101,51213101,783201,783201,Theatres-Movie,,,"Goodrich Theater OpCo, LLC",High,Information,Branch,40000 - 99999,40000.0,99999.0,12,658000.0,Data Axle,a2956975431b85756c899fb093d7993c,"Wabash Landing 9-GQT Movies, West Lafayette, Indiana",40.42165399999999,-86.901264,1758493572227,Synapse54,1758493572227,Synapse54
123,Walls' Drive in,E State Road 66,Cannelton,Indiana,IN,47520,,51213202,"51213202, 72251117",783301,"783301, 581208","Drive-In Motion Picture Theaters, Restaurants",,,,Medium,Information,Independent,1500 - 2499,1500.0,2499.0,15,550000.0,Data Axle,f94a3150cb1c52d405ae5e6108651170,"Walls' Drive in, Cannelton, Indiana",37.906320999999984,-86.73446099999998,1758493572227,Synapse54,1758493572227,Synapse54
124,Wolf Theatre,W Ann Blvd,Greensburg,Indiana,IN,47240,3245,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,11,484000.0,Data Axle,28b9e52c6c94751a9037bde682584b4f,"Wolf Theatre, Greensburg, Indiana",39.34986699999999,-85.497087,1758493572227,Synapse54,1758493572227,Synapse54
125,Xscape Theatre Management LLC,Northgate Blvd,New Albany,Indiana,IN,47150,6421,51213101,51213101,783201,783201,Theatres-Movie,,,Patoka Capital LLC,High,Information,Headquarters,5000 - 9999,5000.0,9999.0,30,1361000.0,Data Axle,d00e0750273378aed6580bc496127e1d,"Xscape Theatre Management LLC, New Albany, Indiana",38.33280399999999,-85.81480899999997,1758493572227,Synapse54,1758493572227,Synapse54
126,Xscape Theatres Jeffersonville 12,Gottbrath Pkwy,Jeffersonville,Indiana,IN,47130,8991,51213101,51213101,783201,783201,Theatres-Movie,,,Xscape Theatre Management LLC,High,Information,Branch,1500 - 2499,1500.0,2499.0,3,148000.0,Data Axle,78d5ce7ae95d0b9e70b7799e44f741af,"Xscape Theatres Jeffersonville 12, Jeffersonville, Indiana",38.346405999999995,-85.69690000000001,1758493572227,Synapse54,1758493572227,Synapse54
127,Yes Cinema,Jackson St,Columbus,Indiana,IN,47201,6708,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,20000 - 39999,20000.0,39999.0,14,705000.0,Data Axle,0f572ade25e753c35e529e2f42e9f634,"Yes Cinema, Columbus, Indiana",39.201880999999986,-85.923107,1758493572227,Synapse54,1758493572227,Synapse54
