OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK2,TPOPK2_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
321,54732 (Cornell),Chippewa County,Wisconsin,862753967ffffff,0,0.0,0.0,76043750.0078125,32472.770439339387,1758491864931,Synapse54,1758491864931,Synapse54
322,54726 (Boyd),Chippewa County,Wisconsin,86275396fffffff,0,0.0,0.0,75787500.00390625,32418.033090884976,1758491864931,Synapse54,1758491864931,Synapse54
323,54727 (Cadott),Chippewa County,Wisconsin,862753977ffffff,0,0.0,0.0,76104999.98828125,32490.041576019474,1758491864931,Synapse54,1758491864931,Synapse54
324,54724 (Bloomer),Chippewa County,Wisconsin,86275398fffffff,184,41.07,41.07,75752500.00390625,32413.791675234017,1758491864931,Synapse54,1758491864931,Synapse54
325,54724 (Bloomer),Chippewa County,Wisconsin,8627539a7ffffff,0,0.0,0.0,75960000.00390625,32457.860319670122,1758491864931,Synapse54,1758491864931,Synapse54
326,54724 (Bloomer),Chippewa County,Wisconsin,8627539afffffff,0,0.0,0.0,76227500.0,32513.721215477588,1758491864931,Synapse54,1758491864931,Synapse54
327,54722 (Augusta),Eau Claire County,Wisconsin,862753a07ffffff,0,0.0,0.0,74306250.0,32101.38340046572,1758491864931,Synapse54,1758491864931,Synapse54
328,54741 (Fairchild),Jackson County,Wisconsin,862753a0fffffff,0,0.0,0.0,74336249.99609375,32111.41478536759,1758491864931,Synapse54,1758491864931,Synapse54
329,54722 (Augusta),Eau Claire County,Wisconsin,862753a17ffffff,0,0.0,0.0,74681250.0,32182.59110898928,1758491864931,Synapse54,1758491864931,Synapse54
330,54758 (Osseo),Jackson County,Wisconsin,862753a1fffffff,0,0.0,0.0,74306250.0,32101.38340046572,1758491864931,Synapse54,1758491864931,Synapse54
331,54741 (Fairchild),Eau Claire County,Wisconsin,862753a27ffffff,0,0.0,0.0,74700000.0,32188.51055187374,1758491864931,Synapse54,1758491864931,Synapse54
332,54741 (Fairchild),Eau Claire County,Wisconsin,862753a2fffffff,0,0.0,0.0,74700000.0,32188.51055187374,1758491864931,Synapse54,1758491864931,Synapse54
333,54722 (Augusta),Eau Claire County,Wisconsin,862753a37ffffff,0,0.0,0.0,74474999.99609375,32141.05461982832,1758491864931,Synapse54,1758491864931,Synapse54
334,54746 (Humbird),Clark County,Wisconsin,862753a47ffffff,0,0.0,0.0,74071250.0,32053.202896472554,1758491864931,Synapse54,1758491864931,Synapse54
335,54754 (Merrillan),Jackson County,Wisconsin,862753a4fffffff,0,0.0,0.0,73777500.00390625,31987.713303835266,1758491864931,Synapse54,1758491864931,Synapse54
336,54741 (Fairchild),Jackson County,Wisconsin,862753a57ffffff,0,0.0,0.0,74306250.00390625,32101.38340046572,1758491864931,Synapse54,1758491864931,Synapse54
337,54611 (Alma Center),Jackson County,Wisconsin,862753a5fffffff,0,0.0,0.0,73757499.9921875,31981.5880021302,1758491864931,Synapse54,1758491864931,Synapse54
338,54746 (Humbird),Clark County,Wisconsin,862753a67ffffff,0,0.0,0.0,74187500.0,32078.547433961077,1758491864931,Synapse54,1758491864931,Synapse54
339,54746 (Humbird),Clark County,Wisconsin,862753a6fffffff,0,0.0,0.0,74531250.0,32149.313897255623,1758491864931,Synapse54,1758491864931,Synapse54
340,54741 (Fairchild),Jackson County,Wisconsin,862753a77ffffff,0,0.0,0.0,73962500.0,32027.581248554652,1758491864931,Synapse54,1758491864931,Synapse54
341,54758 (Osseo),Trempealeau County,Wisconsin,862753a87ffffff,283,67.06,67.06,74458750.00390625,32135.13517694386,1758491864931,Synapse54,1758491864931,Synapse54
342,54758 (Osseo),Trempealeau County,Wisconsin,862753a8fffffff,12,3.48,3.48,74034999.99609375,32043.574617556253,1758491864931,Synapse54,1758491864931,Synapse54
343,54758 (Osseo),Eau Claire County,Wisconsin,862753a97ffffff,0,0.0,0.0,74235000.0,32087.86002368061,1758491864931,Synapse54,1758491864931,Synapse54
344,54758 (Osseo),Trempealeau County,Wisconsin,862753a9fffffff,0,0.0,0.0,74034999.9921875,32043.574617556253,1758491864931,Synapse54,1758491864931,Synapse54
345,54758 (Osseo),Eau Claire County,Wisconsin,862753aa7ffffff,0,0.0,0.0,74474999.9921875,32141.05461982832,1758491864931,Synapse54,1758491864931,Synapse54
346,54758 (Osseo),Trempealeau County,Wisconsin,862753aafffffff,579,28.12,28.12,74035000.0078125,32043.574617556253,1758491864931,Synapse54,1758491864931,Synapse54
347,54758 (Osseo),Eau Claire County,Wisconsin,862753ab7ffffff,0,0.0,0.0,74458750.00390625,32135.135176943862,1758491864931,Synapse54,1758491864931,Synapse54
348,54758 (Osseo),Jackson County,Wisconsin,862753ac7ffffff,0,0.0,0.0,73943750.0,32024.07827134341,1758491864931,Synapse54,1758491864931,Synapse54
349,54635 (Hixton),Jackson County,Wisconsin,862753acfffffff,0,0.0,0.0,73739999.99609375,31980.125316509228,1758491864931,Synapse54,1758491864931,Synapse54
350,54758 (Osseo),Trempealeau County,Wisconsin,862753ad7ffffff,0,0.0,0.0,73926249.99609375,32020.78465674832,1758491864931,Synapse54,1758491864931,Synapse54
351,54635 (Hixton),Jackson County,Wisconsin,862753adfffffff,0,0.0,0.0,73505000.00390625,31931.914373394684,1758491864931,Synapse54,1758491864931,Synapse54
352,54741 (Fairchild),Jackson County,Wisconsin,862753ae7ffffff,0,0.0,0.0,73926250.0078125,32020.78465674832,1758491864931,Synapse54,1758491864931,Synapse54
353,54611 (Alma Center),Jackson County,Wisconsin,862753aefffffff,0,0.0,0.0,73836249.99609375,32001.497673151636,1758491864931,Synapse54,1758491864931,Synapse54
354,54758 (Osseo),Jackson County,Wisconsin,862753af7ffffff,0,0.0,0.0,73926250.00390625,32020.78465674832,1758491864931,Synapse54,1758491864931,Synapse54
355,54726 (Boyd),Eau Claire County,Wisconsin,862753b07ffffff,0,0.0,0.0,74700000.0,32188.51055187374,1758491864931,Synapse54,1758491864931,Synapse54
356,54768 (Stanley),Eau Claire County,Wisconsin,862753b0fffffff,0,0.0,0.0,75172500.00390625,32288.398431651272,1758491864931,Synapse54,1758491864931,Synapse54
357,54722 (Augusta),Eau Claire County,Wisconsin,862753b17ffffff,0,0.0,0.0,74917500.00390625,32230.977471803046,1758491864931,Synapse54,1758491864931,Synapse54
358,54722 (Augusta),Eau Claire County,Wisconsin,862753b1fffffff,0,0.0,0.0,75045000.0,32259.68795172716,1758491864931,Synapse54,1758491864931,Synapse54
359,54768 (Stanley),Eau Claire County,Wisconsin,862753b27ffffff,0,0.0,0.0,75587500.0,32379.194197256962,1758491864931,Synapse54,1758491864931,Synapse54
360,54771 (Thorp),Clark County,Wisconsin,862753b2fffffff,0,0.0,0.0,74924999.9921875,32236.52386715686,1758491864931,Synapse54,1758491864931,Synapse54
361,54722 (Augusta),Eau Claire County,Wisconsin,862753b37ffffff,0,0.0,0.0,75044999.99609375,32259.68795172716,1758491864931,Synapse54,1758491864931,Synapse54
362,54493 (Willard),Clark County,Wisconsin,862753b47ffffff,0,0.0,0.0,74531250.0,32149.313897255623,1758491864931,Synapse54,1758491864931,Synapse54
363,54456 (Neillsville),Clark County,Wisconsin,862753b4fffffff,0,0.0,0.0,74512500.0,32145.810920044383,1758491864931,Synapse54,1758491864931,Synapse54
364,54768 (Stanley),Eau Claire County,Wisconsin,862753b57ffffff,0,0.0,0.0,74700000.00390625,32188.51055187374,1758491864931,Synapse54,1758491864931,Synapse54
365,54493 (Willard),Clark County,Wisconsin,862753b5fffffff,0,0.0,0.0,74090000.00390625,32056.675434562414,1758491864931,Synapse54,1758491864931,Synapse54
366,54493 (Willard),Clark County,Wisconsin,862753b67ffffff,0,0.0,0.0,75063749.99609375,32265.926778566223,1758491864931,Synapse54,1758491864931,Synapse54
367,54493 (Willard),Clark County,Wisconsin,862753b6fffffff,0,0.0,0.0,74737500.0,32193.741416834288,1758491864931,Synapse54,1758491864931,Synapse54
368,54493 (Willard),Clark County,Wisconsin,862753b77ffffff,0,0.0,0.0,75172499.9921875,32288.398431651272,1758491864931,Synapse54,1758491864931,Synapse54
369,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b87ffffff,0,0.0,0.0,74583749.99609375,32163.845656867976,1758491864931,Synapse54,1758491864931,Synapse54
370,54722 (Augusta),Eau Claire County,Wisconsin,862753b8fffffff,0,0.0,0.0,74458750.0078125,32135.135176943862,1758491864931,Synapse54,1758491864931,Synapse54
371,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b97ffffff,0,0.0,0.0,74882500.0,32226.69573633147,1758491864931,Synapse54,1758491864931,Synapse54
372,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b9fffffff,0,0.0,0.0,74681249.99609375,32182.59110898928,1758491864931,Synapse54,1758491864931,Synapse54
373,54742 (Fall Creek),Eau Claire County,Wisconsin,862753ba7ffffff,0,0.0,0.0,74808750.0,32211.301588913393,1758491864931,Synapse54,1758491864931,Synapse54
374,54722 (Augusta),Eau Claire County,Wisconsin,862753bafffffff,0,0.0,0.0,74808749.99609375,32211.301588913393,1758491864931,Synapse54,1758491864931,Synapse54
375,54742 (Fall Creek),Eau Claire County,Wisconsin,862753bb7ffffff,0,0.0,0.0,75027500.0,32256.501602810316,1758491864931,Synapse54,1758491864931,Synapse54
376,53913 (Baraboo),Sauk County,Wisconsin,862758c17ffffff,2545,25.11,25.11,71106249.99609375,31406.49195436796,1758491864931,Synapse54,1758491864931,Synapse54
377,53951 (North Freedom),Sauk County,Wisconsin,862758c87ffffff,0,0.0,0.0,70575000.0,31289.017309228664,1758491864931,Synapse54,1758491864931,Synapse54
378,53951 (North Freedom),Sauk County,Wisconsin,862758c8fffffff,0,0.0,0.0,70472500.0,31266.924461967512,1758491864931,Synapse54,1758491864931,Synapse54
379,53959 (Reedsburg),Sauk County,Wisconsin,862758c97ffffff,0,0.0,0.0,70575000.0,31289.017309228664,1758491864931,Synapse54,1758491864931,Synapse54
380,53961 (Rock Springs),Sauk County,Wisconsin,862758c9fffffff,0,0.0,0.0,70575000.0,31289.017309228664,1758491864931,Synapse54,1758491864931,Synapse54
381,53913 (Baraboo),Sauk County,Wisconsin,862758ca7ffffff,0,0.0,0.0,70495000.0,31271.30837869311,1758491864931,Synapse54,1758491864931,Synapse54
382,53951 (North Freedom),Sauk County,Wisconsin,862758cafffffff,319,52.99,52.99,70830000.0,31344.5946418457,1758491864931,Synapse54,1758491864931,Synapse54
383,53959 (Reedsburg),Sauk County,Wisconsin,862758cb7ffffff,0,0.0,0.0,70575000.0,31289.017309228664,1758491864931,Synapse54,1758491864931,Synapse54
384,53913 (Baraboo),Sauk County,Wisconsin,862758cf7ffffff,0,0.0,0.0,70265000.0,31223.4626978532,1758491864931,Synapse54,1758491864931,Synapse54
385,53965 (Wisconsin Dells),Sauk County,Wisconsin,862758d87ffffff,0,0.0,0.0,71032500.0,31391.56797109086,1758491864931,Synapse54,1758491864931,Synapse54
386,53913 (Baraboo),Sauk County,Wisconsin,862758d8fffffff,0,0.0,0.0,71006250.0078125,31384.019732593355,1758491864931,Synapse54,1758491864931,Synapse54
387,53965 (Wisconsin Dells),Sauk County,Wisconsin,862758d97ffffff,0,0.0,0.0,70986250.00390625,31379.635815867758,1758491864931,Synapse54,1758491864931,Synapse54
388,53959 (Reedsburg),Sauk County,Wisconsin,862758d9fffffff,0,0.0,0.0,71006250.0,31384.01973259336,1758491864931,Synapse54,1758491864931,Synapse54
389,53965 (Wisconsin Dells),Adams County,Wisconsin,862758da7ffffff,1342,45.02,45.02,71440000.0,31476.61389574864,1758491864931,Synapse54,1758491864931,Synapse54
390,53913 (Baraboo),Sauk County,Wisconsin,862758dafffffff,0,0.0,0.0,71208749.9921875,31428.584801629113,1758491864931,Synapse54,1758491864931,Synapse54
391,53965 (Wisconsin Dells),Juneau County,Wisconsin,862758db7ffffff,0,0.0,0.0,71337499.99609375,31458.22818008108,1758491864931,Synapse54,1758491864931,Synapse54
392,53581 (Richland Center),Richland County,Wisconsin,86275a927ffffff,0,0.0,0.0,70060000.0,31179.348377823004,1758491864931,Synapse54,1758491864931,Synapse54
393,53581 (Richland Center),Richland County,Wisconsin,86275a937ffffff,0,0.0,0.0,70165000.0,31197.915597244573,1758491864931,Synapse54,1758491864931,Synapse54
394,54628 (Ferryville),Crawford County,Wisconsin,86275ad07ffffff,0,0.0,0.0,70090000.00390625,31182.95615739162,1758491864931,Synapse54,1758491864931,Synapse54
395,54624 (De Soto),Crawford County,Wisconsin,86275ad17ffffff,0,0.0,0.0,70090000.00390625,31182.956157391614,1758491864931,Synapse54,1758491864931,Synapse54
396,54628 (Ferryville),Vernon County,Wisconsin,86275ad27ffffff,0,0.0,0.0,70182499.99609375,31204.450906605452,1758491864931,Synapse54,1758491864931,Synapse54
397,54624 (De Soto),Vernon County,Wisconsin,86275ad37ffffff,0,0.0,0.0,70107499.99609375,31186.528422046402,1758491864931,Synapse54,1758491864931,Synapse54
398,54457 (Nekoosa),Adams County,Wisconsin,86275c487ffffff,0,0.0,0.0,72833749.99609375,31784.10020052019,1758491864931,Synapse54,1758491864931,Synapse54
399,53934 (Friendship),Adams County,Wisconsin,86275c48fffffff,0,0.0,0.0,72729999.99609375,31762.108368173107,1758491864931,Synapse54,1758491864931,Synapse54
400,54457 (Nekoosa),Adams County,Wisconsin,86275c497ffffff,0,0.0,0.0,73100000.00390625,31841.194157469916,1758491864931,Synapse54,1758491864931,Synapse54
401,54613 (Arkdale),Adams County,Wisconsin,86275c49fffffff,0,0.0,0.0,72703750.00390625,31754.673526298255,1758491864931,Synapse54,1758491864931,Synapse54
402,54457 (Nekoosa),Adams County,Wisconsin,86275c4a7ffffff,0,0.0,0.0,73243749.99609375,31873.657347597502,1758491864931,Synapse54,1758491864931,Synapse54
403,54943 (Hancock),Adams County,Wisconsin,86275c4afffffff,0,0.0,0.0,73402500.0,31906.345583276463,1758491864931,Synapse54,1758491864931,Synapse54
404,54656 (Sparta),Monroe County,Wisconsin,86275e46fffffff,0,0.0,0.0,71274999.9921875,31443.232471987707,1758491864931,Synapse54,1758491864931,Synapse54
405,54457 (Nekoosa),Adams County,Wisconsin,86275c4b7ffffff,0,0.0,0.0,73272500.0,31876.918909054533,1758491864931,Synapse54,1758491864931,Synapse54
406,53934 (Friendship),Adams County,Wisconsin,86275c4d7ffffff,0,0.0,0.0,72935000.0,31806.573517029345,1758491864931,Synapse54,1758491864931,Synapse54
407,54494 (Wisconsin Rapids),Wood County,Wisconsin,86275c587ffffff,0,0.0,0.0,73792500.0,31993.554816746997,1758491864931,Synapse54,1758491864931,Synapse54
408,54457 (Nekoosa),Wood County,Wisconsin,86275c597ffffff,0,0.0,0.0,73376250.0078125,31898.91074140161,1758491864931,Synapse54,1758491864931,Synapse54
409,54494 (Wisconsin Rapids),Wood County,Wisconsin,86275c59fffffff,0,0.0,0.0,73608750.00390625,31951.402849180457,1758491864931,Synapse54,1758491864931,Synapse54
410,54494 (Wisconsin Rapids),Wood County,Wisconsin,86275c5b7ffffff,67,0.66,0.66,73792500.0,31993.554816746997,1758491864931,Synapse54,1758491864931,Synapse54
411,54670 (Wilton),Monroe County,Wisconsin,86275e007ffffff,0,0.0,0.0,71999999.99609375,31601.79586591977,1758491864931,Synapse54,1758491864931,Synapse54
412,54670 (Wilton),Monroe County,Wisconsin,86275e00fffffff,0,0.0,0.0,71767500.00390625,31553.58536197416,1758491864931,Synapse54,1758491864931,Synapse54
413,54648 (Norwalk),Monroe County,Wisconsin,86275e017ffffff,0,0.0,0.0,71978750.0,31598.129416102245,1758491864931,Synapse54,1758491864931,Synapse54
414,54670 (Wilton),Monroe County,Wisconsin,86275e01fffffff,0,0.0,0.0,71767499.99609375,31553.58536197416,1758491864931,Synapse54,1758491864931,Synapse54
415,54660 (Tomah),Monroe County,Wisconsin,86275e027ffffff,59,9.9,9.9,72202500.00390625,31646.20727636254,1758491864931,Synapse54,1758491864931,Synapse54
416,54660 (Tomah),Monroe County,Wisconsin,86275e02fffffff,0,0.0,0.0,72202499.99609375,31646.207276362544,1758491864931,Synapse54,1758491864931,Synapse54
417,54660 (Tomah),Monroe County,Wisconsin,86275e037ffffff,261,36.71,36.71,72075000.00390625,31616.929048354734,1758491864931,Synapse54,1758491864931,Synapse54
418,54638 (Kendall),Monroe County,Wisconsin,86275e047ffffff,0,0.0,0.0,71585000.0,31510.65991506449,1758491864931,Synapse54,1758491864931,Synapse54
419,53929 (Elroy),Monroe County,Wisconsin,86275e04fffffff,0,0.0,0.0,71480000.00390625,31488.319538612835,1758491864931,Synapse54,1758491864931,Synapse54
420,54638 (Kendall),Monroe County,Wisconsin,86275e057ffffff,0,0.0,0.0,71662500.0078125,31531.43341213363,1758491864931,Synapse54,1758491864931,Synapse54
421,53929 (Elroy),Monroe County,Wisconsin,86275e05fffffff,0,0.0,0.0,71122500.0,31410.83080665942,1758491864931,Synapse54,1758491864931,Synapse54
422,54638 (Kendall),Juneau County,Wisconsin,86275e067ffffff,0,0.0,0.0,71970000.0,31597.996772416933,1758491864931,Synapse54,1758491864931,Synapse54
423,53929 (Elroy),Juneau County,Wisconsin,86275e06fffffff,0,0.0,0.0,71501250.00390625,31492.380210400872,1758491864931,Synapse54,1758491864931,Synapse54
424,54638 (Kendall),Monroe County,Wisconsin,86275e077ffffff,0,0.0,0.0,71585000.0,31510.65991506449,1758491864931,Synapse54,1758491864931,Synapse54
425,54656 (Sparta),Monroe County,Wisconsin,86275e087ffffff,0,0.0,0.0,71601250.00390625,31516.934162947044,1758491864931,Synapse54,1758491864931,Synapse54
426,54648 (Norwalk),Monroe County,Wisconsin,86275e08fffffff,0,0.0,0.0,71543749.9921875,31500.380581726262,1758491864931,Synapse54,1758491864931,Synapse54
427,54656 (Sparta),Monroe County,Wisconsin,86275e097ffffff,0,0.0,0.0,71958750.00390625,31591.191564546098,1758491864931,Synapse54,1758491864931,Synapse54
428,54619 (Cashton),Monroe County,Wisconsin,86275e09fffffff,0,0.0,0.0,71621250.0,31520.43488878944,1758491864931,Synapse54,1758491864931,Synapse54
429,54656 (Sparta),Monroe County,Wisconsin,86275e0a7ffffff,0,0.0,0.0,72142500.0078125,31632.21584922856,1758491864931,Synapse54,1758491864931,Synapse54
430,54648 (Norwalk),Monroe County,Wisconsin,86275e0afffffff,0,0.0,0.0,71438750.0,31477.715237239165,1758491864931,Synapse54,1758491864931,Synapse54
431,54656 (Sparta),Monroe County,Wisconsin,86275e0b7ffffff,0,0.0,0.0,71747499.99609375,31549.739178743763,1758491864931,Synapse54,1758491864931,Synapse54
432,54651 (Ontario),Monroe County,Wisconsin,86275e0c7ffffff,0,0.0,0.0,71102499.99609375,31409.292719233294,1758491864931,Synapse54,1758491864931,Synapse54
433,54651 (Ontario),Vernon County,Wisconsin,86275e0cfffffff,0,0.0,0.0,71382500.00390625,31466.248504621723,1758491864931,Synapse54,1758491864931,Synapse54
434,54619 (Cashton),Monroe County,Wisconsin,86275e0d7ffffff,0,0.0,0.0,71418749.99609375,31476.023478346673,1758491864931,Synapse54,1758491864931,Synapse54
435,54651 (Ontario),Vernon County,Wisconsin,86275e0dfffffff,0,0.0,0.0,71438749.9921875,31479.86966157707,1758491864931,Synapse54,1758491864931,Synapse54
436,54670 (Wilton),Monroe County,Wisconsin,86275e0e7ffffff,0,0.0,0.0,71438750.0,31479.86966157707,1758491864931,Synapse54,1758491864931,Synapse54
437,54651 (Ontario),Monroe County,Wisconsin,86275e0efffffff,0,0.0,0.0,71152500.0,31414.81832677338,1758491864931,Synapse54,1758491864931,Synapse54
438,54648 (Norwalk),Monroe County,Wisconsin,86275e0f7ffffff,0,0.0,0.0,71747500.00390625,31549.739178743766,1758491864931,Synapse54,1758491864931,Synapse54
439,54660 (Tomah),Monroe County,Wisconsin,86275e107ffffff,0,0.0,0.0,72618750.00390625,31737.245694730806,1758491864931,Synapse54,1758491864931,Synapse54
440,54660 (Tomah),Monroe County,Wisconsin,86275e10fffffff,0,0.0,0.0,72386250.0,31689.0351907852,1758491864931,Synapse54,1758491864931,Synapse54
441,54660 (Tomah),Monroe County,Wisconsin,86275e117ffffff,0,0.0,0.0,72435000.0,31694.41778030815,1758491864931,Synapse54,1758491864931,Synapse54
442,54660 (Tomah),Monroe County,Wisconsin,86275e11fffffff,3938,39.12,39.12,72162499.99609375,31640.875129599037,1758491864931,Synapse54,1758491864931,Synapse54
443,54666 (Warrens),Monroe County,Wisconsin,86275e127ffffff,0,0.0,0.0,72822500.0,31781.58485491657,1758491864931,Synapse54,1758491864931,Synapse54
444,54666 (Warrens),Monroe County,Wisconsin,86275e12fffffff,0,0.0,0.0,72618749.99609375,31737.245694730806,1758491864931,Synapse54,1758491864931,Synapse54
445,54666 (Warrens),Monroe County,Wisconsin,86275e137ffffff,0,0.0,0.0,72435000.0,31694.41778030815,1758491864931,Synapse54,1758491864931,Synapse54
446,54618 (Camp Douglas),Juneau County,Wisconsin,86275e147ffffff,0,0.0,0.0,71860000.0,31570.083430911924,1758491864931,Synapse54,1758491864931,Synapse54
447,54618 (Camp Douglas),Juneau County,Wisconsin,86275e14fffffff,0,0.0,0.0,71969999.99609375,31597.996772416933,1758491864931,Synapse54,1758491864931,Synapse54
448,54618 (Camp Douglas),Monroe County,Wisconsin,86275e157ffffff,0,0.0,0.0,72202500.0,31646.20727636254,1758491864931,Synapse54,1758491864931,Synapse54
449,54618 (Camp Douglas),Monroe County,Wisconsin,86275e15fffffff,0,0.0,0.0,71836250.0,31562.931090798138,1758491864931,Synapse54,1758491864931,Synapse54
450,54618 (Camp Douglas),Juneau County,Wisconsin,86275e167ffffff,0,0.0,0.0,72351250.0,31679.627250023652,1758491864931,Synapse54,1758491864931,Synapse54
451,54618 (Camp Douglas),Juneau County,Wisconsin,86275e16fffffff,0,0.0,0.0,71989999.99609375,31601.922390453426,1758491864931,Synapse54,1758491864931,Synapse54
452,54618 (Camp Douglas),Monroe County,Wisconsin,86275e177ffffff,0,0.0,0.0,72202500.00390625,31646.207276362544,1758491864931,Synapse54,1758491864931,Synapse54
453,54656 (Sparta),Monroe County,Wisconsin,86275e187ffffff,0,0.0,0.0,72268750.0078125,31663.242707999576,1758491864931,Synapse54,1758491864931,Synapse54
454,54660 (Tomah),Monroe County,Wisconsin,86275e18fffffff,0,0.0,0.0,72056250.0,31613.40226056582,1758491864931,Synapse54,1758491864931,Synapse54
455,54656 (Sparta),Monroe County,Wisconsin,86275e197ffffff,0,0.0,0.0,72268750.0,31663.242707999576,1758491864931,Synapse54,1758491864931,Synapse54
456,54656 (Sparta),Monroe County,Wisconsin,86275e19fffffff,0,0.0,0.0,72084999.99609375,31620.49699450278,1758491864931,Synapse54,1758491864931,Synapse54
457,54656 (Sparta),Monroe County,Wisconsin,86275e1a7ffffff,0,0.0,0.0,72519999.99609375,31713.021095744454,1758491864931,Synapse54,1758491864931,Synapse54
458,54660 (Tomah),Monroe County,Wisconsin,86275e1afffffff,0,0.0,0.0,72394999.99609375,31689.085633544648,1758491864931,Synapse54,1758491864931,Synapse54
459,54656 (Sparta),Monroe County,Wisconsin,86275e1b7ffffff,0,0.0,0.0,72472500.0,31707.76821758125,1758491864931,Synapse54,1758491864931,Synapse54
460,53924 (Cazenovia),Richland County,Wisconsin,86275e207ffffff,0,0.0,0.0,70636249.99609375,31301.369748988334,1758491864931,Synapse54,1758491864931,Synapse54
461,53924 (Cazenovia),Richland County,Wisconsin,86275e20fffffff,0,0.0,0.0,70656249.99609375,31305.35889599994,1758491864931,Synapse54,1758491864931,Synapse54
462,54634 (Hillsboro),Richland County,Wisconsin,86275e217ffffff,0,0.0,0.0,70740000.0,31323.493949306983,1758491864931,Synapse54,1758491864931,Synapse54
463,53924 (Cazenovia),Richland County,Wisconsin,86275e21fffffff,0,0.0,0.0,70406249.99609375,31253.16297601977,1758491864931,Synapse54,1758491864931,Synapse54
464,53941 (La Valle),Sauk County,Wisconsin,86275e227ffffff,0,0.0,0.0,70984999.99609375,31379.8134947168,1758491864931,Synapse54,1758491864931,Synapse54
465,53924 (Cazenovia),Sauk County,Wisconsin,86275e22fffffff,0,0.0,0.0,70636250.00390625,31301.369748988334,1758491864931,Synapse54,1758491864931,Synapse54
466,53968 (Wonewoc),Sauk County,Wisconsin,86275e237ffffff,0,0.0,0.0,70740000.0,31323.493949306983,1758491864931,Synapse54,1758491864931,Synapse54
467,53937 (Hillpoint),Sauk County,Wisconsin,86275e247ffffff,0,0.0,0.0,70532500.0,31282.657735986875,1758491864931,Synapse54,1758491864931,Synapse54
468,53937 (Hillpoint),Sauk County,Wisconsin,86275e257ffffff,0,0.0,0.0,70426250.00390625,31257.152123031374,1758491864931,Synapse54,1758491864931,Synapse54
469,53959 (Reedsburg),Sauk County,Wisconsin,86275e267ffffff,0,0.0,0.0,70575000.0,31289.017309228664,1758491864931,Synapse54,1758491864931,Synapse54
470,53943 (Loganville),Sauk County,Wisconsin,86275e26fffffff,0,0.0,0.0,70373749.99609375,31244.235149327957,1758491864931,Synapse54,1758491864931,Synapse54
471,53959 (Reedsburg),Sauk County,Wisconsin,86275e277ffffff,0,0.0,0.0,70247500.0,31214.74038936085,1758491864931,Synapse54,1758491864931,Synapse54
472,53581 (Richland Center),Richland County,Wisconsin,86275e287ffffff,0,0.0,0.0,70260000.00390625,31219.903569755537,1758491864931,Synapse54,1758491864931,Synapse54
473,53581 (Richland Center),Richland County,Wisconsin,86275e28fffffff,0,0.0,0.0,70510000.0,31275.612475898088,1758491864931,Synapse54,1758491864931,Synapse54
474,54664 (Viola),Richland County,Wisconsin,86275e297ffffff,0,0.0,0.0,70260000.0,31219.903569755537,1758491864931,Synapse54,1758491864931,Synapse54
475,53581 (Richland Center),Richland County,Wisconsin,86275e29fffffff,0,0.0,0.0,70510000.0,31275.612475898088,1758491864931,Synapse54,1758491864931,Synapse54
476,54634 (Hillsboro),Richland County,Wisconsin,86275e2a7ffffff,0,0.0,0.0,71102499.99609375,31406.984623429023,1758491864931,Synapse54,1758491864931,Synapse54
477,53581 (Richland Center),Richland County,Wisconsin,86275e2afffffff,0,0.0,0.0,70280000.0,31223.66821605266,1758491864931,Synapse54,1758491864931,Synapse54
478,54634 (Hillsboro),Richland County,Wisconsin,86275e2b7ffffff,0,0.0,0.0,70720000.0,31319.729303009866,1758491864931,Synapse54,1758491864931,Synapse54
479,53581 (Richland Center),Richland County,Wisconsin,86275e2c7ffffff,0,0.0,0.0,70046249.99609375,31169.958229460142,1758491864931,Synapse54,1758491864931,Synapse54
480,53581 (Richland Center),Richland County,Wisconsin,86275e2d7ffffff,30,7.65,7.65,70280000.0,31227.7310024892,1758491864931,Synapse54,1758491864931,Synapse54
481,53924 (Cazenovia),Richland County,Wisconsin,86275e2e7ffffff,0,0.0,0.0,70046250.00390625,31169.958229460142,1758491864931,Synapse54,1758491864931,Synapse54
482,53924 (Cazenovia),Richland County,Wisconsin,86275e2efffffff,0,0.0,0.0,70406249.99609375,31253.16297601977,1758491864931,Synapse54,1758491864931,Synapse54
483,53581 (Richland Center),Richland County,Wisconsin,86275e2f7ffffff,0,0.0,0.0,70510000.0,31275.612475898088,1758491864931,Synapse54,1758491864931,Synapse54
484,53968 (Wonewoc),Juneau County,Wisconsin,86275e307ffffff,0,0.0,0.0,71298750.00390625,31446.091545560397,1758491864931,Synapse54,1758491864931,Synapse54
485,53941 (La Valle),Sauk County,Wisconsin,86275e30fffffff,0,0.0,0.0,70740000.0,31323.493949306983,1758491864931,Synapse54,1758491864931,Synapse54
486,53929 (Elroy),Juneau County,Wisconsin,86275e317ffffff,0,0.0,0.0,71122500.0,31410.830806659418,1758491864931,Synapse54,1758491864931,Synapse54
