OBJECTID,admin4_name,admin3_name,admin2_name,id,GENX_CY,GENX_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
2489,46161 (Morristown),Shelby County,Indiana,862a92617ffffff,284,21.78,21.78,59381250.00390625,28713.014781308717,1758492439424,Synapse54,1758492439424,Synapse54
2490,47933 (Crawfordsville),Montgomery County,Indiana,862661c77ffffff,115,20.76,20.76,60905000.0,29077.129031369044,1758492439424,Synapse54,1758492439424,Synapse54
2491,47567 (Petersburg),Pike County,Indiana,86266e62fffffff,19,18.63,18.63,55815000.00390625,27846.235548984772,1758492439424,Synapse54,1758492439424,Synapse54
2492,47987 (Veedersburg),Fountain County,Indiana,862661c87ffffff,160,20.73,20.73,60462500.0,28972.828547965353,1758492439424,Synapse54,1758492439424,Synapse54
2493,46176 (Shelbyville),Shelby County,Indiana,862a9261fffffff,70,20.59,20.59,59593750.0,28765.137545341746,1758492439424,Synapse54,1758492439424,Synapse54
2494,47949 (Hillsboro),Fountain County,Indiana,862661c8fffffff,25,21.37,21.37,60275000.0,28926.413075615794,1758492439424,Synapse54,1758492439424,Synapse54
2495,46714 (Bluffton),Wells County,Indiana,862a9662fffffff,64,18.44,18.44,62558750.0,29466.280940144035,1758492439424,Synapse54,1758492439424,Synapse54
2496,47987 (Veedersburg),Fountain County,Indiana,862661c97ffffff,510,21.69,21.69,60677500.00390625,29019.942553623478,1758492439424,Synapse54,1758492439424,Synapse54
2497,46115 (Carthage),Hancock County,Indiana,862a92627ffffff,126,22.14,22.14,59495000.0,28739.550352342423,1758492439424,Synapse54,1758492439424,Synapse54
2498,47987 (Veedersburg),Fountain County,Indiana,862661c9fffffff,62,21.75,21.75,60506250.00390625,28987.257296180207,1758492439424,Synapse54,1758492439424,Synapse54
2499,47987 (Veedersburg),Fountain County,Indiana,862661ca7ffffff,62,19.14,19.14,60837500.0,29061.033120711938,1758492439424,Synapse54,1758492439424,Synapse54
2500,47949 (Hillsboro),Fountain County,Indiana,862661cafffffff,35,19.77,19.77,60490000.0,28978.722528280694,1758492439424,Synapse54,1758492439424,Synapse54
2501,46710 (Avilla),Noble County,Indiana,862a96ca7ffffff,353,21.11,21.11,64725000.0,29965.79435801291,1758492439424,Synapse54,1758492439424,Synapse54
2502,46763 (Laotto),Noble County,Indiana,862a96cafffffff,234,21.27,21.27,64354999.99609375,29885.258876409975,1758492439424,Synapse54,1758492439424,Synapse54
2503,46701 (Albion),Noble County,Indiana,862a96cb7ffffff,149,21.16,21.16,64557499.99609375,29931.660144541704,1758492439424,Synapse54,1758492439424,Synapse54
2504,46342 (Hobart),Porter County,Indiana,862664077ffffff,875,21.11,21.11,64979999.99609375,30026.924412826105,1758492439424,Synapse54,1758492439424,Synapse54
2505,60411 (Chicago Heights),Cook County,Illinois,862664087ffffff,5526,20.74,20.74,64378750.00390625,29890.529388267365,1758492439424,Synapse54,1758492439424,Synapse54
2506,46311 (Dyer),Lake County,Indiana,86266408fffffff,4824,21.22,21.22,64820000.0,29989.941343056038,1758492439424,Synapse54,1758492439424,Synapse54
2507,46324 (Hammond),Lake County,Indiana,8626640a7ffffff,10356,19.68,19.68,65015000.0,30036.156883556316,1758492439424,Synapse54,1758492439424,Synapse54
2508,46375 (Schererville),Lake County,Indiana,8626640afffffff,5771,19.55,19.55,64378749.99609375,29890.529388267365,1758492439424,Synapse54,1758492439424,Synapse54
2509,60473 (South Holland),Cook County,Illinois,8626640b7ffffff,8176,19.95,19.95,65182500.0,30077.268041176503,1758492439424,Synapse54,1758492439424,Synapse54
2510,46410 (Merrillville),Lake County,Indiana,8626640e7ffffff,4341,19.2,19.2,64757499.99609375,29975.051520147368,1758492439424,Synapse54,1758492439424,Synapse54
2511,46307 (Crown Point),Lake County,Indiana,8626640f7ffffff,5875,21.11,21.11,64847500.0,29995.598695234483,1758492439424,Synapse54,1758492439424,Synapse54
2512,46403 (Gary),Lake County,Indiana,86266410fffffff,256,19.45,19.45,65341250.0,30109.750208532256,1758492439424,Synapse54,1758492439424,Synapse54
2513,46304 (Chesterton),Porter County,Indiana,862664147ffffff,3166,22.29,22.29,64980000.00390625,30026.924412826105,1758492439424,Synapse54,1758492439424,Synapse54
2514,46385 (Valparaiso),Porter County,Indiana,86266414fffffff,1822,21.51,21.51,64666250.00390625,29954.44895502577,1758492439424,Synapse54,1758492439424,Synapse54
2515,46368 (Portage),Porter County,Indiana,862664157ffffff,3550,19.61,19.61,64861250.00390625,30000.489418284742,1758492439424,Synapse54,1758492439424,Synapse54
2516,46368 (Portage),Porter County,Indiana,86266415fffffff,4022,19.8,19.8,64666249.9921875,29954.44895502577,1758492439424,Synapse54,1758492439424,Synapse54
2517,46304 (Chesterton),Porter County,Indiana,862664167ffffff,1952,19.51,19.51,64980000.0,30026.924412826105,1758492439424,Synapse54,1758492439424,Synapse54
2518,46304 (Chesterton),Porter County,Indiana,86266416fffffff,1990,21.18,21.18,65332500.00390625,30105.733802493174,1758492439424,Synapse54,1758492439424,Synapse54
2519,46368 (Portage),Porter County,Indiana,862664177ffffff,174,21.27,21.27,65332499.9921875,30105.733802493174,1758492439424,Synapse54,1758492439424,Synapse54
2520,46394 (Whiting),Lake County,Indiana,862664187ffffff,2804,19.67,19.67,65432500.0,30130.352773653853,1758492439424,Synapse54,1758492439424,Synapse54
2521,46312 (East Chicago),Lake County,Indiana,86266418fffffff,4552,17.55,17.55,65182500.00390625,30077.268041176503,1758492439424,Synapse54,1758492439424,Synapse54
2522,60617 (Chicago),Cook County,Illinois,862664197ffffff,4319,19.66,19.66,65236250.0,30084.367700429368,1758492439424,Synapse54,1758492439424,Synapse54
2523,46327 (Hammond),Lake County,Indiana,86266419fffffff,10541,19.28,19.28,64987500.00390625,30031.05250067622,1758492439424,Synapse54,1758492439424,Synapse54
2524,46312 (East Chicago),Lake County,Indiana,8626641a7ffffff,0,0.0,0.0,65610000.0,30176.180478825045,1758492439424,Synapse54,1758492439424,Synapse54
2525,46312 (East Chicago),Lake County,Indiana,8626641afffffff,0,0.0,0.0,65210000.0,30082.925393354955,1758492439424,Synapse54,1758492439424,Synapse54
2526,60617 (Chicago),Cook County,Illinois,8626641b7ffffff,2004,18.35,18.35,65236250.00390625,30084.367700429364,1758492439424,Synapse54,1758492439424,Synapse54
2527,46350 (La Porte),LaPorte County,Indiana,862664b1fffffff,2513,18.1,18.1,65152500.0,30069.537424282647,1758492439424,Synapse54,1758492439424,Synapse54
2528,46350 (La Porte),LaPorte County,Indiana,862664b27ffffff,309,22.26,22.26,65557500.0,30158.178764075492,1758492439424,Synapse54,1758492439424,Synapse54
2529,46371 (Rolling Prairie),LaPorte County,Indiana,862664b2fffffff,268,21.14,21.14,65497500.00390625,30144.134485551236,1758492439424,Synapse54,1758492439424,Synapse54
2530,46350 (La Porte),LaPorte County,Indiana,862664b37ffffff,340,20.57,20.57,65601250.0,30169.5323331671,1758492439424,Synapse54,1758492439424,Synapse54
2531,46574 (Walkerton),LaPorte County,Indiana,862664b47ffffff,142,21.26,21.26,65212500.0,30082.112780654083,1758492439424,Synapse54,1758492439424,Synapse54
2532,46574 (Walkerton),LaPorte County,Indiana,862664b4fffffff,56,21.37,21.37,64605000.00390625,29941.978888145943,1758492439424,Synapse54,1758492439424,Synapse54
2533,46350 (La Porte),LaPorte County,Indiana,862664b57ffffff,170,22.82,22.82,65049999.99609375,30044.07912323593,1758492439424,Synapse54,1758492439424,Synapse54
2534,46532 (Hamlet),LaPorte County,Indiana,862664b5fffffff,36,18.37,18.37,64575000.0,29935.691209960223,1758492439424,Synapse54,1758492439424,Synapse54
2535,46554 (North Liberty),LaPorte County,Indiana,862664b67ffffff,201,21.0,21.0,65021249.99609375,30035.912458236133,1758492439424,Synapse54,1758492439424,Synapse54
2536,46574 (Walkerton),St. Joseph County,Indiana,862664b6fffffff,97,23.83,23.83,65046250.0,30041.27499946927,1758492439424,Synapse54,1758492439424,Synapse54
2537,46350 (La Porte),LaPorte County,Indiana,862664b77ffffff,251,21.66,21.66,65187499.99609375,30076.523900029486,1758492439424,Synapse54,1758492439424,Synapse54
2538,46391 (Westville),LaPorte County,Indiana,862664b87ffffff,259,21.35,21.35,65246250.0,30090.628631984597,1758492439424,Synapse54,1758492439424,Synapse54
2539,46350 (La Porte),LaPorte County,Indiana,862664b8fffffff,727,21.39,21.39,65051250.0,30044.245009196537,1758492439424,Synapse54,1758492439424,Synapse54
2540,46304 (Chesterton),Porter County,Indiana,862664b97ffffff,527,21.48,21.48,65113750.0078125,30058.882652752163,1758492439424,Synapse54,1758492439424,Synapse54
2541,46391 (Westville),Porter County,Indiana,862664b9fffffff,783,21.74,21.74,65332500.0,30105.733802493174,1758492439424,Synapse54,1758492439424,Synapse54
2542,46360 (Michigan City),LaPorte County,Indiana,862664ba7ffffff,1182,17.16,17.16,65021250.0,30037.957331010817,1758492439424,Synapse54,1758492439424,Synapse54
2543,46350 (La Porte),LaPorte County,Indiana,862664bafffffff,342,20.66,20.66,65361250.0,30111.85559471829,1758492439424,Synapse54,1758492439424,Synapse54
2544,46360 (Michigan City),Porter County,Indiana,862664bb7ffffff,454,18.82,18.82,65332500.00390625,30105.733802493174,1758492439424,Synapse54,1758492439424,Synapse54
