OBJECTID,admin4_name,admin3_name,admin2_name,id,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1808,54491 (White Lake),Langlade County,Wisconsin,86274218fffffff,11,16.42,16.42,77527500.0,32785.01747824212,1758492366373,Synapse54,1758492366373,Synapse54
1809,53536 (Evansville),Rock County,Wisconsin,86275839fffffff,126,20.79,20.79,68568750.00390625,30841.218931577325,1758492366373,Synapse54,1758492366373,Synapse54
1810,54491 (White Lake),Langlade County,Wisconsin,86274219fffffff,11,15.71,15.71,77690000.00390625,32821.77792110153,1758492366373,Synapse54,1758492366373,Synapse54
1811,53517 (Blue Mounds),Dane County,Wisconsin,86275844fffffff,266,19.25,19.25,68823750.00390625,30901.13447290769,1758492366373,Synapse54,1758492366373,Synapse54
1812,54971 (Ripon),Green Lake County,Wisconsin,86275c387ffffff,56,14.32,14.32,72442500.00390625,31699.829556112116,1758492366373,Synapse54,1758492366373,Synapse54
1813,54111 (Cecil),Shawano County,Wisconsin,862742207ffffff,65,19.12,19.12,76022499.99609375,32467.36219960884,1758492366373,Synapse54,1758492366373,Synapse54
1814,54137 (Krakow),Shawano County,Wisconsin,86274220fffffff,125,22.85,22.85,75601250.0,32377.421402997308,1758492366373,Synapse54,1758492366373,Synapse54
1815,53507 (Barneveld),Iowa County,Wisconsin,862758457ffffff,50,17.12,17.12,69080000.00390625,30957.35762548386,1758492366373,Synapse54,1758492366373,Synapse54
1816,54111 (Cecil),Shawano County,Wisconsin,862742217ffffff,169,16.72,16.72,76123750.0,32488.356196193978,1758492366373,Synapse54,1758492366373,Synapse54
1817,54638 (Kendall),Monroe County,Wisconsin,86275e047ffffff,162,22.44,22.44,71585000.0,31510.65991506449,1758492366373,Synapse54,1758492366373,Synapse54
1818,53507 (Barneveld),Iowa County,Wisconsin,86275845fffffff,311,21.35,21.35,69028750.0,30944.59561480128,1758492366373,Synapse54,1758492366373,Synapse54
1819,53589 (Stoughton),Dane County,Wisconsin,8627583a7ffffff,957,20.93,20.93,68696249.99609375,30871.277099455812,1758492366373,Synapse54,1758492366373,Synapse54
1820,54107 (Bonduel),Shawano County,Wisconsin,86274221fffffff,77,20.81,20.81,75785000.0,32418.980293142173,1758492366373,Synapse54,1758492366373,Synapse54
1821,53515 (Black Earth),Dane County,Wisconsin,862758467ffffff,69,19.33,19.33,69228750.00390625,30991.455810618423,1758492366373,Synapse54,1758492366373,Synapse54
1822,54124 (Gillett),Shawano County,Wisconsin,862742227ffffff,81,19.8,19.8,76212499.99609375,32506.59293993795,1758492366373,Synapse54,1758492366373,Synapse54
1823,53589 (Stoughton),Dane County,Wisconsin,8627583afffffff,92,19.87,19.87,68597500.0,30849.660242094593,1758492366373,Synapse54,1758492366373,Synapse54
1824,54154 (Oconto Falls),Shawano County,Wisconsin,86274222fffffff,106,20.23,20.23,75921250.00390625,32449.242482923135,1758492366373,Synapse54,1758492366373,Synapse54
