OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPL1,TPOPL1_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,62821 (Carmi),White County,Illinois,86264524fffffff,0,0.0,0.0,56333848.3203125,27967.958301562816,1758491782767,Synapse54,1758491782767,Synapse54
2,47631 (New Harmony),Posey County,Indiana,86264526fffffff,0,0.0,0.0,56347800.375,27971.694915674896,1758491782767,Synapse54,1758491782767,Synapse54
3,62827 (Crossville),White County,Illinois,86264534fffffff,0,0.0,0.0,56436408.62109375,27993.98726446011,1758491782767,Synapse54,1758491782767,Synapse54
4,47620 (Mount Vernon),Posey County,Indiana,86266a417ffffff,0,0.0,0.0,56156835.61328125,27923.385703543747,1758491782767,Synapse54,1758491782767,Synapse54
5,47620 (Mount Vernon),Posey County,Indiana,86266a41fffffff,0,0.0,0.0,56082472.97265625,27904.864266801167,1758491782767,Synapse54,1758491782767,Synapse54
6,47620 (Mount Vernon),Posey County,Indiana,86266a437ffffff,0,0.0,0.0,56170832.19140625,27927.13339191908,1758491782767,Synapse54,1758491782767,Synapse54
7,62867 (New Haven),Gallatin County,Illinois,86266a4afffffff,0,0.0,0.0,56142760.04296875,27919.619901090526,1758491782767,Synapse54,1758491782767,Synapse54
8,47620 (Mount Vernon),Posey County,Indiana,86266a517ffffff,0,0.0,0.0,56259273.796875,27949.410039717048,1758491782767,Synapse54,1758491782767,Synapse54
9,62867 (New Haven),White County,Illinois,86266a58fffffff,0,0.0,0.0,56231247.87890625,27941.908116588504,1758491782767,Synapse54,1758491782767,Synapse54
10,62821 (Carmi),White County,Illinois,86266a5afffffff,0,0.0,0.0,56245300.96484375,27945.668276176326,1758491782767,Synapse54,1758491782767,Synapse54
11,62863 (Mount Carmel),Wabash County,Illinois,86264536fffffff,0,0.0,0.0,56450256.71875,27997.69973811395,1758491782767,Synapse54,1758491782767,Synapse54
12,62863 (Mount Carmel),Wabash County,Illinois,862645a4fffffff,0,0.0,0.0,56429832.03125,27993.731183611293,1758491782767,Synapse54,1758491782767,Synapse54
13,47631 (New Harmony),Posey County,Indiana,86266a537ffffff,0,0.0,0.0,56273166.84765625,27953.13354434409,1758491782767,Synapse54,1758491782767,Synapse54
14,47631 (New Harmony),Posey County,Indiana,86266ac87ffffff,0,0.0,0.0,56300717.953125,27960.526951650758,1758491782767,Synapse54,1758491782767,Synapse54
15,62827 (Crossville),White County,Illinois,86266ac97ffffff,0,0.0,0.0,56361669.5390625,27975.41254183121,1758491782767,Synapse54,1758491782767,Synapse54
16,47631 (New Harmony),Posey County,Indiana,86266ac9fffffff,0,0.0,0.0,56286982.421875,27956.839402691083,1758491782767,Synapse54,1758491782767,Synapse54
17,47616 (Griffin),Posey County,Indiana,86266acb7ffffff,0,0.0,0.0,56375461.1953125,27979.112531097882,1758491782767,Synapse54,1758491782767,Synapse54
18,62863 (Mount Carmel),Wabash County,Illinois,86266ad87ffffff,0,0.0,0.0,56402806.4921875,27986.458274691406,1758491782767,Synapse54,1758491782767,Synapse54
19,62863 (Mount Carmel),Wabash County,Illinois,86266ad97ffffff,0,0.0,0.0,56464024.6875,28001.393955996544,1758491782767,Synapse54,1758491782767,Synapse54
20,47616 (Griffin),Gibson County,Indiana,86266ad9fffffff,0,0.0,0.0,56389173.37890625,27982.79440224612,1758491782767,Synapse54,1758491782767,Synapse54
21,47665 (Owensville),Gibson County,Indiana,86266ada7ffffff,0,0.0,0.0,56416358.62109375,27990.103676274157,1758491782767,Synapse54,1758491782767,Synapse54
22,62863 (Mount Carmel),Wabash County,Illinois,862645a67ffffff,0,0.0,0.0,56518302.828125,28015.9903343618,1758491782767,Synapse54,1758491782767,Synapse54
23,62863 (Mount Carmel),Wabash County,Illinois,862645a6fffffff,0,0.0,0.0,56443225.15234375,27997.340419041677,1758491782767,Synapse54,1758491782767,Synapse54
24,47885 (West Terre Haute),Vigo County,Indiana,862663a5fffffff,0,0.0,0.0,58289743.89453125,28450.18224171205,1758491782767,Synapse54,1758491782767,Synapse54
25,62439 (Lawrenceville),Lawrence County,Illinois,86266e44fffffff,0,0.0,0.0,56521912.734375,28018.617040896308,1758491782767,Synapse54,1758491782767,Synapse54
26,47561 (Oaktown),Knox County,Indiana,86266e467ffffff,0,0.0,0.0,56668930.375,28055.072675768082,1758491782767,Synapse54,1758491782767,Synapse54
27,47591 (Vincennes),Knox County,Indiana,86266e46fffffff,0,0.0,0.0,56547682.61328125,28025.237362522366,1758491782767,Synapse54,1758491782767,Synapse54
28,62451 (Palestine),Crawford County,Illinois,86266e527ffffff,0,0.0,0.0,57341501.671875,28219.73059083288,1758491782767,Synapse54,1758491782767,Synapse54
29,47861 (Merom),Sullivan County,Indiana,86266e52fffffff,0,0.0,0.0,57205443.08203125,28186.486572857655,1758491782767,Synapse54,1758491782767,Synapse54
30,47838 (Carlisle),Sullivan County,Indiana,86266e547ffffff,0,0.0,0.0,56934403.10546875,28120.1482359549,1758491782767,Synapse54,1758491782767,Synapse54
31,62427 (Flat Rock),Crawford County,Illinois,86266e55fffffff,0,0.0,0.0,56803456.40625,28088.091694040326,1758491782767,Synapse54,1758491782767,Synapse54
32,62451 (Palestine),Crawford County,Illinois,86266e577ffffff,0,0.0,0.0,57069741.59765625,28153.29193776579,1758491782767,Synapse54,1758491782767,Synapse54
33,47524 (Decker),Knox County,Indiana,86266e687ffffff,0,0.0,0.0,56394637.18359375,27985.831874025647,1758491782767,Synapse54,1758491782767,Synapse54
34,62410 (Allendale),Wabash County,Illinois,86266e697ffffff,0,0.0,0.0,56456538.7421875,28000.93163757565,1758491782767,Synapse54,1758491782767,Synapse54
35,62410 (Allendale),Wabash County,Illinois,86266e6b7ffffff,0,0.0,0.0,56469773.31640625,28004.50491342336,1758491782767,Synapse54,1758491782767,Synapse54
36,47591 (Vincennes),Knox County,Indiana,86266e787ffffff,0,0.0,0.0,56496003.49609375,28011.59732880184,1758491782767,Synapse54,1758491782767,Synapse54
37,62460 (Saint Francisville),Lawrence County,Illinois,86266e79fffffff,0,0.0,0.0,56482928.4140625,28008.0601724883,1758491782767,Synapse54,1758491782767,Synapse54
38,47591 (Vincennes),Knox County,Indiana,86266e7a7ffffff,0,0.0,0.0,56508997.8984375,28015.11616772948,1758491782767,Synapse54,1758491782767,Synapse54
39,62460 (Saint Francisville),Lawrence County,Illinois,86266e7b7ffffff,0,0.0,0.0,56571305.2109375,28030.297268620532,1758491782767,Synapse54,1758491782767,Synapse54
40,47849 (Fairbanks),Sullivan County,Indiana,86266ec87ffffff,0,0.0,0.0,57611006.26953125,28285.42041497044,1758491782767,Synapse54,1758491782767,Synapse54
41,62478 (West York),Crawford County,Illinois,86266ec97ffffff,0,0.0,0.0,57614711.984375,28286.371214264618,1758491782767,Synapse54,1758491782767,Synapse54
42,47849 (Fairbanks),Sullivan County,Indiana,86266ec9fffffff,0,0.0,0.0,57477925.9296875,28253.02582675893,1758491782767,Synapse54,1758491782767,Synapse54
43,47849 (Fairbanks),Sullivan County,Indiana,86266eca7ffffff,0,0.0,0.0,57744389.3359375,28317.85281118079,1758491782767,Synapse54,1758491782767,Synapse54
44,62477 (West Union),Clark County,Illinois,86266ecb7ffffff,0,0.0,0.0,57748256.578125,28318.841620957144,1758491782767,Synapse54,1758491782767,Synapse54
45,62477 (West Union),Clark County,Illinois,86266ed97ffffff,0,0.0,0.0,58020190.14453125,28384.898315721333,1758491782767,Synapse54,1758491782767,Synapse54
46,62477 (West Union),Clark County,Illinois,86266ed9fffffff,0,0.0,0.0,57882105.1484375,28351.349908749205,1758491782767,Synapse54,1758491782767,Synapse54
47,62441 (Marshall),Clark County,Illinois,86266edb7ffffff,0,0.0,0.0,58154813.3984375,28417.521153190923,1758491782767,Synapse54,1758491782767,Synapse54
48,60942 (Hoopeston),Iroquois County,Illinois,862660067ffffff,0,0.0,0.0,61566196.52734375,29233.076791832842,1758491782767,Synapse54,1758491782767,Synapse54
49,47917 (Ambia),Warren County,Indiana,86266006fffffff,0,0.0,0.0,61417297.19921875,29197.922734806776,1758491782767,Synapse54,1758491782767,Synapse54
50,60953 (Milford),Iroquois County,Illinois,862660147ffffff,0,0.0,0.0,61861085.00390625,29302.53134660976,1758491782767,Synapse54,1758491782767,Synapse54
51,47917 (Ambia),Benton County,Indiana,86266014fffffff,0,0.0,0.0,61711261.08203125,29267.240718787245,1758491782767,Synapse54,1758491782767,Synapse54
52,47944 (Fowler),Benton County,Indiana,862660167ffffff,0,0.0,0.0,62007004.4765625,29336.817570512147,1758491782767,Synapse54,1758491782767,Synapse54
53,47993 (Williamsport),Warren County,Indiana,862660207ffffff,0,0.0,0.0,60687983.01171875,29025.229124409947,1758491782767,Synapse54,1758491782767,Synapse54
54,61834 (Danville),Vermilion County,Illinois,86266021fffffff,0,0.0,0.0,60545955.93359375,28991.510145339016,1758491782767,Synapse54,1758491782767,Synapse54
55,61814 (Bismarck),Vermilion County,Illinois,862660237ffffff,0,0.0,0.0,60834657.93359375,29060.05879033142,1758491782767,Synapse54,1758491782767,Synapse54
56,61834 (Danville),Vermilion County,Illinois,8626602cfffffff,0,0.0,0.0,60114099.32421875,28888.65278530537,1758491782767,Synapse54,1758491782767,Synapse54
57,61834 (Danville),Vermilion County,Illinois,8626602e7ffffff,0,0.0,0.0,60400179.86328125,28956.8142032425,1758491782767,Synapse54,1758491782767,Synapse54
58,47974 (Perrysville),Vermillion County,Indiana,8626602efffffff,0,0.0,0.0,60254800.3828125,28922.17236796701,1758491782767,Synapse54,1758491782767,Synapse54
59,60963 (Rossville),Vermilion County,Illinois,862660317ffffff,0,0.0,0.0,61125100.4296875,29128.862501566924,1758491782767,Synapse54,1758491782767,Synapse54
60,47993 (Williamsport),Warren County,Indiana,86266031fffffff,0,0.0,0.0,60977518.63671875,29093.89812159078,1758491782767,Synapse54,1758491782767,Synapse54
61,47993 (Williamsport),Warren County,Indiana,862660337ffffff,0,0.0,0.0,61268801.25390625,29162.822855135382,1758491782767,Synapse54,1758491782767,Synapse54
62,47963 (Morocco),Newton County,Indiana,862660817ffffff,0,0.0,0.0,62756532.17578125,29512.45984536414,1758491782767,Synapse54,1758491782767,Synapse54
63,60931 (Donovan),Iroquois County,Illinois,8626608afffffff,0,0.0,0.0,62608348.7734375,29477.842837627177,1758491782767,Synapse54,1758491782767,Synapse54
64,47951 (Kentland),Newton County,Indiana,8626608c7ffffff,0,0.0,0.0,62304543.6796875,29406.655313774983,1758491782767,Synapse54,1758491782767,Synapse54
65,60966 (Sheldon),Iroquois County,Illinois,8626608d7ffffff,0,0.0,0.0,62308928.640625,29407.728751087037,1758491782767,Synapse54,1758491782767,Synapse54
66,60966 (Sheldon),Iroquois County,Illinois,8626608dfffffff,0,0.0,0.0,62157760.41796875,29372.245595110697,1758491782767,Synapse54,1758491782767,Synapse54
67,47951 (Kentland),Newton County,Indiana,8626608f7ffffff,0,0.0,0.0,62456239.0546875,29442.2214719767,1758491782767,Synapse54,1758491782767,Synapse54
68,60931 (Donovan),Iroquois County,Illinois,86266098fffffff,0,0.0,0.0,62909592.390625,29548.220526406796,1758491782767,Synapse54,1758491782767,Synapse54
69,47963 (Morocco),Newton County,Indiana,8626609a7ffffff,0,0.0,0.0,63212672.6875,29618.863043173194,1758491782767,Synapse54,1758491782767,Synapse54
70,47963 (Morocco),Newton County,Indiana,8626609afffffff,0,0.0,0.0,63058654.5234375,29582.962276696013,1758491782767,Synapse54,1758491782767,Synapse54
71,47847 (Dana),Vermillion County,Indiana,862661487ffffff,0,0.0,0.0,59542895.03125,28752.041349517232,1758491782767,Synapse54,1758491782767,Synapse54
72,61924 (Chrisman),Edgar County,Illinois,86266149fffffff,0,0.0,0.0,59404315.46875,28718.837898484533,1758491782767,Synapse54,1758491782767,Synapse54
73,47847 (Dana),Vermillion County,Indiana,8626614b7ffffff,0,0.0,0.0,59686116.88671875,28786.365665475718,1758491782767,Synapse54,1758491782767,Synapse54
74,47928 (Cayuga),Vermillion County,Indiana,862661597ffffff,0,0.0,0.0,59969608.04296875,28854.143506072025,1758491782767,Synapse54,1758491782767,Synapse54
75,61870 (Ridge Farm),Vermilion County,Illinois,86266396fffffff,0,0.0,0.0,59829726.62890625,28820.743077735624,1758491782767,Synapse54,1758491782767,Synapse54
76,61944 (Paris),Edgar County,Illinois,862663a27ffffff,0,0.0,0.0,58845725.13671875,28584.525810268802,1758491782767,Synapse54,1758491782767,Synapse54
77,61944 (Paris),Edgar County,Illinois,862663a2fffffff,0,0.0,0.0,58705100.63671875,28550.59244989711,1758491782767,Synapse54,1758491782767,Synapse54
78,62423 (Dennison),Clark County,Illinois,862663a57ffffff,0,0.0,0.0,58429140.9609375,28483.934846069817,1758491782767,Synapse54,1758491782767,Synapse54
79,47885 (West Terre Haute),Vigo County,Indiana,862663a77ffffff,0,0.0,0.0,58564854.859375,28516.711431753956,1758491782767,Synapse54,1758491782767,Synapse54
80,61944 (Paris),Edgar County,Illinois,862663b07ffffff,0,0.0,0.0,59124186.98046875,28651.557874437836,1758491782767,Synapse54,1758491782767,Synapse54
81,47842 (Clinton),Vermillion County,Indiana,862663b0fffffff,0,0.0,0.0,58982704.71484375,28617.495244534082,1758491782767,Synapse54,1758491782767,Synapse54
82,47842 (Clinton),Vermillion County,Indiana,862663b27ffffff,0,0.0,0.0,59261965.96484375,28684.644576934435,1758491782767,Synapse54,1758491782767,Synapse54
83,47885 (West Terre Haute),Vigo County,Indiana,862663b57ffffff,0,0.0,0.0,58841602.30078125,28583.484791539377,1758491782767,Synapse54,1758491782767,Synapse54
84,46349 (Lake Village),Newton County,Indiana,862664647ffffff,0,0.0,0.0,63517603.9140625,29689.771815562497,1758491782767,Synapse54,1758491782767,Synapse54
85,60958 (Pembroke Township),Kankakee County,Illinois,86266465fffffff,0,0.0,0.0,63367114.19140625,29654.81995888808,1758491782767,Synapse54,1758491782767,Synapse54
86,60954 (Momence),Kankakee County,Illinois,862664677ffffff,0,0.0,0.0,63673013.921875,29725.869826568654,1758491782767,Synapse54,1758491782767,Synapse54
87,60401 (Beecher),Will County,Illinois,86266470fffffff,0,0.0,0.0,64137605.30078125,29833.485236760884,1758491782767,Synapse54,1758491782767,Synapse54
88,60417 (Crete),Will County,Illinois,862664727ffffff,0,0.0,0.0,64448254.1015625,29905.216865721213,1758491782767,Synapse54,1758491782767,Synapse54
89,46303 (Cedar Lake),Lake County,Indiana,86266472fffffff,0,0.0,0.0,64290447.06640625,29868.776630193577,1758491782767,Synapse54,1758491782767,Synapse54
90,60940 (Grant Park),Kankakee County,Illinois,862664757ffffff,0,0.0,0.0,63980786.546875,29797.18820597313,1758491782767,Synapse54,1758491782767,Synapse54
91,46356 (Lowell),Lake County,Indiana,86266475fffffff,0,0.0,0.0,63824400.82421875,29760.94841796285,1758491782767,Synapse54,1758491782767,Synapse54
92,60411 (Chicago Heights),Cook County,Illinois,862664087ffffff,4161,15.61,15.61,64760812.26171875,29977.2205812023,1758491782767,Synapse54,1758491782767,Synapse54
93,46311 (Dyer),Lake County,Indiana,86266408fffffff,6877,30.25,30.25,64602011.0,29940.63677275334,1758491782767,Synapse54,1758491782767,Synapse54
94,46324 (Hammond),Lake County,Indiana,8626640a7ffffff,1480,2.81,2.81,64915490.68359375,30012.769542770468,1758491782767,Synapse54,1758491782767,Synapse54
95,60473 (South Holland),Cook County,Illinois,8626640b7ffffff,431,1.05,1.05,64920054.8046875,30013.86239070186,1758491782767,Synapse54,1758491782767,Synapse54
96,60617 (Chicago),Cook County,Illinois,862664197ffffff,0,0.0,0.0,65235545.73828125,30086.285023848843,1758491782767,Synapse54,1758491782767,Synapse54
97,46327 (Hammond),Lake County,Indiana,86266419fffffff,0,0.0,0.0,65075296.02734375,30049.498189066835,1758491782767,Synapse54,1758491782767,Synapse54
98,60617 (Chicago),Cook County,Illinois,8626641b7ffffff,0,0.0,0.0,65391719.87890625,30122.051024909728,1758491782767,Synapse54,1758491782767,Synapse54
99,62943 (Grantsburg),Johnson County,Illinois,8626410cfffffff,0,0.0,0.0,56231927.21875,27938.335524540504,1758491782767,Synapse54,1758491782767,Synapse54
100,62943 (Grantsburg),Johnson County,Illinois,8626410dfffffff,0,0.0,0.0,56290126.32421875,27952.57191673513,1758491782767,Synapse54,1758491782767,Synapse54
101,62910 (Brookport),Pope County,Illinois,862641207ffffff,0,0.0,0.0,55894048.07421875,27854.6478686576,1758491782767,Synapse54,1758491782767,Synapse54
102,62910 (Brookport),Pope County,Illinois,86264120fffffff,0,0.0,0.0,55820461.67578125,27836.286430400876,1758491782767,Synapse54,1758491782767,Synapse54
103,62910 (Brookport),Massac County,Illinois,862641217ffffff,0,0.0,0.0,55952578.4375,27869.007029369706,1758491782767,Synapse54,1758491782767,Synapse54
104,62910 (Brookport),Massac County,Illinois,86264121fffffff,0,0.0,0.0,55879001.71484375,27850.65742350315,1758491782767,Synapse54,1758491782767,Synapse54
105,42081 (Smithland),Livingston County,Kentucky,862641227ffffff,0,0.0,0.0,55909016.0859375,27858.62014974925,1758491782767,Synapse54,1758491782767,Synapse54
106,42081 (Smithland),Livingston County,Kentucky,86264122fffffff,0,0.0,0.0,55835374.13671875,27840.246653204864,1758491782767,Synapse54,1758491782767,Synapse54
107,62938 (Golconda),Pope County,Illinois,862641237ffffff,0,0.0,0.0,55967681.13671875,27873.009704863878,1758491782767,Synapse54,1758491782767,Synapse54
108,42058 (Ledbetter),Livingston County,Kentucky,862641257ffffff,0,0.0,0.0,55746923.0859375,27817.925690924152,1758491782767,Synapse54,1758491782767,Synapse54
109,62910 (Brookport),Massac County,Illinois,862641287ffffff,0,0.0,0.0,55995643.60546875,27879.271565960073,1758491782767,Synapse54,1758491782767,Synapse54
110,42086 (West Paducah),McCracken County,Kentucky,862641297ffffff,0,0.0,0.0,56053742.75,27893.514164223583,1758491782767,Synapse54,1758491782767,Synapse54
111,62960 (Metropolis),Massac County,Illinois,8626412a7ffffff,0,0.0,0.0,56010961.0703125,27883.323195862566,1758491782767,Synapse54,1758491782767,Synapse54
112,62910 (Brookport),Massac County,Illinois,8626412afffffff,0,0.0,0.0,55937395.33984375,27864.985690225112,1758491782767,Synapse54,1758491782767,Synapse54
113,62960 (Metropolis),Massac County,Illinois,8626412b7ffffff,0,0.0,0.0,56069195.921875,27897.596389025453,1758491782767,Synapse54,1758491782767,Synapse54
114,62910 (Brookport),Massac County,Illinois,8626412e7ffffff,0,0.0,0.0,55805471.12109375,27832.30808890664,1758491782767,Synapse54,1758491782767,Synapse54
115,62910 (Brookport),Massac County,Illinois,8626412f7ffffff,0,0.0,0.0,55863876.7109375,27846.648713789968,1758491782767,Synapse54,1758491782767,Synapse54
116,42081 (Smithland),Livingston County,Kentucky,862641307ffffff,0,0.0,0.0,55997650.43359375,27880.9603191004,1758491782767,Synapse54,1758491782767,Synapse54
117,62938 (Golconda),Pope County,Illinois,862641317ffffff,0,0.0,0.0,56056441.03125,27895.368532585675,1758491782767,Synapse54,1758491782767,Synapse54
118,42081 (Smithland),Livingston County,Kentucky,86264131fffffff,0,0.0,0.0,55982704.421875,27876.993950803466,1758491782767,Synapse54,1758491782767,Synapse54
119,62938 (Golconda),Pope County,Illinois,862641387ffffff,0,0.0,0.0,56099866.87890625,27905.706249099934,1758491782767,Synapse54,1758491782767,Synapse54
120,62938 (Golconda),Massac County,Illinois,86264138fffffff,0,0.0,0.0,56026198.3359375,27887.356190679282,1758491782767,Synapse54,1758491782767,Synapse54
121,62960 (Metropolis),Massac County,Illinois,862641397ffffff,0,0.0,0.0,56158227.36328125,27919.998181457377,1758491782767,Synapse54,1758491782767,Synapse54
122,62960 (Metropolis),Massac County,Illinois,86264139fffffff,0,0.0,0.0,56084570.4609375,27901.660363901887,1758491782767,Synapse54,1758491782767,Synapse54
123,62938 (Golconda),Pope County,Illinois,8626413a7ffffff,0,0.0,0.0,56115083.640625,27909.733679337747,1758491782767,Synapse54,1758491782767,Synapse54
124,62938 (Golconda),Pope County,Illinois,8626413afffffff,0,0.0,0.0,56041359.328125,27891.371540955584,1758491782767,Synapse54,1758491782767,Synapse54
125,62938 (Golconda),Pope County,Illinois,8626413b7ffffff,0,0.0,0.0,56173579.45703125,27924.05609570758,1758491782767,Synapse54,1758491782767,Synapse54
126,42053 (Kevil),Ballard County,Kentucky,862641607ffffff,0,0.0,0.0,56300647.2890625,27954.258383443048,1758491782767,Synapse54,1758491782767,Synapse54
127,62970 (Olmsted),Pulaski County,Illinois,862641617ffffff,0,0.0,0.0,56358132.3984375,27968.31509386025,1758491782767,Synapse54,1758491782767,Synapse54
128,62941 (Grand Chain),Pulaski County,Illinois,862641627ffffff,0,0.0,0.0,56316569.0078125,27958.44557605759,1758491782767,Synapse54,1758491782767,Synapse54
129,42053 (Kevil),McCracken County,Kentucky,86264162fffffff,0,0.0,0.0,56243011.61328125,27940.158369533267,1758491782767,Synapse54,1758491782767,Synapse54
130,62941 (Grand Chain),Pulaski County,Illinois,862641637ffffff,0,0.0,0.0,56374190.5703125,27972.532941316716,1758491782767,Synapse54,1758491782767,Synapse54
131,62996 (Villa Ridge),Pulaski County,Illinois,862641687ffffff,0,0.0,0.0,56399188.375,27978.0605188843,1758491782767,Synapse54,1758491782767,Synapse54
132,62996 (Villa Ridge),Pulaski County,Illinois,86264168fffffff,0,0.0,0.0,56325779.171875,27959.824421523725,1758491782767,Synapse54,1758491782767,Synapse54
133,62964 (Mounds),Pulaski County,Illinois,862641697ffffff,0,0.0,0.0,56456226.90234375,27991.997922460956,1758491782767,Synapse54,1758491782767,Synapse54
134,62964 (Mounds),Pulaski County,Illinois,86264169fffffff,0,0.0,0.0,56382834.7109375,27973.775100643903,1758491782767,Synapse54,1758491782767,Synapse54
135,62970 (Olmsted),Pulaski County,Illinois,8626416a7ffffff,0,0.0,0.0,56415463.45703125,27982.327669664093,1758491782767,Synapse54,1758491782767,Synapse54
136,62996 (Villa Ridge),Pulaski County,Illinois,8626416afffffff,0,0.0,0.0,56341994.6875,27964.07878744699,1758491782767,Synapse54,1758491782767,Synapse54
137,62976 (Pulaski),Pulaski County,Illinois,8626416b7ffffff,0,0.0,0.0,56472639.76171875,27996.29602673391,1758491782767,Synapse54,1758491782767,Synapse54
138,62995 (Vienna),Johnson County,Illinois,862641707ffffff,0,0.0,0.0,56406070.984375,27980.913924571698,1758491782767,Synapse54,1758491782767,Synapse54
139,62956 (Karnak),Massac County,Illinois,86264170fffffff,0,0.0,0.0,56332410.34765625,27962.6140982424,1758491782767,Synapse54,1758491782767,Synapse54
140,62908 (Belknap),Johnson County,Illinois,86264171fffffff,0,0.0,0.0,56390169.8984375,27976.732480562743,1758491782767,Synapse54,1758491782767,Synapse54
141,62995 (Vienna),Johnson County,Illinois,86264172fffffff,0,0.0,0.0,56348175.046875,27966.76489356379,1758491782767,Synapse54,1758491782767,Synapse54
142,62960 (Metropolis),Massac County,Illinois,862641747ffffff,0,0.0,0.0,56200869.734375,27930.139664546987,1758491782767,Synapse54,1758491782767,Synapse54
143,62960 (Metropolis),Massac County,Illinois,86264174fffffff,0,0.0,0.0,56127284.16015625,27911.826999758432,1758491782767,Synapse54,1758491782767,Synapse54
144,62956 (Karnak),Massac County,Illinois,862641757ffffff,0,0.0,0.0,56258794.0546875,27944.31417640291,1758491782767,Synapse54,1758491782767,Synapse54
145,42086 (West Paducah),McCracken County,Kentucky,86264175fffffff,0,0.0,0.0,56185223.546875,27926.014509132227,1758491782767,Synapse54,1758491782767,Synapse54
146,62908 (Belknap),Massac County,Illinois,862641767ffffff,0,0.0,0.0,56216438.5703125,27934.246883029115,1758491782767,Synapse54,1758491782767,Synapse54
147,62960 (Metropolis),Massac County,Illinois,86264176fffffff,0,0.0,0.0,56142795.0078125,27915.92168529552,1758491782767,Synapse54,1758491782767,Synapse54
148,62908 (Belknap),Massac County,Illinois,862641777ffffff,0,0.0,0.0,56274499.171875,27948.45206983516,1758491782767,Synapse54,1758491782767,Synapse54
149,62926 (Dongola),Pulaski County,Illinois,862641787ffffff,0,0.0,0.0,56505228.97265625,28004.837343985804,1758491782767,Synapse54,1758491782767,Synapse54
150,62970 (Olmsted),Pulaski County,Illinois,86264178fffffff,0,0.0,0.0,56431659.01171875,27986.5763759042,1758491782767,Synapse54,1758491782767,Synapse54
151,62926 (Dongola),Pulaski County,Illinois,862641797ffffff,0,0.0,0.0,56562525.25390625,28018.82315283202,1758491782767,Synapse54,1758491782767,Synapse54
152,62992 (Ullin),Pulaski County,Illinois,86264179fffffff,0,0.0,0.0,56488973.00390625,28000.575645290755,1758491782767,Synapse54,1758491782767,Synapse54
153,62923 (Cypress),Pulaski County,Illinois,8626417afffffff,0,0.0,0.0,56447776.2265625,27990.80691395975,1758491782767,Synapse54,1758491782767,Synapse54
154,63780 (Scott City),Scott County,Missouri,862643a07ffffff,0,0.0,0.0,56699779.87109375,28051.72407497641,1758491782767,Synapse54,1758491782767,Synapse54
155,62361 (Pearl),Pike County,Illinois,8626469a7ffffff,0,0.0,0.0,59650154.20703125,28775.678610823696,1758491782767,Synapse54,1758491782767,Synapse54
156,63780 (Scott City),Scott County,Missouri,862643a0fffffff,0,0.0,0.0,56626402.6171875,28033.54275509875,1758491782767,Synapse54,1758491782767,Synapse54
157,62957 (Mc Clure),Alexander County,Illinois,862643a27ffffff,0,0.0,0.0,56716667.71875,28056.128067379854,1758491782767,Synapse54,1758491782767,Synapse54
158,62990 (Thebes),Alexander County,Illinois,862643a2fffffff,0,0.0,0.0,56643231.640625,28037.934231559586,1758491782767,Synapse54,1758491782767,Synapse54
159,63703 (Cape Girardeau),Cape Girardeau County,Missouri,862643a37ffffff,0,0.0,0.0,56773195.58984375,28069.90395106093,1758491782767,Synapse54,1758491782767,Synapse54
160,62962 (Miller City),Alexander County,Illinois,862643a47ffffff,0,0.0,0.0,56496479.1015625,28001.543326339786,1758491782767,Synapse54,1758491782767,Synapse54
161,62914 (Cairo),Alexander County,Illinois,862643a4fffffff,0,0.0,0.0,56423166.10546875,27983.34709705584,1758491782767,Synapse54,1758491782767,Synapse54
162,63780 (Scott City),Scott County,Missouri,862643a57ffffff,0,0.0,0.0,56553068.1953125,28015.36109188084,1758491782767,Synapse54,1758491782767,Synapse54
163,63780 (Scott City),Scott County,Missouri,862643a5fffffff,0,0.0,0.0,56479771.40625,27997.17780017551,1758491782767,Synapse54,1758491782767,Synapse54
164,62988 (Tamms),Alexander County,Illinois,862643a67ffffff,0,0.0,0.0,56513109.75390625,28005.8909698031,1758491782767,Synapse54,1758491782767,Synapse54
165,62914 (Cairo),Alexander County,Illinois,862643a6fffffff,0,0.0,0.0,56439735.8828125,27987.681659855545,1758491782767,Synapse54,1758491782767,Synapse54
166,62990 (Thebes),Alexander County,Illinois,862643a77ffffff,0,0.0,0.0,56569835.58203125,28019.739355602218,1758491782767,Synapse54,1758491782767,Synapse54
167,62952 (Jonesboro),Union County,Illinois,862643b0fffffff,0,0.0,0.0,56733477.94140625,28060.514042538245,1758491782767,Synapse54,1758491782767,Synapse54
168,63701 (Cape Girardeau),Cape Girardeau County,Missouri,862643b1fffffff,0,0.0,0.0,56790143.94921875,28074.320855093014,1758491782767,Synapse54,1758491782767,Synapse54
169,62988 (Tamms),Alexander County,Illinois,862643b47ffffff,0,0.0,0.0,56603135.875,28028.44145891705,1758491782767,Synapse54,1758491782767,Synapse54
170,62988 (Tamms),Alexander County,Illinois,862643b4fffffff,0,0.0,0.0,56529660.22265625,28010.219940214374,1758491782767,Synapse54,1758491782767,Synapse54
171,62990 (Thebes),Alexander County,Illinois,862643b57ffffff,0,0.0,0.0,56659981.12890625,28042.307238893864,1758491782767,Synapse54,1758491782767,Synapse54
