OBJECTID,admin4_name,admin3_name,admin2_name,id,GENALPHACY,GENALPHACY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,60917 (Buckingham),Kankakee County,Illinois,862660db7ffffff,17,9.83,9.83,63145000.0,29605.700940160295,1758492298951,Synapse54,1758492298951,Synapse54
2,62082 (Roodhouse),Greene County,Illinois,862646967ffffff,13,12.26,12.26,59502500.0,28740.45642095901,1758492298951,Synapse54,1758492298951,Synapse54
3,61754 (Mc Lean),McLean County,Illinois,862662007ffffff,7,10.0,10.0,60601250.0,29008.773881211488,1758492298951,Synapse54,1758492298951,Synapse54
4,62082 (Roodhouse),Greene County,Illinois,86264696fffffff,13,12.04,12.04,59517500.0,28743.17952845296,1758492298951,Synapse54,1758492298951,Synapse54
5,61754 (Mc Lean),McLean County,Illinois,86266200fffffff,7,9.09,9.09,60601249.9921875,29008.773881211488,1758492298951,Synapse54,1758492298951,Synapse54
6,62082 (Roodhouse),Greene County,Illinois,862646977ffffff,155,10.79,10.79,59708750.0,28790.565702156666,1758492298951,Synapse54,1758492298951,Synapse54
7,61754 (Mc Lean),McLean County,Illinois,862662017ffffff,7,9.59,9.59,60695000.0078125,29030.608927731355,1758492298951,Synapse54,1758492298951,Synapse54
8,62361 (Pearl),Pike County,Illinois,862646987ffffff,6,8.82,8.82,59488749.99609375,28737.965444638998,1758492298951,Synapse54,1758492298951,Synapse54
9,61754 (Mc Lean),McLean County,Illinois,86266201fffffff,75,9.89,9.89,60601250.0,29008.77388121149,1758492298951,Synapse54,1758492298951,Synapse54
10,61772 (Shirley),McLean County,Illinois,862662027ffffff,20,9.8,9.8,60881249.99609375,29070.788558092554,1758492298951,Synapse54,1758492298951,Synapse54
11,62361 (Pearl),Pike County,Illinois,86264698fffffff,14,9.72,9.72,59488750.0,28737.965444638998,1758492298951,Synapse54,1758492298951,Synapse54
12,61772 (Shirley),McLean County,Illinois,86266202fffffff,5,10.42,10.42,61003750.0,29101.375978727236,1758492298951,Synapse54,1758492298951,Synapse54
13,62363 (Pittsfield),Pike County,Illinois,862646997ffffff,6,10.0,10.0,59592500.0,28760.87664831296,1758492298951,Synapse54,1758492298951,Synapse54
14,62361 (Pearl),Pike County,Illinois,86264699fffffff,5,10.2,10.2,59592500.0,28760.87664831296,1758492298951,Synapse54,1758492298951,Synapse54
15,61774 (Stanford),McLean County,Illinois,862662037ffffff,9,9.57,9.57,60601250.0,29008.773881211488,1758492298951,Synapse54,1758492298951,Synapse54
16,62312 (Barry),Pike County,Illinois,862646d07ffffff,4,8.33,8.33,60045000.0,28873.176330769522,1758492298951,Synapse54,1758492298951,Synapse54
17,61777 (Wapella),De Witt County,Illinois,862662047ffffff,23,8.58,8.58,60287500.0,28934.321628569385,1758492298951,Synapse54,1758492298951,Synapse54
18,62821 (Carmi),White County,Illinois,86264524fffffff,13,8.44,8.44,56363750.00390625,27977.19726350761,1758492298951,Synapse54,1758492298951,Synapse54
19,61727 (Clinton),De Witt County,Illinois,86266204fffffff,45,8.69,8.69,60368749.9921875,28949.748684312257,1758492298951,Synapse54,1758492298951,Synapse54
20,62370 (Rockport),Pike County,Illinois,862646d0fffffff,23,10.0,10.0,60071250.0,28872.658196055614,1758492298951,Synapse54,1758492298951,Synapse54
21,61778 (Waynesville),De Witt County,Illinois,862662057ffffff,11,8.09,8.09,60531250.0,28990.13956376064,1758492298951,Synapse54,1758492298951,Synapse54
22,61727 (Clinton),De Witt County,Illinois,86266205fffffff,5,9.43,9.43,60102500.0078125,28888.700124452873,1758492298951,Synapse54,1758492298951,Synapse54
23,62356 (New Canton),Pike County,Illinois,862646d17ffffff,4,10.26,10.26,60045000.0,28873.176330769522,1758492298951,Synapse54,1758492298951,Synapse54
24,47631 (New Harmony),Posey County,Indiana,86264526fffffff,4,10.81,10.81,56134999.99609375,27921.19020520542,1758492298951,Synapse54,1758492298951,Synapse54
25,61745 (Heyworth),McLean County,Illinois,862662067ffffff,40,10.13,10.13,60625000.0,29012.165014698072,1758492298951,Synapse54,1758492298951,Synapse54
26,62370 (Rockport),Pike County,Illinois,862646d1fffffff,8,9.52,9.52,59870000.0,28828.579921065975,1758492298951,Synapse54,1758492298951,Synapse54
27,61777 (Wapella),De Witt County,Illinois,86266206fffffff,16,7.62,7.62,60344999.99609375,28944.7509479003,1758492298951,Synapse54,1758492298951,Synapse54
28,62312 (Barry),Pike County,Illinois,862646d27ffffff,6,9.23,9.23,59953750.0,28847.393402947084,1758492298951,Synapse54,1758492298951,Synapse54
29,61745 (Heyworth),McLean County,Illinois,862662077ffffff,15,9.62,9.62,60437500.0078125,28966.543510581563,1758492298951,Synapse54,1758492298951,Synapse54
30,62363 (Pittsfield),Pike County,Illinois,862646d2fffffff,16,9.25,9.25,59766250.0,28805.668717392015,1758492298951,Synapse54,1758492298951,Synapse54
31,61723 (Atlanta),Logan County,Illinois,862662087ffffff,13,9.42,9.42,60695000.0,29025.39994223221,1758492298951,Synapse54,1758492298951,Synapse54
32,62312 (Barry),Pike County,Illinois,862646d37ffffff,9,9.28,9.28,60071250.0,28872.658196055614,1758492298951,Synapse54,1758492298951,Synapse54
33,61723 (Atlanta),Logan County,Illinois,86266208fffffff,11,6.63,6.63,60479999.99609375,28978.143976738203,1758492298951,Synapse54,1758492298951,Synapse54
34,62366 (Pleasant Hill),Pike County,Illinois,862646d47ffffff,12,11.32,11.32,59766250.0,28805.668717392015,1758492298951,Synapse54,1758492298951,Synapse54
35,61734 (Delavan),Tazewell County,Illinois,862662097ffffff,9,10.59,10.59,60457500.00390625,28973.53928974797,1758492298951,Synapse54,1758492298951,Synapse54
36,62366 (Pleasant Hill),Pike County,Illinois,862646d57ffffff,10,9.8,9.8,59766249.99609375,28805.668717392015,1758492298951,Synapse54,1758492298951,Synapse54
37,62366 (Pleasant Hill),Pike County,Illinois,862646d5fffffff,130,13.47,13.47,59592500.00390625,28761.06962319679,1758492298951,Synapse54,1758492298951,Synapse54
38,62643 (Hartsburg),Logan County,Illinois,86266209fffffff,9,8.18,8.18,60457500.0078125,28973.53928974797,1758492298951,Synapse54,1758492298951,Synapse54
39,62363 (Pittsfield),Pike County,Illinois,862646d67ffffff,10,9.01,9.01,60071250.0,28872.658196055614,1758492298951,Synapse54,1758492298951,Synapse54
40,61721 (Armington),Tazewell County,Illinois,8626620a7ffffff,44,12.36,12.36,60578749.9921875,29004.16919422125,1758492298951,Synapse54,1758492298951,Synapse54
41,62355 (Nebo),Pike County,Illinois,862646d6fffffff,12,11.76,11.76,59677499.99609375,28780.974409944076,1758492298951,Synapse54,1758492298951,Synapse54
42,61723 (Atlanta),Logan County,Illinois,8626620afffffff,7,8.86,8.86,60479999.99609375,28978.143976738203,1758492298951,Synapse54,1758492298951,Synapse54
43,62366 (Pleasant Hill),Pike County,Illinois,862646d77ffffff,12,9.38,9.38,59592500.0,28761.06962319679,1758492298951,Synapse54,1758492298951,Synapse54
44,63353 (Louisiana),Pike County,Missouri,862646d87ffffff,8,10.96,10.96,60150000.0,28896.084849951796,1758492298951,Synapse54,1758492298951,Synapse54
45,61721 (Armington),Tazewell County,Illinois,8626620b7ffffff,14,12.73,12.73,60901250.0,29083.18372717567,1758492298951,Synapse54,1758492298951,Synapse54
46,61723 (Atlanta),Logan County,Illinois,8626620c7ffffff,8,9.3,9.3,60223750.0,28914.35110947842,1758492298951,Synapse54,1758492298951,Synapse54
47,62356 (New Canton),Pike County,Illinois,862646da7ffffff,1,12.5,12.5,59942500.0,28846.389074054474,1758492298951,Synapse54,1758492298951,Synapse54
48,62512 (Beason),Logan County,Illinois,8626620cfffffff,19,8.92,8.92,60014999.9921875,28864.08152005904,1758492298951,Synapse54,1758492298951,Synapse54
49,62370 (Rockport),Pike County,Illinois,862646dafffffff,2,9.09,9.09,60045000.0,28873.176330769522,1758492298951,Synapse54,1758492298951,Synapse54
50,62656 (Lincoln),Logan County,Illinois,8626620d7ffffff,13,7.1,7.1,60479999.99609375,28978.143976738203,1758492298951,Synapse54,1758492298951,Synapse54
51,63459 (New London),Ralls County,Missouri,862646db7ffffff,9,10.47,10.47,60045000.0,28873.176330769522,1758492298951,Synapse54,1758492298951,Synapse54
52,62656 (Lincoln),Logan County,Illinois,8626620dfffffff,6,10.0,10.0,60265000.0078125,28925.68506685245,1758492298951,Synapse54,1758492298951,Synapse54
53,61546 (Manito),Mason County,Illinois,862662417ffffff,128,10.36,10.36,60722499.99609375,29035.64582934531,1758492298951,Synapse54,1758492298951,Synapse54
54,62086 (Sorento),Montgomery County,Illinois,86264475fffffff,47,7.38,7.38,58508749.99609375,28500.402547966372,1758492298951,Synapse54,1758492298951,Synapse54
55,61567 (Topeka),Mason County,Illinois,862662487ffffff,13,7.51,7.51,60603750.00390625,29005.646272531165,1758492298951,Synapse54,1758492298951,Synapse54
56,62363 (Pittsfield),Pike County,Illinois,8626469b7ffffff,15,10.07,10.07,59503750.00390625,28740.688552132946,1758492298951,Synapse54,1758492298951,Synapse54
57,61532 (Forest City),Mason County,Illinois,86266248fffffff,7,10.61,10.61,60224999.99609375,28915.41861785277,1758492298951,Synapse54,1758492298951,Synapse54
58,62644 (Havana),Mason County,Illinois,862662497ffffff,9,5.73,5.73,60367499.99609375,28953.534900448678,1758492298951,Synapse54,1758492298951,Synapse54
59,62274 (Pinckneyville),Perry County,Illinois,862640227ffffff,4,8.0,8.0,57371250.0,28225.493109138886,1758492298951,Synapse54,1758492298951,Synapse54
60,61567 (Topeka),Mason County,Illinois,86266249fffffff,7,5.88,5.88,60367499.99609375,28953.534900448678,1758492298951,Synapse54,1758492298951,Synapse54
61,62049 (Hillsboro),Montgomery County,Illinois,862644767ffffff,16,7.69,7.69,58321249.99609375,28458.461276786536,1758492298951,Synapse54,1758492298951,Synapse54
62,62907 (Ava),Jackson County,Illinois,86264022fffffff,6,9.84,9.84,57199999.99609375,28175.425914430416,1758492298951,Synapse54,1758492298951,Synapse54
63,61567 (Topeka),Mason County,Illinois,8626624a7ffffff,40,11.3,11.3,60603750.00390625,29005.64627253117,1758492298951,Synapse54,1758492298951,Synapse54
64,61532 (Forest City),Mason County,Illinois,8626624afffffff,32,11.19,11.19,60790000.0,29050.501805596694,1758492298951,Synapse54,1758492298951,Synapse54
65,62827 (Crossville),White County,Illinois,86264534fffffff,11,9.82,9.82,56351249.99609375,27970.178915552202,1758492298951,Synapse54,1758492298951,Synapse54
66,62049 (Hillsboro),Montgomery County,Illinois,86264476fffffff,29,9.48,9.48,58421250.00390625,28475.96848034799,1758492298951,Synapse54,1758492298951,Synapse54
67,62238 (Cutler),Perry County,Illinois,862640237ffffff,1,9.09,9.09,57371249.99609375,28225.493109138886,1758492298951,Synapse54,1758492298951,Synapse54
68,61567 (Topeka),Mason County,Illinois,8626624b7ffffff,12,5.63,5.63,60885000.0,29072.569740372724,1758492298951,Synapse54,1758492298951,Synapse54
69,62049 (Hillsboro),Montgomery County,Illinois,862644777ffffff,21,10.66,10.66,58406250.0,28473.20411713629,1758492298951,Synapse54,1758492298951,Synapse54
70,62664 (Mason City),Mason County,Illinois,8626624c7ffffff,5,9.8,9.8,60225000.00390625,28915.41861785277,1758492298951,Synapse54,1758492298951,Synapse54
71,62571 (Tower Hill),Shelby County,Illinois,862644a07ffffff,8,6.72,6.72,58424999.99609375,28481.30249955349,1758492298951,Synapse54,1758492298951,Synapse54
72,62633 (Easton),Mason County,Illinois,8626624d7ffffff,4,9.76,9.76,60367499.9921875,28953.534900448678,1758492298951,Synapse54,1758492298951,Synapse54
73,62664 (Mason City),Mason County,Illinois,8626624dfffffff,8,8.6,8.6,60224999.99609375,28915.41861785277,1758492298951,Synapse54,1758492298951,Synapse54
74,62966 (Murphysboro),Jackson County,Illinois,862640247ffffff,47,9.11,9.11,57098749.99609375,28154.22598941854,1758492298951,Synapse54,1758492298951,Synapse54
75,62571 (Tower Hill),Shelby County,Illinois,862644a0fffffff,9,7.96,7.96,58187500.00390625,28426.351428805334,1758492298951,Synapse54,1758492298951,Synapse54
76,62682 (San Jose),Mason County,Illinois,8626624f7ffffff,5,11.36,11.36,60410000.0078125,28960.507039174467,1758492298951,Synapse54,1758492298951,Synapse54
77,61546 (Manito),Tazewell County,Illinois,862662587ffffff,43,7.41,7.41,60983749.99609375,29098.534377510718,1758492298951,Synapse54,1758492298951,Synapse54
78,62966 (Murphysboro),Jackson County,Illinois,86264024fffffff,392,9.5,9.5,56928749.99609375,28110.16284084789,1758492298951,Synapse54,1758492298951,Synapse54
79,62557 (Pana),Shelby County,Illinois,862644a17ffffff,35,10.32,10.32,58170000.0,28422.989017121174,1758492298951,Synapse54,1758492298951,Synapse54
80,61546 (Manito),Tazewell County,Illinois,86266258fffffff,60,9.35,9.35,61004999.9921875,29102.802185443034,1758492298951,Synapse54,1758492298951,Synapse54
81,62966 (Murphysboro),Jackson County,Illinois,862640257ffffff,40,9.5,9.5,57098750.00390625,28154.225989418537,1758492298951,Synapse54,1758492298951,Synapse54
82,61520 (Canton),Fulton County,Illinois,862662597ffffff,15,5.86,5.86,61049999.99609375,29115.14397015414,1758492298951,Synapse54,1758492298951,Synapse54
83,62571 (Tower Hill),Shelby County,Illinois,862644a1fffffff,11,9.48,9.48,58170000.0,28422.989017121177,1758492298951,Synapse54,1758492298951,Synapse54
84,61546 (Manito),Tazewell County,Illinois,86266259fffffff,26,6.79,6.79,61005000.0,29102.802185443034,1758492298951,Synapse54,1758492298951,Synapse54
85,62966 (Murphysboro),Jackson County,Illinois,86264025fffffff,213,9.98,9.98,57401250.0,28226.01941034978,1758492298951,Synapse54,1758492298951,Synapse54
86,61546 (Manito),Tazewell County,Illinois,8626625a7ffffff,82,7.95,7.95,61096250.0078125,29125.938996481193,1758492298951,Synapse54,1758492298951,Synapse54
87,62994 (Vergennes),Jackson County,Illinois,862640267ffffff,35,9.07,9.07,57199999.99609375,28175.425914430416,1758492298951,Synapse54,1758492298951,Synapse54
88,61546 (Manito),Tazewell County,Illinois,8626625afffffff,29,7.4,7.4,60908750.00390625,29080.69734328665,1758492298951,Synapse54,1758492298951,Synapse54
89,62966 (Murphysboro),Jackson County,Illinois,86264026fffffff,34,9.34,9.34,57401250.00390625,28226.01941034978,1758492298951,Synapse54,1758492298951,Synapse54
90,61533 (Glasford),Peoria County,Illinois,8626625b7ffffff,16,7.58,7.58,61004999.9921875,29102.802185443034,1758492298951,Synapse54,1758492298951,Synapse54
91,62994 (Vergennes),Jackson County,Illinois,862640277ffffff,17,9.14,9.14,57401250.00390625,28226.01941034978,1758492298951,Synapse54,1758492298951,Synapse54
92,62354 (Nauvoo),Hancock County,Illinois,862670207ffffff,6,5.41,5.41,61082499.99609375,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
93,62571 (Tower Hill),Shelby County,Illinois,862644a27ffffff,24,8.92,8.92,58325000.00390625,28459.217028399486,1758492298951,Synapse54,1758492298951,Synapse54
94,62341 (Hamilton),Hancock County,Illinois,86267020fffffff,3,6.98,6.98,60907500.0,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
95,62916 (Campbell Hill),Randolph County,Illinois,862640287ffffff,11,7.59,7.59,57371250.00390625,28225.493109138886,1758492298951,Synapse54,1758492298951,Synapse54
96,62930 (Eldorado),Gallatin County,Illinois,862641877ffffff,12,9.52,9.52,56413750.00390625,27990.188123769807,1758492298951,Synapse54,1758492298951,Synapse54
97,52639 (Montrose),Lee County,Iowa,862670217ffffff,31,8.2,8.2,60910000.00390625,29074.559471245244,1758492298951,Synapse54,1758492298951,Synapse54
98,47620 (Mount Vernon),Posey County,Indiana,86266a417ffffff,3,7.69,7.69,56429999.99609375,27988.19279691602,1758492298951,Synapse54,1758492298951,Synapse54
99,62354 (Nauvoo),Hancock County,Illinois,86267021fffffff,14,6.39,6.39,61000000.0,29099.2440222878,1758492298951,Synapse54,1758492298951,Synapse54
100,62358 (Niota),Hancock County,Illinois,862670227ffffff,6,6.82,6.82,61082500.00390625,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
101,62321 (Carthage),Hancock County,Illinois,86267022fffffff,5,10.64,10.64,60907500.0,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
102,62354 (Nauvoo),Hancock County,Illinois,862670237ffffff,17,7.83,7.83,60893749.99609375,29076.10642679267,1758492298951,Synapse54,1758492298951,Synapse54
103,62321 (Carthage),Hancock County,Illinois,862670247ffffff,204,10.36,10.36,60907499.99609375,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
104,62321 (Carthage),Hancock County,Illinois,86267024fffffff,12,10.43,10.43,60907500.00390625,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
105,62321 (Carthage),Hancock County,Illinois,862670257ffffff,13,6.28,6.28,60907499.99609375,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
106,62321 (Carthage),Hancock County,Illinois,86267025fffffff,19,10.98,10.98,60704999.99609375,29034.2326329196,1758492298951,Synapse54,1758492298951,Synapse54
107,62321 (Carthage),Hancock County,Illinois,862670267ffffff,64,9.73,9.73,60907499.99609375,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
108,62321 (Carthage),Hancock County,Illinois,86267026fffffff,10,10.99,10.99,60907500.00390625,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
109,62321 (Carthage),Hancock County,Illinois,862670277ffffff,25,9.77,9.77,60907500.00390625,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
110,52632 (Keokuk),Lee County,Iowa,8626702afffffff,125,8.34,8.34,61188749.99609375,29146.273986644155,1758492298951,Synapse54,1758492298951,Synapse54
111,62379 (Warsaw),Hancock County,Illinois,8626702c7ffffff,12,8.57,8.57,60910000.0,29074.559471245244,1758492298951,Synapse54,1758492298951,Synapse54
112,62379 (Warsaw),Hancock County,Illinois,8626702cfffffff,8,8.79,8.79,60705000.0,29034.2326329196,1758492298951,Synapse54,1758492298951,Synapse54
113,62379 (Warsaw),Hancock County,Illinois,8626702d7ffffff,149,10.41,10.41,61082500.00390625,29123.136391149026,1758492298951,Synapse54,1758492298951,Synapse54
114,62379 (Warsaw),Hancock County,Illinois,8626702dfffffff,5,9.62,9.62,60875000.0,29069.41684156021,1758492298951,Synapse54,1758492298951,Synapse54
115,62341 (Hamilton),Hancock County,Illinois,8626702e7ffffff,43,9.31,9.31,60705000.00390625,29034.2326329196,1758492298951,Synapse54,1758492298951,Synapse54
116,62379 (Warsaw),Hancock County,Illinois,8626702efffffff,7,10.0,10.0,60907500.0,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
117,62341 (Hamilton),Hancock County,Illinois,8626702f7ffffff,1057,10.02,10.02,61084999.99609375,29119.269075471067,1758492298951,Synapse54,1758492298951,Synapse54
118,52658 (Wever),Lee County,Iowa,862670307ffffff,57,10.12,10.12,61082500.0,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
119,62358 (Niota),Hancock County,Illinois,86267030fffffff,21,9.25,9.25,61082499.99609375,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
120,52627 (Fort Madison),Lee County,Iowa,862670317ffffff,892,9.65,9.65,61082500.0,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
121,62358 (Niota),Hancock County,Illinois,86267031fffffff,25,8.39,8.39,61082500.00390625,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
122,52658 (Wever),Lee County,Iowa,86267032fffffff,81,9.04,9.04,61082500.0,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
123,62330 (Dallas City),Hancock County,Illinois,862670347ffffff,6,7.69,7.69,60907500.00390625,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
124,62321 (Carthage),Hancock County,Illinois,86267034fffffff,6,8.0,8.0,60907500.00390625,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
125,62330 (Dallas City),Hancock County,Illinois,862670357ffffff,17,9.77,9.77,60907500.0,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
126,62265 (New Baden),Clinton County,Illinois,862640107ffffff,39,11.21,11.21,57842499.99609375,28331.744559752362,1758492298951,Synapse54,1758492298951,Synapse54
127,62321 (Carthage),Hancock County,Illinois,86267035fffffff,11,8.66,8.66,60907499.99609375,29078.4267869232,1758492298951,Synapse54,1758492298951,Synapse54
128,62330 (Dallas City),Hancock County,Illinois,862670367ffffff,7,9.72,9.72,60906249.99609375,29082.852499086846,1758492298951,Synapse54,1758492298951,Synapse54
129,61450 (La Harpe),Hancock County,Illinois,86267036fffffff,4,7.55,7.55,60696250.0,29033.06580863965,1758492298951,Synapse54,1758492298951,Synapse54
130,62330 (Dallas City),Hancock County,Illinois,862670377ffffff,12,9.68,9.68,60907499.99609375,29078.426786923203,1758492298951,Synapse54,1758492298951,Synapse54
131,52627 (Fort Madison),Lee County,Iowa,86267038fffffff,118,8.12,8.12,61282500.0,29167.01854892821,1758492298951,Synapse54,1758492298951,Synapse54
132,52627 (Fort Madison),Lee County,Iowa,8626703afffffff,92,7.13,7.13,61082500.00390625,29117.98022066574,1758492298951,Synapse54,1758492298951,Synapse54
133,61272 (New Boston),Mercer County,Illinois,862670947ffffff,2,11.11,11.11,62606250.00390625,29482.637430284754,1758492298951,Synapse54,1758492298951,Synapse54
134,52653 (Wapello),Louisa County,Iowa,86267094fffffff,27,5.88,5.88,62737499.99609375,29508.88629330572,1758492298951,Synapse54,1758492298951,Synapse54
135,61272 (New Boston),Mercer County,Illinois,862670967ffffff,3,9.38,9.38,62926249.99609375,29553.278224163063,1758492298951,Synapse54,1758492298951,Synapse54
136,61272 (New Boston),Mercer County,Illinois,86267096fffffff,31,8.66,8.66,62737500.0,29508.88629330572,1758492298951,Synapse54,1758492298951,Synapse54
137,52761 (Muscatine),Louisa County,Iowa,862670977ffffff,6,6.12,6.12,62925000.0,29553.08705505461,1758492298951,Synapse54,1758492298951,Synapse54
138,61437 (Gladstone),Henderson County,Illinois,862670a07ffffff,24,7.16,7.16,61530000.0,29229.74458949782,1758492298951,Synapse54,1758492298951,Synapse54
139,61480 (Stronghurst),Henderson County,Illinois,862670a0fffffff,10,6.54,6.54,61511250.0,29226.252902391836,1758492298951,Synapse54,1758492298951,Synapse54
140,52601 (Burlington),Des Moines County,Iowa,862670a17ffffff,896,10.17,10.17,61442500.0,29206.486277752294,1758492298951,Synapse54,1758492298951,Synapse54
141,61425 (Carman),Henderson County,Illinois,862670a1fffffff,36,7.59,7.59,61326250.0,29181.7305381478,1758492298951,Synapse54,1758492298951,Synapse54
142,61437 (Gladstone),Henderson County,Illinois,862670a27ffffff,19,6.99,6.99,61728750.00390625,29273.52334826197,1758492298951,Synapse54,1758492298951,Synapse54
143,61437 (Gladstone),Henderson County,Illinois,862670a2fffffff,7,7.29,7.29,61728750.0,29273.72473394963,1758492298951,Synapse54,1758492298951,Synapse54
144,52601 (Burlington),Des Moines County,Iowa,862670a37ffffff,5,4.42,4.42,61747500.0,29277.26663996895,1758492298951,Synapse54,1758492298951,Synapse54
145,61471 (Raritan),Henderson County,Illinois,862670a47ffffff,8,8.89,8.89,61263750.0,29163.77102725753,1758492298951,Synapse54,1758492298951,Synapse54
146,61471 (Raritan),Henderson County,Illinois,862670a4fffffff,11,8.73,8.73,60959999.99609375,29093.10339290015,1758492298951,Synapse54,1758492298951,Synapse54
147,61480 (Stronghurst),Henderson County,Illinois,862670a57ffffff,20,9.01,9.01,61479999.99609375,29211.267968272,1758492298951,Synapse54,1758492298951,Synapse54
148,61454 (Lomax),Henderson County,Illinois,862670a5fffffff,4,8.33,8.33,61210000.0,29152.058146029645,1758492298951,Synapse54,1758492298951,Synapse54
149,61460 (Media),Henderson County,Illinois,862670a67ffffff,14,8.54,8.54,61479999.99609375,29211.267968272,1758492298951,Synapse54,1758492298951,Synapse54
150,61471 (Raritan),Henderson County,Illinois,862670a6fffffff,7,9.72,9.72,61480000.0,29211.267968272,1758492298951,Synapse54,1758492298951,Synapse54
151,61460 (Media),Henderson County,Illinois,862670a77ffffff,62,8.33,8.33,61480000.0,29211.267968272,1758492298951,Synapse54,1758492298951,Synapse54
152,61454 (Lomax),Henderson County,Illinois,862670ac7ffffff,42,9.13,9.13,61028749.99609375,29112.65139536243,1758492298951,Synapse54,1758492298951,Synapse54
153,62330 (Dallas City),Hancock County,Illinois,862670acfffffff,7,10.0,10.0,61058750.0,29115.81798608429,1758492298951,Synapse54,1758492298951,Synapse54
154,52658 (Wever),Lee County,Iowa,862670ad7ffffff,2,6.9,6.9,61210000.00390625,29149.978482690927,1758492298951,Synapse54,1758492298951,Synapse54
155,62330 (Dallas City),Henderson County,Illinois,862670adfffffff,13,9.7,9.7,60975000.0,29091.777347564832,1758492298951,Synapse54,1758492298951,Synapse54
156,61425 (Carman),Henderson County,Illinois,862670ae7ffffff,12,6.82,6.82,61345000.0,29183.056442281628,1758492298951,Synapse54,1758492298951,Synapse54
157,61454 (Lomax),Henderson County,Illinois,862670aefffffff,12,9.3,9.3,61058750.00390625,29115.81798608429,1758492298951,Synapse54,1758492298951,Synapse54
158,61425 (Carman),Henderson County,Illinois,862670af7ffffff,18,7.03,7.03,61343750.0,29182.864428330195,1758492298951,Synapse54,1758492298951,Synapse54
159,52601 (Burlington),Des Moines County,Iowa,862670b07ffffff,27,7.92,7.92,62250000.0,29394.93833158096,1758492298951,Synapse54,1758492298951,Synapse54
160,61469 (Oquawka),Henderson County,Illinois,862670b0fffffff,79,7.6,7.6,61815000.0,29295.078015951705,1758492298951,Synapse54,1758492298951,Synapse54
161,52601 (Burlington),Des Moines County,Iowa,862670b1fffffff,6,10.91,10.91,61728749.99609375,29273.52334826197,1758492298951,Synapse54,1758492298951,Synapse54
162,61469 (Oquawka),Henderson County,Illinois,862670b27ffffff,16,7.58,7.58,62268750.0,29398.68162328794,1758492298951,Synapse54,1758492298951,Synapse54
163,61469 (Oquawka),Henderson County,Illinois,862670b2fffffff,15,7.69,7.69,62249999.99609375,29394.93833158096,1758492298951,Synapse54,1758492298951,Synapse54
164,61418 (Biggsville),Henderson County,Illinois,862670b47ffffff,10,9.52,9.52,61647500.0,29254.525438558976,1758492298951,Synapse54,1758492298951,Synapse54
165,61478 (Smithshire),Warren County,Illinois,862670b4fffffff,15,10.87,10.87,61597500.0,29240.915250933485,1758492298951,Synapse54,1758492298951,Synapse54
166,61418 (Biggsville),Henderson County,Illinois,862670b57ffffff,38,9.13,9.13,61647500.0,29254.525438558976,1758492298951,Synapse54,1758492298951,Synapse54
167,61418 (Biggsville),Henderson County,Illinois,862670b5fffffff,7,8.86,8.86,61647500.0078125,29254.525438558976,1758492298951,Synapse54,1758492298951,Synapse54
168,61462 (Monmouth),Warren County,Illinois,862670b67ffffff,9,11.25,11.25,61833750.00390625,29298.82130765868,1758492298951,Synapse54,1758492298951,Synapse54
169,61447 (Kirkwood),Warren County,Illinois,862670b6fffffff,79,11.74,11.74,61971250.0,29332.400673563778,1758492298951,Synapse54,1758492298951,Synapse54
170,61469 (Oquawka),Henderson County,Illinois,862670b77ffffff,14,9.27,9.27,61833749.99609375,29298.82130765868,1758492298951,Synapse54,1758492298951,Synapse54
171,62681 (Rushville),Schuyler County,Illinois,862671007ffffff,14,9.66,9.66,59967500.0,28854.40221587152,1758492298951,Synapse54,1758492298951,Synapse54
172,62639 (Frederick),Schuyler County,Illinois,86267100fffffff,9,8.65,8.65,60175000.0,28904.1702849863,1758492298951,Synapse54,1758492298951,Synapse54
173,62681 (Rushville),Schuyler County,Illinois,862671017ffffff,360,10.2,10.2,59967499.99609375,28854.402215871516,1758492298951,Synapse54,1758492298951,Synapse54
174,62681 (Rushville),Schuyler County,Illinois,86267101fffffff,32,8.89,8.89,60071250.0,28876.958638683976,1758492298951,Synapse54,1758492298951,Synapse54
