OBJECTID,admin4_name,admin3_name,admin2_name,id,GENX_CY,GENX_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,62458 (Saint Elmo),Fayette County,Illinois,862645d8fffffff,179,18.88,18.88,57797500.0,28329.389774144587,1758492426650,Synapse54,1758492426650,Synapse54
2,62563 (Rochester),Sangamon County,Illinois,8626448b7ffffff,55,21.24,21.24,58971250.0,28614.68248299292,1758492426650,Synapse54,1758492426650,Synapse54
3,62418 (Brownstown),Fayette County,Illinois,862645d97ffffff,48,20.87,20.87,57863749.99609375,28344.841203192394,1758492426650,Synapse54,1758492426650,Synapse54
4,62626 (Carlinville),Macoupin County,Illinois,86264445fffffff,20,21.05,21.05,59039999.99609375,28631.38441193168,1758492426650,Synapse54,1758492426650,Synapse54
5,62626 (Carlinville),Macoupin County,Illinois,862644467ffffff,43,17.62,17.62,59039999.99609375,28631.38441193168,1758492426650,Synapse54,1758492426650,Synapse54
6,62568 (Taylorville),Christian County,Illinois,8626448c7ffffff,1066,21.78,21.78,58628749.99609375,28531.792056034672,1758492426650,Synapse54,1758492426650,Synapse54
7,62458 (Saint Elmo),Fayette County,Illinois,862645d9fffffff,54,19.01,19.01,57693750.00390625,28300.96428323849,1758492426650,Synapse54,1758492426650,Synapse54
8,62555 (Owaneco),Christian County,Illinois,8626448cfffffff,74,27.41,27.41,58425000.00390625,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
9,62414 (Beecher City),Fayette County,Illinois,862645da7ffffff,52,21.76,21.76,57985000.0,28376.05941118215,1758492426650,Synapse54,1758492426650,Synapse54
10,62672 (Nilwood),Macoupin County,Illinois,86264446fffffff,18,16.22,16.22,58781250.0,28567.6428407055,1758492426650,Synapse54,1758492426650,Synapse54
11,62568 (Taylorville),Christian County,Illinois,8626448d7ffffff,1462,19.2,19.2,58766250.00390625,28564.428574609665,1758492426650,Synapse54,1758492426650,Synapse54
12,62411 (Altamont),Effingham County,Illinois,862645dafffffff,313,18.28,18.28,57782500.0,28326.356910810646,1758492426650,Synapse54,1758492426650,Synapse54
13,62626 (Carlinville),Macoupin County,Illinois,862644477ffffff,35,18.23,18.23,58680000.0,28544.80842268175,1758492426650,Synapse54,1758492426650,Synapse54
14,62086 (Sorento),Bond County,Illinois,862644677ffffff,44,19.73,19.73,58390000.00390625,28475.444920139747,1758492426650,Synapse54,1758492426650,Synapse54
15,62568 (Taylorville),Christian County,Illinois,8626448dfffffff,90,19.82,19.82,58732500.0,28559.211546394177,1758492426650,Synapse54,1758492426650,Synapse54
16,62001 (Alhambra),Madison County,Illinois,8626446cfffffff,97,22.1,22.1,58506250.0,28495.659389104236,1758492426650,Synapse54,1758492426650,Synapse54
17,62414 (Beecher City),Fayette County,Illinois,862645db7ffffff,32,21.77,21.77,57985000.0,28376.05941118215,1758492426650,Synapse54,1758492426650,Synapse54
18,62001 (Alhambra),Madison County,Illinois,8626446e7ffffff,129,20.71,20.71,58287500.00390625,28448.022688777586,1758492426650,Synapse54,1758492426650,Synapse54
19,62044 (Greenfield),Greene County,Illinois,862644487ffffff,49,19.52,19.52,59040000.00390625,28631.38441193168,1758492426650,Synapse54,1758492426650,Synapse54
20,62265 (New Baden),Clinton County,Illinois,862640127ffffff,104,21.27,21.27,57945000.0,28358.942990582444,1758492426650,Synapse54,1758492426650,Synapse54
21,62056 (Litchfield),Montgomery County,Illinois,862644707ffffff,168,20.27,20.27,58404999.99609375,28472.98305760687,1758492426650,Synapse54,1758492426650,Synapse54
22,62568 (Taylorville),Christian County,Illinois,8626448e7ffffff,54,19.15,19.15,58594999.99609375,28525.814719486723,1758492426650,Synapse54,1758492426650,Synapse54
23,61272 (New Boston),Mercer County,Illinois,862670967ffffff,7,21.88,21.88,62926249.99609375,29553.278224163063,1758492426650,Synapse54,1758492426650,Synapse54
24,62271 (Okawville),Clinton County,Illinois,86264012fffffff,53,20.38,20.38,57742500.0,28309.303506499375,1758492426650,Synapse54,1758492426650,Synapse54
25,62338 (Fowler),Adams County,Illinois,862673b37ffffff,122,22.39,22.39,60406250.00390625,28959.613305042094,1758492426650,Synapse54,1758492426650,Synapse54
26,62347 (Liberty),Adams County,Illinois,862673b47ffffff,49,20.16,20.16,60543750.00390625,28991.989812650623,1758492426650,Synapse54,1758492426650,Synapse54
27,47631 (New Harmony),Posey County,Indiana,86264526fffffff,7,18.92,18.92,56134999.99609375,27921.19020520542,1758492426650,Synapse54,1758492426650,Synapse54
28,62056 (Litchfield),Montgomery County,Illinois,86264470fffffff,22,18.33,18.33,58781250.0,28567.642840705506,1758492426650,Synapse54,1758492426650,Synapse54
29,62312 (Barry),Adams County,Illinois,862673b4fffffff,17,19.54,19.54,60232500.0,28915.132722347902,1758492426650,Synapse54,1758492426650,Synapse54
30,62827 (Crossville),White County,Illinois,86264534fffffff,22,19.64,19.64,56351249.99609375,27970.178915552202,1758492426650,Synapse54,1758492426650,Synapse54
31,62069 (Mount Olive),Macoupin County,Illinois,86264471fffffff,75,20.89,20.89,58390000.0,28475.444920139747,1758492426650,Synapse54,1758492426650,Synapse54
32,62360 (Payson),Adams County,Illinois,862673b57ffffff,38,18.18,18.18,60150000.0,28896.084849951796,1758492426650,Synapse54,1758492426650,Synapse54
33,47620 (Mount Vernon),Posey County,Indiana,86266a417ffffff,9,23.08,23.08,56429999.99609375,27988.19279691602,1758492426650,Synapse54,1758492426650,Synapse54
34,62056 (Litchfield),Montgomery County,Illinois,862644727ffffff,333,17.23,17.23,58781250.0,28567.87574780077,1758492426650,Synapse54,1758492426650,Synapse54
35,47620 (Mount Vernon),Posey County,Indiana,86266a41fffffff,3,20.0,20.0,56164999.99609375,27928.432000688917,1758492426650,Synapse54,1758492426650,Synapse54
36,62365 (Plainville),Adams County,Illinois,862673b5fffffff,35,20.35,20.35,60045000.0,28873.176330769522,1758492426650,Synapse54,1758492426650,Synapse54
37,47620 (Mount Vernon),Posey County,Indiana,86266a437ffffff,9,21.43,21.43,56135000.0,27915.620822769335,1758492426650,Synapse54,1758492426650,Synapse54
38,62867 (New Haven),Gallatin County,Illinois,86266a4afffffff,0,0.0,0.0,56135000.00390625,27915.620822769335,1758492426650,Synapse54,1758492426650,Synapse54
39,62347 (Liberty),Adams County,Illinois,862673b67ffffff,40,21.74,21.74,60127500.0,28891.99249714231,1758492426650,Synapse54,1758492426650,Synapse54
40,62056 (Litchfield),Montgomery County,Illinois,86264472fffffff,772,17.77,17.77,58608750.00390625,28523.45802551955,1758492426650,Synapse54,1758492426650,Synapse54
41,62347 (Liberty),Adams County,Illinois,862673b6fffffff,30,20.13,20.13,60232499.99609375,28915.132722347902,1758492426650,Synapse54,1758492426650,Synapse54
42,62347 (Liberty),Adams County,Illinois,862673b77ffffff,180,20.2,20.2,60232500.0,28914.901016324584,1758492426650,Synapse54,1758492426650,Synapse54
43,62056 (Litchfield),Macoupin County,Illinois,862644737ffffff,12,21.05,21.05,58405000.0,28472.98305760687,1758492426650,Synapse54,1758492426650,Synapse54
44,63471 (Taylor),Marion County,Missouri,862673b87ffffff,431,18.28,18.28,60500000.0,28980.513083330785,1758492426650,Synapse54,1758492426650,Synapse54
45,62091 (Walshville),Montgomery County,Illinois,862644747ffffff,31,19.87,19.87,58508750.0,28500.402547966376,1758492426650,Synapse54,1758492426650,Synapse54
46,62305 (Quincy),Adams County,Illinois,862673b8fffffff,89,18.62,18.62,60337500.0,28938.041241530176,1758492426650,Synapse54,1758492426650,Synapse54
47,63471 (Taylor),Marion County,Missouri,862673b9fffffff,11,21.57,21.57,60708750.00390625,29030.582916918458,1758492426650,Synapse54,1758492426650,Synapse54
48,62086 (Sorento),Bond County,Illinois,86264474fffffff,110,21.24,21.24,58218750.0,28431.039045424375,1758492426650,Synapse54,1758492426650,Synapse54
49,47620 (Mount Vernon),Posey County,Indiana,86266a517ffffff,10,21.28,21.28,56135000.00390625,27915.620822769335,1758492426650,Synapse54,1758492426650,Synapse54
50,62091 (Walshville),Montgomery County,Illinois,862644757ffffff,32,18.6,18.6,58218750.0,28431.039045424375,1758492426650,Synapse54,1758492426650,Synapse54
51,62301 (Quincy),Adams County,Illinois,862673ba7ffffff,3738,17.99,17.99,60525000.0,28979.997633108556,1758492426650,Synapse54,1758492426650,Synapse54
52,62956 (Karnak),Massac County,Illinois,86264170fffffff,42,19.63,19.63,56491250.0,27999.305825235093,1758492426650,Synapse54,1758492426650,Synapse54
53,62086 (Sorento),Montgomery County,Illinois,86264475fffffff,137,21.51,21.51,58508749.99609375,28500.402547966372,1758492426650,Synapse54,1758492426650,Synapse54
54,62301 (Quincy),Adams County,Illinois,862673bafffffff,3070,17.69,17.69,60500000.00390625,28980.513083330785,1758492426650,Synapse54,1758492426650,Synapse54
55,62867 (New Haven),White County,Illinois,86266a58fffffff,6,21.43,21.43,56134999.99609375,27915.620822769335,1758492426650,Synapse54,1758492426650,Synapse54
56,62049 (Hillsboro),Montgomery County,Illinois,862644767ffffff,40,19.23,19.23,58321249.99609375,28458.461276786536,1758492426650,Synapse54,1758492426650,Synapse54
57,63454 (Maywood),Lewis County,Missouri,862673bb7ffffff,10,21.74,21.74,60525000.0,28979.997633108556,1758492426650,Synapse54,1758492426650,Synapse54
58,62049 (Hillsboro),Montgomery County,Illinois,86264476fffffff,60,19.61,19.61,58421250.00390625,28475.96848034799,1758492426650,Synapse54,1758492426650,Synapse54
59,61259 (Illinois City),Rock Island County,Illinois,862674247ffffff,42,20.39,20.39,63281250.0,29633.95188653054,1758492426650,Synapse54,1758492426650,Synapse54
60,62049 (Hillsboro),Montgomery County,Illinois,862644777ffffff,38,19.29,19.29,58406250.0,28473.20411713629,1758492426650,Synapse54,1758492426650,Synapse54
61,61284 (Taylor Ridge),Rock Island County,Illinois,86267424fffffff,27,17.76,17.76,63421250.0,29669.31318513002,1758492426650,Synapse54,1758492426650,Synapse54
62,62571 (Tower Hill),Shelby County,Illinois,862644a07ffffff,26,21.85,21.85,58424999.99609375,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
63,62821 (Carmi),White County,Illinois,86266a5afffffff,5,19.23,19.23,56532500.0,28015.598433874227,1758492426650,Synapse54,1758492426650,Synapse54
64,61259 (Illinois City),Rock Island County,Illinois,862674257ffffff,87,23.45,23.45,63622500.0,29717.829441915284,1758492426650,Synapse54,1758492426650,Synapse54
65,62571 (Tower Hill),Shelby County,Illinois,862644a0fffffff,22,19.47,19.47,58187500.00390625,28426.351428805334,1758492426650,Synapse54,1758492426650,Synapse54
66,61259 (Illinois City),Rock Island County,Illinois,86267425fffffff,34,20.86,20.86,63062500.0,29581.94237088249,1758492426650,Synapse54,1758492426650,Synapse54
67,62557 (Pana),Shelby County,Illinois,862644a17ffffff,70,20.65,20.65,58170000.0,28422.989017121174,1758492426650,Synapse54,1758492426650,Synapse54
68,61284 (Taylor Ridge),Rock Island County,Illinois,86267426fffffff,101,17.97,17.97,63541250.0,29698.91480038257,1758492426650,Synapse54,1758492426650,Synapse54
69,62571 (Tower Hill),Shelby County,Illinois,862644a1fffffff,24,20.69,20.69,58170000.0,28422.989017121177,1758492426650,Synapse54,1758492426650,Synapse54
70,61259 (Illinois City),Rock Island County,Illinois,8626742c7ffffff,29,23.77,23.77,63162500.0,29604.538291548415,1758492426650,Synapse54,1758492426650,Synapse54
71,62571 (Tower Hill),Shelby County,Illinois,862644a27ffffff,58,21.56,21.56,58325000.00390625,28459.217028399486,1758492426650,Synapse54,1758492426650,Synapse54
72,62438 (Lakewood),Shelby County,Illinois,862644a2fffffff,40,21.98,21.98,57984999.99609375,28376.64892843383,1758492426650,Synapse54,1758492426650,Synapse54
73,61272 (New Boston),Mercer County,Illinois,8626742cfffffff,45,20.55,20.55,63314999.99609375,29644.023916075814,1758492426650,Synapse54,1758492426650,Synapse54
74,62571 (Tower Hill),Shelby County,Illinois,862644a37ffffff,110,20.91,20.91,57967500.0,28373.266694098493,1758492426650,Synapse54,1758492426650,Synapse54
75,52761 (Muscatine),Muscatine County,Iowa,8626742d7ffffff,409,22.18,22.18,63213750.0,29625.80781788319,1758492426650,Synapse54,1758492426650,Synapse54
76,62414 (Beecher City),Fayette County,Illinois,862644a47ffffff,67,19.31,19.31,57985000.00390625,28370.896875934483,1758492426650,Synapse54,1758492426650,Synapse54
77,61272 (New Boston),Mercer County,Illinois,8626742dfffffff,16,25.0,25.0,63025000.0,29581.41588702585,1758492426650,Synapse54,1758492426650,Synapse54
78,62414 (Beecher City),Effingham County,Illinois,862644a4fffffff,94,18.65,18.65,57797499.99609375,28328.592914803234,1758492426650,Synapse54,1758492426650,Synapse54
79,62863 (Mount Carmel),Wabash County,Illinois,86264536fffffff,306,20.89,20.89,56340000.00390625,27972.40576972079,1758492426650,Synapse54,1758492426650,Synapse54
80,61259 (Illinois City),Rock Island County,Illinois,8626742e7ffffff,44,23.78,23.78,63332500.0,29647.71659776498,1758492426650,Synapse54,1758492426650,Synapse54
81,62422 (Cowden),Fayette County,Illinois,862644a57ffffff,22,20.56,20.56,58155000.0,28415.00096062924,1758492426650,Synapse54,1758492426650,Synapse54
82,61259 (Illinois City),Rock Island County,Illinois,8626742efffffff,33,23.74,23.74,63402500.00390625,29665.59591533806,1758492426650,Synapse54,1758492426650,Synapse54
83,62414 (Beecher City),Fayette County,Illinois,862644a5fffffff,59,22.01,22.01,57967500.0,28372.696999497988,1758492426650,Synapse54,1758492426650,Synapse54
84,52761 (Muscatine),Muscatine County,Iowa,8626742f7ffffff,2449,18.01,18.01,63315000.0,29644.223338902193,1758492426650,Synapse54,1758492426650,Synapse54
85,62414 (Beecher City),Shelby County,Illinois,862644a67ffffff,35,18.62,18.62,57967500.0,28372.696999497988,1758492426650,Synapse54,1758492426650,Synapse54
86,61414 (Altona),Knox County,Illinois,862675007ffffff,88,16.57,16.57,62823749.99609375,29533.076485250924,1758492426650,Synapse54,1758492426650,Synapse54
87,62461 (Shumway),Effingham County,Illinois,862644a6fffffff,42,18.03,18.03,57886250.0,28348.81962508441,1758492426650,Synapse54,1758492426650,Synapse54
88,61485 (Victoria),Knox County,Illinois,86267500fffffff,14,19.72,19.72,62726250.00390625,29510.737504911696,1758492426650,Synapse54,1758492426650,Synapse54
89,62422 (Cowden),Shelby County,Illinois,862644a77ffffff,136,18.97,18.97,58169999.99609375,28422.989017121174,1758492426650,Synapse54,1758492426650,Synapse54
90,62863 (Mount Carmel),Wabash County,Illinois,862645a4fffffff,522,19.95,19.95,56340000.0,27972.40576972079,1758492426650,Synapse54,1758492426650,Synapse54
91,61467 (Oneida),Knox County,Illinois,862675017ffffff,15,18.52,18.52,62803750.0,29529.06380756078,1758492426650,Synapse54,1758492426650,Synapse54
92,62553 (Oconee),Montgomery County,Illinois,862644a87ffffff,34,19.54,19.54,58425000.0,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
93,61467 (Oneida),Knox County,Illinois,86267501fffffff,148,19.65,19.65,62347499.99609375,29415.673173948286,1758492426650,Synapse54,1758492426650,Synapse54
94,47631 (New Harmony),Posey County,Indiana,86266ac87ffffff,96,18.15,18.15,56070000.0,27905.06410782499,1758492426650,Synapse54,1758492426650,Synapse54
95,62451 (Palestine),Crawford County,Illinois,86266e527ffffff,43,18.14,18.14,57434999.99609375,28245.037474635494,1758492426650,Synapse54,1758492426650,Synapse54
96,62553 (Oconee),Shelby County,Illinois,862644a8fffffff,21,20.39,20.39,58424999.99609375,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
97,61434 (Galva),Henry County,Illinois,862675027ffffff,22,18.64,18.64,62922500.0,29550.740032904876,1758492426650,Synapse54,1758492426650,Synapse54
98,47861 (Merom),Sullivan County,Indiana,86266e52fffffff,130,20.16,20.16,57487500.0,28255.53455376411,1758492426650,Synapse54,1758492426650,Synapse54
99,47838 (Carlisle),Sullivan County,Indiana,86266e547ffffff,10,19.23,19.23,56915000.0,28115.372711081123,1758492426650,Synapse54,1758492426650,Synapse54
100,62075 (Nokomis),Montgomery County,Illinois,862644a97ffffff,11,18.33,18.33,58050000.0,28391.969930917163,1758492426650,Synapse54,1758492426650,Synapse54
101,62427 (Flat Rock),Crawford County,Illinois,86266e55fffffff,16,20.78,20.78,56706250.00390625,28062.98313871403,1758492426650,Synapse54,1758492426650,Synapse54
102,61414 (Altona),Knox County,Illinois,86267502fffffff,12,18.18,18.18,62685000.0,29493.13740760809,1758492426650,Synapse54,1758492426650,Synapse54
103,62451 (Palestine),Crawford County,Illinois,86266e577ffffff,21,19.63,19.63,57069999.99609375,28156.798161269075,1758492426650,Synapse54,1758492426650,Synapse54
104,61490 (Woodhull),Henry County,Illinois,862675037ffffff,26,19.7,19.7,62825000.0,29533.30342270114,1758492426650,Synapse54,1758492426650,Synapse54
105,62080 (Ramsey),Montgomery County,Illinois,862644a9fffffff,25,18.94,18.94,58050000.0,28391.969930917163,1758492426650,Synapse54,1758492426650,Synapse54
106,47591 (Vincennes),Knox County,Indiana,86266e787ffffff,19,16.1,16.1,56262500.0,27953.533154214605,1758492426650,Synapse54,1758492426650,Synapse54
107,61489 (Williamsfield),Knox County,Illinois,862675047ffffff,21,20.0,20.0,62347500.0,29415.673173948286,1758492426650,Synapse54,1758492426650,Synapse54
108,62557 (Pana),Shelby County,Illinois,862644aa7ffffff,18,20.69,20.69,58424999.99609375,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
109,62460 (Saint Francisville),Lawrence County,Illinois,86266e79fffffff,105,15.86,15.86,56358750.00390625,27975.129486291324,1758492426650,Synapse54,1758492426650,Synapse54
110,61489 (Williamsfield),Knox County,Illinois,86267504fffffff,62,20.81,20.81,62369999.99609375,29423.141716992068,1758492426650,Synapse54,1758492426650,Synapse54
111,62553 (Oconee),Shelby County,Illinois,862644aafffffff,44,20.47,20.47,58425000.00390625,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
112,47591 (Vincennes),Knox County,Indiana,86266e7a7ffffff,487,18.6,18.6,56648750.0,28046.585137808495,1758492426650,Synapse54,1758492426650,Synapse54
113,61485 (Victoria),Knox County,Illinois,862675057ffffff,50,19.92,19.92,62369999.99609375,29423.141716992068,1758492426650,Synapse54,1758492426650,Synapse54
114,62083 (Rosamond),Montgomery County,Illinois,862644ab7ffffff,31,18.45,18.45,58425000.0,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
115,61485 (Victoria),Knox County,Illinois,86267505fffffff,26,20.16,20.16,62032500.00390625,29345.67957049352,1758492426650,Synapse54,1758492426650,Synapse54
116,62460 (Saint Francisville),Lawrence County,Illinois,86266e7b7ffffff,40,24.1,24.1,56461250.0,28004.086172333384,1758492426650,Synapse54,1758492426650,Synapse54
117,62080 (Ramsey),Fayette County,Illinois,862644ac7ffffff,28,21.54,21.54,58325000.00390625,28459.217028399486,1758492426650,Synapse54,1758492426650,Synapse54
118,61483 (Toulon),Stark County,Illinois,862675067ffffff,10,21.28,21.28,62747500.0,29514.97712005206,1758492426650,Synapse54,1758492426650,Synapse54
119,61483 (Toulon),Stark County,Illinois,86267506fffffff,29,21.8,21.8,62580000.00390625,29472.472444601102,1758492426650,Synapse54,1758492426650,Synapse54
120,62414 (Beecher City),Fayette County,Illinois,862644acfffffff,8,20.51,20.51,58083750.0,28398.495632499737,1758492426650,Synapse54,1758492426650,Synapse54
121,47631 (New Harmony),Posey County,Indiana,86266a537ffffff,13,20.97,20.97,56455000.0,27997.829653857236,1758492426650,Synapse54,1758492426650,Synapse54
122,61485 (Victoria),Knox County,Illinois,862675077ffffff,24,19.67,19.67,62347500.0,29415.673173948286,1758492426650,Synapse54,1758492426650,Synapse54
123,62080 (Ramsey),Fayette County,Illinois,862644ad7ffffff,42,20.29,20.29,58067500.00390625,28395.352165252498,1758492426650,Synapse54,1758492426650,Synapse54
124,61472 (Rio),Knox County,Illinois,862675087ffffff,36,17.65,17.65,62516249.9921875,29458.515378283657,1758492426650,Synapse54,1758492426650,Synapse54
125,62080 (Ramsey),Fayette County,Illinois,862644adfffffff,36,20.93,20.93,58066249.99609375,28395.1133981644,1758492426650,Synapse54,1758492426650,Synapse54
126,61488 (Wataga),Knox County,Illinois,86267508fffffff,83,20.15,20.15,62495000.0078125,29454.688339833345,1758492426650,Synapse54,1758492426650,Synapse54
127,62431 (Herrick),Shelby County,Illinois,862644ae7ffffff,117,20.42,20.42,58066250.0,28395.1133981644,1758492426650,Synapse54,1758492426650,Synapse54
128,62827 (Crossville),White County,Illinois,86266ac97ffffff,1,25.0,25.0,56436249.99609375,27999.82498071102,1758492426650,Synapse54,1758492426650,Synapse54
129,47631 (New Harmony),Posey County,Indiana,86266ac9fffffff,130,17.74,17.74,56267500.00390625,27955.837637647124,1758492426650,Synapse54,1758492426650,Synapse54
130,61466 (North Henderson),Mercer County,Illinois,862675097ffffff,47,19.75,19.75,62495000.00390625,29454.688339833345,1758492426650,Synapse54,1758492426650,Synapse54
131,47616 (Griffin),Posey County,Indiana,86266acb7ffffff,56,22.05,22.05,56455000.00390625,27997.829653857236,1758492426650,Synapse54,1758492426650,Synapse54
132,62422 (Cowden),Fayette County,Illinois,862644aefffffff,33,21.71,21.71,57865000.0,28345.06014762931,1758492426650,Synapse54,1758492426650,Synapse54
133,61401 (Galesburg),Knox County,Illinois,86267509fffffff,61,16.85,16.85,62496249.99609375,29454.461402383124,1758492426650,Synapse54,1758492426650,Synapse54
134,62863 (Mount Carmel),Wabash County,Illinois,86266ad87ffffff,14,23.73,23.73,56455000.0,27997.829653857236,1758492426650,Synapse54,1758492426650,Synapse54
135,62553 (Oconee),Shelby County,Illinois,862644af7ffffff,33,20.89,20.89,57984999.99609375,28376.64892843383,1758492426650,Synapse54,1758492426650,Synapse54
136,61472 (Rio),Knox County,Illinois,8626750a7ffffff,21,19.09,19.09,62713750.0,29502.118112659922,1758492426650,Synapse54,1758492426650,Synapse54
137,47885 (West Terre Haute),Vigo County,Indiana,862663a5fffffff,94,21.22,21.22,58133749.99609375,28416.84109864638,1758492426650,Synapse54,1758492426650,Synapse54
138,62565 (Shelbyville),Shelby County,Illinois,862644b0fffffff,53,21.03,21.03,58155000.00390625,28415.34010844558,1758492426650,Synapse54,1758492426650,Synapse54
139,61467 (Oneida),Knox County,Illinois,8626750afffffff,20,22.47,22.47,62683750.00390625,29499.25628417777,1758492426650,Synapse54,1758492426650,Synapse54
140,61472 (Rio),Knox County,Illinois,8626750b7ffffff,51,18.75,18.75,62902500.00390625,29549.014292895823,1758492426650,Synapse54,1758492426650,Synapse54
141,62571 (Tower Hill),Shelby County,Illinois,862644b1fffffff,87,21.7,21.7,58155000.0,28415.34010844558,1758492426650,Synapse54,1758492426650,Synapse54
142,62439 (Lawrenceville),Lawrence County,Illinois,86266e44fffffff,314,12.33,12.33,56462500.0,28004.306684036736,1758492426650,Synapse54,1758492426650,Synapse54
143,61448 (Knoxville),Knox County,Illinois,8626750c7ffffff,27,19.29,19.29,62130000.00390625,29368.016463671484,1758492426650,Synapse54,1758492426650,Synapse54
144,62565 (Shelbyville),Shelby County,Illinois,862644b47ffffff,55,18.77,18.77,58088750.00390625,28404.504724739425,1758492426650,Synapse54,1758492426650,Synapse54
145,61436 (Gilson),Knox County,Illinois,8626750cfffffff,22,19.47,19.47,62178749.99609375,29384.46779892836,1758492426650,Synapse54,1758492426650,Synapse54
146,62565 (Shelbyville),Shelby County,Illinois,862644b4fffffff,31,18.67,18.67,57886250.0,28354.212707116243,1758492426650,Synapse54,1758492426650,Synapse54
147,61401 (Galesburg),Knox County,Illinois,8626750d7ffffff,157,19.1,19.1,62347499.9921875,29415.673173948286,1758492426650,Synapse54,1758492426650,Synapse54
148,62565 (Shelbyville),Shelby County,Illinois,862644b57ffffff,40,21.28,21.28,57967500.0,28373.266694098493,1758492426650,Synapse54,1758492426650,Synapse54
149,62438 (Lakewood),Shelby County,Illinois,862644b5fffffff,32,20.78,20.78,58088750.0,28404.504724739425,1758492426650,Synapse54,1758492426650,Synapse54
150,61448 (Knoxville),Knox County,Illinois,8626750dfffffff,628,19.31,19.31,62090000.00390625,29362.236747761897,1758492426650,Synapse54,1758492426650,Synapse54
151,47561 (Oaktown),Knox County,Indiana,86266e467ffffff,27,20.45,20.45,56706250.0,28062.983138714026,1758492426650,Synapse54,1758492426650,Synapse54
152,62565 (Shelbyville),Shelby County,Illinois,862644b67ffffff,67,19.09,19.09,58088749.99609375,28404.504724739425,1758492426650,Synapse54,1758492426650,Synapse54
153,61467 (Oneida),Knox County,Illinois,8626750e7ffffff,21,21.43,21.43,62703750.00390625,29503.268961867914,1758492426650,Synapse54,1758492426650,Synapse54
154,62565 (Shelbyville),Shelby County,Illinois,862644b6fffffff,27,18.49,18.49,58088750.0,28404.504724739432,1758492426650,Synapse54,1758492426650,Synapse54
155,61428 (Dahinda),Knox County,Illinois,8626750efffffff,164,19.74,19.74,62606249.9921875,29480.932068689945,1758492426650,Synapse54,1758492426650,Synapse54
156,62565 (Shelbyville),Shelby County,Illinois,862644b77ffffff,856,16.99,16.99,58155000.0,28415.34010844558,1758492426650,Synapse54,1758492426650,Synapse54
157,61401 (Galesburg),Knox County,Illinois,8626750f7ffffff,165,20.37,20.37,62370000.0,29423.141716992068,1758492426650,Synapse54,1758492426650,Synapse54
158,47591 (Vincennes),Knox County,Indiana,86266e46fffffff,65,18.79,18.79,56636250.0,28048.0148154559,1758492426650,Synapse54,1758492426650,Synapse54
159,61238 (Cambridge),Henry County,Illinois,862675107ffffff,20,21.05,21.05,63043750.00390625,29580.73319552772,1758492426650,Synapse54,1758492426650,Synapse54
160,62557 (Pana),Christian County,Illinois,862644b8fffffff,920,17.35,17.35,58425000.00390625,28481.30249955349,1758492426650,Synapse54,1758492426650,Synapse54
161,61434 (Galva),Henry County,Illinois,86267510fffffff,46,20.09,20.09,63043749.99609375,29580.733195527715,1758492426650,Synapse54,1758492426650,Synapse54
162,62557 (Pana),Christian County,Illinois,862644b9fffffff,46,19.49,19.49,58732500.0,28559.211546394177,1758492426650,Synapse54,1758492426650,Synapse54
163,47849 (Fairbanks),Sullivan County,Indiana,86266ec87ffffff,45,23.56,23.56,57671250.0,28296.72925005221,1758492426650,Synapse54,1758492426650,Synapse54
164,61238 (Cambridge),Henry County,Illinois,862675117ffffff,15,19.48,19.48,63043750.0,29580.733195527715,1758492426650,Synapse54,1758492426650,Synapse54
165,62557 (Pana),Christian County,Illinois,862644bafffffff,29,20.28,20.28,58155000.0,28415.34010844558,1758492426650,Synapse54,1758492426650,Synapse54
166,61238 (Cambridge),Henry County,Illinois,86267511fffffff,17,20.24,20.24,63211250.00390625,29623.605402739566,1758492426650,Synapse54,1758492426650,Synapse54
167,62878 (Rinard),Wayne County,Illinois,862645007ffffff,40,20.2,20.2,56972499.9921875,28132.721273399096,1758492426650,Synapse54,1758492426650,Synapse54
168,61238 (Cambridge),Henry County,Illinois,862675127ffffff,20,20.83,20.83,63282500.00390625,29632.601124861932,1758492426650,Synapse54,1758492426650,Synapse54
169,62823 (Cisne),Wayne County,Illinois,86264500fffffff,132,18.7,18.7,57070000.0,28154.326000606412,1758492426650,Synapse54,1758492426650,Synapse54
170,61443 (Kewanee),Henry County,Illinois,86267512fffffff,18,20.45,20.45,63401249.9921875,29668.143344207514,1758492426650,Synapse54,1758492426650,Synapse54
171,62878 (Rinard),Wayne County,Illinois,862645017ffffff,25,21.01,21.01,57306250.0,28209.16860418302,1758492426650,Synapse54,1758492426650,Synapse54
172,61238 (Cambridge),Henry County,Illinois,862675137ffffff,241,19.93,19.93,63522500.0,29698.136506830353,1758492426650,Synapse54,1758492426650,Synapse54
173,62478 (West York),Crawford County,Illinois,86266ec97ffffff,48,19.51,19.51,57671250.0,28296.72925005221,1758492426650,Synapse54,1758492426650,Synapse54
