OBJECTID,admin4_name,admin3_name,admin2_name,id,GENALPHACY,GENALPHACY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1658,46567 (Syracuse),Elkhart County,Indiana,86274b38fffffff,316,12.43,12.43,65073749.99609375,30051.79515816095,1758492309873,Synapse54,1758492309873,Synapse54
1659,46990 (Urbana),Wabash County,Indiana,862665b37ffffff,32,10.36,10.36,62872499.99609375,29538.590045873032,1758492309873,Synapse54,1758492309873,Synapse54
1660,47598 (Winslow),Pike County,Indiana,86266a907ffffff,21,12.28,12.28,55909999.99609375,27867.586779714664,1758492309873,Synapse54,1758492309873,Synapse54
1661,47932 (Covington),Vermillion County,Indiana,86266025fffffff,62,7.88,7.88,60121250.0,28889.04634316541,1758492309873,Synapse54,1758492309873,Synapse54
1662,47581 (Shoals),Martin County,Indiana,86266eaafffffff,24,11.27,11.27,56558749.99609375,28029.836972227848,1758492309873,Synapse54,1758492309873,Synapse54
1663,46526 (Goshen),Elkhart County,Indiana,86274b397ffffff,158,14.23,14.23,65066249.99609375,30045.867234699228,1758492309873,Synapse54,1758492309873,Synapse54
1664,46165 (North Salem),Hendricks County,Indiana,86266110fffffff,60,9.39,9.39,59943750.0,28849.788445925806,1758492309873,Synapse54,1758492309873,Synapse54
1665,47834 (Brazil),Clay County,Indiana,86266161fffffff,76,11.76,11.76,58680000.00390625,28546.74119049899,1758492309873,Synapse54,1758492309873,Synapse54
1666,47585 (Stendal),Pike County,Indiana,86266a90fffffff,10,12.05,12.05,55948750.00390625,27870.231394030063,1758492309873,Synapse54,1758492309873,Synapse54
1667,47432 (French Lick),Orange County,Indiana,862668d87ffffff,58,8.06,8.06,56020000.0,27895.923498944157,1758492309873,Synapse54,1758492309873,Synapse54
1668,47167 (Salem),Washington County,Indiana,86266c657ffffff,547,10.47,10.47,56482500.0,28006.094624601155,1758492309873,Synapse54,1758492309873,Synapse54
1669,46553 (New Paris),Elkhart County,Indiana,86274b39fffffff,149,14.15,14.15,64547500.0,29926.133051409197,1758492309873,Synapse54,1758492309873,Synapse54
1670,47954 (Ladoga),Montgomery County,Indiana,862661117ffffff,113,12.09,12.09,59943750.0,28849.788445925802,1758492309873,Synapse54,1758492309873,Synapse54
1671,46940 (La Fontaine),Huntington County,Indiana,862665b47ffffff,39,9.77,9.77,62905000.0,29545.490362819408,1758492309873,Synapse54,1758492309873,Synapse54
1672,47660 (Oakland City),Pike County,Indiana,86266a917ffffff,25,9.96,9.96,56107500.0,27918.360309536798,1758492309873,Synapse54,1758492309873,Synapse54
1673,47987 (Veedersburg),Fountain County,Indiana,862660267ffffff,21,8.17,8.17,60810000.00390625,29055.139140396597,1758492309873,Synapse54,1758492309873,Synapse54
1674,46528 (Goshen),Elkhart County,Indiana,86274b3a7ffffff,340,16.97,16.97,65295000.00390625,30098.98192300146,1758492309873,Synapse54,1758492309873,Synapse54
1675,47522 (Crane),Martin County,Indiana,86266eab7ffffff,16,10.32,10.32,56712500.0078125,28070.891954385857,1758492309873,Synapse54,1758492309873,Synapse54
1676,47954 (Ladoga),Montgomery County,Indiana,86266111fffffff,29,12.89,12.89,59943749.99609375,28849.788445925806,1758492309873,Synapse54,1758492309873,Synapse54
1677,47167 (Salem),Washington County,Indiana,86266c65fffffff,133,10.41,10.41,55938749.99609375,27873.46932462597,1758492309873,Synapse54,1758492309873,Synapse54
1678,47834 (Brazil),Clay County,Indiana,862661627ffffff,74,7.58,7.58,58523750.00390625,28506.064643591435,1758492309873,Synapse54,1758492309873,Synapse54
1679,47660 (Oakland City),Pike County,Indiana,86266a91fffffff,3,11.54,11.54,55948750.00390625,27870.231394030063,1758492309873,Synapse54,1758492309873,Synapse54
1680,46526 (Goshen),Elkhart County,Indiana,86274b3afffffff,221,17.55,17.55,65073750.0,30051.79515816095,1758492309873,Synapse54,1758492309873,Synapse54
