OBJECTID,admin4_name,admin3_name,admin2_name,id,MILLENN_CY,MILLENN_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,46992 (Wabash),Wabash County,Indiana,862665b57ffffff,80,16.46,16.46,62493750.0,29451.581067338346,1758492393705,Synapse54,1758492393705,Synapse54
2,46940 (La Fontaine),Huntington County,Indiana,862665b5fffffff,49,19.22,19.22,62602499.99609375,29478.56672871935,1758492393705,Synapse54,1758492393705,Synapse54
3,46750 (Huntington),Huntington County,Indiana,862665b67ffffff,58,19.4,19.4,62936250.00390625,29552.227747392397,1758492393705,Synapse54,1758492393705,Synapse54
4,46792 (Warren),Huntington County,Indiana,862665b6fffffff,54,16.22,16.22,62634999.99609375,29485.467045665726,1758492393705,Synapse54,1758492393705,Synapse54
5,46750 (Huntington),Huntington County,Indiana,862665b77ffffff,35,19.44,19.44,62686250.00390625,29498.261179061872,1758492393705,Synapse54,1758492393705,Synapse54
6,46992 (Wabash),Wabash County,Indiana,862665b87ffffff,54,17.94,17.94,62926250.00390625,29552.215354095555,1758492393705,Synapse54,1758492393705,Synapse54
7,46112 (Brownsburg),Hendricks County,Indiana,862661b9fffffff,4168,22.45,22.45,59730000.0,28795.136466312913,1758492393705,Synapse54,1758492393705,Synapse54
8,46992 (Wabash),Wabash County,Indiana,862665b8fffffff,120,18.38,18.38,62708750.0,29500.00243663729,1758492393705,Synapse54,1758492393705,Synapse54
9,46278 (Indianapolis),Marion County,Indiana,862661ba7ffffff,1096,19.1,19.1,59857500.0,28827.054250019373,1758492393705,Synapse54,1758492393705,Synapse54
10,46970 (Peru),Miami County,Indiana,862665b97ffffff,67,18.41,18.41,62987500.0,29566.683937147056,1758492393705,Synapse54,1758492393705,Synapse54
11,46254 (Indianapolis),Marion County,Indiana,862661bafffffff,10982,27.76,27.76,59730000.00390625,28792.86326254365,1758492393705,Synapse54,1758492393705,Synapse54
12,46970 (Peru),Miami County,Indiana,862665b9fffffff,75,16.82,16.82,62708749.9921875,29500.00243663729,1758492393705,Synapse54,1758492393705,Synapse54
13,46112 (Brownsburg),Hendricks County,Indiana,862661bb7ffffff,1129,19.73,19.73,60130000.0,28894.051459290073,1758492393705,Synapse54,1758492393705,Synapse54
14,46992 (Wabash),Wabash County,Indiana,862665ba7ffffff,88,19.86,19.86,63150000.00390625,29605.727594301985,1758492393705,Synapse54,1758492393705,Synapse54
15,47933 (Crawfordsville),Montgomery County,Indiana,862661c07ffffff,50,22.52,22.52,60905000.0,29077.129031369044,1758492393705,Synapse54,1758492393705,Synapse54
16,47933 (Crawfordsville),Montgomery County,Indiana,862661c0fffffff,95,23.4,23.4,60243750.00390625,28917.16336238421,1758492393705,Synapse54,1758492393705,Synapse54
17,46992 (Wabash),Wabash County,Indiana,862665bafffffff,1726,21.29,21.29,63149999.99609375,29605.727594301985,1758492393705,Synapse54,1758492393705,Synapse54
18,47994 (Wingate),Montgomery County,Indiana,862661c17ffffff,103,20.85,20.85,60462500.0,28972.828547965353,1758492393705,Synapse54,1758492393705,Synapse54
19,47990 (Waynetown),Montgomery County,Indiana,862661c1fffffff,52,21.94,21.94,60562500.0,28998.53637242412,1758492393705,Synapse54,1758492393705,Synapse54
20,47967 (New Richmond),Montgomery County,Indiana,862661c27ffffff,212,23.37,23.37,60905000.0,29077.129031369044,1758492393705,Synapse54,1758492393705,Synapse54
21,47933 (Crawfordsville),Montgomery County,Indiana,862661c2fffffff,68,24.11,24.11,60243749.99609375,28917.16336238421,1758492393705,Synapse54,1758492393705,Synapse54
22,47967 (New Richmond),Montgomery County,Indiana,862661c37ffffff,104,22.03,22.03,60650000.0,29019.244020314913,1758492393705,Synapse54,1758492393705,Synapse54
23,46926 (Denver),Miami County,Indiana,862665bb7ffffff,69,19.6,19.6,62957500.0,29558.523246195808,1758492393705,Synapse54,1758492393705,Synapse54
24,47933 (Crawfordsville),Montgomery County,Indiana,862661c47ffffff,955,20.6,20.6,60243750.0,28917.16336238421,1758492393705,Synapse54,1758492393705,Synapse54
25,47933 (Crawfordsville),Montgomery County,Indiana,862661c4fffffff,142,22.94,22.94,60157499.99609375,28896.694763576186,1758492393705,Synapse54,1758492393705,Synapse54
26,47933 (Crawfordsville),Montgomery County,Indiana,862661c57ffffff,2706,21.05,21.05,60375000.00390625,28952.120900074562,1758492393705,Synapse54,1758492393705,Synapse54
27,47933 (Crawfordsville),Montgomery County,Indiana,862661c5fffffff,526,20.69,20.69,60157499.99609375,28896.694763576186,1758492393705,Synapse54,1758492393705,Synapse54
28,47933 (Crawfordsville),Montgomery County,Indiana,862661c67ffffff,245,21.18,21.18,60371250.00390625,28949.08875276153,1758492393705,Synapse54,1758492393705,Synapse54
29,47933 (Crawfordsville),Montgomery County,Indiana,862661c6fffffff,40,21.16,21.16,60371250.00390625,28949.088752761527,1758492393705,Synapse54,1758492393705,Synapse54
30,47933 (Crawfordsville),Montgomery County,Indiana,862661c77ffffff,126,22.74,22.74,60905000.0,29077.129031369044,1758492393705,Synapse54,1758492393705,Synapse54
31,47987 (Veedersburg),Fountain County,Indiana,862661c87ffffff,175,22.67,22.67,60462500.0,28972.828547965353,1758492393705,Synapse54,1758492393705,Synapse54
32,47949 (Hillsboro),Fountain County,Indiana,862661c8fffffff,27,23.08,23.08,60275000.0,28926.413075615794,1758492393705,Synapse54,1758492393705,Synapse54
33,47987 (Veedersburg),Fountain County,Indiana,862661c97ffffff,519,22.08,22.08,60677500.00390625,29019.942553623478,1758492393705,Synapse54,1758492393705,Synapse54
34,47987 (Veedersburg),Fountain County,Indiana,862661c9fffffff,62,21.75,21.75,60506250.00390625,28987.257296180207,1758492393705,Synapse54,1758492393705,Synapse54
35,47987 (Veedersburg),Fountain County,Indiana,862661ca7ffffff,74,22.84,22.84,60837500.0,29061.033120711938,1758492393705,Synapse54,1758492393705,Synapse54
36,47949 (Hillsboro),Fountain County,Indiana,862661cafffffff,40,22.6,22.6,60490000.0,28978.722528280694,1758492393705,Synapse54,1758492393705,Synapse54
37,47987 (Veedersburg),Fountain County,Indiana,862661cb7ffffff,35,23.33,23.33,60748749.99609375,29040.33253830565,1758492393705,Synapse54,1758492393705,Synapse54
38,47990 (Waynetown),Montgomery County,Indiana,862661cc7ffffff,57,21.03,21.03,60462500.0,28972.828547965353,1758492393705,Synapse54,1758492393705,Synapse54
39,47933 (Crawfordsville),Montgomery County,Indiana,862661ccfffffff,147,18.85,18.85,60001250.00390625,28864.257328643547,1758492393705,Synapse54,1758492393705,Synapse54
40,47949 (Hillsboro),Fountain County,Indiana,862661cd7ffffff,35,20.59,20.59,60187500.0,28905.8842861403,1758492393705,Synapse54,1758492393705,Synapse54
41,47990 (Waynetown),Montgomery County,Indiana,862661cdfffffff,42,19.44,19.44,59874999.99609375,28832.5037658604,1758492393705,Synapse54,1758492393705,Synapse54
42,47933 (Crawfordsville),Montgomery County,Indiana,862661ce7ffffff,109,20.64,20.64,60501249.99609375,28984.28533953465,1758492393705,Synapse54,1758492393705,Synapse54
43,47933 (Crawfordsville),Montgomery County,Indiana,862661cefffffff,319,20.54,20.54,60030000.00390625,28870.25704473383,1758492393705,Synapse54,1758492393705,Synapse54
44,47990 (Waynetown),Montgomery County,Indiana,862661cf7ffffff,281,23.59,23.59,60462500.0,28972.828547965353,1758492393705,Synapse54,1758492393705,Synapse54
45,47909 (Lafayette),Tippecanoe County,Indiana,862661d07ffffff,84,21.82,21.82,61282500.00390625,29170.529051122405,1758492393705,Synapse54,1758492393705,Synapse54
46,47981 (Romney),Tippecanoe County,Indiana,862661d0fffffff,140,20.68,20.68,60933749.99609375,29083.26206076716,1758492393705,Synapse54,1758492393705,Synapse54
47,47909 (Lafayette),Tippecanoe County,Indiana,862661d17ffffff,88,20.09,20.09,60992500.0,29097.844046497055,1758492393705,Synapse54,1758492393705,Synapse54
48,47981 (Romney),Tippecanoe County,Indiana,862661d1fffffff,26,20.47,20.47,60992499.99609375,29097.844046497055,1758492393705,Synapse54,1758492393705,Synapse54
49,47909 (Lafayette),Tippecanoe County,Indiana,862661d27ffffff,3536,25.46,25.46,61207499.99609375,29144.958052155176,1758492393705,Synapse54,1758492393705,Synapse54
50,47909 (Lafayette),Tippecanoe County,Indiana,862661d2fffffff,154,20.95,20.95,60933750.00390625,29083.26206076716,1758492393705,Synapse54,1758492393705,Synapse54
51,47909 (Lafayette),Tippecanoe County,Indiana,862661d37ffffff,488,20.56,20.56,61282500.00390625,29170.529051122405,1758492393705,Synapse54,1758492393705,Synapse54
52,47955 (Linden),Montgomery County,Indiana,862661d47ffffff,34,22.97,22.97,60560000.0,28995.79170828917,1758492393705,Synapse54,1758492393705,Synapse54
53,47940 (Darlington),Montgomery County,Indiana,862661d4fffffff,91,21.36,21.36,60631249.9921875,29015.887144308756,1758492393705,Synapse54,1758492393705,Synapse54
54,47955 (Linden),Montgomery County,Indiana,862661d57ffffff,59,23.41,23.41,60933750.00390625,29083.26206076716,1758492393705,Synapse54,1758492393705,Synapse54
55,47933 (Crawfordsville),Montgomery County,Indiana,862661d5fffffff,65,22.65,22.65,60590000.0,29004.43035273946,1758492393705,Synapse54,1758492393705,Synapse54
56,47930 (Clarks Hill),Tippecanoe County,Indiana,862661d67ffffff,179,25.98,25.98,60933750.0,29083.26206076716,1758492393705,Synapse54,1758492393705,Synapse54
57,46035 (Colfax),Montgomery County,Indiana,862661d6fffffff,48,22.22,22.22,60773750.0,29042.69802593955,1758492393705,Synapse54,1758492393705,Synapse54
58,47909 (Lafayette),Tippecanoe County,Indiana,862661d77ffffff,69,21.5,21.5,60933749.99609375,29083.26206076716,1758492393705,Synapse54,1758492393705,Synapse54
59,47918 (Attica),Fountain County,Indiana,862661d87ffffff,20,19.8,19.8,60865000.00390625,29066.358025973037,1758492393705,Synapse54,1758492393705,Synapse54
60,47967 (New Richmond),Montgomery County,Indiana,862661d8fffffff,24,21.43,21.43,60905000.00390625,29077.129031369044,1758492393705,Synapse54,1758492393705,Synapse54
61,47918 (Attica),Fountain County,Indiana,862661d97ffffff,79,18.16,18.16,61153749.9921875,29138.993547579987,1758492393705,Synapse54,1758492393705,Synapse54
62,47558 (Montgomery),Daviess County,Indiana,86266e3a7ffffff,113,21.2,21.2,56227500.0,27945.291817714147,1758492393705,Synapse54,1758492393705,Synapse54
63,47558 (Montgomery),Daviess County,Indiana,86266e3afffffff,25,18.8,18.8,56075000.0,27910.23213857767,1758492393705,Synapse54,1758492393705,Synapse54
64,47501 (Washington),Daviess County,Indiana,86266e3b7ffffff,561,20.01,20.01,56227499.99609375,27951.222910909153,1758492393705,Synapse54,1758492393705,Synapse54
65,47561 (Oaktown),Knox County,Indiana,86266e54fffffff,68,22.82,22.82,56706250.0,28063.886135040415,1758492393705,Synapse54,1758492393705,Synapse54
66,47838 (Carlisle),Sullivan County,Indiana,86266e567ffffff,31,21.23,21.23,57096250.0,28162.522995652904,1758492393705,Synapse54,1758492393705,Synapse54
67,47561 (Oaktown),Knox County,Indiana,86266e56fffffff,145,23.39,23.39,57096250.0,28162.522995652904,1758492393705,Synapse54,1758492393705,Synapse54
68,47640 (Hazleton),Pike County,Indiana,86266e607ffffff,27,21.77,21.77,56461249.99609375,28004.08617233338,1758492393705,Synapse54,1758492393705,Synapse54
69,47620 (Mount Vernon),Posey County,Indiana,86266a41fffffff,3,20.0,20.0,56346250.00390625,27973.61481279471,1758492393705,Synapse54,1758492393705,Synapse54
70,47640 (Hazleton),Pike County,Indiana,86266e60fffffff,84,21.93,21.93,56377500.0,27980.06087384024,1758492393705,Synapse54,1758492393705,Synapse54
71,47524 (Decker),Knox County,Indiana,86266e617ffffff,90,22.11,22.11,56481250.00390625,28008.134236096463,1758492393705,Synapse54,1758492393705,Synapse54
72,47640 (Hazleton),Gibson County,Indiana,86266e61fffffff,45,18.91,18.91,56167499.99609375,27932.181923484713,1758492393705,Synapse54,1758492393705,Synapse54
73,47557 (Monroe City),Knox County,Indiana,86266e627ffffff,24,21.43,21.43,56397500.00390625,27988.477631370162,1758492393705,Synapse54,1758492393705,Synapse54
74,47567 (Petersburg),Pike County,Indiana,86266e62fffffff,24,23.53,23.53,55815000.00390625,27846.235548984772,1758492393705,Synapse54,1758492393705,Synapse54
75,47524 (Decker),Knox County,Indiana,86266e637ffffff,67,22.48,22.48,56295000.0,27960.624780817296,1758492393705,Synapse54,1758492393705,Synapse54
76,47567 (Petersburg),Pike County,Indiana,86266e647ffffff,126,20.42,20.42,56313749.99609375,27964.452332877023,1758492393705,Synapse54,1758492393705,Synapse54
77,47567 (Petersburg),Pike County,Indiana,86266e657ffffff,49,21.97,21.97,56313749.9921875,27964.452332877023,1758492393705,Synapse54,1758492393705,Synapse54
78,47567 (Petersburg),Pike County,Indiana,86266e667ffffff,78,20.69,20.69,56021250.0,27892.562066519607,1758492393705,Synapse54,1758492393705,Synapse54
79,47567 (Petersburg),Pike County,Indiana,86266e677ffffff,49,22.17,22.17,55815000.0,27846.235548984772,1758492393705,Synapse54,1758492393705,Synapse54
80,47666 (Patoka),Gibson County,Indiana,86266e68fffffff,158,19.58,19.58,56377500.0,27980.06087384024,1758492393705,Synapse54,1758492393705,Synapse54
81,47666 (Patoka),Gibson County,Indiana,86266e69fffffff,10,20.41,20.41,56462500.0,28004.306684036736,1758492393705,Synapse54,1758492393705,Synapse54
82,47591 (Vincennes),Knox County,Indiana,86266e6a7ffffff,23,23.71,23.71,56462500.0,28004.306684036736,1758492393705,Synapse54,1758492393705,Synapse54
83,47640 (Hazleton),Gibson County,Indiana,86266e6afffffff,55,19.1,19.1,56005000.00390625,27890.50745898393,1758492393705,Synapse54,1758492393705,Synapse54
84,47666 (Patoka),Gibson County,Indiana,86266e6e7ffffff,55,19.71,19.71,56096250.00390625,27910.096352341992,1758492393705,Synapse54,1758492393705,Synapse54
85,47666 (Patoka),Gibson County,Indiana,86266e6f7ffffff,46,19.66,19.66,56295000.00390625,27960.624780817296,1758492393705,Synapse54,1758492393705,Synapse54
86,47591 (Vincennes),Knox County,Indiana,86266e707ffffff,90,20.45,20.45,56481250.0,28008.134236096463,1758492393705,Synapse54,1758492393705,Synapse54
87,47557 (Monroe City),Knox County,Indiana,86266e70fffffff,176,23.85,23.85,56386250.0,27987.132919132015,1758492393705,Synapse54,1758492393705,Synapse54
88,47562 (Odon),Daviess County,Indiana,86266e14fffffff,235,22.88,22.88,56797500.0,28085.415791910324,1758492393705,Synapse54,1758492393705,Synapse54
89,47591 (Vincennes),Knox County,Indiana,86266e717ffffff,3018,22.99,22.99,56481250.00390625,28008.134236096463,1758492393705,Synapse54,1758492393705,Synapse54
90,47591 (Vincennes),Knox County,Indiana,86266e71fffffff,87,21.43,21.43,56167499.99609375,27932.181923484713,1758492393705,Synapse54,1758492393705,Synapse54
91,47591 (Vincennes),Knox County,Indiana,86266e727ffffff,69,21.43,21.43,56162499.99609375,27929.854561787084,1758492393705,Synapse54,1758492393705,Synapse54
92,47557 (Monroe City),Knox County,Indiana,86266e72fffffff,35,21.34,21.34,56386250.0,27987.13291913202,1758492393705,Synapse54,1758492393705,Synapse54
93,47591 (Vincennes),Knox County,Indiana,86266e737ffffff,632,21.24,21.24,56366249.99609375,27983.06021104123,1758492393705,Synapse54,1758492393705,Synapse54
94,47557 (Monroe City),Knox County,Indiana,86266e747ffffff,39,20.74,20.74,56001250.0,27888.514002756532,1758492393705,Synapse54,1758492393705,Synapse54
95,47567 (Petersburg),Pike County,Indiana,86266e74fffffff,551,21.18,21.18,56209999.99609375,27946.213160089665,1758492393705,Synapse54,1758492393705,Synapse54
96,47557 (Monroe City),Knox County,Indiana,86266e757ffffff,28,20.9,20.9,56481250.0,28008.134236096463,1758492393705,Synapse54,1758492393705,Synapse54
97,47620 (Mount Vernon),Posey County,Indiana,86266a437ffffff,9,21.43,21.43,55967499.99609375,27877.211257272123,1758492393705,Synapse54,1758492393705,Synapse54
98,47567 (Petersburg),Pike County,Indiana,86266e75fffffff,216,21.14,21.14,56481250.0,28008.134236096463,1758492393705,Synapse54,1758492393705,Synapse54
99,47557 (Monroe City),Knox County,Indiana,86266e767ffffff,20,19.8,19.8,56198750.0,27939.63744634411,1758492393705,Synapse54,1758492393705,Synapse54
100,62867 (New Haven),Gallatin County,Illinois,86266a4afffffff,0,0.0,0.0,56261250.00390625,27949.791626549406,1758492393705,Synapse54,1758492393705,Synapse54
101,47567 (Petersburg),Pike County,Indiana,86266e76fffffff,29,19.21,19.21,56021249.99609375,27892.56206651961,1758492393705,Synapse54,1758492393705,Synapse54
102,47597 (Wheatland),Knox County,Indiana,86266e777ffffff,91,23.51,23.51,56220000.00390625,27943.464998403833,1758492393705,Synapse54,1758492393705,Synapse54
103,47591 (Vincennes),Knox County,Indiana,86266e78fffffff,52,22.81,22.81,56461249.99609375,28004.08617233338,1758492393705,Synapse54,1758492393705,Synapse54
104,47591 (Vincennes),Knox County,Indiana,86266e7afffffff,251,23.66,23.66,56462500.0,28004.306684036736,1758492393705,Synapse54,1758492393705,Synapse54
105,47424 (Bloomfield),Greene County,Indiana,86266e807ffffff,56,17.78,17.78,57830000.0,28335.965247966695,1758492393705,Synapse54,1758492393705,Synapse54
106,47424 (Bloomfield),Greene County,Indiana,86266e80fffffff,62,19.75,19.75,57580000.0,28277.79325160163,1758492393705,Synapse54,1758492393705,Synapse54
107,47471 (Worthington),Greene County,Indiana,86266e817ffffff,37,18.41,18.41,57580000.00390625,28277.79325160163,1758492393705,Synapse54,1758492393705,Synapse54
108,47424 (Bloomfield),Greene County,Indiana,86266e81fffffff,110,19.78,19.78,57830000.0,28335.965247966695,1758492393705,Synapse54,1758492393705,Synapse54
109,47460 (Spencer),Owen County,Indiana,86266e827ffffff,75,19.28,19.28,57830000.0,28335.965247966695,1758492393705,Synapse54,1758492393705,Synapse54
110,47459 (Solsberry),Greene County,Indiana,86266e82fffffff,86,20.38,20.38,57580000.0,28277.79325160163,1758492393705,Synapse54,1758492393705,Synapse54
111,47431 (Freedom),Owen County,Indiana,86266e837ffffff,58,19.14,19.14,57579999.99609375,28277.79325160163,1758492393705,Synapse54,1758492393705,Synapse54
112,47424 (Bloomfield),Greene County,Indiana,86266e847ffffff,302,21.19,21.19,57256249.99609375,28202.27677604957,1758492393705,Synapse54,1758492393705,Synapse54
113,47462 (Springville),Greene County,Indiana,86266e84fffffff,109,21.08,21.08,57438750.0,28248.774723337992,1758492393705,Synapse54,1758492393705,Synapse54
114,47240 (Greensburg),Decatur County,Indiana,86266c90fffffff,38,22.75,22.75,58890000.0078125,28592.346491867465,1758492393705,Synapse54,1758492393705,Synapse54
115,47424 (Bloomfield),Greene County,Indiana,86266e857ffffff,127,22.84,22.84,57425000.0,28237.33213751756,1758492393705,Synapse54,1758492393705,Synapse54
116,47424 (Bloomfield),Greene County,Indiana,86266e85fffffff,142,22.72,22.72,57425000.00390625,28237.332137517555,1758492393705,Synapse54,1758492393705,Synapse54
117,47459 (Solsberry),Greene County,Indiana,86266e867ffffff,234,20.63,20.63,57270000.0078125,28196.385252926895,1758492393705,Synapse54,1758492393705,Synapse54
118,47403 (Bloomington),Monroe County,Indiana,86266e86fffffff,85,20.88,20.88,57619999.99609375,28289.265684037317,1758492393705,Synapse54,1758492393705,Synapse54
119,47459 (Solsberry),Greene County,Indiana,86266e877ffffff,134,20.55,20.55,57648749.99609375,28295.474287267374,1758492393705,Synapse54,1758492393705,Synapse54
120,47471 (Worthington),Greene County,Indiana,86266e887ffffff,28,21.88,21.88,57552500.0,28272.242188903867,1758492393705,Synapse54,1758492393705,Synapse54
121,47465 (Switz City),Greene County,Indiana,86266e88fffffff,61,14.66,14.66,57552500.0,28272.242188903863,1758492393705,Synapse54,1758492393705,Synapse54
122,47441 (Linton),Greene County,Indiana,86266e897ffffff,55,23.71,23.71,57525000.0,28266.205355699516,1758492393705,Synapse54,1758492393705,Synapse54
123,47465 (Switz City),Greene County,Indiana,86266e89fffffff,94,17.6,17.6,57397499.99609375,28231.295304313204,1758492393705,Synapse54,1758492393705,Synapse54
124,47471 (Worthington),Greene County,Indiana,86266e8a7ffffff,54,20.77,20.77,57580000.00390625,28277.79325160163,1758492393705,Synapse54,1758492393705,Synapse54
125,47471 (Worthington),Greene County,Indiana,86266e8afffffff,343,21.46,21.46,57397500.00390625,28231.295304313207,1758492393705,Synapse54,1758492393705,Synapse54
126,47471 (Worthington),Greene County,Indiana,86266e8b7ffffff,39,23.21,23.21,57735000.0,28318.74013619229,1758492393705,Synapse54,1758492393705,Synapse54
127,47424 (Bloomfield),Greene County,Indiana,86266e8c7ffffff,147,22.58,22.58,57312500.0,28210.754729765045,1758492393705,Synapse54,1758492393705,Synapse54
128,47424 (Bloomfield),Greene County,Indiana,86266e8cfffffff,70,21.21,21.21,57397500.00390625,28231.295304313207,1758492393705,Synapse54,1758492393705,Synapse54
129,47424 (Bloomfield),Greene County,Indiana,86266e8d7ffffff,35,18.92,18.92,57397499.99609375,28231.295304313204,1758492393705,Synapse54,1758492393705,Synapse54
130,47449 (Newberry),Greene County,Indiana,86266e8dfffffff,38,20.88,20.88,57187500.00390625,28184.939406009424,1758492393705,Synapse54,1758492393705,Synapse54
131,47424 (Bloomfield),Greene County,Indiana,86266e8e7ffffff,142,19.78,19.78,57495000.0,28257.252677053468,1758492393705,Synapse54,1758492393705,Synapse54
132,47424 (Bloomfield),Greene County,Indiana,86266e8efffffff,54,21.01,21.01,57102500.00390625,28164.055165835664,1758492393705,Synapse54,1758492393705,Synapse54
133,47620 (Mount Vernon),Posey County,Indiana,86266a517ffffff,10,21.28,21.28,56152499.99609375,27919.203273482235,1758492393705,Synapse54,1758492393705,Synapse54
134,47424 (Bloomfield),Greene County,Indiana,86266e8f7ffffff,699,23.8,23.8,57312499.99609375,28210.754729765045,1758492393705,Synapse54,1758492393705,Synapse54
135,47460 (Spencer),Owen County,Indiana,86266e907ffffff,247,20.3,20.3,58282500.0,28449.995605060227,1758492393705,Synapse54,1758492393705,Synapse54
136,62867 (New Haven),White County,Illinois,86266a58fffffff,6,21.43,21.43,55950000.00390625,27873.628806559227,1758492393705,Synapse54,1758492393705,Synapse54
137,47460 (Spencer),Owen County,Indiana,86266e90fffffff,170,20.68,20.68,58282500.0,28449.995605060227,1758492393705,Synapse54,1758492393705,Synapse54
138,62821 (Carmi),White County,Illinois,86266a5afffffff,6,23.08,23.08,56363750.00390625,27977.197263507613,1758492393705,Synapse54,1758492393705,Synapse54
139,47460 (Spencer),Owen County,Indiana,86266e917ffffff,53,17.73,17.73,58071250.0,28397.52365137044,1758492393705,Synapse54,1758492393705,Synapse54
140,47431 (Freedom),Owen County,Indiana,86266e91fffffff,120,19.05,19.05,57915000.0,28356.51393997679,1758492393705,Synapse54,1758492393705,Synapse54
141,62863 (Mount Carmel),Wabash County,Illinois,86264536fffffff,283,19.32,19.32,56436250.0,27999.82498071102,1758492393705,Synapse54,1758492393705,Synapse54
142,47460 (Spencer),Owen County,Indiana,86266e927ffffff,699,23.5,23.5,58040000.0,28388.535064422576,1758492393705,Synapse54,1758492393705,Synapse54
143,62863 (Mount Carmel),Wabash County,Illinois,862645a4fffffff,523,19.98,19.98,56455000.00390625,27997.829653857236,1758492393705,Synapse54,1758492393705,Synapse54
144,47460 (Spencer),Owen County,Indiana,86266e92fffffff,282,20.81,20.81,57829999.99609375,28341.835500493195,1758492393705,Synapse54,1758492393705,Synapse54
145,47631 (New Harmony),Posey County,Indiana,86266a537ffffff,13,20.97,20.97,56436250.0,27994.00210179751,1758492393705,Synapse54,1758492393705,Synapse54
146,47460 (Spencer),Owen County,Indiana,86266e937ffffff,149,17.97,17.97,58282500.00390625,28449.995605060227,1758492393705,Synapse54,1758492393705,Synapse54
147,47403 (Bloomington),Monroe County,Indiana,86266e947ffffff,201,19.76,19.76,57916250.0,28363.064246721537,1758492393705,Synapse54,1758492393705,Synapse54
148,47631 (New Harmony),Posey County,Indiana,86266ac87ffffff,94,17.77,17.77,56135000.0,27915.620822769335,1758492393705,Synapse54,1758492393705,Synapse54
149,47403 (Bloomington),Monroe County,Indiana,86266e94fffffff,568,22.57,22.57,57648750.0,28295.474287267374,1758492393705,Synapse54,1758492393705,Synapse54
150,62827 (Crossville),White County,Illinois,86266ac97ffffff,1,25.0,25.0,56436250.0,27994.00210179751,1758492393705,Synapse54,1758492393705,Synapse54
151,47460 (Spencer),Greene County,Indiana,86266e957ffffff,163,20.87,20.87,57732500.00390625,28315.851209251763,1758492393705,Synapse54,1758492393705,Synapse54
152,47631 (New Harmony),Posey County,Indiana,86266ac9fffffff,123,16.78,16.78,56436250.0,27994.00210179751,1758492393705,Synapse54,1758492393705,Synapse54
153,47616 (Griffin),Posey County,Indiana,86266acb7ffffff,45,17.72,17.72,56453750.0078125,27997.58455251041,1758492393705,Synapse54,1758492393705,Synapse54
154,47459 (Solsberry),Greene County,Indiana,86266e95fffffff,209,20.67,20.67,57620000.0,28289.265684037317,1758492393705,Synapse54,1758492393705,Synapse54
155,62863 (Mount Carmel),Wabash County,Illinois,86266ad87ffffff,8,13.56,13.56,56340000.0,27972.40576972079,1758492393705,Synapse54,1758492393705,Synapse54
156,47404 (Bloomington),Monroe County,Indiana,86266e967ffffff,1375,24.5,24.5,57943750.00390625,28362.795877766872,1758492393705,Synapse54,1758492393705,Synapse54
157,62863 (Mount Carmel),Wabash County,Illinois,86266ad97ffffff,18,14.63,14.63,56254999.99609375,27947.0561240351,1758492393705,Synapse54,1758492393705,Synapse54
158,47403 (Bloomington),Monroe County,Indiana,86266e96fffffff,3448,25.85,25.85,58042500.00390625,28389.043348615116,1758492393705,Synapse54,1758492393705,Synapse54
159,47404 (Bloomington),Owen County,Indiana,86266e977ffffff,260,20.88,20.88,57858750.0,28348.044103723252,1758492393705,Synapse54,1758492393705,Synapse54
160,47427 (Coal City),Owen County,Indiana,86266e987ffffff,42,19.27,19.27,57946250.0,28365.72272500954,1758492393705,Synapse54,1758492393705,Synapse54
161,47427 (Coal City),Owen County,Indiana,86266e98fffffff,42,19.53,19.53,57946249.99609375,28365.722725009535,1758492393705,Synapse54,1758492393705,Synapse54
162,47841 (Clay City),Clay County,Indiana,86266e997ffffff,78,17.73,17.73,57735000.00390625,28318.74013619229,1758492393705,Synapse54,1758492393705,Synapse54
163,47427 (Coal City),Owen County,Indiana,86266e99fffffff,33,17.55,17.55,57858750.0,28344.988870877663,1758492393705,Synapse54,1758492393705,Synapse54
164,47427 (Coal City),Owen County,Indiana,86266e9a7ffffff,90,18.15,18.15,58156250.0,28418.07234338054,1758492393705,Synapse54,1758492393705,Synapse54
165,47431 (Freedom),Owen County,Indiana,86266e9afffffff,65,19.29,19.29,58069999.99609375,28397.460824567454,1758492393705,Synapse54,1758492393705,Synapse54
166,47427 (Coal City),Owen County,Indiana,86266e9b7ffffff,48,18.75,18.75,58156250.0,28418.072343380536,1758492393705,Synapse54,1758492393705,Synapse54
167,47470 (Williams),Lawrence County,Indiana,86266ea07ffffff,44,19.3,19.3,56768750.0,28082.54406011451,1758492393705,Synapse54,1758492393705,Synapse54
168,47446 (Mitchell),Lawrence County,Indiana,86266ea0fffffff,98,17.66,17.66,56768749.99609375,28082.54406011451,1758492393705,Synapse54,1758492393705,Synapse54
169,47581 (Shoals),Martin County,Indiana,86266ea17ffffff,60,21.9,21.9,56977500.0078125,28129.145114449355,1758492393705,Synapse54,1758492393705,Synapse54
170,47446 (Mitchell),Martin County,Indiana,86266ea1fffffff,38,18.72,18.72,56587500.00390625,28036.1590267312,1758492393705,Synapse54,1758492393705,Synapse54
171,47470 (Williams),Lawrence County,Indiana,86266ea27ffffff,110,21.65,21.65,56977499.9921875,28129.145114449355,1758492393705,Synapse54,1758492393705,Synapse54
