OBJECTID,admin4_name,admin3_name,admin2_name,id,MILLENN_CY,MILLENN_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
619,47591 (Vincennes),Knox County,Indiana,86266e787ffffff,27,22.88,22.88,56461250.00390625,28004.086172333384,1758492393705,Synapse54,1758492393705,Synapse54
620,46740 (Geneva),Adams County,Indiana,862a96667ffffff,58,19.08,19.08,62347499.99609375,29412.78381920012,1758492393705,Synapse54,1758492393705,Synapse54
621,47842 (Clinton),Vermillion County,Indiana,862663b77ffffff,247,20.02,20.02,59137500.0,28655.176586979916,1758492393705,Synapse54,1758492393705,Synapse54
622,62460 (Saint Francisville),Lawrence County,Illinois,86266e79fffffff,144,21.75,21.75,56462500.00390625,28004.306684036736,1758492393705,Synapse54,1758492393705,Synapse54
623,47326 (Bryant),Jay County,Indiana,862a9666fffffff,69,17.34,17.34,62208750.00390625,29386.357109743534,1758492393705,Synapse54,1758492393705,Synapse54
624,46106 (Bargersville),Johnson County,Indiana,86266cd87ffffff,327,23.18,23.18,58907500.00390625,28600.288046821806,1758492393705,Synapse54,1758492393705,Synapse54
625,47591 (Vincennes),Knox County,Indiana,86266e7a7ffffff,601,22.96,22.96,56386250.0,27987.132919132015,1758492393705,Synapse54,1758492393705,Synapse54
626,46759 (Keystone),Wells County,Indiana,862a96677ffffff,85,20.48,20.48,62342500.0,29419.09581876198,1758492393705,Synapse54,1758492393705,Synapse54
627,46131 (Franklin),Johnson County,Indiana,86266cd8fffffff,289,21.62,21.62,58721249.99609375,28553.805373051247,1758492393705,Synapse54,1758492393705,Synapse54
628,47528 (Edwardsport),Knox County,Indiana,86266e18fffffff,78,21.79,21.79,56855000.0,28100.149095464658,1758492393705,Synapse54,1758492393705,Synapse54
629,62460 (Saint Francisville),Lawrence County,Illinois,86266e7b7ffffff,34,20.48,20.48,56461249.99609375,28004.08617233338,1758492393705,Synapse54,1758492393705,Synapse54
630,46792 (Warren),Wells County,Indiana,862a96687ffffff,58,17.96,17.96,62475000.0,29445.585269009665,1758492393705,Synapse54,1758492393705,Synapse54
631,46160 (Morgantown),Johnson County,Indiana,86266cd9fffffff,159,21.14,21.14,58907500.0,28600.288046821806,1758492393705,Synapse54,1758492393705,Synapse54
632,47849 (Fairbanks),Sullivan County,Indiana,86266ec87ffffff,36,18.85,18.85,57671250.00390625,28296.72925005221,1758492393705,Synapse54,1758492393705,Synapse54
633,46952 (Marion),Wells County,Indiana,862a9668fffffff,45,17.65,17.65,62475000.0,29445.58526900966,1758492393705,Synapse54,1758492393705,Synapse54
634,47838 (Carlisle),Sullivan County,Indiana,86266e197ffffff,148,19.87,19.87,56828750.00390625,28094.42426108083,1758492393705,Synapse54,1758492393705,Synapse54
635,46991 (Van Buren),Grant County,Indiana,862a96697ffffff,247,21.55,21.55,62393750.0,29426.236062197255,1758492393705,Synapse54,1758492393705,Synapse54
636,62478 (West York),Crawford County,Illinois,86266ec97ffffff,51,20.73,20.73,57827499.99609375,28337.976570671264,1758492393705,Synapse54,1758492393705,Synapse54
637,46131 (Franklin),Johnson County,Indiana,86266cda7ffffff,2498,23.84,23.84,58962500.0,28606.69264512888,1758492393705,Synapse54,1758492393705,Synapse54
638,46385 (Valparaiso),Porter County,Indiana,86266404fffffff,464,20.28,20.28,64239999.9921875,29855.13097286012,1758492393705,Synapse54,1758492393705,Synapse54
639,47527 (Dubois),Dubois County,Indiana,86266e34fffffff,69,21.5,21.5,55991250.0,27889.601444440803,1758492393705,Synapse54,1758492393705,Synapse54
640,47849 (Fairbanks),Sullivan County,Indiana,86266ec9fffffff,119,19.6,19.6,57435000.0,28245.037474635494,1758492393705,Synapse54,1758492393705,Synapse54
641,47250 (Madison),Jefferson County,Indiana,86266cac7ffffff,159,19.16,19.16,57372500.0,28225.555241653026,1758492393705,Synapse54,1758492393705,Synapse54
642,46131 (Franklin),Johnson County,Indiana,86266cdafffffff,4390,23.57,23.57,58751250.00390625,28559.751031629243,1758492393705,Synapse54,1758492393705,Synapse54
643,47561 (Oaktown),Knox County,Indiana,86266e19fffffff,23,21.5,21.5,56828750.0,28094.42426108083,1758492393705,Synapse54,1758492393705,Synapse54
644,47849 (Fairbanks),Sullivan County,Indiana,86266eca7ffffff,56,21.79,21.79,57827500.0,28337.976570671264,1758492393705,Synapse54,1758492393705,Synapse54
645,62827 (Crossville),White County,Illinois,86264534fffffff,22,19.64,19.64,56454999.99609375,27997.829653857236,1758492393705,Synapse54,1758492393705,Synapse54
646,62477 (West Union),Clark County,Illinois,86266ecb7ffffff,15,22.73,22.73,57671250.0078125,28296.72925005221,1758492393705,Synapse54,1758492393705,Synapse54
647,46106 (Bargersville),Johnson County,Indiana,86266cdb7ffffff,2422,22.84,22.84,59118749.99609375,28647.22966032144,1758492393705,Synapse54,1758492393705,Synapse54
648,46307 (Crown Point),Lake County,Indiana,86266405fffffff,3247,22.5,22.5,64666250.00390625,29954.44895502577,1758492393705,Synapse54,1758492393705,Synapse54
649,47527 (Dubois),Dubois County,Indiana,86266e357ffffff,60,24.0,24.0,55895000.0,27863.598812598404,1758492393705,Synapse54,1758492393705,Synapse54
650,62477 (West Union),Clark County,Illinois,86266ed97ffffff,23,22.33,22.33,58037499.99609375,28390.856836846102,1758492393705,Synapse54,1758492393705,Synapse54
651,47527 (Dubois),Dubois County,Indiana,86266e347ffffff,72,20.06,20.06,55991250.0,27889.601444440803,1758492393705,Synapse54,1758492393705,Synapse54
652,47250 (Madison),Jefferson County,Indiana,86266cacfffffff,89,18.9,18.9,56955000.0,28126.593767313178,1758492393705,Synapse54,1758492393705,Synapse54
653,62477 (West Union),Clark County,Illinois,86266ed9fffffff,4,23.53,23.53,57827500.0,28337.976570671264,1758492393705,Synapse54,1758492393705,Synapse54
654,46307 (Crown Point),Lake County,Indiana,8626640c7ffffff,4434,22.85,22.85,64406250.00390625,29896.186740445817,1758492393705,Synapse54,1758492393705,Synapse54
655,47527 (Dubois),Dubois County,Indiana,86266e35fffffff,185,23.07,23.07,55894999.99609375,27863.598812598404,1758492393705,Synapse54,1758492393705,Synapse54
656,47838 (Carlisle),Sullivan County,Indiana,86266e1a7ffffff,36,18.0,18.0,56855000.0,28100.149095464658,1758492393705,Synapse54,1758492393705,Synapse54
657,46567 (Syracuse),Kosciusko County,Indiana,86274b207ffffff,570,20.8,20.8,64823749.9921875,29992.00289257546,1758492393705,Synapse54,1758492393705,Synapse54
658,62441 (Marshall),Clark County,Illinois,86266edb7ffffff,30,20.27,20.27,58221250.00390625,28436.925020341685,1758492393705,Synapse54,1758492393705,Synapse54
659,47250 (Madison),Jefferson County,Indiana,86266cad7ffffff,60,26.55,26.55,57372500.0,28225.555241653026,1758492393705,Synapse54,1758492393705,Synapse54
660,60942 (Hoopeston),Iroquois County,Illinois,862660067ffffff,9,18.37,18.37,61553750.0,29231.30249306848,1758492393705,Synapse54,1758492393705,Synapse54
661,46307 (Crown Point),Lake County,Indiana,8626640cfffffff,1357,22.75,22.75,64185000.0,29844.258457732598,1758492393705,Synapse54,1758492393705,Synapse54
662,47250 (Madison),Jefferson County,Indiana,86266cadfffffff,2320,23.34,23.34,56955000.0,28126.593767313178,1758492393705,Synapse54,1758492393705,Synapse54
663,47631 (New Harmony),Posey County,Indiana,86264526fffffff,7,18.92,18.92,56135000.0,27915.620822769335,1758492393705,Synapse54,1758492393705,Synapse54
664,47917 (Ambia),Warren County,Indiana,86266006fffffff,11,20.0,20.0,61463750.0,29210.292412626157,1758492393705,Synapse54,1758492393705,Synapse54
665,47432 (French Lick),Martin County,Indiana,86266e367ffffff,57,19.86,19.86,56198750.0078125,27936.377439132462,1758492393705,Synapse54,1758492393705,Synapse54
666,47578 (Sandborn),Greene County,Indiana,86266e1afffffff,16,18.39,18.39,56855000.0,28100.149095464658,1758492393705,Synapse54,1758492393705,Synapse54
667,60953 (Milford),Iroquois County,Illinois,862660147ffffff,10,18.87,18.87,61807500.0,29288.95137280277,1758492393705,Synapse54,1758492393705,Synapse54
668,47224 (Canaan),Jefferson County,Indiana,86266cae7ffffff,81,18.97,18.97,56955000.0,28126.593767313178,1758492393705,Synapse54,1758492393705,Synapse54
669,46562 (Pierceton),Noble County,Indiana,86274b20fffffff,164,19.23,19.23,64660000.0,29951.869056491672,1758492393705,Synapse54,1758492393705,Synapse54
670,47917 (Ambia),Benton County,Indiana,86266014fffffff,21,22.58,22.58,61463749.99609375,29210.292412626157,1758492393705,Synapse54,1758492393705,Synapse54
671,47432 (French Lick),Dubois County,Indiana,86266e36fffffff,93,20.17,20.17,55991249.99609375,27889.601444440803,1758492393705,Synapse54,1758492393705,Synapse54
672,46373 (Saint John),Lake County,Indiana,8626640d7ffffff,3236,20.63,20.63,64184999.99609375,29844.258457732598,1758492393705,Synapse54,1758492393705,Synapse54
673,47944 (Fowler),Benton County,Indiana,862660167ffffff,8,18.18,18.18,61807499.99609375,29288.951372802767,1758492393705,Synapse54,1758492393705,Synapse54
674,46567 (Syracuse),Kosciusko County,Indiana,86274b217ffffff,722,20.56,20.56,64773750.00390625,29979.983070586673,1758492393705,Synapse54,1758492393705,Synapse54
675,47581 (Shoals),Martin County,Indiana,86266e377ffffff,28,19.86,19.86,55991250.0,27889.601444440803,1758492393705,Synapse54,1758492393705,Synapse54
676,47993 (Williamsport),Warren County,Indiana,862660207ffffff,52,18.37,18.37,60772500.0,29044.368135000586,1758492393705,Synapse54,1758492393705,Synapse54
677,47250 (Madison),Jefferson County,Indiana,86266caefffffff,49,18.22,18.22,57292500.0,28205.990933116926,1758492393705,Synapse54,1758492393705,Synapse54
678,47838 (Carlisle),Sullivan County,Indiana,86266e1b7ffffff,21,17.95,17.95,57401249.99609375,28234.586103763817,1758492393705,Synapse54,1758492393705,Synapse54
679,47223 (Butlerville),Jennings County,Indiana,86266cab7ffffff,81,18.16,18.16,57702500.00390625,28305.854083619324,1758492393705,Synapse54,1758492393705,Synapse54
680,61834 (Danville),Vermilion County,Illinois,86266021fffffff,425,21.73,21.73,60468749.99609375,28976.4862907842,1758492393705,Synapse54,1758492393705,Synapse54
681,47558 (Montgomery),Daviess County,Indiana,86266e387ffffff,85,21.41,21.41,56227499.99609375,27951.22291090915,1758492393705,Synapse54,1758492393705,Synapse54
682,46303 (Cedar Lake),Lake County,Indiana,8626640dfffffff,3975,24.32,24.32,64212500.0,29850.08063761158,1758492393705,Synapse54,1758492393705,Synapse54
683,47250 (Madison),Jefferson County,Indiana,86266caf7ffffff,30,18.87,18.87,57316250.00390625,28213.51252584683,1758492393705,Synapse54,1758492393705,Synapse54
684,61814 (Bismarck),Vermilion County,Illinois,862660237ffffff,22,20.18,20.18,61025000.0,29102.253146054718,1758492393705,Synapse54,1758492393705,Synapse54
685,46555 (North Webster),Kosciusko County,Indiana,86274b21fffffff,420,22.65,22.65,64578750.00390625,29932.75538639727,1758492393705,Synapse54,1758492393705,Synapse54
686,47558 (Montgomery),Daviess County,Indiana,86266e38fffffff,26,19.4,19.4,56020000.00390625,27901.363174591632,1758492393705,Synapse54,1758492393705,Synapse54
687,61834 (Danville),Vermilion County,Illinois,8626602cfffffff,42,17.36,17.36,60095000.0,28883.393302002303,1758492393705,Synapse54,1758492393705,Synapse54
688,47546 (Jasper),Dubois County,Indiana,86266e207ffffff,59,22.78,22.78,55578750.00390625,27783.24599479071,1758492393705,Synapse54,1758492393705,Synapse54
689,47042 (Versailles),Ripley County,Indiana,86266cb07ffffff,55,19.64,19.64,57967500.0,28372.558699015855,1758492393705,Synapse54,1758492393705,Synapse54
690,61834 (Danville),Vermilion County,Illinois,8626602e7ffffff,891,41.46,41.46,60683750.0,29023.600296442317,1758492393705,Synapse54,1758492393705,Synapse54
691,46732 (Cromwell),Noble County,Indiana,86274b22fffffff,176,22.0,22.0,64660000.0,29951.869056491672,1758492393705,Synapse54,1758492393705,Synapse54
692,47501 (Washington),Daviess County,Indiana,86266e397ffffff,176,20.47,20.47,56002500.00390625,27890.164192107295,1758492393705,Synapse54,1758492393705,Synapse54
693,47974 (Perrysville),Vermillion County,Indiana,8626602efffffff,50,17.61,17.61,60468749.9921875,28976.486290784196,1758492393705,Synapse54,1758492393705,Synapse54
694,46307 (Crown Point),Lake County,Indiana,8626640efffffff,2454,22.95,22.95,64406249.99609375,29896.186740445817,1758492393705,Synapse54,1758492393705,Synapse54
695,60963 (Rossville),Vermilion County,Illinois,862660317ffffff,21,18.92,18.92,61095000.0,29126.314598646408,1758492393705,Synapse54,1758492393705,Synapse54
696,47018 (Dillsboro),Ripley County,Indiana,86266cb0fffffff,130,21.56,21.56,57740000.0,28319.834884530734,1758492393705,Synapse54,1758492393705,Synapse54
697,46725 (Columbia City),Noble County,Indiana,86274b247ffffff,356,19.37,19.37,64220000.0,29852.782909799484,1758492393705,Synapse54,1758492393705,Synapse54
698,47546 (Jasper),Dubois County,Indiana,86266e20fffffff,2466,24.93,24.93,56062500.0,27906.86912296743,1758492393705,Synapse54,1758492393705,Synapse54
699,47037 (Osgood),Ripley County,Indiana,86266cb17ffffff,319,21.52,21.52,58128750.0,28406.357337302525,1758492393705,Synapse54,1758492393705,Synapse54
700,47993 (Williamsport),Warren County,Indiana,86266031fffffff,28,22.22,22.22,61025000.0078125,29102.253146054718,1758492393705,Synapse54,1758492393705,Synapse54
701,47042 (Versailles),Ripley County,Indiana,86266cb1fffffff,612,23.67,23.67,57837500.0,28339.894582035282,1758492393705,Synapse54,1758492393705,Synapse54
702,46725 (Columbia City),Whitley County,Indiana,86274b24fffffff,301,20.03,20.03,64440000.0,29904.881372756154,1758492393705,Synapse54,1758492393705,Synapse54
703,47993 (Williamsport),Warren County,Indiana,862660337ffffff,13,20.63,20.63,61465000.0,29210.528543946002,1758492393705,Synapse54,1758492393705,Synapse54
704,47031 (Milan),Ripley County,Indiana,86266cb27ffffff,330,21.93,21.93,58160000.0,28414.247518769123,1758492393705,Synapse54,1758492393705,Synapse54
705,47963 (Morocco),Newton County,Indiana,862660817ffffff,17,20.0,20.0,62685000.00390625,29491.854472483363,1758492393705,Synapse54,1758492393705,Synapse54
706,47031 (Milan),Ripley County,Indiana,86266cb2fffffff,172,23.06,23.06,57766250.00390625,28319.901380211075,1758492393705,Synapse54,1758492393705,Synapse54
707,46392 (Wheatfield),Jasper County,Indiana,862664207ffffff,550,22.4,22.4,63894999.9921875,29778.481925557542,1758492393705,Synapse54,1758492393705,Synapse54
708,46764 (Larwill),Whitley County,Indiana,86274b257ffffff,97,19.02,19.02,64273750.0,29865.783071157584,1758492393705,Synapse54,1758492393705,Synapse54
709,60931 (Donovan),Iroquois County,Illinois,8626608afffffff,38,20.11,20.11,62631250.0,29485.99798256432,1758492393705,Synapse54,1758492393705,Synapse54
710,47037 (Osgood),Ripley County,Indiana,86266cb37ffffff,150,20.63,20.63,57999999.9921875,28380.283482574494,1758492393705,Synapse54,1758492393705,Synapse54
711,47018 (Dillsboro),Dearborn County,Indiana,86266cb47ffffff,120,21.7,21.7,57292500.00390625,28205.990933116926,1758492393705,Synapse54,1758492393705,Synapse54
712,47546 (Jasper),Dubois County,Indiana,86266e217ffffff,60,22.99,22.99,55854999.9921875,27848.89414579143,1758492393705,Synapse54,1758492393705,Synapse54
713,47951 (Kentland),Newton County,Indiana,8626608c7ffffff,25,18.66,18.66,62140000.0,29362.903472472954,1758492393705,Synapse54,1758492393705,Synapse54
714,60966 (Sheldon),Iroquois County,Illinois,8626608d7ffffff,175,19.62,19.62,62467499.99609375,29444.377673479088,1758492393705,Synapse54,1758492393705,Synapse54
715,46725 (Columbia City),Whitley County,Indiana,86274b25fffffff,146,20.62,20.62,64048749.99609375,29810.946528085675,1758492393705,Synapse54,1758492393705,Synapse54
716,47018 (Dillsboro),Ohio County,Indiana,86266cb4fffffff,53,18.34,18.34,57637500.00390625,28293.67307357544,1758492393705,Synapse54,1758492393705,Synapse54
717,60966 (Sheldon),Iroquois County,Illinois,8626608dfffffff,9,18.0,18.0,61807500.0,29288.95137280277,1758492393705,Synapse54,1758492393705,Synapse54
718,46392 (Wheatfield),Jasper County,Indiana,86266420fffffff,219,21.22,21.22,63456250.0,29679.08223842066,1758492393705,Synapse54,1758492393705,Synapse54
719,47042 (Versailles),Ripley County,Indiana,86266cb57ffffff,77,20.98,20.98,58000000.00390625,28379.66774179838,1758492393705,Synapse54,1758492393705,Synapse54
720,46701 (Albion),Noble County,Indiana,86274b267ffffff,189,19.96,19.96,64660000.00390625,29951.869056491672,1758492393705,Synapse54,1758492393705,Synapse54
721,47951 (Kentland),Newton County,Indiana,8626608f7ffffff,18,19.15,19.15,62467500.0,29444.377673479088,1758492393705,Synapse54,1758492393705,Synapse54
722,47017 (Cross Plains),Ohio County,Indiana,86266cb5fffffff,46,19.57,19.57,57507500.0,28260.547667726358,1758492393705,Synapse54,1758492393705,Synapse54
723,47546 (Jasper),Dubois County,Indiana,86266e21fffffff,287,19.74,19.74,55855000.00390625,27848.89414579143,1758492393705,Synapse54,1758492393705,Synapse54
724,46725 (Columbia City),Whitley County,Indiana,86274b26fffffff,379,18.47,18.47,64220000.00390625,29852.782909799484,1758492393705,Synapse54,1758492393705,Synapse54
725,47018 (Dillsboro),Dearborn County,Indiana,86266cb67ffffff,435,20.52,20.52,57847499.99609375,28339.94483353011,1758492393705,Synapse54,1758492393705,Synapse54
726,60931 (Donovan),Iroquois County,Illinois,86266098fffffff,26,19.7,19.7,63041250.0,29579.18134041618,1758492393705,Synapse54,1758492393705,Synapse54
727,47018 (Dillsboro),Ohio County,Indiana,86266cb6fffffff,81,18.93,18.93,57507499.99609375,28260.547667726358,1758492393705,Synapse54,1758492393705,Synapse54
728,46310 (Demotte),Jasper County,Indiana,862664217ffffff,1216,22.06,22.06,63736250.0078125,29741.086358816698,1758492393705,Synapse54,1758492393705,Synapse54
729,46760 (Kimmell),Noble County,Indiana,86274b277ffffff,155,20.03,20.03,64660000.0,29951.869056491672,1758492393705,Synapse54,1758492393705,Synapse54
730,47963 (Morocco),Newton County,Indiana,8626609a7ffffff,34,21.79,21.79,63168750.0,29610.465105983043,1758492393705,Synapse54,1758492393705,Synapse54
731,47018 (Dillsboro),Dearborn County,Indiana,86266cb77ffffff,166,20.75,20.75,57814999.99609375,28332.835790747587,1758492393705,Synapse54,1758492393705,Synapse54
732,47553 (Loogootee),Martin County,Indiana,86266e227ffffff,46,19.33,19.33,56047500.0,27904.589584929883,1758492393705,Synapse54,1758492393705,Synapse54
733,47023 (Holton),Ripley County,Indiana,86266cb87ffffff,97,19.52,19.52,57918750.0,28359.706823547443,1758492393705,Synapse54,1758492393705,Synapse54
734,47963 (Morocco),Newton County,Indiana,8626609afffffff,37,21.02,21.02,63003750.0,29569.53414485062,1758492393705,Synapse54,1758492393705,Synapse54
735,46542 (Milford),Kosciusko County,Indiana,86274b287ffffff,51,21.25,21.25,64522500.0,29925.837101406414,1758492393705,Synapse54,1758492393705,Synapse54
736,47023 (Holton),Ripley County,Indiana,86266cb8fffffff,23,20.54,20.54,57653750.0,28292.909691650577,1758492393705,Synapse54,1758492393705,Synapse54
737,47847 (Dana),Vermillion County,Indiana,862661487ffffff,119,20.2,20.2,59596250.0,28764.72522579175,1758492393705,Synapse54,1758492393705,Synapse54
738,47978 (Rensselaer),Jasper County,Indiana,86266421fffffff,339,19.99,19.99,63600000.0,29705.852771109985,1758492393705,Synapse54,1758492393705,Synapse54
739,61924 (Chrisman),Edgar County,Illinois,86266149fffffff,12,19.35,19.35,59357500.0,28711.94611645131,1758492393705,Synapse54,1758492393705,Synapse54
740,47223 (Butlerville),Jennings County,Indiana,86266cb97ffffff,110,21.61,21.61,57887500.0,28352.763178672885,1758492393705,Synapse54,1758492393705,Synapse54
741,46582 (Warsaw),Kosciusko County,Indiana,86274b28fffffff,924,24.35,24.35,64461250.0,29906.849454694115,1758492393705,Synapse54,1758492393705,Synapse54
742,47847 (Dana),Vermillion County,Indiana,8626614b7ffffff,28,19.72,19.72,59810000.0,28811.74065583374,1758492393705,Synapse54,1758492393705,Synapse54
743,47928 (Cayuga),Vermillion County,Indiana,862661597ffffff,63,17.65,17.65,59907500.0,28842.03091312342,1758492393705,Synapse54,1758492393705,Synapse54
744,47223 (Butlerville),Jennings County,Indiana,86266cb9fffffff,27,18.12,18.12,57525000.0,28260.41097257797,1758492393705,Synapse54,1758492393705,Synapse54
745,46392 (Wheatfield),Jasper County,Indiana,862664227ffffff,48,20.17,20.17,63895000.00390625,29778.481925557542,1758492393705,Synapse54,1758492393705,Synapse54
746,61870 (Ridge Farm),Vermilion County,Illinois,86266396fffffff,28,19.58,19.58,59597500.0,28764.55037845874,1758492393705,Synapse54,1758492393705,Synapse54
747,46542 (Milford),Kosciusko County,Indiana,86274b297ffffff,139,23.56,23.56,64742500.0,29973.259622805697,1758492393705,Synapse54,1758492393705,Synapse54
748,47023 (Holton),Ripley County,Indiana,86266cba7ffffff,66,19.58,19.58,57887500.0,28352.763178672885,1758492393705,Synapse54,1758492393705,Synapse54
749,61944 (Paris),Edgar County,Illinois,862663a27ffffff,56,18.24,18.24,58952499.9921875,28609.350471755926,1758492393705,Synapse54,1758492393705,Synapse54
750,46392 (Wheatfield),Jasper County,Indiana,86266422fffffff,430,21.55,21.55,63957500.0,29793.014641529917,1758492393705,Synapse54,1758492393705,Synapse54
751,47023 (Holton),Ripley County,Indiana,86266cbafffffff,110,21.11,21.11,57501250.00390625,28252.889379848064,1758492393705,Synapse54,1758492393705,Synapse54
752,61944 (Paris),Edgar County,Illinois,862663a2fffffff,60,19.23,19.23,58800000.00390625,28576.628622629603,1758492393705,Synapse54,1758492393705,Synapse54
753,46538 (Leesburg),Kosciusko County,Indiana,86274b29fffffff,173,26.02,26.02,64327500.0,29879.11623346342,1758492393705,Synapse54,1758492393705,Synapse54
754,62423 (Dennison),Clark County,Illinois,862663a57ffffff,125,18.6,18.6,58432500.00390625,28483.496837519804,1758492393705,Synapse54,1758492393705,Synapse54
755,47223 (Butlerville),Jennings County,Indiana,86266cbb7ffffff,60,20.62,20.62,57887500.00390625,28352.763178672885,1758492393705,Synapse54,1758492393705,Synapse54
756,46392 (Wheatfield),Jasper County,Indiana,862664237ffffff,156,20.83,20.83,63764999.99609375,29747.077284832478,1758492393705,Synapse54,1758492393705,Synapse54
757,46124 (Edinburgh),Johnson County,Indiana,86266cc07ffffff,122,23.42,23.42,58540000.0,28507.560340038905,1758492393705,Synapse54,1758492393705,Synapse54
758,47885 (West Terre Haute),Vigo County,Indiana,862663a77ffffff,293,20.22,20.22,58652499.9921875,28541.749846681832,1758492393705,Synapse54,1758492393705,Synapse54
759,46542 (Milford),Kosciusko County,Indiana,86274b2a7ffffff,776,23.01,23.01,64681250.00390625,29958.02042132723,1758492393705,Synapse54,1758492393705,Synapse54
760,47201 (Columbus),Bartholomew County,Indiana,86266cc0fffffff,510,23.31,23.31,58200000.0,28420.540651075782,1758492393705,Synapse54,1758492393705,Synapse54
761,61944 (Paris),Edgar County,Illinois,862663b07ffffff,64,20.85,20.85,59224999.99609375,28676.036691508365,1758492393705,Synapse54,1758492393705,Synapse54
762,47546 (Jasper),Dubois County,Indiana,86266e22fffffff,137,20.51,20.51,55962500.00390625,27883.893252103313,1758492393705,Synapse54,1758492393705,Synapse54
763,46181 (Trafalgar),Johnson County,Indiana,86266cc17ffffff,339,22.17,22.17,58539999.99609375,28507.560340038905,1758492393705,Synapse54,1758492393705,Synapse54
764,47842 (Clinton),Vermillion County,Indiana,862663b0fffffff,46,19.57,19.57,58952500.0078125,28609.35047175593,1758492393705,Synapse54,1758492393705,Synapse54
765,46542 (Milford),Kosciusko County,Indiana,86274b2afffffff,289,17.57,17.57,64627499.99609375,29945.010964944828,1758492393705,Synapse54,1758492393705,Synapse54
766,46392 (Wheatfield),Jasper County,Indiana,862664247ffffff,61,18.89,18.89,63292500.00390625,29637.914259900805,1758492393705,Synapse54,1758492393705,Synapse54
767,47201 (Columbus),Bartholomew County,Indiana,86266cc1fffffff,47,25.13,25.13,58540000.00390625,28507.5603400389,1758492393705,Synapse54,1758492393705,Synapse54
768,47842 (Clinton),Vermillion County,Indiana,862663b27ffffff,169,21.56,21.56,59225000.0,28676.036691508365,1758492393705,Synapse54,1758492393705,Synapse54
769,46542 (Milford),Kosciusko County,Indiana,86274b2b7ffffff,124,22.18,22.18,64877500.0,30005.31004677672,1758492393705,Synapse54,1758492393705,Synapse54
770,46131 (Franklin),Johnson County,Indiana,86266cc27ffffff,192,21.1,21.1,58751250.00390625,28559.827305190112,1758492393705,Synapse54,1758492393705,Synapse54
771,47519 (Cannelburg),Daviess County,Indiana,86266e237ffffff,27,18.88,18.88,56020000.0,27898.515823022488,1758492393705,Synapse54,1758492393705,Synapse54
772,47885 (West Terre Haute),Vigo County,Indiana,862663b57ffffff,188,22.22,22.22,58589999.99609375,28524.871239872107,1758492393705,Synapse54,1758492393705,Synapse54
773,46562 (Pierceton),Kosciusko County,Indiana,86274b2c7ffffff,136,22.41,22.41,64241250.00390625,29858.92497961074,1758492393705,Synapse54,1758492393705,Synapse54
774,46124 (Edinburgh),Shelby County,Indiana,86266cc2fffffff,921,23.25,23.25,58698750.0,28546.44517708214,1758492393705,Synapse54,1758492393705,Synapse54
775,47957 (Medaryville),Pulaski County,Indiana,86266424fffffff,26,20.63,20.63,63292500.00390625,29637.914259900805,1758492393705,Synapse54,1758492393705,Synapse54
776,46349 (Lake Village),Newton County,Indiana,862664647ffffff,139,21.58,21.58,63387500.0,29657.708636223786,1758492393705,Synapse54,1758492393705,Synapse54
777,47203 (Columbus),Bartholomew County,Indiana,86266cc47ffffff,1775,23.0,23.0,58487499.99609375,28499.503563582504,1758492393705,Synapse54,1758492393705,Synapse54
778,46562 (Pierceton),Kosciusko County,Indiana,86274b2cfffffff,428,23.05,23.05,63915000.0,29778.63066931194,1758492393705,Synapse54,1758492393705,Synapse54
779,60958 (Pembroke Township),Kankakee County,Illinois,86266465fffffff,71,18.49,18.49,63415000.0,29663.462544852126,1758492393705,Synapse54,1758492393705,Synapse54
780,47527 (Dubois),Dubois County,Indiana,86266e267ffffff,122,23.33,23.33,55481249.99609375,27764.296808458963,1758492393705,Synapse54,1758492393705,Synapse54
781,47203 (Columbus),Bartholomew County,Indiana,86266cc4fffffff,3631,25.28,25.28,58147500.0,28420.268915379755,1758492393705,Synapse54,1758492393705,Synapse54
782,46582 (Warsaw),Kosciusko County,Indiana,86274b2d7ffffff,2863,24.06,24.06,64492500.0,29912.969835998098,1758492393705,Synapse54,1758492393705,Synapse54
783,60954 (Momence),Kankakee County,Illinois,862664677ffffff,109,17.5,17.5,63579999.99609375,29703.87127426066,1758492393705,Synapse54,1758492393705,Synapse54
784,47201 (Columbus),Bartholomew County,Indiana,86266cc57ffffff,1416,25.16,25.16,57990000.0,28373.430359696882,1758492393705,Synapse54,1758492393705,Synapse54
785,60401 (Beecher),Will County,Illinois,86266470fffffff,143,20.46,20.46,64184999.99609375,29844.258457732598,1758492393705,Synapse54,1758492393705,Synapse54
786,47978 (Rensselaer),Jasper County,Indiana,862664257ffffff,107,21.44,21.44,63546249.99609375,29699.772159416396,1758492393705,Synapse54,1758492393705,Synapse54
787,46580 (Warsaw),Kosciusko County,Indiana,86274b2dfffffff,861,19.91,19.91,64273750.0,29865.783071157584,1758492393705,Synapse54,1758492393705,Synapse54
788,47201 (Columbus),Bartholomew County,Indiana,86266cc5fffffff,5215,26.16,26.16,58117500.0,28405.554716520728,1758492393705,Synapse54,1758492393705,Synapse54
789,60417 (Crete),Will County,Illinois,862664727ffffff,1289,19.68,19.68,64572500.0,29937.242508031522,1758492393705,Synapse54,1758492393705,Synapse54
