OBJECTID,CONAME,ADDR,CITY,STATE_NAME,STATE,ZIP,ZIP4,NAICS,NAICS_ALL,SIC,SIC_ALL,INDUSTRY_DESC,AFFILIATE,BRAND,HQNAME,LOC_CONF,NAICS_SECT,PLACETYPE,SQFOOTAGE,MIN_SQFT,MAX_SQFT,EMPNUM,SALESVOL,SOURCE,ESRI_PID,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
64,Marcus Southgate Cinema,S 30th St,Milwaukee,Wisconsin,WI,53215,4318,51213101,51213101,783201,783201,Theatres-Movie,,,Marcus Theatres Corporation,High,Information,Branch,40000 - 99999,40000.0,99999.0,20.0,1098000.0,Data Axle,6936e7724ac8a879f37de848a81fd4f8,"Marcus Southgate Cinema, Milwaukee, Wisconsin",42.98526199999999,-87.95184699999999,1758493540260,Synapse54,1758493540260,Synapse54
65,Marcus Theatres Corporation,East,Milwaukee,Wisconsin,WI,53202,,51213101,"51213101, 56111022",783201,"783201, 874130","Theatres-Movie, Management Services",,,The Marcus Corporation,Low,Information,Headquarters,100000+,100000.0,,100.0,5488000.0,Data Axle,ba1c0dcfaf971a3120a73a6f899b9e41,"Marcus Theatres Corporation, Milwaukee, Wisconsin",43.043724999999995,-87.90527,1758493540260,Synapse54,1758493540260,Synapse54
66,Marcus Valley Grand Cinema,Van Roy Rd,Appleton,Wisconsin,WI,54915,9428,51213101,51213101,783201,783201,Theatres-Movie,,,Marcus Theatres Corporation,High,Information,Branch,40000 - 99999,40000.0,99999.0,20.0,1130000.0,Data Axle,aba7971a76e41d29ad123018a983aeab,"Marcus Valley Grand Cinema, Appleton, Wisconsin",44.255725,-88.34398999999998,1758493540260,Synapse54,1758493540260,Synapse54
67,Mariner Theatre,Ella Ct,Marinette,Wisconsin,WI,54143,1231,51213101,"51213101, 71111007, 99999005",783201,"783201, 792207, 999966","Theatres-Movie, Theatres-Live, Federal Government Contractors",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,6.0,,Data Axle,a4bc8d468b6f9a1bba71328717e900dd,"Mariner Theatre, Marinette, Wisconsin",45.100904999999976,-87.634195,1758493540260,Synapse54,1758493540260,Synapse54
68,Menomonie 7 Theatre-CEC Theatres,State Highway 25 N,Menomonie,Wisconsin,WI,54751,,51213101,51213101,783201,783201,Theatres-Movie,,,Cinema Entertainment Corp,High,Information,Branch,5000 - 9999,5000.0,9999.0,6.0,270000.0,Data Axle,a183398ebef59e9ba99d97712144355b,"Menomonie 7 Theatre-CEC Theatres, Menomonie, Wisconsin",44.913941999999984,-91.93458499999997,1758493540260,Synapse54,1758493540260,Synapse54
69,Micon Cinemas Eau Claire,Mall Dr,Eau Claire,Wisconsin,WI,54701,6868,51213101,51213101,783201,783201,Theatres-Movie,,,"Micon Cinemas, Inc",High,Information,Branch,20000 - 39999,20000.0,39999.0,20.0,963000.0,Data Axle,c7795f4ef1041c610d14cb97f039c54b,"Micon Cinemas Eau Claire, Eau Claire, Wisconsin",44.786749,-91.460311,1758493540260,Synapse54,1758493540260,Synapse54
70,"Micon Cinemas, Inc",Chippewa Mall Dr,Chippewa Falls,Wisconsin,WI,54729,5043,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,,High,Information,Headquarters,20000 - 39999,20000.0,39999.0,8.0,408000.0,Data Axle,30840905cebe3ac6f78ebdfca8e8fd17,"Micon Cinemas, Inc, Chippewa Falls, Wisconsin",44.92470000000001,-91.380593,1758493540260,Synapse54,1758493540260,Synapse54
71,Microlights Cinema,E Chambers St,Milwaukee,Wisconsin,WI,53212,2601,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,220000.0,Data Axle,2fb86bb8ae31f53b6457975071023140,"Microlights Cinema, Milwaukee, Wisconsin",43.07307999999998,-87.900507,1758493540260,Synapse54,1758493540260,Synapse54
72,Millennium Cinema,Millenium Dr,Platteville,Wisconsin,WI,53818,3833,51213101,51213101,783201,783201,Theatres-Movie,,,State Theatres,High,Information,Branch,5000 - 9999,5000.0,9999.0,5.0,203000.0,Data Axle,46e68f35b5ff2931a58d9e877cd4768a,"Millennium Cinema, Platteville, Wisconsin",42.73426699999998,-90.44695,1758493540260,Synapse54,1758493540260,Synapse54
73,Miner Theatre,Miner Ave E,Ladysmith,Wisconsin,WI,54848,1826,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,2500 - 4999,2500.0,4999.0,6.0,225000.0,Data Axle,4234d4ec90f53ccd74674aab2846e9bb,"Miner Theatre, Ladysmith, Wisconsin",45.463983999999996,-91.099824,1758493540260,Synapse54,1758493540260,Synapse54
74,Montello Theater,E Montello St,Montello,Wisconsin,WI,53949,9214,51213101,51213101,783201,783201,Theatres-Movie,,,,Low,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,109000.0,Data Axle,5b7083700048ef5fedcf763f4964a949,"Montello Theater, Montello, Wisconsin",43.79194999999998,-89.32612,1758493540260,Synapse54,1758493540260,Synapse54
75,Moonlight Outdoor Drive in,E Green Bay St,Shawano,Wisconsin,WI,54166,2258,51213202,51213202,783301,783301,Drive-In Motion Picture Theaters,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5.0,143000.0,Data Axle,d31d8e0408899e832941afa9f9b6e36e,"Moonlight Outdoor Drive in, Shawano, Wisconsin",44.781375000000004,-88.559922,1758493540260,Synapse54,1758493540260,Synapse54
76,Movie Tavern Brookfield Square,S Moorland Rd,Brookfield,Wisconsin,WI,53005,4230,51213101,"51213101, 72251117, 72241001",783201,"783201, 581208, 581301","Theatres-Movie, Restaurants, Bars",,,Marcus Theatres Corporation,High,Information,Branch,1500 - 2499,1500.0,2499.0,3.0,162000.0,Data Axle,274bb030ecd9200e6f7be1d882edff0f,"Movie Tavern Brookfield Square, Brookfield, Wisconsin",43.03035999999999,-88.10924599999998,1758493540260,Synapse54,1758493540260,Synapse54
77,Odyssey Fond Du Lac 8 Theatre,W Scott St,Fond Du Lac,Wisconsin,WI,54937,8852,51213101,51213101,783201,783201,Theatres-Movie,,,"Odyssey Entertainment, Inc",High,Information,Branch,10000 - 19999,10000.0,19999.0,7.0,388000.0,Data Axle,c47b5417f80feca8057990ad38193b41,"Odyssey Fond Du Lac 8 Theatre, Fond Du Lac, Wisconsin",43.79268199999997,-88.48858,1758493540260,Synapse54,1758493540260,Synapse54
78,Oriental Theatre,N Farwell Ave,Milwaukee,Wisconsin,WI,53202,1117,51213101,"51213101, 71111007",783201,"783201, 792207","Theatres-Movie, Theatres-Live",,,,High,Information,Independent,20000 - 39999,20000.0,39999.0,11.0,604000.0,Data Axle,2f7eed4ed3c8da43f7f35505bf542a33,"Oriental Theatre, Milwaukee, Wisconsin",43.05946399999998,-87.88550999999998,1758493540260,Synapse54,1758493540260,Synapse54
79,Palace Twin Theatre,5th Ave,Antigo,Wisconsin,WI,54409,1938,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,2500 - 4999,2500.0,4999.0,7.0,291000.0,Data Axle,79a2479459c8fcb4f0d24a200c618f7e,"Palace Twin Theatre, Antigo, Wisconsin",45.14018599999999,-89.155426,1758493540260,Synapse54,1758493540260,Synapse54
80,Park Theatre,2nd Ave N,Park Falls,Wisconsin,WI,54552,,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,1500 - 2499,1500.0,2499.0,2.0,74000.0,Data Axle,682620a445b6f78450722d7a8ccad9bf,"Park Theatre, Park Falls, Wisconsin",45.935974,-90.44947399999997,1758493540260,Synapse54,1758493540260,Synapse54
81,Park Theatre,US Highway 63,Hayward,Wisconsin,WI,54843,,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,186000.0,Data Axle,f16f7b0384235fa6d322fdb23104cc4e,"Park Theatre, Hayward, Wisconsin",46.013913,-91.482666,1758493540260,Synapse54,1758493540260,Synapse54
82,Plaza Theater,Milwaukee Ave,Burlington,Wisconsin,WI,53105,1253,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5.0,254000.0,Data Axle,af325a47c2f62704cff92bd192b54ad1,"Plaza Theater, Burlington, Wisconsin",42.679453999999986,-88.27762499999997,1758493540260,Synapse54,1758493540260,Synapse54
83,Portage Theatres 7,W Wisconsin St,Portage,Wisconsin,WI,53901,2138,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,12.0,571000.0,Data Axle,68ccb7fff4f75f0c13154cc106b4f62e,"Portage Theatres 7, Portage, Wisconsin",43.539613,-89.46266700000001,1758493540260,Synapse54,1758493540260,Synapse54
84,Prairie Cinema,E Prairie St,Prairie Du Chien,Wisconsin,WI,53821,3005,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,7.0,274000.0,Data Axle,eee76acd2f7ca6326b3c96c6cc4300e0,"Prairie Cinema, Prairie Du Chien, Wisconsin",43.032740999999994,-91.13172699999998,1758493540260,Synapse54,1758493540260,Synapse54
85,Rivoli Theatre,Washington Ave,Cedarburg,Wisconsin,WI,53012,1968,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,148000.0,Data Axle,0ec35da0ae0bfb1112629faca1683395,"Rivoli Theatre, Cedarburg, Wisconsin",43.296155999999996,-87.98769299999998,1758493540260,Synapse54,1758493540260,Synapse54
86,Rogers Cinema Marshfield 8,S Central Ave,Marshfield,Wisconsin,WI,54449,2822,51213101,51213101,783201,783201,Theatres-Movie,,,"Rogers Cinema, Inc",High,Information,Branch,5000 - 9999,5000.0,9999.0,6.0,337000.0,Data Axle,a6578bb894ce904af1c968ab556221db,"Rogers Cinema Marshfield 8, Marshfield, Wisconsin",44.66355399999999,-90.175349,1758493540260,Synapse54,1758493540260,Synapse54
87,Rogers Cinema Stevens Point 7,Church St,Stevens Point,Wisconsin,WI,54481,5206,51213101,51213101,783201,783201,Theatres-Movie,,,"Rogers Cinema, Inc",High,Information,Branch,5000 - 9999,5000.0,9999.0,5.0,248000.0,Data Axle,58f03d9e3cbf91f9209bd32670a1e5dd,"Rogers Cinema Stevens Point 7, Stevens Point, Wisconsin",44.510747999999985,-89.57083699999998,1758493540260,Synapse54,1758493540260,Synapse54
88,Rogers Cinema Waupaca,S Main St,Waupaca,Wisconsin,WI,54981,1577,51213101,51213101,783201,783201,Theatres-Movie,,,"Rogers Cinema, Inc",High,Information,Branch,5000 - 9999,5000.0,9999.0,5.0,209000.0,Data Axle,ff13a19587d6654b1553dbfbc995dd86,"Rogers Cinema Waupaca, Waupaca, Wisconsin",44.35647199999997,-89.085251,1758493540260,Synapse54,1758493540260,Synapse54
89,Rogers Cinema Wisconsin Rapids 6,E Grand Ave,Wisconsin Rapids,Wisconsin,WI,54494,4361,51213101,51213101,783201,783201,Theatres-Movie,,,"Rogers Cinema, Inc",High,Information,Branch,5000 - 9999,5000.0,9999.0,5.0,281000.0,Data Axle,4b86595effa96621f02ded1c035e17c1,"Rogers Cinema Wisconsin Rapids 6, Wisconsin Rapids, Wisconsin",44.39057099999999,-89.82493600000001,1758493540260,Synapse54,1758493540260,Synapse54
90,"Rogers Cinema, Inc",S Maple Ave,Marshfield,Wisconsin,WI,54449,3744,51213101,"51213101, 71119007, 99999005",783201,"783201, 792905, 999966","Theatres-Movie, Entertainment Bureaus, Federal Government Contractors",,,,High,Information,Headquarters,1 - 1499,1.0,1499.0,3.0,169000.0,Data Axle,7981ef979004e42710d2d7d076086a78,"Rogers Cinema, Inc, Marshfield, Wisconsin",44.66294799999999,-90.17409600000002,1758493540260,Synapse54,1758493540260,Synapse54
91,Rosebud Cinema,W North Ave,Milwaukee,Wisconsin,WI,53213,1938,51213101,51213101,783201,783201,Theatres-Movie,,,Neighborhood Theater Group LLC,High,Information,Branch,5000 - 9999,5000.0,9999.0,7.0,385000.0,Data Axle,515195136249d234f615fe3c5d891732,"Rosebud Cinema, Milwaukee, Wisconsin",43.060500000000005,-87.99827499999998,1758493540260,Synapse54,1758493540260,Synapse54
92,Rouman Amusement Company,Lincoln St,Rhinelander,Wisconsin,WI,54501,3623,51213101,"51213101, 99999005, 55111201",783201,"783201, 999966, 671901","Theatres-Movie, Federal Government Contractors, Holding Companies (Non-Bank)",,,,High,Information,Independent,20000 - 39999,20000.0,39999.0,15.0,795000.0,Data Axle,6e7aaa52151f6c8222957d4b9b22c25b,"Rouman Amusement Company, Rhinelander, Wisconsin",45.63413200000001,-89.39334300000002,1758493540260,Synapse54,1758493540260,Synapse54
93,Rouman Cinema,Lincoln St,Rhinelander,Wisconsin,WI,54501,3623,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,10000 - 19999,10000.0,19999.0,8.0,424000.0,Data Axle,95aca933ccefbb24368c7118078e1b81,"Rouman Cinema, Rhinelander, Wisconsin",45.63413200000001,-89.39334300000002,1758493540260,Synapse54,1758493540260,Synapse54
94,Schubert's Hartford Theatre,Grand Ave,Hartford,Wisconsin,WI,53027,2432,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,20000 - 39999,20000.0,39999.0,18.0,848000.0,Data Axle,b1c9fa5e8e211825f44b88b60c499db8,"Schubert's Hartford Theatre, Hartford, Wisconsin",43.29721299999999,-88.37800999999999,1758493540260,Synapse54,1758493540260,Synapse54
95,Shawano Cinema,E Green Bay St,Shawano,Wisconsin,WI,54166,2258,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5.0,204000.0,Data Axle,611b1ad7a0e91f3fc903cb8f4dc29209,"Shawano Cinema, Shawano, Wisconsin",44.781375000000004,-88.559922,1758493540260,Synapse54,1758493540260,Synapse54
96,"Silverspot Cinema, the Corners",N Market St,Brookfield,Wisconsin,WI,53045,3221,51213101,51213101,783201,783201,Theatres-Movie,,,Cinema Holdings LLC,High,Information,Branch,20000 - 39999,20000.0,39999.0,8.0,,Data Axle,d0a4bbc1b993d77551608d62144e13c8,"Silverspot Cinema, the Corners, Brookfield, Wisconsin",43.03430499999999,-88.163535,1758493540260,Synapse54,1758493540260,Synapse54
97,Skyway Drive-in Theatre,State Highway 42,Fish Creek,Wisconsin,WI,54212,,51213202,51213202,783301,783301,Drive-In Motion Picture Theaters,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,139000.0,Data Axle,927ea8f8af18c57e23049f0a4e25c2d3,"Skyway Drive-in Theatre, Fish Creek, Wisconsin",45.13772699999997,-87.198206,1758493540260,Synapse54,1758493540260,Synapse54
98,Sparta Cinema 6,Maple Ave,Sparta,Wisconsin,WI,54656,2379,51213101,51213101,783201,783201,Theatres-Movie,,,,Low,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,129000.0,Data Axle,71793622839ffa19e7d9bf25e77b361f,"Sparta Cinema 6, Sparta, Wisconsin",43.93739999999997,-90.82468,1758493540260,Synapse54,1758493540260,Synapse54
99,St Croix Falls Cinema,US Highway 8,Saint Croix Falls,Wisconsin,WI,54024,8326,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,120000.0,Data Axle,c816b08c0e2e3839801902b1948f6ad2,"St Croix Falls Cinema, Saint Croix Falls, Wisconsin",45.39997299999999,-92.606982,1758493540260,Synapse54,1758493540260,Synapse54
100,Stanley Theatre,N Broadway St,Stanley,Wisconsin,WI,54768,1005,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5.0,255000.0,Data Axle,89f83c67f94d5a8f320bb19f26ef6292,"Stanley Theatre, Stanley, Wisconsin",44.960743999999984,-90.938098,1758493540260,Synapse54,1758493540260,Synapse54
101,Stardust Twin Drive in Theater,22nd St,Chetek,Wisconsin,WI,54728,9754,51213202,51213202,783301,783301,Drive-In Motion Picture Theaters,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,12.0,373000.0,Data Axle,bc79cea7756a83cbe95df263f64f8156,"Stardust Twin Drive in Theater, Chetek, Wisconsin",45.349958,-91.703853,1758493540260,Synapse54,1758493540260,Synapse54
102,State Theatres,Millenium Dr,Platteville,Wisconsin,WI,53818,3833,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Headquarters,1 - 1499,1.0,1499.0,4.0,162000.0,Data Axle,7d9e847dd1876cf82b3b11bfa709a6f3,"State Theatres, Platteville, Wisconsin",42.73426699999998,-90.44695,1758493540260,Synapse54,1758493540260,Synapse54
103,Sturgeon Bay Cinemas,Alabama St,Sturgeon Bay,Wisconsin,WI,54235,3531,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,5.0,247000.0,Data Axle,52e3cf74b4ea6062717ea785ef1eb5a5,"Sturgeon Bay Cinemas, Sturgeon Bay, Wisconsin",44.85119999999999,-87.35061300000001,1758493540260,Synapse54,1758493540260,Synapse54
104,Suick Theaters-Palace Twin Theatre,5th Ave,Antigo,Wisconsin,WI,54409,1938,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,,High,Information,Independent,,,,52.0,2156000.0,Data Axle,d832e3a859e917e3482af83eb39e1f22,"Suick Theaters-Palace Twin Theatre, Antigo, Wisconsin",45.14018599999999,-89.155426,1758493540260,Synapse54,1758493540260,Synapse54
105,Sunstone Studios Mke,E Wells St,Milwaukee,Wisconsin,WI,53202,3503,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,,,,,,Data Axle,874e11ad360ad4e7f1cc2e1df1bf2b58,"Sunstone Studios Mke, Milwaukee, Wisconsin",43.04060999999998,-87.910526,1758493540260,Synapse54,1758493540260,Synapse54
106,The Avalon Theater,S Kinnickinnic Ave,Milwaukee,Wisconsin,WI,53207,1651,51213101,51213101,783201,783201,Theatres-Movie,,,Neighborhood Theater Group LLC,High,Information,Branch,5000 - 9999,5000.0,9999.0,5.0,275000.0,Data Axle,5eaa9f466fb927d89faa95c17787c98e,"The Avalon Theater, Milwaukee, Wisconsin",42.99967799999998,-87.901969,1758493540260,Synapse54,1758493540260,Synapse54
107,The Elroy Theatre,Main St,Elroy,Wisconsin,WI,53929,1250,51213101,"51213101, 71111007",783201,"783201, 792207","Theatres-Movie, Theatres-Live",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,,Data Axle,24b7cd60c29dbca2a978ff2cfc6b89dd,"The Elroy Theatre, Elroy, Wisconsin",43.738048999999975,-90.26972199999999,1758493540260,Synapse54,1758493540260,Synapse54
108,The Marcus Corporation,East,Milwaukee,Wisconsin,WI,53202,,51213101,"51213101, 72111001, 54161303",783201,"783201, 701103, 874213","Theatres-Movie, Hotel & Motel Management, Marketing Programs & Services",,,,Low,Information,Headquarters,100000+,100000.0,,150.0,8232000.0,Data Axle,64e98efeca5eabbb7e0db0e209c68ded,"The Marcus Corporation, Milwaukee, Wisconsin",43.043724999999995,-87.90527,1758493540260,Synapse54,1758493540260,Synapse54
109,Three Lakes Center For the Arts,Superior St,Three Lakes,Wisconsin,WI,54562,,51213101,"51213101, 71111010, 99999005, 81331908",783201,"783201, 792233, 999966, 839998","Theatres-Movie, Performing Arts, Federal Government Contractors, Non-Profit Organizations",,,,High,Information,Independent,2500 - 4999,2500.0,4999.0,3.0,159000.0,Data Axle,b453490df8416b6cfe503ad4292af9e1,"Three Lakes Center For the Arts, Three Lakes, Wisconsin",45.798456999999985,-89.16832999999998,1758493540260,Synapse54,1758493540260,Synapse54
110,Timbers Movie Theatres,1st Ave,Siren,Wisconsin,WI,54872,8234,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,151000.0,Data Axle,d5e7ea5f771e7fb2840e5dc61df08122,"Timbers Movie Theatres, Siren, Wisconsin",45.79248399999999,-92.381794,1758493540260,Synapse54,1758493540260,Synapse54
111,Time Community Theater,N Main St,Oshkosh,Wisconsin,WI,54901,4907,51213101,"51213101, 81331908",783201,"783201, 839998","Theatres-Movie, Non-Profit Organizations",,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,,Data Axle,593e702bd7fee4fe8b82eaefe4da0bf2,"Time Community Theater, Oshkosh, Wisconsin",44.019035,-88.537841,1758493540260,Synapse54,1758493540260,Synapse54
112,TIMES CINEMA,W Vliet St,Milwaukee,Wisconsin,WI,53208,2165,51213101,51213101,783201,783201,Theatres-Movie,,,Neighborhood Theater Group LLC,High,Information,Branch,10000 - 19999,10000.0,19999.0,11.0,494000.0,Data Axle,4c8105c491e2bb353b0026c3d85d6c13,"TIMES CINEMA, Milwaukee, Wisconsin",43.05021999999999,-87.98672799999999,1758493540260,Synapse54,1758493540260,Synapse54
113,Vernon Square Cinema,N Main St,Viroqua,Wisconsin,WI,54665,1152,51213101,"51213101, 99999005",783201,"783201, 999966","Theatres-Movie, Federal Government Contractors",,,,High,Information,Independent,1500 - 2499,1500.0,2499.0,3.0,,Data Axle,7c885fdca5a4130d18bba07539286180,"Vernon Square Cinema, Viroqua, Wisconsin",43.574175999999994,-90.89125199999997,1758493540260,Synapse54,1758493540260,Synapse54
114,Vilas Cinema 5,E Wall St,Eagle River,Wisconsin,WI,54521,,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,3.0,140000.0,Data Axle,7eb529240306cfb278c2de5a4ccf452c,"Vilas Cinema 5, Eagle River, Wisconsin",45.91504399999999,-89.25001299999997,1758493540260,Synapse54,1758493540260,Synapse54
115,West Bend Cinema,Parkway Dr,West Bend,Wisconsin,WI,53095,8529,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,189000.0,Data Axle,52badf906a8eaad0b74861d330023c09,"West Bend Cinema, West Bend, Wisconsin",43.394854,-88.186104,1758493540260,Synapse54,1758493540260,Synapse54
116,Whitewater Cinemas,E Pearson Ln,Whitewater,Wisconsin,WI,53190,3755,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,6.0,268000.0,Data Axle,d5a88cad08c2622dd83bab2362e18a20,"Whitewater Cinemas, Whitewater, Wisconsin",42.83523300000001,-88.765658,1758493540260,Synapse54,1758493540260,Synapse54
117,Wildwood Theatres,Deerfield Dr,Janesville,Wisconsin,WI,53546,3498,51213101,51213101,783201,783201,Theatres-Movie,,,,High,Information,Independent,5000 - 9999,5000.0,9999.0,4.0,229000.0,Data Axle,7440f434f8463b1e32d4d3fb3484493e,"Wildwood Theatres, Janesville, Wisconsin",42.720779999999976,-88.97996900000001,1758493540260,Synapse54,1758493540260,Synapse54
