OBJECTID,admin4_name,admin3_name,admin2_name,id,GENX_CY,GENX_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,53506 (Avoca),Iowa County,Wisconsin,8627584b7ffffff,94,19.46,19.46,69442500.0,31040.39559876385,1758492455545,Synapse54,1758492455545,Synapse54
2,54722 (Augusta),Eau Claire County,Wisconsin,862753a37ffffff,284,14.37,14.37,74474999.99609375,32141.05461982832,1758492455545,Synapse54,1758492455545,Synapse54
3,53533 (Dodgeville),Iowa County,Wisconsin,8627584c7ffffff,44,19.91,19.91,69182500.0,30979.588579485226,1758492455545,Synapse54,1758492455545,Synapse54
4,54746 (Humbird),Clark County,Wisconsin,862753a47ffffff,73,16.94,16.94,74071250.0,32053.202896472554,1758492455545,Synapse54,1758492455545,Synapse54
5,53533 (Dodgeville),Iowa County,Wisconsin,8627584cfffffff,39,20.63,20.63,68902500.0,30914.91025200175,1758492455545,Synapse54,1758492455545,Synapse54
6,54754 (Merrillan),Jackson County,Wisconsin,862753a4fffffff,130,19.43,19.43,73777500.00390625,31987.713303835266,1758492455545,Synapse54,1758492455545,Synapse54
7,53533 (Dodgeville),Iowa County,Wisconsin,8627584d7ffffff,8,21.62,21.62,68735000.0,30882.78101006284,1758492455545,Synapse54,1758492455545,Synapse54
8,54741 (Fairchild),Jackson County,Wisconsin,862753a57ffffff,27,19.57,19.57,74306250.00390625,32101.38340046572,1758492455545,Synapse54,1758492455545,Synapse54
9,53533 (Dodgeville),Iowa County,Wisconsin,8627584dfffffff,688,18.69,18.69,68776250.0,30889.235265597057,1758492455545,Synapse54,1758492455545,Synapse54
10,54611 (Alma Center),Jackson County,Wisconsin,862753a5fffffff,53,19.78,19.78,73757499.9921875,31981.5880021302,1758492455545,Synapse54,1758492455545,Synapse54
11,53582 (Ridgeway),Iowa County,Wisconsin,8627584e7ffffff,33,20.0,20.0,68881249.9921875,30912.658494930918,1758492455545,Synapse54,1758492455545,Synapse54
12,54746 (Humbird),Clark County,Wisconsin,862753a67ffffff,17,16.83,16.83,74187500.0,32078.547433961077,1758492455545,Synapse54,1758492455545,Synapse54
13,53582 (Ridgeway),Iowa County,Wisconsin,8627584efffffff,184,20.7,20.7,68902500.0,30914.91025200175,1758492455545,Synapse54,1758492455545,Synapse54
14,54746 (Humbird),Clark County,Wisconsin,862753a6fffffff,6,15.79,15.79,74531250.0,32149.313897255623,1758492455545,Synapse54,1758492455545,Synapse54
15,53533 (Dodgeville),Iowa County,Wisconsin,8627584f7ffffff,27,20.61,20.61,69181250.0,30979.55660330779,1758492455545,Synapse54,1758492455545,Synapse54
16,54741 (Fairchild),Jackson County,Wisconsin,862753a77ffffff,41,17.23,17.23,73962500.0,32027.581248554652,1758492455545,Synapse54,1758492455545,Synapse54
17,53577 (Plain),Sauk County,Wisconsin,862758507ffffff,49,20.33,20.33,70373750.00390625,31244.235149327957,1758492455545,Synapse54,1758492455545,Synapse54
18,54758 (Osseo),Trempealeau County,Wisconsin,862753a87ffffff,79,18.72,18.72,74458750.00390625,32135.13517694386,1758492455545,Synapse54,1758492455545,Synapse54
19,53583 (Sauk City),Sauk County,Wisconsin,86275850fffffff,66,21.09,21.09,69915000.0,31144.440769131128,1758492455545,Synapse54,1758492455545,Synapse54
20,54758 (Osseo),Trempealeau County,Wisconsin,862753a8fffffff,69,20.0,20.0,74034999.99609375,32043.574617556253,1758492455545,Synapse54,1758492455545,Synapse54
21,53577 (Plain),Sauk County,Wisconsin,862758517ffffff,42,20.1,20.1,70373750.0,31244.235149327957,1758492455545,Synapse54,1758492455545,Synapse54
22,54758 (Osseo),Eau Claire County,Wisconsin,862753a97ffffff,38,21.97,21.97,74235000.0,32087.86002368061,1758492455545,Synapse54,1758492455545,Synapse54
23,53588 (Spring Green),Sauk County,Wisconsin,86275851fffffff,32,20.92,20.92,69736250.0,31101.961419471583,1758492455545,Synapse54,1758492455545,Synapse54
24,54758 (Osseo),Trempealeau County,Wisconsin,862753a9fffffff,43,19.72,19.72,74034999.9921875,32043.574617556253,1758492455545,Synapse54,1758492455545,Synapse54
25,53951 (North Freedom),Sauk County,Wisconsin,862758527ffffff,48,20.25,20.25,70115000.0,31189.25428208933,1758492455545,Synapse54,1758492455545,Synapse54
26,54758 (Osseo),Eau Claire County,Wisconsin,862753aa7ffffff,39,22.54,22.54,74474999.9921875,32141.05461982832,1758492455545,Synapse54,1758492455545,Synapse54
27,53578 (Prairie du Sac),Sauk County,Wisconsin,86275852fffffff,85,20.09,20.09,70113750.00390625,31183.936806272835,1758492455545,Synapse54,1758492455545,Synapse54
28,54758 (Osseo),Trempealeau County,Wisconsin,862753aafffffff,383,18.6,18.6,74035000.0078125,32043.574617556253,1758492455545,Synapse54,1758492455545,Synapse54
29,53951 (North Freedom),Sauk County,Wisconsin,862758537ffffff,35,20.23,20.23,69915000.0,31144.440769131124,1758492455545,Synapse54,1758492455545,Synapse54
30,54758 (Osseo),Eau Claire County,Wisconsin,862753ab7ffffff,76,22.82,22.82,74458750.00390625,32135.135176943862,1758492455545,Synapse54,1758492455545,Synapse54
31,53560 (Mazomanie),Dane County,Wisconsin,862758547ffffff,422,22.16,22.16,69656250.0,31084.176140277126,1758492455545,Synapse54,1758492455545,Synapse54
32,54758 (Osseo),Jackson County,Wisconsin,862753ac7ffffff,48,21.15,21.15,73943750.0,32024.07827134341,1758492455545,Synapse54,1758492455545,Synapse54
33,53515 (Black Earth),Dane County,Wisconsin,86275854fffffff,349,18.17,18.17,69656249.99609375,31084.176140277126,1758492455545,Synapse54,1758492455545,Synapse54
34,54635 (Hixton),Jackson County,Wisconsin,862753acfffffff,52,21.31,21.31,73739999.99609375,31980.125316509228,1758492455545,Synapse54,1758492455545,Synapse54
35,53583 (Sauk City),Sauk County,Wisconsin,862758557ffffff,43,22.28,22.28,69757500.0,31106.049535529703,1758492455545,Synapse54,1758492455545,Synapse54
36,54758 (Osseo),Trempealeau County,Wisconsin,862753ad7ffffff,57,20.88,20.88,73926249.99609375,32020.78465674832,1758492455545,Synapse54,1758492455545,Synapse54
37,53560 (Mazomanie),Dane County,Wisconsin,86275855fffffff,145,20.0,20.0,69757499.99609375,31106.049535529703,1758492455545,Synapse54,1758492455545,Synapse54
38,54635 (Hixton),Jackson County,Wisconsin,862753adfffffff,62,20.39,20.39,73505000.00390625,31931.914373394684,1758492455545,Synapse54,1758492455545,Synapse54
39,54757 (New Auburn),Chippewa County,Wisconsin,862750647ffffff,92,20.26,20.26,76627499.99609375,32600.888954781985,1758492455545,Synapse54,1758492455545,Synapse54
40,53583 (Sauk City),Dane County,Wisconsin,862758567ffffff,341,19.96,19.96,70012500.00390625,31162.061049876633,1758492455545,Synapse54,1758492455545,Synapse54
41,54741 (Fairchild),Jackson County,Wisconsin,862753ae7ffffff,34,19.65,19.65,73926250.0078125,32020.78465674832,1758492455545,Synapse54,1758492455545,Synapse54
42,53583 (Sauk City),Sauk County,Wisconsin,862758577ffffff,87,23.51,23.51,69915000.0,31144.440769131124,1758492455545,Synapse54,1758492455545,Synapse54
43,54611 (Alma Center),Jackson County,Wisconsin,862753aefffffff,31,20.81,20.81,73836249.99609375,32001.497673151636,1758492455545,Synapse54,1758492455545,Synapse54
44,53588 (Spring Green),Sauk County,Wisconsin,862758587ffffff,33,16.34,16.34,69893749.99609375,31140.352653073005,1758492455545,Synapse54,1758492455545,Synapse54
45,54758 (Osseo),Jackson County,Wisconsin,862753af7ffffff,53,20.0,20.0,73926250.00390625,32020.78465674832,1758492455545,Synapse54,1758492455545,Synapse54
46,53588 (Spring Green),Sauk County,Wisconsin,86275858fffffff,53,21.29,21.29,69715000.0,31097.873303413464,1758492455545,Synapse54,1758492455545,Synapse54
47,54726 (Boyd),Eau Claire County,Wisconsin,862753b07ffffff,16,22.86,22.86,74700000.0,32188.51055187374,1758492455545,Synapse54,1758492455545,Synapse54
48,53556 (Lone Rock),Richland County,Wisconsin,862758597ffffff,30,20.55,20.55,69919999.99609375,31140.463469493036,1758492455545,Synapse54,1758492455545,Synapse54
49,54768 (Stanley),Eau Claire County,Wisconsin,862753b0fffffff,1,11.11,11.11,75172500.00390625,32288.398431651272,1758492455545,Synapse54,1758492455545,Synapse54
50,53556 (Lone Rock),Richland County,Wisconsin,86275859fffffff,60,20.55,20.55,69871250.00390625,31133.30739298422,1758492455545,Synapse54,1758492455545,Synapse54
51,54722 (Augusta),Eau Claire County,Wisconsin,862753b17ffffff,48,23.19,23.19,74917500.00390625,32230.977471803046,1758492455545,Synapse54,1758492455545,Synapse54
52,53577 (Plain),Sauk County,Wisconsin,8627585a7ffffff,34,16.75,16.75,70226250.0078125,31210.65227330273,1758492455545,Synapse54,1758492455545,Synapse54
53,54165 (Seymour),Shawano County,Wisconsin,8627435b7ffffff,107,21.62,21.62,75180000.0,32287.480606385783,1758492455545,Synapse54,1758492455545,Synapse54
54,53922 (Burnett),Dodge County,Wisconsin,86275d59fffffff,125,22.77,22.77,70871250.0,31354.49047915022,1758492455545,Synapse54,1758492455545,Synapse54
55,54722 (Augusta),Eau Claire County,Wisconsin,862753b1fffffff,12,16.22,16.22,75045000.0,32259.68795172716,1758492455545,Synapse54,1758492455545,Synapse54
56,53050 (Mayville),Dodge County,Wisconsin,86275d5a7ffffff,20,20.83,20.83,71208749.99609375,31427.838981984485,1758492455545,Synapse54,1758492455545,Synapse54
57,53014 (Chilton),Calumet County,Wisconsin,862743687ffffff,28,24.56,24.56,72997499.99609375,31814.995495631178,1758492455545,Synapse54,1758492455545,Synapse54
58,53588 (Spring Green),Sauk County,Wisconsin,8627585afffffff,197,20.0,20.0,69714999.99609375,31097.873303413464,1758492455545,Synapse54,1758492455545,Synapse54
59,54629 (Fountain City),Buffalo County,Wisconsin,86275364fffffff,95,21.49,21.49,72269999.9921875,31659.497646864143,1758492455545,Synapse54,1758492455545,Synapse54
60,53050 (Mayville),Dodge County,Wisconsin,86275d5afffffff,742,20.23,20.23,71055000.00390625,31390.974777839394,1758492455545,Synapse54,1758492455545,Synapse54
61,54768 (Stanley),Eau Claire County,Wisconsin,862753b27ffffff,66,23.24,23.24,75587500.0,32379.194197256962,1758492455545,Synapse54,1758492455545,Synapse54
62,53042 (Kiel),Manitowoc County,Wisconsin,86274368fffffff,145,22.48,22.48,73125000.0,31848.848023154173,1758492455545,Synapse54,1758492455545,Synapse54
63,53922 (Burnett),Dodge County,Wisconsin,86275d5b7ffffff,34,18.89,18.89,71437499.99609375,31478.00981823069,1758492455545,Synapse54,1758492455545,Synapse54
64,53014 (Chilton),Calumet County,Wisconsin,862743697ffffff,900,19.85,19.85,73358750.0,31896.67919943253,1758492455545,Synapse54,1758492455545,Synapse54
65,53937 (Hillpoint),Sauk County,Wisconsin,8627585b7ffffff,32,18.6,18.6,69715000.0078125,31099.627256172924,1758492455545,Synapse54,1758492455545,Synapse54
66,53079 (Saint Cloud),Fond du Lac County,Wisconsin,86275dc07ffffff,334,22.57,22.57,71933750.0,31586.020430924254,1758492455545,Synapse54,1758492455545,Synapse54
67,53061 (New Holstein),Calumet County,Wisconsin,86274369fffffff,475,20.76,20.76,72630000.00390625,31736.275208496936,1758492455545,Synapse54,1758492455545,Synapse54
68,54771 (Thorp),Clark County,Wisconsin,862753b2fffffff,2,22.22,22.22,74924999.9921875,32236.52386715686,1758492455545,Synapse54,1758492455545,Synapse54
69,53011 (Cascade),Sheboygan County,Wisconsin,86275dc0fffffff,102,21.94,21.94,71755000.0,31544.566586414094,1758492455545,Synapse54,1758492455545,Synapse54
70,53014 (Chilton),Manitowoc County,Wisconsin,8627436a7ffffff,105,24.25,24.25,73386250.00390625,31902.106775926633,1758492455545,Synapse54,1758492455545,Synapse54
71,53570 (Monticello),Green County,Wisconsin,862758607ffffff,114,22.94,22.94,68699999.99609375,30874.522672748724,1758492455545,Synapse54,1758492455545,Synapse54
72,53014 (Chilton),Calumet County,Wisconsin,8627436b7ffffff,74,24.18,24.18,73358750.0,31896.679199432525,1758492455545,Synapse54,1758492455545,Synapse54
73,53019 (Eden),Fond du Lac County,Wisconsin,86275dc17ffffff,91,21.77,21.77,71933749.99609375,31586.020430924254,1758492455545,Synapse54,1758492455545,Synapse54
74,54722 (Augusta),Eau Claire County,Wisconsin,862753b37ffffff,45,23.32,23.32,75044999.99609375,32259.68795172716,1758492455545,Synapse54,1758492455545,Synapse54
75,53516 (Blanchardville),Green County,Wisconsin,862758617ffffff,149,20.44,20.44,68321250.0,30783.904771996637,1758492455545,Synapse54,1758492455545,Synapse54
76,53042 (Kiel),Manitowoc County,Wisconsin,8627436d7ffffff,619,22.77,22.77,72667500.00390625,31746.130674606105,1758492455545,Synapse54,1758492455545,Synapse54
77,54425 (Dorchester),Clark County,Wisconsin,86275156fffffff,57,16.52,16.52,75885000.0078125,32439.320422262143,1758492455545,Synapse54,1758492455545,Synapse54
78,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dc1fffffff,98,21.92,21.92,71933749.99609375,31586.020430924254,1758492455545,Synapse54,1758492455545,Synapse54
79,54230 (Reedsville),Manitowoc County,Wisconsin,862743787ffffff,170,20.63,20.63,73385000.00390625,31901.889320744718,1758492455545,Synapse54,1758492455545,Synapse54
80,54493 (Willard),Clark County,Wisconsin,862753b47ffffff,2,16.67,16.67,74531250.0,32149.313897255623,1758492455545,Synapse54,1758492455545,Synapse54
81,53023 (Glenbeulah),Sheboygan County,Wisconsin,86275dc27ffffff,92,22.6,22.6,72217500.00390625,31644.09403874706,1758492455545,Synapse54,1758492455545,Synapse54
82,53504 (Argyle),Green County,Wisconsin,86275861fffffff,56,23.43,23.43,68376250.00390625,30800.107993719983,1758492455545,Synapse54,1758492455545,Synapse54
83,54110 (Brillion),Calumet County,Wisconsin,862743797ffffff,719,19.31,19.31,74145000.0,32067.5034329925,1758492455545,Synapse54,1758492455545,Synapse54
84,53073 (Plymouth),Sheboygan County,Wisconsin,86275dc2fffffff,77,22.38,22.38,71933749.99609375,31586.020430924254,1758492455545,Synapse54,1758492455545,Synapse54
85,54456 (Neillsville),Clark County,Wisconsin,862753b4fffffff,8,19.51,19.51,74512500.0,32145.810920044383,1758492455545,Synapse54,1758492455545,Synapse54
86,53516 (Blanchardville),Green County,Wisconsin,862758637ffffff,62,22.46,22.46,68095000.0,30735.81132138575,1758492455545,Synapse54,1758492455545,Synapse54
87,54110 (Brillion),Calumet County,Wisconsin,86274379fffffff,126,23.91,23.91,73384999.9921875,31901.889320744718,1758492455545,Synapse54,1758492455545,Synapse54
88,53057 (Mount Calvary),Fond du Lac County,Wisconsin,86275dc37ffffff,84,22.89,22.89,72603750.00390625,31731.135203113627,1758492455545,Synapse54,1758492455545,Synapse54
89,54768 (Stanley),Eau Claire County,Wisconsin,862753b57ffffff,2,20.0,20.0,74700000.00390625,32188.51055187374,1758492455545,Synapse54,1758492455545,Synapse54
90,54110 (Brillion),Manitowoc County,Wisconsin,8627437b7ffffff,66,19.94,19.94,73755000.00390625,31980.60960787896,1758492455545,Synapse54,1758492455545,Synapse54
91,53001 (Adell),Sheboygan County,Wisconsin,86275dc47ffffff,166,22.34,22.34,71559999.99609375,31506.037878986466,1758492455545,Synapse54,1758492455545,Synapse54
92,53516 (Blanchardville),Lafayette County,Wisconsin,862758687ffffff,32,18.29,18.29,68073750.00390625,30731.695920506903,1758492455545,Synapse54,1758492455545,Synapse54
93,54141 (Little Suamico),Oconto County,Wisconsin,862743c97ffffff,357,22.04,22.04,75737500.0,32410.220990827198,1758492455545,Synapse54,1758492455545,Synapse54
94,53075 (Random Lake),Sheboygan County,Wisconsin,86275dc4fffffff,425,22.26,22.26,71587499.9921875,31511.499741198626,1758492455545,Synapse54,1758492455545,Synapse54
95,54493 (Willard),Clark County,Wisconsin,862753b5fffffff,4,17.39,17.39,74090000.00390625,32056.675434562414,1758492455545,Synapse54,1758492455545,Synapse54
96,53001 (Adell),Sheboygan County,Wisconsin,86275dc57ffffff,142,22.19,22.19,71755000.0,31544.566586414094,1758492455545,Synapse54,1758492455545,Synapse54
97,54493 (Willard),Clark County,Wisconsin,862753b67ffffff,12,19.35,19.35,75063749.99609375,32265.926778566223,1758492455545,Synapse54,1758492455545,Synapse54
98,53504 (Argyle),Lafayette County,Wisconsin,86275868fffffff,52,19.55,19.55,68073749.99609375,30731.695920506903,1758492455545,Synapse54,1758492455545,Synapse54
99,54173 (Suamico),Brown County,Wisconsin,862743c9fffffff,295,22.33,22.33,75553749.99609375,32369.13187498059,1758492455545,Synapse54,1758492455545,Synapse54
100,53075 (Random Lake),Sheboygan County,Wisconsin,86275dc5fffffff,132,22.56,22.56,71523750.00390625,31496.66058897336,1758492455545,Synapse54,1758492455545,Synapse54
101,54493 (Willard),Clark County,Wisconsin,862753b6fffffff,17,19.1,19.1,74737500.0,32193.741416834288,1758492455545,Synapse54,1758492455545,Synapse54
102,54101 (Abrams),Oconto County,Wisconsin,862743cb7ffffff,186,22.91,22.91,75974999.99609375,32458.211033471285,1758492455545,Synapse54,1758492455545,Synapse54
103,53011 (Cascade),Sheboygan County,Wisconsin,86275dc77ffffff,146,21.69,21.69,71915000.00390625,31580.36005004066,1758492455545,Synapse54,1758492455545,Synapse54
104,53530 (Darlington),Lafayette County,Wisconsin,862758697ffffff,35,17.86,17.86,68052499.99609375,30727.580519628056,1758492455545,Synapse54,1758492455545,Synapse54
105,54153 (Oconto),Oconto County,Wisconsin,862743d97ffffff,121,20.54,20.54,76589999.99609375,32587.87499865832,1758492455545,Synapse54,1758492455545,Synapse54
106,53019 (Eden),Fond du Lac County,Wisconsin,86275dc87ffffff,309,18.84,18.84,71801250.0078125,31556.45982241994,1758492455545,Synapse54,1758492455545,Synapse54
107,53530 (Darlington),Lafayette County,Wisconsin,86275869fffffff,34,17.71,17.71,68073750.0,30731.695920506903,1758492455545,Synapse54,1758492455545,Synapse54
108,54493 (Willard),Clark County,Wisconsin,862753b77ffffff,14,18.42,18.42,75172499.9921875,32288.398431651272,1758492455545,Synapse54,1758492455545,Synapse54
109,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dc8fffffff,70,21.74,21.74,71755000.0,31544.566586414094,1758492455545,Synapse54,1758492455545,Synapse54
110,54494 (Wisconsin Rapids),Portage County,Wisconsin,862751247ffffff,81,20.4,20.4,74284999.99609375,32097.618688453404,1758492455545,Synapse54,1758492455545,Synapse54
111,54937 (Fond du Lac),Fond du Lac County,Wisconsin,86275dc97ffffff,129,20.06,20.06,72211249.99609375,31648.64099216982,1758492455545,Synapse54,1758492455545,Synapse54
112,53516 (Blanchardville),Lafayette County,Wisconsin,8627586a7ffffff,114,19.35,19.35,68250000.00390625,30774.2437066093,1758492455545,Synapse54,1758492455545,Synapse54
113,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b87ffffff,48,18.11,18.11,74583749.99609375,32163.845656867976,1758492455545,Synapse54,1758492455545,Synapse54
114,54494 (Wisconsin Rapids),Portage County,Wisconsin,86275124fffffff,77,21.15,21.15,73792500.00390625,31993.554816746997,1758492455545,Synapse54,1758492455545,Synapse54
115,53006 (Brownsville),Fond du Lac County,Wisconsin,86275dc9fffffff,186,23.19,23.19,71666250.0,31528.737143470404,1758492455545,Synapse54,1758492455545,Synapse54
116,54481 (Stevens Point),Portage County,Wisconsin,862751267ffffff,116,20.17,20.17,74285000.00390625,32097.618688453404,1758492455545,Synapse54,1758492455545,Synapse54
117,53504 (Argyle),Lafayette County,Wisconsin,8627586afffffff,35,19.34,19.34,68148750.0,30752.23402949136,1758492455545,Synapse54,1758492455545,Synapse54
118,54937 (Fond du Lac),Fond du Lac County,Wisconsin,86275dca7ffffff,267,19.87,19.87,71933749.99609375,31586.020430924254,1758492455545,Synapse54,1758492455545,Synapse54
119,54722 (Augusta),Eau Claire County,Wisconsin,862753b8fffffff,56,15.91,15.91,74458750.0078125,32135.135176943862,1758492455545,Synapse54,1758492455545,Synapse54
120,54467 (Plover),Portage County,Wisconsin,86275126fffffff,134,19.36,19.36,74285000.0,32097.618688453404,1758492455545,Synapse54,1758492455545,Synapse54
121,53019 (Eden),Fond du Lac County,Wisconsin,86275dcafffffff,86,20.0,20.0,71702499.99609375,31535.293105684534,1758492455545,Synapse54,1758492455545,Synapse54
122,53516 (Blanchardville),Lafayette County,Wisconsin,8627586b7ffffff,20,19.05,19.05,68250000.00390625,30774.2437066093,1758492455545,Synapse54,1758492455545,Synapse54
123,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b97ffffff,280,18.69,18.69,74882500.0,32226.69573633147,1758492455545,Synapse54,1758492455545,Synapse54
124,54935 (Fond du Lac),Fond du Lac County,Wisconsin,86275dcb7ffffff,4450,18.59,18.59,71801250.0,31556.45982241994,1758492455545,Synapse54,1758492455545,Synapse54
125,54455 (Mosinee),Marathon County,Wisconsin,86275132fffffff,220,21.76,21.76,74996250.00390625,32250.715845687177,1758492455545,Synapse54,1758492455545,Synapse54
126,53504 (Argyle),Green County,Wisconsin,8627586c7ffffff,47,19.75,19.75,67995000.0078125,30713.834262286822,1758492455545,Synapse54,1758492455545,Synapse54
127,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dcc7ffffff,514,22.51,22.51,71320000.0,31451.00741967214,1758492455545,Synapse54,1758492455545,Synapse54
128,54443 (Junction City),Portage County,Wisconsin,862751347ffffff,139,21.09,21.09,74936250.0,32235.94706640824,1758492455545,Synapse54,1758492455545,Synapse54
129,54742 (Fall Creek),Eau Claire County,Wisconsin,862753b9fffffff,35,19.34,19.34,74681249.99609375,32182.59110898928,1758492455545,Synapse54,1758492455545,Synapse54
130,54481 (Stevens Point),Portage County,Wisconsin,86275134fffffff,985,14.52,14.52,74492500.0,32142.64187850021,1758492455545,Synapse54,1758492455545,Synapse54
131,53040 (Kewaskum),Washington County,Wisconsin,86275dccfffffff,991,20.53,20.53,71088750.0,31403.101422231404,1758492455545,Synapse54,1758492455545,Synapse54
132,53566 (Monroe),Green County,Wisconsin,8627586cfffffff,73,19.73,19.73,67775000.0,30664.767626453762,1758492455545,Synapse54,1758492455545,Synapse54
133,54443 (Junction City),Portage County,Wisconsin,862751357ffffff,129,18.4,18.4,74706250.0,32186.63639794535,1758492455545,Synapse54,1758492455545,Synapse54
134,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dcd7ffffff,362,21.83,21.83,71471250.0078125,31487.387108243798,1758492455545,Synapse54,1758492455545,Synapse54
135,54742 (Fall Creek),Eau Claire County,Wisconsin,862753ba7ffffff,74,24.26,24.26,74808750.0,32211.301588913393,1758492455545,Synapse54,1758492455545,Synapse54
136,54481 (Stevens Point),Portage County,Wisconsin,86275135fffffff,74,21.96,21.96,74470000.0,32138.354400084136,1758492455545,Synapse54,1758492455545,Synapse54
137,53504 (Argyle),Lafayette County,Wisconsin,8627586d7ffffff,56,22.22,22.22,67876250.0,30686.777303571704,1758492455545,Synapse54,1758492455545,Synapse54
138,53040 (Kewaskum),Washington County,Wisconsin,86275dcdfffffff,223,23.11,23.11,71319999.99609375,31451.007419672143,1758492455545,Synapse54,1758492455545,Synapse54
139,54482 (Stevens Point),Portage County,Wisconsin,862751367ffffff,59,21.93,21.93,74891250.00390625,32228.82244136907,1758492455545,Synapse54,1758492455545,Synapse54
140,54722 (Augusta),Eau Claire County,Wisconsin,862753bafffffff,112,20.14,20.14,74808749.99609375,32211.301588913393,1758492455545,Synapse54,1758492455545,Synapse54
141,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dce7ffffff,150,21.99,21.99,71755000.0,31544.566586414094,1758492455545,Synapse54,1758492455545,Synapse54
142,53522 (Browntown),Lafayette County,Wisconsin,8627586dfffffff,45,20.55,20.55,67424999.99609375,30586.99124538609,1758492455545,Synapse54,1758492455545,Synapse54
143,54482 (Stevens Point),Portage County,Wisconsin,86275136fffffff,293,21.62,21.62,74727500.0,32191.136304428044,1758492455545,Synapse54,1758492455545,Synapse54
144,53040 (Kewaskum),Sheboygan County,Wisconsin,86275dcefffffff,100,22.52,22.52,71523749.99609375,31496.66058897336,1758492455545,Synapse54,1758492455545,Synapse54
145,53010 (Campbellsport),Fond du Lac County,Wisconsin,86275dcf7ffffff,197,22.39,22.39,71755000.0,31544.566586414094,1758492455545,Synapse54,1758492455545,Synapse54
146,54443 (Junction City),Portage County,Wisconsin,862751377ffffff,63,18.48,18.48,74891250.0,32228.82244136907,1758492455545,Synapse54,1758492455545,Synapse54
147,54742 (Fall Creek),Eau Claire County,Wisconsin,862753bb7ffffff,106,18.73,18.73,75027500.0,32256.501602810316,1758492455545,Synapse54,1758492455545,Synapse54
148,53020 (Elkhart Lake),Sheboygan County,Wisconsin,86275dd07ffffff,112,21.09,21.09,72603749.9921875,31731.135203113627,1758492455545,Synapse54,1758492455545,Synapse54
149,53504 (Argyle),Green County,Wisconsin,8627586e7ffffff,45,22.5,22.5,67995000.00390625,30713.834262286822,1758492455545,Synapse54,1758492455545,Synapse54
150,53913 (Baraboo),Sauk County,Wisconsin,862758c17ffffff,1947,19.21,19.21,71106249.99609375,31406.49195436796,1758492455545,Synapse54,1758492455545,Synapse54
151,54452 (Merrill),Lincoln County,Wisconsin,862751847ffffff,301,19.97,19.97,76872500.0078125,32650.7589300708,1758492455545,Synapse54,1758492455545,Synapse54
152,53023 (Glenbeulah),Sheboygan County,Wisconsin,86275dd0fffffff,58,22.14,22.14,72300000.0,31667.414899654905,1758492455545,Synapse54,1758492455545,Synapse54
153,53504 (Argyle),Green County,Wisconsin,8627586f7ffffff,168,20.02,20.02,67994999.99609375,30713.834262286822,1758492455545,Synapse54,1758492455545,Synapse54
154,53079 (Saint Cloud),Fond du Lac County,Wisconsin,86275dd17ffffff,86,18.49,18.49,72783750.0,31772.633681919633,1758492455545,Synapse54,1758492455545,Synapse54
155,54452 (Merrill),Marathon County,Wisconsin,86275184fffffff,120,20.1,20.1,76917500.0,32657.751044676545,1758492455545,Synapse54,1758492455545,Synapse54
156,53951 (North Freedom),Sauk County,Wisconsin,862758c87ffffff,224,22.56,22.56,70575000.0,31289.017309228664,1758492455545,Synapse54,1758492455545,Synapse54
157,53572 (Mount Horeb),Dane County,Wisconsin,862758717ffffff,88,21.36,21.36,68801250.0,30896.721650572657,1758492455545,Synapse54,1758492455545,Synapse54
158,54452 (Merrill),Lincoln County,Wisconsin,862751857ffffff,990,20.05,20.05,76739999.99609375,32621.365484131667,1758492455545,Synapse54,1758492455545,Synapse54
159,53079 (Saint Cloud),Fond du Lac County,Wisconsin,86275dd1fffffff,142,17.82,17.82,72138750.00390625,31631.607750780662,1758492455545,Synapse54,1758492455545,Synapse54
160,53507 (Barneveld),Iowa County,Wisconsin,862758787ffffff,44,21.26,21.26,68902500.0,30914.91025200175,1758492455545,Synapse54,1758492455545,Synapse54
161,54452 (Merrill),Marathon County,Wisconsin,86275185fffffff,98,22.12,22.12,76917500.0,32657.751044676545,1758492455545,Synapse54,1758492455545,Synapse54
162,53951 (North Freedom),Sauk County,Wisconsin,862758c8fffffff,25,21.01,21.01,70472500.0,31266.924461967512,1758492455545,Synapse54,1758492455545,Synapse54
163,53061 (New Holstein),Calumet County,Wisconsin,86275dd27ffffff,785,19.01,19.01,72990000.00390625,31818.176367480195,1758492455545,Synapse54,1758492455545,Synapse54
164,54452 (Merrill),Lincoln County,Wisconsin,862751867ffffff,110,22.27,22.27,77000000.0,32678.18782637147,1758492455545,Synapse54,1758492455545,Synapse54
165,53544 (Hollandale),Iowa County,Wisconsin,86275878fffffff,67,21.97,21.97,68674999.9921875,30867.036287773124,1758492455545,Synapse54,1758492455545,Synapse54
166,53020 (Elkhart Lake),Sheboygan County,Wisconsin,86275dd2fffffff,132,22.6,22.6,72532499.99609375,31715.463531115172,1758492455545,Synapse54,1758492455545,Synapse54
