OBJECTID,admin4_name,admin3_name,admin2_name,id,X9001_X,X9001_X_A,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1983,62987 (Stonefort),Pope County,Illinois,86264115fffffff,276860,2768.6,2768.6,56208750.0,27933.647727542273,1758492626791,Synapse54,1758492626791,Synapse54
1984,62849 (Iuka),Marion County,Illinois,862645097ffffff,104390,2427.67,2427.67,57251249.99609375,28190.44395646125,1758492626791,Synapse54,1758492626791,Synapse54
1985,62870 (Odin),Marion County,Illinois,86264558fffffff,266441,4036.98,4036.98,57405000.00390625,28231.015249934626,1758492626791,Synapse54,1758492626791,Synapse54
1986,61412 (Alexis),Mercer County,Illinois,862675467ffffff,831344,4352.59,4352.59,62494999.9921875,29454.688339833345,1758492626791,Synapse54,1758492626791,Synapse54
1987,62946 (Harrisburg),Saline County,Illinois,862641167ffffff,919877,4465.42,4465.42,56327500.0,27959.5257351588,1758492626791,Synapse54,1758492626791,Synapse54
1988,62231 (Carlyle),Clinton County,Illinois,862640877ffffff,5014493,3360.92,3360.92,57845000.0,28336.501937329456,1758492626791,Synapse54,1758492626791,Synapse54
1989,62875 (Patoka),Clinton County,Illinois,862645597ffffff,101752,2750.05,2750.05,57761250.0,28317.20435132372,1758492626791,Synapse54,1758492626791,Synapse54
1990,42053 (Kevil),McCracken County,Kentucky,86264162fffffff,109384,3038.44,3038.44,56388750.0,27976.13981857251,1758492626791,Synapse54,1758492626791,Synapse54
1991,62935 (Galatia),Saline County,Illinois,8626418a7ffffff,227390,3072.84,3072.84,56767499.9921875,28075.93632644764,1758492626791,Synapse54,1758492626791,Synapse54
1992,62947 (Herod),Pope County,Illinois,86264116fffffff,74661,2765.22,2765.22,56142500.0,27917.29717803275,1758492626791,Synapse54,1758492626791,Synapse54
1993,61412 (Alexis),Warren County,Illinois,86267546fffffff,136289,4699.62,4699.62,62475000.00390625,29447.219796789563,1758492626791,Synapse54,1758492626791,Synapse54
1994,62882 (Sandoval),Clinton County,Illinois,86264559fffffff,122094,3391.5,3391.5,57761250.0,28317.204351323715,1758492626791,Synapse54,1758492626791,Synapse54
1995,62850 (Johnsonville),Wayne County,Illinois,86264509fffffff,272491,3061.7,3061.7,57153750.0,28168.605705840244,1758492626791,Synapse54,1758492626791,Synapse54
1996,62917 (Carrier Mills),Saline County,Illinois,862641177ffffff,345362,4317.02,4317.02,56496250.0,28003.513078222695,1758492626791,Synapse54,1758492626791,Synapse54
1997,62941 (Grand Chain),Pulaski County,Illinois,862641637ffffff,355612,2195.14,2195.14,56490000.0,28003.11334361876,1758492626791,Synapse54,1758492626791,Synapse54
1998,62875 (Patoka),Marion County,Illinois,8626455a7ffffff,830479,3564.29,3564.29,57963749.99609375,28367.932674892993,1758492626791,Synapse54,1758492626791,Synapse54
1999,61412 (Alexis),Mercer County,Illinois,862675477ffffff,185115,3365.73,3365.73,62475000.0,29447.219796789563,1758492626791,Synapse54,1758492626791,Synapse54
2000,62959 (Marion),Williamson County,Illinois,862641187ffffff,761819,3462.81,3462.81,56577500.0,28023.54419610094,1758492626791,Synapse54,1758492626791,Synapse54
2001,62293 (Trenton),Clinton County,Illinois,862640887ffffff,5978087,4174.64,4174.64,58320000.00390625,28453.482839680015,1758492626791,Synapse54,1758492626791,Synapse54
2002,62875 (Patoka),Marion County,Illinois,8626455afffffff,225364,4173.41,4173.41,57405000.0,28231.015249934626,1758492626791,Synapse54,1758492626791,Synapse54
2003,61442 (Keithsburg),Mercer County,Illinois,862675487ffffff,1031653,4014.21,4014.21,62437499.99609375,29441.964203031584,1758492626791,Synapse54,1758492626791,Synapse54
2004,62922 (Creal Springs),Williamson County,Illinois,86264118fffffff,1022920,3268.12,3268.12,56490000.0,28003.11334361876,1758492626791,Synapse54,1758492626791,Synapse54
2005,62899 (Xenia),Wayne County,Illinois,8626450a7ffffff,173052,4024.47,4024.47,57153749.99609375,28168.839229253936,1758492626791,Synapse54,1758492626791,Synapse54
2006,62875 (Patoka),Fayette County,Illinois,8626455b7ffffff,106217,2950.47,2950.47,57708750.00390625,28309.163063863412,1758492626791,Synapse54,1758492626791,Synapse54
2007,62245 (Germantown),Clinton County,Illinois,86264088fffffff,2573338,4739.11,4739.11,57945000.00390625,28358.942990582444,1758492626791,Synapse54,1758492626791,Synapse54
2008,62959 (Marion),Williamson County,Illinois,862641197ffffff,1770098,3750.21,3750.21,56577500.0,28023.54419610094,1758492626791,Synapse54,1758492626791,Synapse54
2009,62996 (Villa Ridge),Pulaski County,Illinois,862641687ffffff,481940,2738.3,2738.3,56558750.0,28020.430613929642,1758492626791,Synapse54,1758492626791,Synapse54
