OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK1,TPOPK1_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
120,47421 (Bedford),Lawrence County,Indiana,86266eb6fffffff,0,0.0,0.0,57077500.00390625,28153.607227913795,1758491900577,Synapse54,1758491900577,Synapse54
121,47725 (Evansville),Vanderburgh County,Indiana,86266a897ffffff,0,0.0,0.0,56116250.00390625,27913.913297249503,1758491900577,Synapse54,1758491900577,Synapse54
122,46130 (Fountaintown),Shelby County,Indiana,862a92687ffffff,0,0.0,0.0,59464999.99609375,28732.835198957793,1758491900577,Synapse54,1758491900577,Synapse54
123,47421 (Bedford),Lawrence County,Indiana,86266eb77ffffff,2885,21.64,21.64,56893750.00390625,28108.849644486923,1758491900577,Synapse54,1758491900577,Synapse54
124,47610 (Chandler),Warrick County,Indiana,86266a89fffffff,0,0.0,0.0,55807499.99609375,27839.733929161797,1758491900577,Synapse54,1758491900577,Synapse54
125,46126 (Fairland),Shelby County,Indiana,862a9268fffffff,0,0.0,0.0,59308750.00390625,28692.532268989817,1758491900577,Synapse54,1758491900577,Synapse54
126,47522 (Crane),Martin County,Indiana,86266eb87ffffff,0,0.0,0.0,57188750.00390625,28184.69424997836,1758491900577,Synapse54,1758491900577,Synapse54
127,47613 (Elberfeld),Warrick County,Indiana,86266a8a7ffffff,0,0.0,0.0,55910000.0,27867.586779714664,1758491900577,Synapse54,1758491900577,Synapse54
128,46259 (Indianapolis),Marion County,Indiana,862a92697ffffff,0,0.0,0.0,59463750.00390625,28732.669537286245,1758491900577,Synapse54,1758491900577,Synapse54
129,47601 (Boonville),Warrick County,Indiana,86266a8afffffff,0,0.0,0.0,55845000.00390625,27842.392525968455,1758491900577,Synapse54,1758491900577,Synapse54
130,46110 (Boggstown),Shelby County,Indiana,862a9269fffffff,0,0.0,0.0,59221250.0,28679.318018416456,1758491900577,Synapse54,1758491900577,Synapse54
