OBJECTID,admin4_name,admin3_name,admin2_name,id,BABYBOOMCY,BABYBOOMCY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
759,53094 (Watertown),Jefferson County,Wisconsin,862758b47ffffff,127,20.42,20.42,69986250.00390625,31156.349628950502,1758492472594,Synapse54,1758492472594,Synapse54
760,54960 (Neshkoro),Marquette County,Wisconsin,86275c72fffffff,362,39.39,39.39,72412500.0,31691.072500370763,1758492472594,Synapse54,1758492472594,Synapse54
761,54135 (Keshena),Menominee County,Wisconsin,8627420c7ffffff,2,18.18,18.18,76597500.0,32591.421949208114,1758492472594,Synapse54,1758492472594,Synapse54
762,53178 (Sullivan),Jefferson County,Wisconsin,862758b4fffffff,294,29.46,29.46,69757499.98828125,31108.368696131816,1758492472594,Synapse54,1758492472594,Synapse54
763,54982 (Wautoma),Waushara County,Wisconsin,86275c737ffffff,85,30.8,30.8,72570000.00390625,31728.757489851818,1758492472594,Synapse54,1758492472594,Synapse54
764,54135 (Keshena),Menominee County,Wisconsin,8627420cfffffff,14,19.44,19.44,76733750.0,32621.687503299665,1758492472594,Synapse54,1758492472594,Synapse54
765,54968 (Princeton),Green Lake County,Wisconsin,86275c747ffffff,606,32.35,32.35,72180000.00390625,31643.296384993937,1758492472594,Synapse54,1758492472594,Synapse54
766,53094 (Watertown),Jefferson County,Wisconsin,862758b57ffffff,141,25.78,25.78,69757499.9921875,31108.368696131816,1758492472594,Synapse54,1758492472594,Synapse54
767,54135 (Keshena),Menominee County,Wisconsin,8627420d7ffffff,0,0.0,0.0,76972500.0,32669.85676837835,1758492472594,Synapse54,1758492472594,Synapse54
768,54968 (Princeton),Green Lake County,Wisconsin,86275c74fffffff,184,38.25,38.25,71998749.99609375,31601.562707803143,1758492472594,Synapse54,1758492472594,Synapse54
769,53137 (Helenville),Jefferson County,Wisconsin,862758b5fffffff,136,23.17,23.17,69531250.00390625,31058.057680920945,1758492472594,Synapse54,1758492472594,Synapse54
770,54135 (Keshena),Menominee County,Wisconsin,8627420dfffffff,0,0.0,0.0,76597499.99609375,32591.421949208114,1758492472594,Synapse54,1758492472594,Synapse54
771,54968 (Princeton),Marquette County,Wisconsin,86275c757ffffff,66,37.29,37.29,72180000.0,31643.296384993937,1758492472594,Synapse54,1758492472594,Synapse54
772,53036 (Ixonia),Jefferson County,Wisconsin,862758b67ffffff,444,16.12,16.12,69837500.0,31126.667298901226,1758492472594,Synapse54,1758492472594,Synapse54
773,54135 (Keshena),Menominee County,Wisconsin,8627420e7ffffff,2,25.0,25.0,76972500.00390625,32669.85676837835,1758492472594,Synapse54,1758492472594,Synapse54
774,54968 (Princeton),Green Lake County,Wisconsin,86275c75fffffff,196,36.3,36.3,72180000.0,31643.296384993933,1758492472594,Synapse54,1758492472594,Synapse54
775,53066 (Oconomowoc),Jefferson County,Wisconsin,862758b6fffffff,1291,20.8,20.8,69757500.0,31108.368696131816,1758492472594,Synapse54,1758492472594,Synapse54
776,54135 (Keshena),Menominee County,Wisconsin,8627420efffffff,9,20.93,20.93,76733750.0,32621.687503299665,1758492472594,Synapse54,1758492472594,Synapse54
777,54960 (Neshkoro),Green Lake County,Wisconsin,86275c767ffffff,31,28.97,28.97,72412499.99609375,31691.072500370763,1758492472594,Synapse54,1758492472594,Synapse54
778,53094 (Watertown),Jefferson County,Wisconsin,862758b77ffffff,554,24.95,24.95,69806249.99609375,31117.55603669344,1758492472594,Synapse54,1758492472594,Synapse54
779,54135 (Keshena),Menominee County,Wisconsin,8627420f7ffffff,0,0.0,0.0,76972500.0,32669.85676837835,1758492472594,Synapse54,1758492472594,Synapse54
780,53594 (Waterloo),Jefferson County,Wisconsin,862758b87ffffff,749,18.84,18.84,69904999.9921875,31137.821524200444,1758492472594,Synapse54,1758492472594,Synapse54
781,54968 (Princeton),Green Lake County,Wisconsin,86275c76fffffff,101,33.22,33.22,72180000.0,31643.296384993937,1758492472594,Synapse54,1758492472594,Synapse54
782,53594 (Waterloo),Jefferson County,Wisconsin,862758b8fffffff,115,26.2,26.2,69881250.0078125,31134.143851005683,1758492472594,Synapse54,1758492472594,Synapse54
783,54960 (Neshkoro),Marquette County,Wisconsin,86275c777ffffff,112,35.11,35.11,72412500.00390625,31691.072500370763,1758492472594,Synapse54,1758492472594,Synapse54
784,54114 (Crivitz),Oconto County,Wisconsin,862742147ffffff,64,47.76,47.76,77827500.0,32849.073205452456,1758492472594,Synapse54,1758492472594,Synapse54
785,53964 (Westfield),Marquette County,Wisconsin,86275c787ffffff,75,30.61,30.61,72337500.0,31674.359219634527,1758492472594,Synapse54,1758492472594,Synapse54
786,53559 (Marshall),Dane County,Wisconsin,862758b97ffffff,651,20.7,20.7,70082500.00390625,31179.57319437381,1758492472594,Synapse54,1758492472594,Synapse54
787,54149 (Mountain),Oconto County,Wisconsin,86274214fffffff,21,42.86,42.86,77108750.00390625,32699.078958492748,1758492472594,Synapse54,1758492472594,Synapse54
788,53964 (Westfield),Marquette County,Wisconsin,86275c78fffffff,366,21.62,21.62,72053750.00390625,31611.98754504347,1758492472594,Synapse54,1758492472594,Synapse54
789,53559 (Marshall),Dane County,Wisconsin,862758b9fffffff,347,20.72,20.72,69652499.99609375,31086.483539964836,1758492472594,Synapse54,1758492472594,Synapse54
790,53964 (Westfield),Marquette County,Wisconsin,86275c797ffffff,88,31.88,31.88,72337500.0,31674.359219634527,1758492472594,Synapse54,1758492472594,Synapse54
791,53594 (Waterloo),Dodge County,Wisconsin,862758ba7ffffff,94,28.83,28.83,70082499.9921875,31179.57319437381,1758492472594,Synapse54,1758492472594,Synapse54
