OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK2,TPOPK2_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
999,61473 (Roseville),Warren County,Illinois,8626756a7ffffff,0,0.0,0.0,61479999.99609375,29211.267968272,1758491880661,Synapse54,1758491880661,Synapse54
1000,62288 (Steeleville),Randolph County,Illinois,86264039fffffff,0,0.0,0.0,57587500.0078125,28273.806624847017,1758491880661,Synapse54,1758491880661,Synapse54
1001,42053 (Kevil),McCracken County,Kentucky,86264162fffffff,0,0.0,0.0,56388750.0,27976.13981857251,1758491880661,Synapse54,1758491880661,Synapse54
1002,62849 (Iuka),Marion County,Illinois,86264554fffffff,0,0.0,0.0,57405000.0,28231.015249934626,1758491880661,Synapse54,1758491880661,Synapse54
1003,62941 (Grand Chain),Pulaski County,Illinois,862641637ffffff,0,0.0,0.0,56490000.0,28003.11334361876,1758491880661,Synapse54,1758491880661,Synapse54
1004,62305 (Quincy),Adams County,Illinois,862673b1fffffff,0,0.0,0.0,60440000.0,28965.199871443892,1758491880661,Synapse54,1758491880661,Synapse54
1005,62996 (Villa Ridge),Pulaski County,Illinois,862641687ffffff,0,0.0,0.0,56558750.0,28020.430613929642,1758491880661,Synapse54,1758491880661,Synapse54
1006,62665 (Meredosia),Morgan County,Illinois,862671747ffffff,0,0.0,0.0,60071249.99609375,28876.95863868398,1758491880661,Synapse54,1758491880661,Synapse54
1007,62286 (Sparta),Randolph County,Illinois,8626403a7ffffff,0,0.0,0.0,57555000.0,28262.52169923816,1758491880661,Synapse54,1758491880661,Synapse54
1008,62338 (Fowler),Adams County,Illinois,862673b27ffffff,0,0.0,0.0,60441250.0,28965.202555935575,1758491880661,Synapse54,1758491880661,Synapse54
1009,62996 (Villa Ridge),Pulaski County,Illinois,86264168fffffff,0,0.0,0.0,56287499.99609375,27949.166293526254,1758491880661,Synapse54,1758491880661,Synapse54
1010,61417 (Berwick),Warren County,Illinois,8626756afffffff,0,0.0,0.0,61480000.0,29211.267968272,1758491880661,Synapse54,1758491880661,Synapse54
1011,62964 (Mounds),Pulaski County,Illinois,862641697ffffff,0,0.0,0.0,56558750.0,28020.430613929642,1758491880661,Synapse54,1758491880661,Synapse54
1012,62238 (Cutler),Perry County,Illinois,8626403afffffff,0,0.0,0.0,57401250.0078125,28226.01941034978,1758491880661,Synapse54,1758491880661,Synapse54
1013,62881 (Salem),Marion County,Illinois,862645557ffffff,0,0.0,0.0,57405000.00390625,28231.015249934626,1758491880661,Synapse54,1758491880661,Synapse54
1014,62517 (Bulpitt),Christian County,Illinois,86264489fffffff,0,0.0,0.0,58971250.0,28614.682482992925,1758491880661,Synapse54,1758491880661,Synapse54
1015,62964 (Mounds),Pulaski County,Illinois,86264169fffffff,0,0.0,0.0,56360000.0,27969.733047142992,1758491880661,Synapse54,1758491880661,Synapse54
1016,62665 (Meredosia),Scott County,Illinois,86267174fffffff,0,0.0,0.0,59708750.00390625,28790.565702156666,1758491880661,Synapse54,1758491880661,Synapse54
1017,62970 (Olmsted),Pulaski County,Illinois,8626416a7ffffff,0,0.0,0.0,56457500.0,27993.2294420969,1758491880661,Synapse54,1758491880661,Synapse54
1018,61478 (Smithshire),Warren County,Illinois,8626756b7ffffff,0,0.0,0.0,61735000.0,29281.386935986666,1758491880661,Synapse54,1758491880661,Synapse54
1019,62286 (Sparta),Randolph County,Illinois,8626403b7ffffff,0,0.0,0.0,57557500.00390625,28267.27907681526,1758491880661,Synapse54,1758491880661,Synapse54
1020,62476 (West Salem),Edwards County,Illinois,862645a87ffffff,0,0.0,0.0,56803750.00390625,28088.96508693137,1758491880661,Synapse54,1758491880661,Synapse54
1021,62996 (Villa Ridge),Pulaski County,Illinois,8626416afffffff,0,0.0,0.0,56388749.99609375,27976.13981857251,1758491880661,Synapse54,1758491880661,Synapse54
1022,62849 (Iuka),Marion County,Illinois,86264555fffffff,0,0.0,0.0,57408750.0,28236.805397737397,1758491880661,Synapse54,1758491880661,Synapse54
1023,62231 (Carlyle),Clinton County,Illinois,862640807ffffff,0,0.0,0.0,58047500.0,28386.856971241083,1758491880661,Synapse54,1758491880661,Synapse54
1024,62976 (Pulaski),Pulaski County,Illinois,8626416b7ffffff,0,0.0,0.0,56261250.0,27947.406938292854,1758491880661,Synapse54,1758491880661,Synapse54
