OBJECTID,admin4_name,admin3_name,admin2_name,id,BABYBOOMCY,BABYBOOMCY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,62943 (Grantsburg),Johnson County,Illinois,8626410cfffffff,54,24.11,24.11,56407499.99609375,27984.267245494222,1758492504859,Synapse54,1758492504859,Synapse54
2,62943 (Grantsburg),Johnson County,Illinois,8626410dfffffff,53,24.09,24.09,56489999.99609375,28003.11334361876,1758492504859,Synapse54,1758492504859,Synapse54
3,62910 (Brookport),Pope County,Illinois,862641207ffffff,29,25.44,25.44,55923750.0,27859.47846816504,1758492504859,Synapse54,1758492504859,Synapse54
4,62910 (Brookport),Pope County,Illinois,86264120fffffff,44,29.14,29.14,55776250.0,27824.29021566158,1758492504859,Synapse54,1758492504859,Synapse54
5,62910 (Brookport),Massac County,Illinois,862641217ffffff,38,27.34,27.34,55957500.0,27876.803127537594,1758492504859,Synapse54,1758492504859,Synapse54
6,62910 (Brookport),Massac County,Illinois,86264121fffffff,88,24.65,24.65,55938750.00390625,27862.47750898574,1758492504859,Synapse54,1758492504859,Synapse54
7,61747 (Hopedale),Tazewell County,Illinois,862662197ffffff,39,22.54,22.54,60672500.0,29020.746014170883,1758492504859,Synapse54,1758492504859,Synapse54
8,42081 (Smithland),Livingston County,Kentucky,862641227ffffff,19,25.0,25.0,55943750.0,27868.17562579575,1758492504859,Synapse54,1758492504859,Synapse54
9,61759 (Minier),Tazewell County,Illinois,86266219fffffff,237,23.42,23.42,61075000.0,29118.606338256865,1758492504859,Synapse54,1758492504859,Synapse54
10,42081 (Smithland),Livingston County,Kentucky,86264122fffffff,16,24.24,24.24,55776250.0,27824.29021566158,1758492504859,Synapse54,1758492504859,Synapse54
11,61732 (Danvers),McLean County,Illinois,8626621a7ffffff,20,23.53,23.53,61143750.0,29138.768774110762,1758492504859,Synapse54,1758492504859,Synapse54
12,62938 (Golconda),Pope County,Illinois,862641237ffffff,15,28.3,28.3,55943750.0,27868.17562579575,1758492504859,Synapse54,1758492504859,Synapse54
13,61774 (Stanford),McLean County,Illinois,8626621afffffff,147,22.41,22.41,61002500.0,29101.418462565838,1758492504859,Synapse54,1758492504859,Synapse54
14,42058 (Ledbetter),Livingston County,Kentucky,862641257ffffff,125,25.51,25.51,55943750.00390625,27868.17562579575,1758492504859,Synapse54,1758492504859,Synapse54
15,61755 (Mackinaw),Tazewell County,Illinois,8626621b7ffffff,68,17.62,17.62,61097500.0,29123.211025247107,1758492504859,Synapse54,1758492504859,Synapse54
16,62910 (Brookport),Massac County,Illinois,862641287ffffff,113,22.74,22.74,56092500.0,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
17,42086 (West Paducah),McCracken County,Kentucky,862641297ffffff,1243,21.36,21.36,55938750.0,27862.47750898574,1758492504859,Synapse54,1758492504859,Synapse54
18,62960 (Metropolis),Massac County,Illinois,8626412a7ffffff,104,27.3,27.3,56092500.0,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
19,61756 (Maroa),Macon County,Illinois,862662207ffffff,24,23.08,23.08,59754999.9921875,28804.80535423771,1758492504859,Synapse54,1758492504859,Synapse54
20,62910 (Brookport),Massac County,Illinois,8626412afffffff,280,24.18,24.18,55957500.0,27876.803127537594,1758492504859,Synapse54,1758492504859,Synapse54
21,62960 (Metropolis),Massac County,Illinois,8626412b7ffffff,394,26.51,26.51,55755000.0,27820.240556729095,1758492504859,Synapse54,1758492504859,Synapse54
22,62554 (Oreana),Macon County,Illinois,86266220fffffff,224,20.65,20.65,59381250.0078125,28715.427648687455,1758492504859,Synapse54,1758492504859,Synapse54
23,62910 (Brookport),Massac County,Illinois,8626412e7ffffff,175,23.06,23.06,55755000.0,27820.240556729095,1758492504859,Synapse54,1758492504859,Synapse54
24,62910 (Brookport),Massac County,Illinois,8626412f7ffffff,619,22.77,22.77,55754999.99609375,27820.240556729095,1758492504859,Synapse54,1758492504859,Synapse54
25,42081 (Smithland),Livingston County,Kentucky,862641307ffffff,6,24.0,24.0,55755000.0,27820.240556729095,1758492504859,Synapse54,1758492504859,Synapse54
26,62938 (Golconda),Pope County,Illinois,862641317ffffff,54,30.0,30.0,56096250.0,27908.572123016154,1758492504859,Synapse54,1758492504859,Synapse54
27,42081 (Smithland),Livingston County,Kentucky,86264131fffffff,6,24.0,24.0,56041250.00390625,27889.88314594395,1758492504859,Synapse54,1758492504859,Synapse54
28,62938 (Golconda),Pope County,Illinois,862641387ffffff,43,30.28,30.28,56392500.00390625,27981.15249229343,1758492504859,Synapse54,1758492504859,Synapse54
29,62938 (Golconda),Massac County,Illinois,86264138fffffff,58,29.44,29.44,55938750.0,27862.47750898574,1758492504859,Synapse54,1758492504859,Synapse54
30,62960 (Metropolis),Massac County,Illinois,862641397ffffff,58,24.37,24.37,56208750.0,27933.647727542273,1758492504859,Synapse54,1758492504859,Synapse54
31,62960 (Metropolis),Massac County,Illinois,86264139fffffff,97,28.28,28.28,56040000.0,27889.891541074543,1758492504859,Synapse54,1758492504859,Synapse54
32,62938 (Golconda),Pope County,Illinois,8626413a7ffffff,36,31.3,31.3,56142499.99609375,27918.795143747706,1758492504859,Synapse54,1758492504859,Synapse54
33,62938 (Golconda),Pope County,Illinois,8626413afffffff,30,30.3,30.3,56041249.99609375,27889.883145943946,1758492504859,Synapse54,1758492504859,Synapse54
34,61756 (Maroa),Macon County,Illinois,862662217ffffff,29,23.97,23.97,59662500.00390625,28779.451757000592,1758492504859,Synapse54,1758492504859,Synapse54
35,62938 (Golconda),Pope County,Illinois,8626413b7ffffff,40,31.5,31.5,55938750.0,27862.47750898574,1758492504859,Synapse54,1758492504859,Synapse54
36,42053 (Kevil),Ballard County,Kentucky,862641607ffffff,38,25.5,25.5,56092500.0,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
37,62970 (Olmsted),Pulaski County,Illinois,862641617ffffff,45,29.22,29.22,56092500.0,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
38,62941 (Grand Chain),Pulaski County,Illinois,862641627ffffff,45,24.19,24.19,56388750.0,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
39,42053 (Kevil),McCracken County,Kentucky,86264162fffffff,20,24.39,24.39,56388750.0,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
40,62941 (Grand Chain),Pulaski County,Illinois,862641637ffffff,78,24.76,24.76,56490000.0,28003.11334361876,1758492504859,Synapse54,1758492504859,Synapse54
41,62996 (Villa Ridge),Pulaski County,Illinois,862641687ffffff,97,27.48,27.48,56558750.0,28020.430613929642,1758492504859,Synapse54,1758492504859,Synapse54
42,62996 (Villa Ridge),Pulaski County,Illinois,86264168fffffff,31,28.18,28.18,56287499.99609375,27949.166293526254,1758492504859,Synapse54,1758492504859,Synapse54
43,62964 (Mounds),Pulaski County,Illinois,862641697ffffff,47,26.11,26.11,56558750.0,28020.430613929642,1758492504859,Synapse54,1758492504859,Synapse54
44,62964 (Mounds),Pulaski County,Illinois,86264169fffffff,245,26.86,26.86,56360000.0,27969.733047142992,1758492504859,Synapse54,1758492504859,Synapse54
45,62970 (Olmsted),Pulaski County,Illinois,8626416a7ffffff,59,29.8,29.8,56457500.0,27993.2294420969,1758492504859,Synapse54,1758492504859,Synapse54
46,62996 (Villa Ridge),Pulaski County,Illinois,8626416afffffff,94,30.62,30.62,56388749.99609375,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
47,62976 (Pulaski),Pulaski County,Illinois,8626416b7ffffff,74,25.52,25.52,56261250.0,27947.406938292854,1758492504859,Synapse54,1758492504859,Synapse54
48,62995 (Vienna),Johnson County,Illinois,862641707ffffff,25,25.51,25.51,56660000.0,28043.06201170282,1758492504859,Synapse54,1758492504859,Synapse54
49,62956 (Karnak),Massac County,Illinois,86264170fffffff,54,25.23,25.23,56491250.0,27999.305825235093,1758492504859,Synapse54,1758492504859,Synapse54
50,62908 (Belknap),Johnson County,Illinois,86264171fffffff,128,24.62,24.62,56291249.99609375,27954.178967247182,1758492504859,Synapse54,1758492504859,Synapse54
51,62995 (Vienna),Johnson County,Illinois,86264172fffffff,41,24.12,24.12,56392499.9921875,27981.152492293433,1758492504859,Synapse54,1758492504859,Synapse54
52,62960 (Metropolis),Massac County,Illinois,862641747ffffff,44,24.31,24.31,56291250.0,27954.178967247182,1758492504859,Synapse54,1758492504859,Synapse54
53,62960 (Metropolis),Massac County,Illinois,86264174fffffff,242,25.05,25.05,56291250.0,27954.178967247182,1758492504859,Synapse54,1758492504859,Synapse54
54,62956 (Karnak),Massac County,Illinois,862641757ffffff,84,22.64,22.64,56092500.0,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
55,42086 (West Paducah),McCracken County,Kentucky,86264175fffffff,148,22.84,22.84,56392500.0,27981.15249229343,1758492504859,Synapse54,1758492504859,Synapse54
56,62908 (Belknap),Massac County,Illinois,862641767ffffff,53,24.2,24.2,55938750.00390625,27862.47750898574,1758492504859,Synapse54,1758492504859,Synapse54
57,62526 (Decatur),Macon County,Illinois,86266221fffffff,617,21.61,21.61,59593749.9921875,28762.66086575901,1758492504859,Synapse54,1758492504859,Synapse54
58,62960 (Metropolis),Massac County,Illinois,86264176fffffff,93,25.76,25.76,56392500.0,27981.152492293433,1758492504859,Synapse54,1758492504859,Synapse54
59,62908 (Belknap),Massac County,Illinois,862641777ffffff,21,24.14,24.14,56122500.0,27904.714461242387,1758492504859,Synapse54,1758492504859,Synapse54
60,61756 (Maroa),Macon County,Illinois,862662227ffffff,17,27.87,27.87,59871249.9921875,28829.721346419967,1758492504859,Synapse54,1758492504859,Synapse54
61,62926 (Dongola),Pulaski County,Illinois,862641787ffffff,37,23.87,23.87,56728750.0078125,28059.344497459,1758492504859,Synapse54,1758492504859,Synapse54
62,62501 (Argenta),Macon County,Illinois,86266222fffffff,270,23.54,23.54,59593750.0078125,28762.660865759015,1758492504859,Synapse54,1758492504859,Synapse54
63,62970 (Olmsted),Pulaski County,Illinois,86264178fffffff,19,27.14,27.14,56388749.99609375,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
64,61756 (Maroa),Macon County,Illinois,862662237ffffff,359,22.65,22.65,59940000.0,28850.07720724513,1758492504859,Synapse54,1758492504859,Synapse54
65,62926 (Dongola),Pulaski County,Illinois,862641797ffffff,52,26.67,26.67,56388749.99609375,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
66,61818 (Cerro Gordo),Macon County,Illinois,862662247ffffff,297,21.97,21.97,59220000.00390625,28673.283160208754,1758492504859,Synapse54,1758492504859,Synapse54
67,62992 (Ullin),Pulaski County,Illinois,86264179fffffff,136,25.47,25.47,56742500.0,28062.071256508807,1758492504859,Synapse54,1758492504859,Synapse54
68,61818 (Cerro Gordo),Piatt County,Illinois,86266224fffffff,18,30.0,30.0,59220000.00390625,28673.28316020876,1758492504859,Synapse54,1758492504859,Synapse54
69,62923 (Cypress),Pulaski County,Illinois,8626417afffffff,39,25.16,25.16,56092499.99609375,27903.118942252677,1758492504859,Synapse54,1758492504859,Synapse54
70,62501 (Argenta),Macon County,Illinois,862662257ffffff,324,28.1,28.1,59541249.9921875,28755.93767622496,1758492504859,Synapse54,1758492504859,Synapse54
71,62899 (Xenia),Clay County,Illinois,862645197ffffff,43,26.88,26.88,57443749.99609375,28238.384126465917,1758492504859,Synapse54,1758492504859,Synapse54
72,62501 (Argenta),Macon County,Illinois,86266225fffffff,40,37.04,37.04,59220000.0,28673.28316020876,1758492504859,Synapse54,1758492504859,Synapse54
73,63780 (Scott City),Scott County,Missouri,862643a07ffffff,467,19.94,19.94,56827499.99609375,28081.909137839306,1758492504859,Synapse54,1758492504859,Synapse54
74,61818 (Cerro Gordo),Piatt County,Illinois,862662267ffffff,16,21.33,21.33,59565000.0078125,28760.880379564092,1758492504859,Synapse54,1758492504859,Synapse54
75,63780 (Scott City),Scott County,Missouri,862643a0fffffff,92,22.44,22.44,56627500.0,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
76,61818 (Cerro Gordo),Piatt County,Illinois,86266226fffffff,41,20.6,20.6,59588749.99609375,28765.878115976055,1758492504859,Synapse54,1758492504859,Synapse54
77,62957 (Mc Clure),Alexander County,Illinois,862643a27ffffff,13,21.67,21.67,56827500.00390625,28081.909137839306,1758492504859,Synapse54,1758492504859,Synapse54
78,62501 (Argenta),Macon County,Illinois,862662277ffffff,172,28.43,28.43,59541249.9921875,28755.93767622496,1758492504859,Synapse54,1758492504859,Synapse54
79,62990 (Thebes),Alexander County,Illinois,862643a2fffffff,58,26.73,26.73,56827499.99609375,28081.909137839306,1758492504859,Synapse54,1758492504859,Synapse54
80,62573 (Warrensburg),Macon County,Illinois,862662287ffffff,17,21.52,21.52,59569999.9921875,28757.663129347056,1758492504859,Synapse54,1758492504859,Synapse54
81,63703 (Cape Girardeau),Cape Girardeau County,Missouri,862643a37ffffff,2547,14.59,14.59,56827500.0,28081.909137839306,1758492504859,Synapse54,1758492504859,Synapse54
82,62573 (Warrensburg),Macon County,Illinois,86266228fffffff,248,21.7,21.7,59328750.0078125,28701.37639495758,1758492504859,Synapse54,1758492504859,Synapse54
83,62962 (Miller City),Alexander County,Illinois,862643a47ffffff,7,28.0,28.0,56287500.0,27949.166293526254,1758492504859,Synapse54,1758492504859,Synapse54
84,62548 (Mount Pulaski),Logan County,Illinois,862662297ffffff,78,21.37,21.37,59467500.0078125,28738.759057966367,1758492504859,Synapse54,1758492504859,Synapse54
85,62914 (Cairo),Alexander County,Illinois,862643a4fffffff,2,28.57,28.57,56627500.0,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
86,63780 (Scott City),Scott County,Missouri,862643a57ffffff,14,20.29,20.29,56627500.0,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
87,63780 (Scott City),Scott County,Missouri,862643a5fffffff,1,33.33,33.33,56287500.0,27949.166293526254,1758492504859,Synapse54,1758492504859,Synapse54
88,62988 (Tamms),Alexander County,Illinois,862643a67ffffff,66,27.73,27.73,56457500.0,27993.2294420969,1758492504859,Synapse54,1758492504859,Synapse54
89,62914 (Cairo),Alexander County,Illinois,862643a6fffffff,38,27.34,27.34,56543750.00390625,28017.479007410304,1758492504859,Synapse54,1758492504859,Synapse54
90,62990 (Thebes),Alexander County,Illinois,862643a77ffffff,156,27.37,27.37,56443750.0,27990.502683047092,1758492504859,Synapse54,1758492504859,Synapse54
91,62952 (Jonesboro),Union County,Illinois,862643b0fffffff,49,21.68,21.68,56627500.0,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
92,62551 (Niantic),Macon County,Illinois,86266229fffffff,10,21.28,21.28,59662499.9921875,28779.451757000592,1758492504859,Synapse54,1758492504859,Synapse54
93,63701 (Cape Girardeau),Cape Girardeau County,Missouri,862643b1fffffff,602,16.05,16.05,56627500.00390625,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
94,62988 (Tamms),Alexander County,Illinois,862643b47ffffff,21,30.43,30.43,56742499.99609375,28062.071256508807,1758492504859,Synapse54,1758492504859,Synapse54
95,62231 (Carlyle),Clinton County,Illinois,862640957ffffff,45,28.13,28.13,57761250.0,28317.20435132372,1758492504859,Synapse54,1758492504859,Synapse54
96,62988 (Tamms),Alexander County,Illinois,862643b4fffffff,185,28.95,28.95,56457500.0,27993.2294420969,1758492504859,Synapse54,1758492504859,Synapse54
97,61475 (Sciota),McDonough County,Illinois,862671d1fffffff,29,27.88,27.88,60696250.0,29028.53478122039,1758492504859,Synapse54,1758492504859,Synapse54
98,62990 (Thebes),Alexander County,Illinois,862643b57ffffff,30,30.3,30.3,56827500.00390625,28081.909137839306,1758492504859,Synapse54,1758492504859,Synapse54
99,61756 (Maroa),Macon County,Illinois,8626622a7ffffff,21,21.88,21.88,59847499.99609375,28824.72361000801,1758492504859,Synapse54,1758492504859,Synapse54
100,62988 (Tamms),Alexander County,Illinois,862643b5fffffff,33,29.46,29.46,56558750.0,28020.202967143156,1758492504859,Synapse54,1758492504859,Synapse54
101,62952 (Jonesboro),Alexander County,Illinois,862643b67ffffff,60,29.27,29.27,56728750.00390625,28059.344497459,1758492504859,Synapse54,1758492504859,Synapse54
102,62231 (Carlyle),Clinton County,Illinois,86264095fffffff,121,28.47,28.47,57844999.99609375,28336.50193732946,1758492504859,Synapse54,1758492504859,Synapse54
103,62988 (Tamms),Alexander County,Illinois,862643b6fffffff,54,27.55,27.55,56388750.0,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
104,62086 (Sorento),Bond County,Illinois,862644677ffffff,60,26.91,26.91,58390000.00390625,28475.444920139747,1758492504859,Synapse54,1758492504859,Synapse54
105,62988 (Tamms),Alexander County,Illinois,862643b77ffffff,37,28.91,28.91,56728750.0,28059.344497459,1758492504859,Synapse54,1758492504859,Synapse54
106,62573 (Warrensburg),Macon County,Illinois,8626622afffffff,25,21.37,21.37,59512500.0078125,28746.88415890705,1758492504859,Synapse54,1758492504859,Synapse54
107,63834 (Charleston),Mississippi County,Missouri,86264ed07ffffff,394,30.97,30.97,56287500.0,27947.765561319036,1758492504859,Synapse54,1758492504859,Synapse54
108,62231 (Carlyle),Clinton County,Illinois,862640967ffffff,160,25.56,25.56,57575000.0,28275.418383647342,1758492504859,Synapse54,1758492504859,Synapse54
109,63834 (Charleston),Mississippi County,Missouri,86264ed0fffffff,22,29.73,29.73,56190000.0,27925.44225178586,1758492504859,Synapse54,1758492504859,Synapse54
110,61458 (Maquon),Knox County,Illinois,862675287ffffff,41,28.08,28.08,61581250.0,29235.9798832077,1758492504859,Synapse54,1758492504859,Synapse54
111,62001 (Alhambra),Madison County,Illinois,8626446cfffffff,112,25.51,25.51,58506250.0,28495.659389104236,1758492504859,Synapse54,1758492504859,Synapse54
112,62543 (Latham),Macon County,Illinois,8626622b7ffffff,18,21.18,21.18,59512500.0078125,28746.88415890705,1758492504859,Synapse54,1758492504859,Synapse54
113,62914 (Cairo),Alexander County,Illinois,86264ed17ffffff,0,0.0,0.0,56388750.0,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
114,61531 (Farmington),Fulton County,Illinois,86267528fffffff,37,29.13,29.13,61342499.99609375,29180.624733079865,1758492504859,Synapse54,1758492504859,Synapse54
115,63834 (Charleston),Mississippi County,Missouri,86264ed1fffffff,6,26.09,26.09,56189999.99609375,27925.44225178586,1758492504859,Synapse54,1758492504859,Synapse54
116,61473 (Roseville),Warren County,Illinois,862671d27ffffff,29,27.1,27.1,61263749.99609375,29163.77102725753,1758492504859,Synapse54,1758492504859,Synapse54
117,62963 (Mound City),Pulaski County,Illinois,86264ed27ffffff,142,23.63,23.63,56190000.0,27925.44225178586,1758492504859,Synapse54,1758492504859,Synapse54
118,42024 (Barlow),Ballard County,Kentucky,86264ed2fffffff,78,28.89,28.89,56388750.0,27976.13981857251,1758492504859,Synapse54,1758492504859,Synapse54
119,62522 (Decatur),Macon County,Illinois,8626622c7ffffff,6312,19.38,19.38,59075000.0078125,28637.523794453904,1758492504859,Synapse54,1758492504859,Synapse54
120,62914 (Cairo),Alexander County,Illinois,86264ed37ffffff,13,28.26,28.26,56189999.9921875,27925.44225178586,1758492504859,Synapse54,1758492504859,Synapse54
121,61544 (London Mills),Knox County,Illinois,862675297ffffff,30,28.04,28.04,61342500.0078125,29180.624733079865,1758492504859,Synapse54,1758492504859,Synapse54
122,63834 (Charleston),Mississippi County,Missouri,86264ed77ffffff,178,23.92,23.92,56088750.00390625,27898.468726739604,1758492504859,Synapse54,1758492504859,Synapse54
123,62521 (Decatur),Macon County,Illinois,8626622cfffffff,2759,23.44,23.44,59167499.99609375,28659.308358332557,1758492504859,Synapse54,1758492504859,Synapse54
124,62001 (Alhambra),Madison County,Illinois,8626446e7ffffff,159,25.52,25.52,58287500.00390625,28448.022688777586,1758492504859,Synapse54,1758492504859,Synapse54
125,62526 (Decatur),Macon County,Illinois,8626622d7ffffff,615,25.98,25.98,59236249.99609375,28679.591831078927,1758492504859,Synapse54,1758492504859,Synapse54
126,62914 (Cairo),Alexander County,Illinois,86264eda7ffffff,4,25.0,25.0,56627500.0,28032.370972412744,1758492504859,Synapse54,1758492504859,Synapse54
127,61437 (Gladstone),Henderson County,Illinois,862670a2fffffff,32,33.33,33.33,61728750.0,29273.72473394963,1758492504859,Synapse54,1758492504859,Synapse54
128,61438 (Good Hope),McDonough County,Illinois,862671d2fffffff,23,23.96,23.96,61282500.0,29170.702217965718,1758492504859,Synapse54,1758492504859,Synapse54
129,62521 (Decatur),Macon County,Illinois,8626622dfffffff,838,30.13,30.13,59357500.00390625,28710.429912275496,1758492504859,Synapse54,1758492504859,Synapse54
130,63834 (Charleston),Mississippi County,Missouri,86264edafffffff,12,26.09,26.09,56287500.0,27949.166293526254,1758492504859,Synapse54,1758492504859,Synapse54
131,61432 (Fairview),Fulton County,Illinois,86267529fffffff,22,29.33,29.33,61531250.00390625,29231.439050338835,1758492504859,Synapse54,1758492504859,Synapse54
132,63435 (Canton),Lewis County,Missouri,86267380fffffff,353,12.81,12.81,60687500.0,29022.61282714257,1758492504859,Synapse54,1758492504859,Synapse54
133,62526 (Decatur),Macon County,Illinois,8626622e7ffffff,1728,19.74,19.74,59351250.0078125,28706.138220427496,1758492504859,Synapse54,1758492504859,Synapse54
134,62001 (Alhambra),Madison County,Illinois,8626446efffffff,117,24.63,24.63,58506250.0,28495.659389104243,1758492504859,Synapse54,1758492504859,Synapse54
135,62253 (Keyesport),Bond County,Illinois,862640977ffffff,40,25.97,25.97,58047499.99609375,28392.399285997897,1758492504859,Synapse54,1758492504859,Synapse54
136,63435 (Canton),Lewis County,Missouri,862673827ffffff,16,22.54,22.54,60897500.0,29072.456710791528,1758492504859,Synapse54,1758492504859,Synapse54
137,62521 (Decatur),Macon County,Illinois,8626622efffffff,2346,26.49,26.49,59541250.0,28755.93767622496,1758492504859,Synapse54,1758492504859,Synapse54
138,63448 (La Grange),Lewis County,Missouri,8626738efffffff,86,26.46,26.46,60708750.0,29030.582916918458,1758492504859,Synapse54,1758492504859,Synapse54
139,62056 (Litchfield),Montgomery County,Illinois,862644707ffffff,171,20.63,20.63,58404999.99609375,28472.98305760687,1758492504859,Synapse54,1758492504859,Synapse54
140,62526 (Decatur),Macon County,Illinois,8626622f7ffffff,1480,23.89,23.89,59569999.99609375,28757.663129347056,1758492504859,Synapse54,1758492504859,Synapse54
141,63430 (Alexandria),Clark County,Missouri,862673907ffffff,2,25.0,25.0,61072500.0,29117.17466527925,1758492504859,Synapse54,1758492504859,Synapse54
142,52601 (Burlington),Des Moines County,Iowa,862670a37ffffff,32,28.32,28.32,61747500.0,29277.26663996895,1758492504859,Synapse54,1758492504859,Synapse54
143,62255 (Lenzburg),St. Clair County,Illinois,862640007ffffff,54,24.0,24.0,57657499.99609375,28289.720130068243,1758492504859,Synapse54,1758492504859,Synapse54
144,61727 (Clinton),De Witt County,Illinois,862662307ffffff,63,25.82,25.82,59940000.0,28850.07720724513,1758492504859,Synapse54,1758492504859,Synapse54
145,62255 (Lenzburg),St. Clair County,Illinois,862640017ffffff,122,22.63,22.63,58216249.9921875,28426.281667847277,1758492504859,Synapse54,1758492504859,Synapse54
146,61473 (Roseville),Warren County,Illinois,862671d37ffffff,16,27.12,27.12,61165000.00390625,29141.056434073394,1758492504859,Synapse54,1758492504859,Synapse54
147,61727 (Clinton),De Witt County,Illinois,86266230fffffff,16,25.4,25.4,59992500.0,28860.56349139142,1758492504859,Synapse54,1758492504859,Synapse54
148,62257 (Marissa),St. Clair County,Illinois,86264001fffffff,371,23.17,23.17,57740000.00390625,28304.546128922277,1758492504859,Synapse54,1758492504859,Synapse54
149,61572 (Yates City),Knox County,Illinois,8626752a7ffffff,32,29.09,29.09,61581249.99609375,29235.9798832077,1758492504859,Synapse54,1758492504859,Synapse54
150,62258 (Mascoutah),St. Clair County,Illinois,862640037ffffff,145,25.75,25.75,57813750.0078125,28331.22099954412,1758492504859,Synapse54,1758492504859,Synapse54
151,61727 (Clinton),De Witt County,Illinois,862662317ffffff,1201,19.84,19.84,60010000.0078125,28866.911496799337,1758492504859,Synapse54,1758492504859,Synapse54
152,62899 (Xenia),Clay County,Illinois,86264519fffffff,155,26.41,26.41,57408750.0,28236.805397737397,1758492504859,Synapse54,1758492504859,Synapse54
153,62056 (Litchfield),Montgomery County,Illinois,86264470fffffff,31,25.83,25.83,58781250.0,28567.642840705506,1758492504859,Synapse54,1758492504859,Synapse54
154,61727 (Clinton),De Witt County,Illinois,86266231fffffff,29,25.44,25.44,60182500.0,28902.563061108973,1758492504859,Synapse54,1758492504859,Synapse54
155,62264 (New Athens),St. Clair County,Illinois,862640087ffffff,58,23.02,23.02,57740000.00390625,28304.546128922277,1758492504859,Synapse54,1758492504859,Synapse54
156,62249 (Highland),Madison County,Illinois,862640987ffffff,482,22.0,22.0,58317500.0,28448.548989988485,1758492504859,Synapse54,1758492504859,Synapse54
157,61455 (Macomb),McDonough County,Illinois,862671d47ffffff,80,28.78,28.78,60782500.0,29050.72577912527,1758492504859,Synapse54,1758492504859,Synapse54
158,61735 (DeWitt),De Witt County,Illinois,862662327ffffff,59,29.35,29.35,60206250.0,28907.560797520928,1758492504859,Synapse54,1758492504859,Synapse54
159,62264 (New Athens),St. Clair County,Illinois,86264008fffffff,23,24.21,24.21,58016250.0,28381.57603345574,1758492504859,Synapse54,1758492504859,Synapse54
160,62278 (Red Bud),Monroe County,Illinois,862640097ffffff,174,23.23,23.23,57911249.99609375,28348.728203105573,1758492504859,Synapse54,1758492504859,Synapse54
161,62278 (Red Bud),Monroe County,Illinois,86264009fffffff,295,23.12,23.12,58117500.0,28404.01982771138,1758492504859,Synapse54,1758492504859,Synapse54
162,62264 (New Athens),St. Clair County,Illinois,8626400a7ffffff,508,23.19,23.19,57726250.0,28306.703773421457,1758492504859,Synapse54,1758492504859,Synapse54
163,61471 (Raritan),Henderson County,Illinois,862670a47ffffff,27,30.0,30.0,61263750.0,29163.77102725753,1758492504859,Synapse54,1758492504859,Synapse54
164,62255 (Lenzburg),St. Clair County,Illinois,8626400afffffff,75,22.12,22.12,57944999.99609375,28359.658540410997,1758492504859,Synapse54,1758492504859,Synapse54
165,62069 (Mount Olive),Macoupin County,Illinois,86264471fffffff,98,27.3,27.3,58390000.0,28475.444920139747,1758492504859,Synapse54,1758492504859,Synapse54
166,61882 (Weldon),De Witt County,Illinois,86266232fffffff,112,25.51,25.51,59939999.9921875,28850.07720724513,1758492504859,Synapse54,1758492504859,Synapse54
167,62264 (New Athens),St. Clair County,Illinois,8626400b7ffffff,64,23.53,23.53,58016250.0,28381.57603345574,1758492504859,Synapse54,1758492504859,Synapse54
168,62858 (Louisville),Clay County,Illinois,8626451a7ffffff,29,27.1,27.1,57426250.00390625,28240.352942762212,1758492504859,Synapse54,1758492504859,Synapse54
169,62217 (Baldwin),Randolph County,Illinois,8626400c7ffffff,69,31.94,31.94,57930000.0078125,28362.05464691792,1758492504859,Synapse54,1758492504859,Synapse54
170,61727 (Clinton),De Witt County,Illinois,862662337ffffff,41,29.08,29.08,60555000.0078125,28994.977139007045,1758492504859,Synapse54,1758492504859,Synapse54
171,62838 (Farina),Fayette County,Illinois,862645cf7ffffff,108,21.51,21.51,57591250.00390625,28273.32743136981,1758492504859,Synapse54,1758492504859,Synapse54
172,61531 (Farmington),Fulton County,Illinois,8626752afffffff,143,19.72,19.72,61528749.99609375,29225.829478894055,1758492504859,Synapse54,1758492504859,Synapse54
173,62286 (Sparta),Randolph County,Illinois,8626400cfffffff,473,24.71,24.71,57554999.99609375,28262.52169923816,1758492504859,Synapse54,1758492504859,Synapse54
