OBJECTID,NAME,DESCRIPTION,CREATED,MODIFIED,CREATOR,EDITOR,REGION,FLAGS,GEOID,GEONAME,GEOLEVEL,HIERARCHY,SYMBOL,SITE_METADATA,Shape__Area,Shape__Length
1,Quebec / Québec,Province: Quebec / Québec,1753797709090,1753797709090,Synapse54,Synapse54,CA,2,24,Quebec / Québec,CAN.PR,census,"{""type"":""esriSFS"",""color"":[105,134,68,140],""outline"":{""type"":""esriSLS"",""color"":[105,134,68,255],""width"":1.5,""style"":""esriSLSSolid""},""style"":""esriSFSSolid""}",,4309998343628.508,34123041.75702661
