OBJECTID,DESCRIPTION,ID,P5YTENHHD,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
322,"J3N (St-Basile-Le-Grand, QC)",J3N,6914,6914,74736126.0,37659.20099111866,1753799558460,Synapse54,1753799558460,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,12867,12867,211886795.0,80652.39762505802,1753799558460,Synapse54,1753799558460,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,7475,7475,57862738.0,40488.46821105956,1753799558460,Synapse54,1753799558460,Synapse54
325,"J3T (Nicolet, QC)",J3T,3970,3970,271606732.5,71484.12258274788,1753799558460,Synapse54,1753799558460,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,10782,10782,90158805.5,51396.92313356961,1753799558460,Synapse54,1753799558460,Synapse54
327,"J3X (Varennes, QC)",J3X,8845,8845,232058892.5,71561.3428539275,1753799558460,Synapse54,1753799558460,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,29233,29233,101336037.0,100201.13539228243,1753799558460,Synapse54,1753799558460,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,2036,2036,22454206.0,63608.93575532092,1753799558460,Synapse54,1753799558460,Synapse54
330,"J4B (Boucherville, QC)",J4B,17745,17745,170076124.5,59886.44585342009,1753799558460,Synapse54,1753799558460,Synapse54
331,"J4G (Longueuil, QC)",J4G,5246,5246,25356829.5,23719.52752698455,1753799558460,Synapse54,1753799558460,Synapse54
332,"J4H (Longueuil, QC)",J4H,8637,8637,11650935.0,15524.513087115087,1753799558460,Synapse54,1753799558460,Synapse54
333,"J4J (Longueuil, QC)",J4J,15889,15889,15351226.5,21930.353895068798,1753799558460,Synapse54,1753799558460,Synapse54
334,"J4K (Longueuil, QC)",J4K,14074,14074,12801059.0,20426.997549827258,1753799558460,Synapse54,1753799558460,Synapse54
335,"J4L (Longueuil, QC)",J4L,15037,15037,14765810.5,16776.5326873664,1753799558460,Synapse54,1753799558460,Synapse54
336,"J4M (Longueuil, QC)",J4M,5365,5365,10545973.0,20915.15150342213,1753799558460,Synapse54,1753799558460,Synapse54
337,"J4N (Longueuil, QC)",J4N,5531,5531,9982414.5,18319.159231838094,1753799558460,Synapse54,1753799558460,Synapse54
338,"J4P (Longueuil, QC)",J4P,6046,6046,6998059.0,12458.778436344583,1753799558460,Synapse54,1753799558460,Synapse54
339,"J4R (Longueuil, QC)",J4R,5192,5192,5607448.0,11472.375668491168,1753799558460,Synapse54,1753799558460,Synapse54
340,"J4S (Longueuil, QC)",J4S,3160,3160,4293595.5,10044.635885759557,1753799558460,Synapse54,1753799558460,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,9441,9441,8655769.0,12531.329908587128,1753799558460,Synapse54,1753799558460,Synapse54
342,"J4V (Longueuil, QC)",J4V,7751,7751,9874770.0,19495.60469716676,1753799558460,Synapse54,1753799558460,Synapse54
343,"J4W (Longueuil, QC)",J4W,7453,7453,11512935.0,16336.628676963564,1753799558460,Synapse54,1753799558460,Synapse54
344,"J4X (Longueuil, QC)",J4X,8216,8216,13216489.5,15198.092586417742,1753799558460,Synapse54,1753799558460,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,11040,11040,21259495.5,19670.691530096043,1753799558460,Synapse54,1753799558460,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,13096,13096,42442433.5,36399.19983850107,1753799558460,Synapse54,1753799558460,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,13322,13322,123489244.5,53706.37543156535,1753799558460,Synapse54,1753799558460,Synapse54
348,"J5B (Delson, QC)",J5B,3482,3482,13765665.5,25868.554957637258,1753799558460,Synapse54,1753799558460,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,7345,7345,20056189.5,22328.89425891819,1753799558460,Synapse54,1753799558460,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,8715,8715,230905181.0,66651.47964912902,1753799558460,Synapse54,1753799558460,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,7799,7799,193780426.5,69823.6154247918,1753799558460,Synapse54,1753799558460,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,10673,10673,95796285.0,58040.91698594175,1753799558460,Synapse54,1753799558460,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,11486,11486,245439917.0,79215.19535436288,1753799558460,Synapse54,1753799558460,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,6784,6784,190530835.0,58815.89393433861,1753799558460,Synapse54,1753799558460,Synapse54
355,"J5R (La Prairie, QC)",J5R,22582,22582,116490762.5,83791.09209902641,1753799558460,Synapse54,1753799558460,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,6678,6678,154486438.5,59411.55582605956,1753799558460,Synapse54,1753799558460,Synapse54
357,"J5V (Louiseville, QC)",J5V,3759,3759,506748881.0,179854.3461791025,1753799558460,Synapse54,1753799558460,Synapse54
358,"J5W (L'assomption, QC)",J5W,11595,11595,332828346.5,103350.78663938354,1753799558460,Synapse54,1753799558460,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,3781,3781,93137482.5,61537.5779427655,1753799558460,Synapse54,1753799558460,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,11721,11721,22356230.5,21230.469901767003,1753799558460,Synapse54,1753799558460,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,12378,12378,78014581.0,40720.846170485005,1753799558460,Synapse54,1753799558460,Synapse54
362,"J6A (Repentigny, QC)",J6A,15290,15290,48655375.5,39943.850012514275,1753799558460,Synapse54,1753799558460,Synapse54
363,"J6E (Joliette, QC)",J6E,23991,23991,137214208.0,95275.2587794035,1753799558460,Synapse54,1753799558460,Synapse54
364,"J6J (Chateauguay, QC)",J6J,11028,11028,74217052.0,72123.22068999698,1753799558460,Synapse54,1753799558460,Synapse54
365,"J6K (Chateauguay, QC)",J6K,10797,10797,20188406.0,28536.15419577854,1753799558460,Synapse54,1753799558460,Synapse54
366,"J6N (Beauharnois, QC)",J6N,8208,8208,233462281.0,99024.33793574793,1753799558460,Synapse54,1753799558460,Synapse54
367,"J6R (Mercier, QC)",J6R,6233,6233,115347180.0,49311.90260299979,1753799558460,Synapse54,1753799558460,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,13283,13283,210261044.5,73467.37727321035,1753799558460,Synapse54,1753799558460,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,9629,9629,46981135.0,36756.956833154014,1753799558460,Synapse54,1753799558460,Synapse54
370,"J6V (Terrebonne, QC)",J6V,6609,6609,60800572.0,35889.68273881664,1753799558460,Synapse54,1753799558460,Synapse54
371,"J6W (Terrebonne, QC)",J6W,14757,14757,39136671.0,33325.59650886826,1753799558460,Synapse54,1753799558460,Synapse54
372,"J6X (Terrebonne, QC)",J6X,10180,10180,60225849.5,43095.169343531845,1753799558460,Synapse54,1753799558460,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,9463,9463,81550557.0,61201.9952124608,1753799558460,Synapse54,1753799558460,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,8352,8352,22537924.0,22963.79436186629,1753799558460,Synapse54,1753799558460,Synapse54
375,"J7A (Rosemere, QC)",J7A,5669,5669,24339416.5,22941.14213233615,1753799558460,Synapse54,1753799558460,Synapse54
376,"J7B (Boisbriand, QC)",J7B,4738,4738,14667986.5,16792.064136555553,1753799558460,Synapse54,1753799558460,Synapse54
377,"J7C (Boisbriand, QC)",J7C,19985,19985,94216134.5,48996.310543076004,1753799558460,Synapse54,1753799558460,Synapse54
378,"J7E (Boisbriand, QC)",J7E,14658,14658,38942666.0,66768.75062873606,1753799558460,Synapse54,1753799558460,Synapse54
379,"J7G (Boisbriand, QC)",J7G,7942,7942,24826343.0,22844.466974416475,1753799558460,Synapse54,1753799558460,Synapse54
380,"J7H (Boisbriand, QC)",J7H,3975,3975,18524557.5,29683.633390851617,1753799558460,Synapse54,1753799558460,Synapse54
381,"J7J (Boisbriand, QC)",J7J,15115,15115,216897455.5,103444.96666308724,1753799558460,Synapse54,1753799558460,Synapse54
382,"J7K (Terrebonne, QC)",J7K,16723,16723,193069363.5,83975.60969421153,1753799558460,Synapse54,1753799558460,Synapse54
383,"J7L (Terrebonne, QC)",J7L,6107,6107,28664221.0,25040.678807417222,1753799558460,Synapse54,1753799558460,Synapse54
384,"J7M (Terrebonne, QC)",J7M,9263,9263,82543767.0,48321.76398543206,1753799558460,Synapse54,1753799558460,Synapse54
385,"J7N (Boisbriand, QC)",J7N,17776,17776,781900527.5,198254.3737699631,1753799558460,Synapse54,1753799558460,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,11302,11302,34525041.5,29797.38514106549,1753799558460,Synapse54,1753799558460,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,16031,16031,124808411.0,71490.55014073827,1753799558460,Synapse54,1753799558460,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,12027,12027,297651983.5,93415.04234638221,1753799558460,Synapse54,1753799558460,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,31314,31314,362449115.0,152968.31394129083,1753799558460,Synapse54,1753799558460,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,6356,6356,24383265.0,23490.450057951097,1753799558460,Synapse54,1753799558460,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,2797,2797,64920487.0,46286.99583260664,1753799558460,Synapse54,1753799558460,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,15337,15337,50087471.02734375,55705.64280837206,1753799558460,Synapse54,1753799558460,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,16794,16794,36942944.47265625,33700.08035698858,1753799558460,Synapse54,1753799558460,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,5716,5716,272351866.0,88660.25650248205,1753799558460,Synapse54,1753799558460,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,7918,7918,257661278.5,87331.95722532229,1753799558460,Synapse54,1753799558460,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,6498,6498,363538345.5,105828.83702167151,1753799558460,Synapse54,1753799558460,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,6461,6461,598027685.5,128502.35538817226,1753799558460,Synapse54,1753799558460,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,4261,4261,1206240278.5,237511.8555793957,1753799558460,Synapse54,1753799558460,Synapse54
399,"J8H (Lachute, QC)",J8H,8214,8214,482502118.5,169179.8899596451,1753799558460,Synapse54,1753799558460,Synapse54
400,"J8L (Gatineau, QC)",J8L,9604,9604,1293058071.0,172060.6388984216,1753799558460,Synapse54,1753799558460,Synapse54
401,"J8M (Gatineau, QC)",J8M,5843,5843,154732777.5,65024.547084615566,1753799558460,Synapse54,1753799558460,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,6864,6864,1732302854.5,285589.92276472907,1753799558460,Synapse54,1753799558460,Synapse54
403,"J8P (Gatineau, QC)",J8P,16571,16571,58693548.0,43657.291681754716,1753799558460,Synapse54,1753799558460,Synapse54
404,"J8R (Gatineau, QC)",J8R,11883,11883,156666056.5,68675.20266685543,1753799558460,Synapse54,1753799558460,Synapse54
405,"J8T (Gatineau, QC)",J8T,18859,18859,47793402.0,43358.360078022946,1753799558460,Synapse54,1753799558460,Synapse54
406,"J8V (Gatineau, QC)",J8V,11237,11237,324712509.0,103708.66049045212,1753799558460,Synapse54,1753799558460,Synapse54
407,"J8X (Gatineau, QC)",J8X,7189,7189,14811708.0,18647.21034649298,1753799558460,Synapse54,1753799558460,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,12985,12985,19695262.5,21673.890152602384,1753799558460,Synapse54,1753799558460,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,7067,7067,23130629.5,26602.970961144994,1753799558460,Synapse54,1753799558460,Synapse54
410,"J9A (Gatineau, QC)",J9A,10808,10808,30373310.5,26686.619129442304,1753799558460,Synapse54,1753799558460,Synapse54
411,"J9B (Chelsea, QC)",J9B,3733,3733,246189543.5,86816.99350066783,1753799558460,Synapse54,1753799558460,Synapse54
412,"J9E (Maniwaki, QC)",J9E,3793,3793,1377109169.5,310831.3640939274,1753799558460,Synapse54,1753799558460,Synapse54
413,"J9H (Gatineau, QC)",J9H,14711,14711,62556078.0,44664.06309859117,1753799558460,Synapse54,1753799558460,Synapse54
414,"J9J (Gatineau, QC)",J9J,18474,18474,151255466.5,58327.94180700536,1753799558460,Synapse54,1753799558460,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,7123,7123,1339338847.0,180384.92529711727,1753799558460,Synapse54,1753799558460,Synapse54
416,"J9P (Val-D'or, QC)",J9P,16123,16123,3829796876.0,458548.2575127482,1753799558460,Synapse54,1753799558460,Synapse54
417,"J9T (Amos, QC)",J9T,6112,6112,683602510.0,189908.9748917051,1753799558460,Synapse54,1753799558460,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,1695,1695,297071822.0,76817.77391779536,1753799558460,Synapse54,1753799558460,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,12028,12028,301651162.0,120674.85661136823,1753799558460,Synapse54,1753799558460,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,4531,4531,2199066233.0,465878.96082864003,1753799558460,Synapse54,1753799558460,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,3474,3474,348212296.0,88902.99107383726,1753799558460,Synapse54,1753799558460,Synapse54
