OBJECTID,DESCRIPTION,ID,P5YHRIAGG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
292,"J1N (Sherbrooke, QC)",J1N,1807925714.01,1807925714.01,196798113.5,75865.43435097949,1753802168379,Synapse54,1753802168379,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,597421923.0,597421923.0,129969730.0,55500.89678544112,1753802168379,Synapse54,1753802168379,Synapse54
294,"J1S (Windsor, QC)",J1S,308954144.4,308954144.4,306725365.5,94080.75320925176,1753802168379,Synapse54,1753802168379,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,273363382.02,273363382.02,94108625.0,49846.76465177346,1753802168379,Synapse54,1753802168379,Synapse54
296,"J1X (Magog, QC)",J1X,1802294550.01,1802294550.01,728921445.0,201253.21200864858,1753802168379,Synapse54,1753802168379,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,241900994.06,241900994.06,352999380.0,123836.95765720992,1753802168379,Synapse54,1753802168379,Synapse54
298,"J2A (Drummondville, QC)",J2A,544380492.93,544380492.93,210419353.0,83920.96306970775,1753802168379,Synapse54,1753802168379,Synapse54
299,"J2B (Drummondville, QC)",J2B,1370834493.52,1370834493.52,262759591.40234375,162201.91283563137,1753802168379,Synapse54,1753802168379,Synapse54
300,"J2C (Drummondville, QC)",J2C,1279661505.58,1279661505.58,46328225.59765625,41604.1853996451,1753802168379,Synapse54,1753802168379,Synapse54
301,"J2E (Drummondville, QC)",J2E,187460275.36,187460275.36,18350789.5,28926.839340474853,1753802168379,Synapse54,1753802168379,Synapse54
302,"J2G (Granby, QC)",J2G,1058103625.42,1058103625.42,27125065.5,40964.248286282396,1753802168379,Synapse54,1753802168379,Synapse54
303,"J2H (Granby, QC)",J2H,1162849200.66,1162849200.66,136788271.0,82651.78876586944,1753802168379,Synapse54,1753802168379,Synapse54
304,"J2J (Granby, QC)",J2J,800361182.59,800361182.59,158975426.5,75483.31166212616,1753802168379,Synapse54,1753802168379,Synapse54
305,"J2K (Cowansville, QC)",J2K,782979335.24,782979335.24,327067186.0,107161.13325887192,1753802168379,Synapse54,1753802168379,Synapse54
306,"J2L (Bromont, QC)",J2L,1185885374.3,1185885374.3,230068726.0,81624.30958657779,1753802168379,Synapse54,1753802168379,Synapse54
307,"J2M (Shefford, QC)",J2M,384339052.79,384339052.79,242332781.2734375,116121.4987637872,1753802168379,Synapse54,1753802168379,Synapse54
308,"J2N (Farnham, QC)",J2N,457801312.12,457801312.12,187541869.5,67299.99265741695,1753802168379,Synapse54,1753802168379,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,422932349.62,422932349.62,202913088.0,104737.13437793839,1753802168379,Synapse54,1753802168379,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,1141151913.29,1141151913.29,64473264.0,73386.10579135851,1753802168379,Synapse54,1753802168379,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,729098139.51,729098139.51,91771688.0,53456.23963708392,1753802168379,Synapse54,1753802168379,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,1557543630.09,1557543630.09,103463004.5,59571.138073747235,1753802168379,Synapse54,1753802168379,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,965628986.82,965628986.82,145676986.0,80102.73759580929,1753802168379,Synapse54,1753802168379,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,281309026.46,281309026.46,146400386.17578125,73826.30271667863,1753802168379,Synapse54,1753802168379,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,332349132.78,332349132.78,6186209.0,11188.578319190965,1753802168379,Synapse54,1753802168379,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,1448101588.49,1448101588.49,95704303.5,54381.46319865555,1753802168379,Synapse54,1753802168379,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,1701257763.34,1701257763.34,105827610.5,60902.63170645707,1753802168379,Synapse54,1753802168379,Synapse54
318,"J3G (Beloeil, QC)",J3G,1783715574.36,1783715574.36,171490984.5,98109.63892656052,1753802168379,Synapse54,1753802168379,Synapse54
319,"J3H (Beloeil, QC)",J3H,1587388889.1,1587388889.1,80996367.5,55540.40786090735,1753802168379,Synapse54,1753802168379,Synapse54
320,"J3L (Chambly, QC)",J3L,3123653756.6,3123653756.6,364093398.0,124754.83820581688,1753802168379,Synapse54,1753802168379,Synapse54
321,"J3M (Marieville, QC)",J3M,479597491.06,479597491.06,126097256.5,55752.50302456562,1753802168379,Synapse54,1753802168379,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,946463580.64,946463580.64,74736126.0,37659.20099111866,1753802168379,Synapse54,1753802168379,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,1030088639.55,1030088639.55,211886795.0,80652.39762505802,1753802168379,Synapse54,1753802168379,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,623441275.5,623441275.5,57862738.0,40488.46821105956,1753802168379,Synapse54,1753802168379,Synapse54
325,"J3T (Nicolet, QC)",J3T,330550447.33,330550447.33,271606732.5,71484.12258274788,1753802168379,Synapse54,1753802168379,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,1741355516.62,1741355516.62,90158805.5,51396.92313356961,1753802168379,Synapse54,1753802168379,Synapse54
327,"J3X (Varennes, QC)",J3X,1113541880.44,1113541880.44,232058892.5,71561.3428539275,1753802168379,Synapse54,1753802168379,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,3216148647.66,3216148647.66,101336037.0,100201.13539228243,1753802168379,Synapse54,1753802168379,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,284849997.19,284849997.19,22454206.0,63608.93575532092,1753802168379,Synapse54,1753802168379,Synapse54
330,"J4B (Boucherville, QC)",J4B,2783520613.64,2783520613.64,170076124.5,59886.44585342009,1753802168379,Synapse54,1753802168379,Synapse54
331,"J4G (Longueuil, QC)",J4G,569848697.94,569848697.94,25356829.5,23719.52752698455,1753802168379,Synapse54,1753802168379,Synapse54
332,"J4H (Longueuil, QC)",J4H,772915050.54,772915050.54,11650935.0,15524.513087115087,1753802168379,Synapse54,1753802168379,Synapse54
333,"J4J (Longueuil, QC)",J4J,1262069468.94,1262069468.94,15351226.5,21930.353895068798,1753802168379,Synapse54,1753802168379,Synapse54
334,"J4K (Longueuil, QC)",J4K,1116995070.93,1116995070.93,12801059.0,20426.997549827258,1753802168379,Synapse54,1753802168379,Synapse54
335,"J4L (Longueuil, QC)",J4L,1251335437.91,1251335437.91,14765810.5,16776.5326873664,1753802168379,Synapse54,1753802168379,Synapse54
336,"J4M (Longueuil, QC)",J4M,688518940.16,688518940.16,10545973.0,20915.15150342213,1753802168379,Synapse54,1753802168379,Synapse54
337,"J4N (Longueuil, QC)",J4N,750609832.33,750609832.33,9982414.5,18319.159231838094,1753802168379,Synapse54,1753802168379,Synapse54
338,"J4P (Longueuil, QC)",J4P,890027038.07,890027038.07,6998059.0,12458.778436344583,1753802168379,Synapse54,1753802168379,Synapse54
339,"J4R (Longueuil, QC)",J4R,732024278.17,732024278.17,5607448.0,11472.375668491168,1753802168379,Synapse54,1753802168379,Synapse54
340,"J4S (Longueuil, QC)",J4S,476586307.72,476586307.72,4293595.5,10044.635885759557,1753802168379,Synapse54,1753802168379,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,771118737.34,771118737.34,8655769.0,12531.329908587128,1753802168379,Synapse54,1753802168379,Synapse54
342,"J4V (Longueuil, QC)",J4V,748326076.21,748326076.21,9874770.0,19495.60469716676,1753802168379,Synapse54,1753802168379,Synapse54
343,"J4W (Longueuil, QC)",J4W,757994869.09,757994869.09,11512935.0,16336.628676963564,1753802168379,Synapse54,1753802168379,Synapse54
344,"J4X (Longueuil, QC)",J4X,1060500383.18,1060500383.18,13216489.5,15198.092586417742,1753802168379,Synapse54,1753802168379,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,1442687865.1,1442687865.1,21259495.5,19670.691530096043,1753802168379,Synapse54,1753802168379,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,1349147126.64,1349147126.64,42442433.5,36399.19983850107,1753802168379,Synapse54,1753802168379,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,1540410449.46,1540410449.46,123489244.5,53706.37543156535,1753802168379,Synapse54,1753802168379,Synapse54
348,"J5B (Delson, QC)",J5B,366072703.81,366072703.81,13765665.5,25868.554957637258,1753802168379,Synapse54,1753802168379,Synapse54
