OBJECTID,DESCRIPTION,ID,P5YTENOWN,P5YTENOWN_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,7931,77.34,77.34,2217789273.0,543899.6487326861,1753799756033,Synapse54,1753799756033,Synapse54
266,"J0E (Waterloo, QC)",J0E,20893,77.23,77.23,4549634499.230469,648394.7017630582,1753799756033,Synapse54,1753799756033,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,6606,77.05,77.05,2514787680.5,333340.5205009883,1753799756033,Synapse54,1753799756033,Synapse54
268,"J0H (Acton Vale, QC)",J0H,16912,72.58,72.58,4017334345.9570312,538883.6400762808,1753799756033,Synapse54,1753799756033,Synapse54
269,"J0J (Napierville, QC)",J0J,15341,80.67,80.67,3163504441.4609375,385870.6950955986,1753799756033,Synapse54,1753799756033,Synapse54
270,"J0K (Rawdon, QC)",J0K,58405,74.13,74.13,29697039721.0,1406950.3334880418,1753799756033,Synapse54,1753799756033,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,29039,70.94,70.94,2780902762.0429688,596544.2844540038,1753799756033,Synapse54,1753799756033,Synapse54
272,"J0M (Chisasibi, QC)",J0M,430,5.84,5.84,2507274503756.0,24396187.397056405,1753799756033,Synapse54,1753799756033,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,12975,79.04,79.04,341790001.0,92049.64421828423,1753799756033,Synapse54,1753799756033,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,15068,76.58,76.58,1320873265.0,299819.56036801497,1753799756033,Synapse54,1753799756033,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,16013,77.34,77.34,549507968.0,153164.86554496005,1753799756033,Synapse54,1753799756033,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,11834,69.15,69.15,3261392891.5,373681.8522427627,1753799756033,Synapse54,1753799756033,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,23547,78.24,78.24,10294024616.5,948593.2698027412,1753799756033,Synapse54,1753799756033,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,10644,75.32,75.32,5169637352.5,604696.2148960141,1753799756033,Synapse54,1753799756033,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,6830,76.77,76.77,72760667284.5,2116484.49890364,1753799756033,Synapse54,1753799756033,Synapse54
280,"J0X (Wakefield, QC)",J0X,18447,80.59,80.59,18401542242.5,1302599.5812032141,1753799756033,Synapse54,1753799756033,Synapse54
281,"J0Y (Malartic, QC)",J0Y,8476,73.75,73.75,223534310999.0,3278730.6722274064,1753799756033,Synapse54,1753799756033,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,11656,77.7,77.7,59867601510.0,2216439.0400546975,1753799756033,Synapse54,1753799756033,Synapse54
283,"J1A (Coaticook, QC)",J1A,2627,60.09,60.09,568143726.5,138682.11350637994,1753799756033,Synapse54,1753799756033,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,2088,69.44,69.44,148314795.5,58854.95341782354,1753799756033,Synapse54,1753799756033,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,5485,39.21,39.21,36392307.5,31305.785200373433,1753799756033,Synapse54,1753799756033,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,5122,51.7,51.7,23722537.5,26568.26494121696,1753799756033,Synapse54,1753799756033,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,4314,23.91,23.91,90156997.5,95524.0591322304,1753799756033,Synapse54,1753799756033,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,3869,47.66,47.66,14850239.5,21529.415696903085,1753799756033,Synapse54,1753799756033,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,1802,46.25,46.25,14646372.0,20632.820225363073,1753799756033,Synapse54,1753799756033,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,3076,35.78,35.78,27073074.0,24825.97616578884,1753799756033,Synapse54,1753799756033,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,1475,50.41,50.41,66319442.5,51850.27975629163,1753799756033,Synapse54,1753799756033,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,11476,70.67,70.67,196798113.5,75865.43435097949,1753799756033,Synapse54,1753799756033,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,4290,85.09,85.09,129969730.0,55500.89678544112,1753799756033,Synapse54,1753799756033,Synapse54
294,"J1S (Windsor, QC)",J1S,2392,67.29,67.29,306725365.5,94080.75320925176,1753799756033,Synapse54,1753799756033,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,2258,54.73,54.73,94108625.0,49846.76465177346,1753799756033,Synapse54,1753799756033,Synapse54
296,"J1X (Magog, QC)",J1X,11830,66.49,66.49,728921445.0,201253.21200864858,1753799756033,Synapse54,1753799756033,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,1886,77.65,77.65,352999380.0,123836.95765720992,1753799756033,Synapse54,1753799756033,Synapse54
298,"J2A (Drummondville, QC)",J2A,4388,78.53,78.53,210419353.0,83920.96306970775,1753799756033,Synapse54,1753799756033,Synapse54
299,"J2B (Drummondville, QC)",J2B,8373,48.81,48.81,262759591.40234375,162201.91283563137,1753799756033,Synapse54,1753799756033,Synapse54
300,"J2C (Drummondville, QC)",J2C,7210,45.82,45.82,46328225.59765625,41604.1853996451,1753799756033,Synapse54,1753799756033,Synapse54
301,"J2E (Drummondville, QC)",J2E,1333,60.62,60.62,18350789.5,28926.839340474853,1753799756033,Synapse54,1753799756033,Synapse54
302,"J2G (Granby, QC)",J2G,6102,39.86,39.86,27125065.5,40964.248286282396,1753799756033,Synapse54,1753799756033,Synapse54
303,"J2H (Granby, QC)",J2H,7528,73.07,73.07,136788271.0,82651.78876586944,1753799756033,Synapse54,1753799756033,Synapse54
304,"J2J (Granby, QC)",J2J,5184,54.19,54.19,158975426.5,75483.31166212616,1753799756033,Synapse54,1753799756033,Synapse54
305,"J2K (Cowansville, QC)",J2K,5282,53.14,53.14,327067186.0,107161.13325887192,1753799756033,Synapse54,1753799756033,Synapse54
306,"J2L (Bromont, QC)",J2L,4915,72.29,72.29,230068726.0,81624.30958657779,1753799756033,Synapse54,1753799756033,Synapse54
307,"J2M (Shefford, QC)",J2M,2986,91.01,91.01,242332781.2734375,116121.4987637872,1753799756033,Synapse54,1753799756033,Synapse54
308,"J2N (Farnham, QC)",J2N,3173,57.48,57.48,187541869.5,67299.99265741695,1753799756033,Synapse54,1753799756033,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,3137,71.21,71.21,202913088.0,104737.13437793839,1753799756033,Synapse54,1753799756033,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,5298,34.01,34.01,64473264.0,73386.10579135851,1753799756033,Synapse54,1753799756033,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,4727,56.9,56.9,91771688.0,53456.23963708392,1753799756033,Synapse54,1753799756033,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,9660,78.96,78.96,103463004.5,59571.138073747235,1753799756033,Synapse54,1753799756033,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,5937,63.93,63.93,145676986.0,80102.73759580929,1753799756033,Synapse54,1753799756033,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,2159,90.03,90.03,146400386.17578125,73826.30271667863,1753799756033,Synapse54,1753799756033,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,1150,21.5,21.5,6186209.0,11188.578319190965,1753799756033,Synapse54,1753799756033,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,7834,47.01,47.01,95704303.5,54381.46319865555,1753799756033,Synapse54,1753799756033,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,9563,76.31,76.31,105827610.5,60902.63170645707,1753799756033,Synapse54,1753799756033,Synapse54
318,"J3G (Beloeil, QC)",J3G,10762,68.57,68.57,171490984.5,98109.63892656052,1753799756033,Synapse54,1753799756033,Synapse54
319,"J3H (Beloeil, QC)",J3H,9192,79.99,79.99,80996367.5,55540.40786090735,1753799756033,Synapse54,1753799756033,Synapse54
320,"J3L (Chambly, QC)",J3L,17748,74.41,74.41,364093398.0,124754.83820581688,1753799756033,Synapse54,1753799756033,Synapse54
321,"J3M (Marieville, QC)",J3M,3348,66.18,66.18,126097256.5,55752.50302456562,1753799756033,Synapse54,1753799756033,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,5913,85.52,85.52,74736126.0,37659.20099111866,1753799756033,Synapse54,1753799756033,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,7629,59.29,59.29,211886795.0,80652.39762505802,1753799756033,Synapse54,1753799756033,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,4329,57.91,57.91,57862738.0,40488.46821105956,1753799756033,Synapse54,1753799756033,Synapse54
325,"J3T (Nicolet, QC)",J3T,2461,61.99,61.99,271606732.5,71484.12258274788,1753799756033,Synapse54,1753799756033,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,9155,84.91,84.91,90158805.5,51396.92313356961,1753799756033,Synapse54,1753799756033,Synapse54
327,"J3X (Varennes, QC)",J3X,6877,77.75,77.75,232058892.5,71561.3428539275,1753799756033,Synapse54,1753799756033,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,21629,73.99,73.99,101336037.0,100201.13539228243,1753799756033,Synapse54,1753799756033,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,1592,78.19,78.19,22454206.0,63608.93575532092,1753799756033,Synapse54,1753799756033,Synapse54
330,"J4B (Boucherville, QC)",J4B,14507,81.75,81.75,170076124.5,59886.44585342009,1753799756033,Synapse54,1753799756033,Synapse54
331,"J4G (Longueuil, QC)",J4G,2659,50.69,50.69,25356829.5,23719.52752698455,1753799756033,Synapse54,1753799756033,Synapse54
332,"J4H (Longueuil, QC)",J4H,3049,35.3,35.3,11650935.0,15524.513087115087,1753799756033,Synapse54,1753799756033,Synapse54
333,"J4J (Longueuil, QC)",J4J,4902,30.85,30.85,15351226.5,21930.353895068798,1753799756033,Synapse54,1753799756033,Synapse54
334,"J4K (Longueuil, QC)",J4K,4335,30.8,30.8,12801059.0,20426.997549827258,1753799756033,Synapse54,1753799756033,Synapse54
335,"J4L (Longueuil, QC)",J4L,5784,38.47,38.47,14765810.5,16776.5326873664,1753799756033,Synapse54,1753799756033,Synapse54
336,"J4M (Longueuil, QC)",J4M,4395,81.92,81.92,10545973.0,20915.15150342213,1753799756033,Synapse54,1753799756033,Synapse54
337,"J4N (Longueuil, QC)",J4N,3719,67.24,67.24,9982414.5,18319.159231838094,1753799756033,Synapse54,1753799756033,Synapse54
338,"J4P (Longueuil, QC)",J4P,2778,45.95,45.95,6998059.0,12458.778436344583,1753799756033,Synapse54,1753799756033,Synapse54
339,"J4R (Longueuil, QC)",J4R,2523,48.59,48.59,5607448.0,11472.375668491168,1753799756033,Synapse54,1753799756033,Synapse54
340,"J4S (Longueuil, QC)",J4S,2031,64.27,64.27,4293595.5,10044.635885759557,1753799756033,Synapse54,1753799756033,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,3651,38.67,38.67,8655769.0,12531.329908587128,1753799756033,Synapse54,1753799756033,Synapse54
342,"J4V (Longueuil, QC)",J4V,4588,59.19,59.19,9874770.0,19495.60469716676,1753799756033,Synapse54,1753799756033,Synapse54
343,"J4W (Longueuil, QC)",J4W,4746,63.68,63.68,11512935.0,16336.628676963564,1753799756033,Synapse54,1753799756033,Synapse54
344,"J4X (Longueuil, QC)",J4X,6080,74.0,74.0,13216489.5,15198.092586417742,1753799756033,Synapse54,1753799756033,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,7849,71.1,71.1,21259495.5,19670.691530096043,1753799756033,Synapse54,1753799756033,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,7283,55.61,55.61,42442433.5,36399.19983850107,1753799756033,Synapse54,1753799756033,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,9525,71.5,71.5,123489244.5,53706.37543156535,1753799756033,Synapse54,1753799756033,Synapse54
348,"J5B (Delson, QC)",J5B,2243,64.42,64.42,13765665.5,25868.554957637258,1753799756033,Synapse54,1753799756033,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,5207,70.89,70.89,20056189.5,22328.89425891819,1753799756033,Synapse54,1753799756033,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,6634,76.12,76.12,230905181.0,66651.47964912902,1753799756033,Synapse54,1753799756033,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,6662,85.42,85.42,193780426.5,69823.6154247918,1753799756033,Synapse54,1753799756033,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,7508,70.35,70.35,95796285.0,58040.91698594175,1753799756033,Synapse54,1753799756033,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,7785,67.78,67.78,245439917.0,79215.19535436288,1753799756033,Synapse54,1753799756033,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,4278,63.06,63.06,190530835.0,58815.89393433861,1753799756033,Synapse54,1753799756033,Synapse54
355,"J5R (La Prairie, QC)",J5R,16446,72.83,72.83,116490762.5,83791.09209902641,1753799756033,Synapse54,1753799756033,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,4885,73.15,73.15,154486438.5,59411.55582605956,1753799756033,Synapse54,1753799756033,Synapse54
357,"J5V (Louiseville, QC)",J5V,1693,45.04,45.04,506748881.0,179854.3461791025,1753799756033,Synapse54,1753799756033,Synapse54
358,"J5W (L'assomption, QC)",J5W,8532,73.58,73.58,332828346.5,103350.78663938354,1753799756033,Synapse54,1753799756033,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,2447,64.72,64.72,93137482.5,61537.5779427655,1753799756033,Synapse54,1753799756033,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,9440,80.54,80.54,22356230.5,21230.469901767003,1753799756033,Synapse54,1753799756033,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,8709,70.36,70.36,78014581.0,40720.846170485005,1753799756033,Synapse54,1753799756033,Synapse54
362,"J6A (Repentigny, QC)",J6A,10643,69.61,69.61,48655375.5,39943.850012514275,1753799756033,Synapse54,1753799756033,Synapse54
363,"J6E (Joliette, QC)",J6E,10429,43.47,43.47,137214208.0,95275.2587794035,1753799756033,Synapse54,1753799756033,Synapse54
364,"J6J (Chateauguay, QC)",J6J,6979,63.28,63.28,74217052.0,72123.22068999698,1753799756033,Synapse54,1753799756033,Synapse54
365,"J6K (Chateauguay, QC)",J6K,8036,74.43,74.43,20188406.0,28536.15419577854,1753799756033,Synapse54,1753799756033,Synapse54
366,"J6N (Beauharnois, QC)",J6N,5194,63.28,63.28,233462281.0,99024.33793574793,1753799756033,Synapse54,1753799756033,Synapse54
367,"J6R (Mercier, QC)",J6R,4802,77.04,77.04,115347180.0,49311.90260299979,1753799756033,Synapse54,1753799756033,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,7513,56.56,56.56,210261044.5,73467.37727321035,1753799756033,Synapse54,1753799756033,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,4753,49.36,49.36,46981135.0,36756.956833154014,1753799756033,Synapse54,1753799756033,Synapse54
370,"J6V (Terrebonne, QC)",J6V,4970,75.2,75.2,60800572.0,35889.68273881664,1753799756033,Synapse54,1753799756033,Synapse54
371,"J6W (Terrebonne, QC)",J6W,9188,62.26,62.26,39136671.0,33325.59650886826,1753799756033,Synapse54,1753799756033,Synapse54
372,"J6X (Terrebonne, QC)",J6X,7668,75.32,75.32,60225849.5,43095.169343531845,1753799756033,Synapse54,1753799756033,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,7683,81.19,81.19,81550557.0,61201.9952124608,1753799756033,Synapse54,1753799756033,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,7015,83.99,83.99,22537924.0,22963.79436186629,1753799756033,Synapse54,1753799756033,Synapse54
375,"J7A (Rosemere, QC)",J7A,4919,86.77,86.77,24339416.5,22941.14213233615,1753799756033,Synapse54,1753799756033,Synapse54
376,"J7B (Boisbriand, QC)",J7B,4057,85.63,85.63,14667986.5,16792.064136555553,1753799756033,Synapse54,1753799756033,Synapse54
377,"J7C (Boisbriand, QC)",J7C,14430,72.2,72.2,94216134.5,48996.310543076004,1753799756033,Synapse54,1753799756033,Synapse54
378,"J7E (Boisbriand, QC)",J7E,6704,45.74,45.74,38942666.0,66768.75062873606,1753799756033,Synapse54,1753799756033,Synapse54
379,"J7G (Boisbriand, QC)",J7G,5394,67.92,67.92,24826343.0,22844.466974416475,1753799756033,Synapse54,1753799756033,Synapse54
380,"J7H (Boisbriand, QC)",J7H,1962,49.36,49.36,18524557.5,29683.633390851617,1753799756033,Synapse54,1753799756033,Synapse54
381,"J7J (Boisbriand, QC)",J7J,9498,62.84,62.84,216897455.5,103444.96666308724,1753799756033,Synapse54,1753799756033,Synapse54
382,"J7K (Terrebonne, QC)",J7K,11818,70.67,70.67,193069363.5,83975.60969421153,1753799756033,Synapse54,1753799756033,Synapse54
383,"J7L (Terrebonne, QC)",J7L,4828,79.06,79.06,28664221.0,25040.678807417222,1753799756033,Synapse54,1753799756033,Synapse54
384,"J7M (Terrebonne, QC)",J7M,7312,78.94,78.94,82543767.0,48321.76398543206,1753799756033,Synapse54,1753799756033,Synapse54
385,"J7N (Boisbriand, QC)",J7N,10882,61.22,61.22,781900527.5,198254.3737699631,1753799756033,Synapse54,1753799756033,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,7515,66.49,66.49,34525041.5,29797.38514106549,1753799756033,Synapse54,1753799756033,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,11227,70.03,70.03,124808411.0,71490.55014073827,1753799756033,Synapse54,1753799756033,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,10921,90.8,90.8,297651983.5,93415.04234638221,1753799756033,Synapse54,1753799756033,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,22467,71.75,71.75,362449115.0,152968.31394129083,1753799756033,Synapse54,1753799756033,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,5513,86.74,86.74,24383265.0,23490.450057951097,1753799756033,Synapse54,1753799756033,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,1805,64.53,64.53,64920487.0,46286.99583260664,1753799756033,Synapse54,1753799756033,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,6024,39.28,39.28,50087471.02734375,55705.64280837206,1753799756033,Synapse54,1753799756033,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,7105,42.31,42.31,36942944.47265625,33700.08035698858,1753799756033,Synapse54,1753799756033,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,4784,83.69,83.69,272351866.0,88660.25650248205,1753799756033,Synapse54,1753799756033,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,5416,68.4,68.4,257661278.5,87331.95722532229,1753799756033,Synapse54,1753799756033,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,3655,56.25,56.25,363538345.5,105828.83702167151,1753799756033,Synapse54,1753799756033,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,3802,58.85,58.85,598027685.5,128502.35538817226,1753799756033,Synapse54,1753799756033,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,3465,81.32,81.32,1206240278.5,237511.8555793957,1753799756033,Synapse54,1753799756033,Synapse54
399,"J8H (Lachute, QC)",J8H,4383,53.36,53.36,482502118.5,169179.8899596451,1753799756033,Synapse54,1753799756033,Synapse54
400,"J8L (Gatineau, QC)",J8L,6582,68.53,68.53,1293058071.0,172060.6388984216,1753799756033,Synapse54,1753799756033,Synapse54
401,"J8M (Gatineau, QC)",J8M,4297,73.54,73.54,154732777.5,65024.547084615566,1753799756033,Synapse54,1753799756033,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,5767,84.02,84.02,1732302854.5,285589.92276472907,1753799756033,Synapse54,1753799756033,Synapse54
403,"J8P (Gatineau, QC)",J8P,9307,56.16,56.16,58693548.0,43657.291681754716,1753799756033,Synapse54,1753799756033,Synapse54
404,"J8R (Gatineau, QC)",J8R,9107,76.64,76.64,156666056.5,68675.20266685543,1753799756033,Synapse54,1753799756033,Synapse54
405,"J8T (Gatineau, QC)",J8T,10743,56.96,56.96,47793402.0,43358.360078022946,1753799756033,Synapse54,1753799756033,Synapse54
406,"J8V (Gatineau, QC)",J8V,9837,87.54,87.54,324712509.0,103708.66049045212,1753799756033,Synapse54,1753799756033,Synapse54
407,"J8X (Gatineau, QC)",J8X,1352,18.81,18.81,14811708.0,18647.21034649298,1753799756033,Synapse54,1753799756033,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,4549,35.03,35.03,19695262.5,21673.890152602384,1753799756033,Synapse54,1753799756033,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,3314,46.89,46.89,23130629.5,26602.970961144994,1753799756033,Synapse54,1753799756033,Synapse54
410,"J9A (Gatineau, QC)",J9A,6179,57.17,57.17,30373310.5,26686.619129442304,1753799756033,Synapse54,1753799756033,Synapse54
411,"J9B (Chelsea, QC)",J9B,3388,90.76,90.76,246189543.5,86816.99350066783,1753799756033,Synapse54,1753799756033,Synapse54
412,"J9E (Maniwaki, QC)",J9E,2394,63.12,63.12,1377109169.5,310831.3640939274,1753799756033,Synapse54,1753799756033,Synapse54
413,"J9H (Gatineau, QC)",J9H,9838,66.88,66.88,62556078.0,44664.06309859117,1753799756033,Synapse54,1753799756033,Synapse54
414,"J9J (Gatineau, QC)",J9J,11594,62.76,62.76,151255466.5,58327.94180700536,1753799756033,Synapse54,1753799756033,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,4376,61.43,61.43,1339338847.0,180384.92529711727,1753799756033,Synapse54,1753799756033,Synapse54
416,"J9P (Val-D'or, QC)",J9P,9323,57.82,57.82,3829796876.0,458548.2575127482,1753799756033,Synapse54,1753799756033,Synapse54
417,"J9T (Amos, QC)",J9T,3416,55.89,55.89,683602510.0,189908.9748917051,1753799756033,Synapse54,1753799756033,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,1104,65.13,65.13,297071822.0,76817.77391779536,1753799756033,Synapse54,1753799756033,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,5375,44.69,44.69,301651162.0,120674.85661136823,1753799756033,Synapse54,1753799756033,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,4073,89.89,89.89,2199066233.0,465878.96082864003,1753799756033,Synapse54,1753799756033,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,2109,60.71,60.71,348212296.0,88902.99107383726,1753799756033,Synapse54,1753799756033,Synapse54
