OBJECTID,DESCRIPTION,ID,P5YHNIMED,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
303,"J2H (Granby, QC)",J2H,118079.7,118079.7,136788271.0,82651.78876586944,1753801593706,Synapse54,1753801593706,Synapse54
304,"J2J (Granby, QC)",J2J,88037.11,88037.11,158975426.5,75483.31166212616,1753801593706,Synapse54,1753801593706,Synapse54
305,"J2K (Cowansville, QC)",J2K,78253.0,78253.0,327067186.0,107161.13325887192,1753801593706,Synapse54,1753801593706,Synapse54
306,"J2L (Bromont, QC)",J2L,133910.55,133910.55,230068726.0,81624.30958657779,1753801593706,Synapse54,1753801593706,Synapse54
307,"J2M (Shefford, QC)",J2M,120214.82,120214.82,242332781.2734375,116121.4987637872,1753801593706,Synapse54,1753801593706,Synapse54
308,"J2N (Farnham, QC)",J2N,89498.42,89498.42,187541869.5,67299.99265741695,1753801593706,Synapse54,1753801593706,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,103267.3,103267.3,202913088.0,104737.13437793839,1753801593706,Synapse54,1753801593706,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,71756.59,71756.59,64473264.0,73386.10579135851,1753801593706,Synapse54,1753801593706,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,91353.84,91353.84,91771688.0,53456.23963708392,1753801593706,Synapse54,1753801593706,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,135425.52,135425.52,103463004.5,59571.138073747235,1753801593706,Synapse54,1753801593706,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,108971.77,108971.77,145676986.0,80102.73759580929,1753801593706,Synapse54,1753801593706,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,132929.67,132929.67,146400386.17578125,73826.30271667863,1753801593706,Synapse54,1753801593706,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,63463.84,63463.84,6186209.0,11188.578319190965,1753801593706,Synapse54,1753801593706,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,90054.82,90054.82,95704303.5,54381.46319865555,1753801593706,Synapse54,1753801593706,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,141174.81,141174.81,105827610.5,60902.63170645707,1753801593706,Synapse54,1753801593706,Synapse54
318,"J3G (Beloeil, QC)",J3G,119389.58,119389.58,171490984.5,98109.63892656052,1753801593706,Synapse54,1753801593706,Synapse54
319,"J3H (Beloeil, QC)",J3H,138819.14,138819.14,80996367.5,55540.40786090735,1753801593706,Synapse54,1753801593706,Synapse54
320,"J3L (Chambly, QC)",J3L,137913.88,137913.88,364093398.0,124754.83820581688,1753801593706,Synapse54,1753801593706,Synapse54
321,"J3M (Marieville, QC)",J3M,101852.37,101852.37,126097256.5,55752.50302456562,1753801593706,Synapse54,1753801593706,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,147456.94,147456.94,74736126.0,37659.20099111866,1753801593706,Synapse54,1753801593706,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,79831.83,79831.83,211886795.0,80652.39762505802,1753801593706,Synapse54,1753801593706,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,82430.91,82430.91,57862738.0,40488.46821105956,1753801593706,Synapse54,1753801593706,Synapse54
325,"J3T (Nicolet, QC)",J3T,87158.77,87158.77,271606732.5,71484.12258274788,1753801593706,Synapse54,1753801593706,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,160255.1,160255.1,90158805.5,51396.92313356961,1753801593706,Synapse54,1753801593706,Synapse54
327,"J3X (Varennes, QC)",J3X,137005.37,137005.37,232058892.5,71561.3428539275,1753801593706,Synapse54,1753801593706,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,120218.53,120218.53,101336037.0,100201.13539228243,1753801593706,Synapse54,1753801593706,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,158049.83,158049.83,22454206.0,63608.93575532092,1753801593706,Synapse54,1753801593706,Synapse54
330,"J4B (Boucherville, QC)",J4B,151457.65,151457.65,170076124.5,59886.44585342009,1753801593706,Synapse54,1753801593706,Synapse54
331,"J4G (Longueuil, QC)",J4G,103721.72,103721.72,25356829.5,23719.52752698455,1753801593706,Synapse54,1753801593706,Synapse54
332,"J4H (Longueuil, QC)",J4H,83608.66,83608.66,11650935.0,15524.513087115087,1753801593706,Synapse54,1753801593706,Synapse54
333,"J4J (Longueuil, QC)",J4J,79711.44,79711.44,15351226.5,21930.353895068798,1753801593706,Synapse54,1753801593706,Synapse54
334,"J4K (Longueuil, QC)",J4K,83841.75,83841.75,12801059.0,20426.997549827258,1753801593706,Synapse54,1753801593706,Synapse54
335,"J4L (Longueuil, QC)",J4L,87704.18,87704.18,14765810.5,16776.5326873664,1753801593706,Synapse54,1753801593706,Synapse54
336,"J4M (Longueuil, QC)",J4M,141510.53,141510.53,10545973.0,20915.15150342213,1753801593706,Synapse54,1753801593706,Synapse54
337,"J4N (Longueuil, QC)",J4N,114780.2,114780.2,9982414.5,18319.159231838094,1753801593706,Synapse54,1753801593706,Synapse54
338,"J4P (Longueuil, QC)",J4P,109849.48,109849.48,6998059.0,12458.778436344583,1753801593706,Synapse54,1753801593706,Synapse54
339,"J4R (Longueuil, QC)",J4R,104389.06,104389.06,5607448.0,11472.375668491168,1753801593706,Synapse54,1753801593706,Synapse54
340,"J4S (Longueuil, QC)",J4S,119011.01,119011.01,4293595.5,10044.635885759557,1753801593706,Synapse54,1753801593706,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,89712.93,89712.93,8655769.0,12531.329908587128,1753801593706,Synapse54,1753801593706,Synapse54
342,"J4V (Longueuil, QC)",J4V,100395.3,100395.3,9874770.0,19495.60469716676,1753801593706,Synapse54,1753801593706,Synapse54
343,"J4W (Longueuil, QC)",J4W,105647.8,105647.8,11512935.0,16336.628676963564,1753801593706,Synapse54,1753801593706,Synapse54
344,"J4X (Longueuil, QC)",J4X,124669.44,124669.44,13216489.5,15198.092586417742,1753801593706,Synapse54,1753801593706,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,126727.81,126727.81,21259495.5,19670.691530096043,1753801593706,Synapse54,1753801593706,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,107292.93,107292.93,42442433.5,36399.19983850107,1753801593706,Synapse54,1753801593706,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,128589.27,128589.27,123489244.5,53706.37543156535,1753801593706,Synapse54,1753801593706,Synapse54
348,"J5B (Delson, QC)",J5B,112981.65,112981.65,13765665.5,25868.554957637258,1753801593706,Synapse54,1753801593706,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,115600.63,115600.63,20056189.5,22328.89425891819,1753801593706,Synapse54,1753801593706,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,110705.21,110705.21,230905181.0,66651.47964912902,1753801593706,Synapse54,1753801593706,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,132542.04,132542.04,193780426.5,69823.6154247918,1753801593706,Synapse54,1753801593706,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,115147.15,115147.15,95796285.0,58040.91698594175,1753801593706,Synapse54,1753801593706,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,112643.23,112643.23,245439917.0,79215.19535436288,1753801593706,Synapse54,1753801593706,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,103415.48,103415.48,190530835.0,58815.89393433861,1753801593706,Synapse54,1753801593706,Synapse54
355,"J5R (La Prairie, QC)",J5R,134716.52,134716.52,116490762.5,83791.09209902641,1753801593706,Synapse54,1753801593706,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,113096.03,113096.03,154486438.5,59411.55582605956,1753801593706,Synapse54,1753801593706,Synapse54
357,"J5V (Louiseville, QC)",J5V,63720.4,63720.4,506748881.0,179854.3461791025,1753801593706,Synapse54,1753801593706,Synapse54
358,"J5W (L'assomption, QC)",J5W,117188.81,117188.81,332828346.5,103350.78663938354,1753801593706,Synapse54,1753801593706,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,104287.47,104287.47,93137482.5,61537.5779427655,1753801593706,Synapse54,1753801593706,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,137686.06,137686.06,22356230.5,21230.469901767003,1753801593706,Synapse54,1753801593706,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,113667.74,113667.74,78014581.0,40720.846170485005,1753801593706,Synapse54,1753801593706,Synapse54
362,"J6A (Repentigny, QC)",J6A,107686.91,107686.91,48655375.5,39943.850012514275,1753801593706,Synapse54,1753801593706,Synapse54
363,"J6E (Joliette, QC)",J6E,76380.29,76380.29,137214208.0,95275.2587794035,1753801593706,Synapse54,1753801593706,Synapse54
364,"J6J (Chateauguay, QC)",J6J,101573.9,101573.9,74217052.0,72123.22068999698,1753801593706,Synapse54,1753801593706,Synapse54
365,"J6K (Chateauguay, QC)",J6K,110719.75,110719.75,20188406.0,28536.15419577854,1753801593706,Synapse54,1753801593706,Synapse54
366,"J6N (Beauharnois, QC)",J6N,95611.57,95611.57,233462281.0,99024.33793574793,1753801593706,Synapse54,1753801593706,Synapse54
367,"J6R (Mercier, QC)",J6R,132678.44,132678.44,115347180.0,49311.90260299979,1753801593706,Synapse54,1753801593706,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,83612.02,83612.02,210261044.5,73467.37727321035,1753801593706,Synapse54,1753801593706,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,77440.32,77440.32,46981135.0,36756.956833154014,1753801593706,Synapse54,1753801593706,Synapse54
370,"J6V (Terrebonne, QC)",J6V,137942.96,137942.96,60800572.0,35889.68273881664,1753801593706,Synapse54,1753801593706,Synapse54
371,"J6W (Terrebonne, QC)",J6W,110004.78,110004.78,39136671.0,33325.59650886826,1753801593706,Synapse54,1753801593706,Synapse54
372,"J6X (Terrebonne, QC)",J6X,121099.99,121099.99,60225849.5,43095.169343531845,1753801593706,Synapse54,1753801593706,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,146764.49,146764.49,81550557.0,61201.9952124608,1753801593706,Synapse54,1753801593706,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,140875.74,140875.74,22537924.0,22963.79436186629,1753801593706,Synapse54,1753801593706,Synapse54
375,"J7A (Rosemere, QC)",J7A,151957.25,151957.25,24339416.5,22941.14213233615,1753801593706,Synapse54,1753801593706,Synapse54
376,"J7B (Boisbriand, QC)",J7B,201766.58,201766.58,14667986.5,16792.064136555553,1753801593706,Synapse54,1753801593706,Synapse54
377,"J7C (Boisbriand, QC)",J7C,130925.24,130925.24,94216134.5,48996.310543076004,1753801593706,Synapse54,1753801593706,Synapse54
378,"J7E (Boisbriand, QC)",J7E,90277.03,90277.03,38942666.0,66768.75062873606,1753801593706,Synapse54,1753801593706,Synapse54
379,"J7G (Boisbriand, QC)",J7G,117130.88,117130.88,24826343.0,22844.466974416475,1753801593706,Synapse54,1753801593706,Synapse54
380,"J7H (Boisbriand, QC)",J7H,110082.93,110082.93,18524557.5,29683.633390851617,1753801593706,Synapse54,1753801593706,Synapse54
381,"J7J (Boisbriand, QC)",J7J,117438.32,117438.32,216897455.5,103444.96666308724,1753801593706,Synapse54,1753801593706,Synapse54
382,"J7K (Terrebonne, QC)",J7K,118325.64,118325.64,193069363.5,83975.60969421153,1753801593706,Synapse54,1753801593706,Synapse54
383,"J7L (Terrebonne, QC)",J7L,131612.21,131612.21,28664221.0,25040.678807417222,1753801593706,Synapse54,1753801593706,Synapse54
384,"J7M (Terrebonne, QC)",J7M,120005.14,120005.14,82543767.0,48321.76398543206,1753801593706,Synapse54,1753801593706,Synapse54
385,"J7N (Boisbriand, QC)",J7N,115385.38,115385.38,781900527.5,198254.3737699631,1753801593706,Synapse54,1753801593706,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,106881.8,106881.8,34525041.5,29797.38514106549,1753801593706,Synapse54,1753801593706,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,115188.72,115188.72,124808411.0,71490.55014073827,1753801593706,Synapse54,1753801593706,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,155008.3,155008.3,297651983.5,93415.04234638221,1753801593706,Synapse54,1753801593706,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,118542.84,118542.84,362449115.0,152968.31394129083,1753801593706,Synapse54,1753801593706,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,122355.85,122355.85,24383265.0,23490.450057951097,1753801593706,Synapse54,1753801593706,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,104568.35,104568.35,64920487.0,46286.99583260664,1753801593706,Synapse54,1753801593706,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,78663.21,78663.21,50087471.02734375,55705.64280837206,1753801593706,Synapse54,1753801593706,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,75838.09,75838.09,36942944.47265625,33700.08035698858,1753801593706,Synapse54,1753801593706,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,110658.05,110658.05,272351866.0,88660.25650248205,1753801593706,Synapse54,1753801593706,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,94486.3,94486.3,257661278.5,87331.95722532229,1753801593706,Synapse54,1753801593706,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,79347.14,79347.14,363538345.5,105828.83702167151,1753801593706,Synapse54,1753801593706,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,87301.67,87301.67,598027685.5,128502.35538817226,1753801593706,Synapse54,1753801593706,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,83492.01,83492.01,1206240278.5,237511.8555793957,1753801593706,Synapse54,1753801593706,Synapse54
399,"J8H (Lachute, QC)",J8H,77913.7,77913.7,482502118.5,169179.8899596451,1753801593706,Synapse54,1753801593706,Synapse54
400,"J8L (Gatineau, QC)",J8L,113073.68,113073.68,1293058071.0,172060.6388984216,1753801593706,Synapse54,1753801593706,Synapse54
401,"J8M (Gatineau, QC)",J8M,127972.39,127972.39,154732777.5,65024.547084615566,1753801593706,Synapse54,1753801593706,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,147175.63,147175.63,1732302854.5,285589.92276472907,1753801593706,Synapse54,1753801593706,Synapse54
403,"J8P (Gatineau, QC)",J8P,99275.99,99275.99,58693548.0,43657.291681754716,1753801593706,Synapse54,1753801593706,Synapse54
404,"J8R (Gatineau, QC)",J8R,148216.01,148216.01,156666056.5,68675.20266685543,1753801593706,Synapse54,1753801593706,Synapse54
405,"J8T (Gatineau, QC)",J8T,96077.05,96077.05,47793402.0,43358.360078022946,1753801593706,Synapse54,1753801593706,Synapse54
406,"J8V (Gatineau, QC)",J8V,173675.18,173675.18,324712509.0,103708.66049045212,1753801593706,Synapse54,1753801593706,Synapse54
407,"J8X (Gatineau, QC)",J8X,70814.6,70814.6,14811708.0,18647.21034649298,1753801593706,Synapse54,1753801593706,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,76588.12,76588.12,19695262.5,21673.890152602384,1753801593706,Synapse54,1753801593706,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,100592.56,100592.56,23130629.5,26602.970961144994,1753801593706,Synapse54,1753801593706,Synapse54
410,"J9A (Gatineau, QC)",J9A,129954.35,129954.35,30373310.5,26686.619129442304,1753801593706,Synapse54,1753801593706,Synapse54
411,"J9B (Chelsea, QC)",J9B,206786.13,206786.13,246189543.5,86816.99350066783,1753801593706,Synapse54,1753801593706,Synapse54
412,"J9E (Maniwaki, QC)",J9E,66721.47,66721.47,1377109169.5,310831.3640939274,1753801593706,Synapse54,1753801593706,Synapse54
413,"J9H (Gatineau, QC)",J9H,121391.41,121391.41,62556078.0,44664.06309859117,1753801593706,Synapse54,1753801593706,Synapse54
414,"J9J (Gatineau, QC)",J9J,147768.17,147768.17,151255466.5,58327.94180700536,1753801593706,Synapse54,1753801593706,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,76943.19,76943.19,1339338847.0,180384.92529711727,1753801593706,Synapse54,1753801593706,Synapse54
416,"J9P (Val-D'or, QC)",J9P,98099.83,98099.83,3829796876.0,458548.2575127482,1753801593706,Synapse54,1753801593706,Synapse54
417,"J9T (Amos, QC)",J9T,94463.66,94463.66,683602510.0,189908.9748917051,1753801593706,Synapse54,1753801593706,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,87991.92,87991.92,297071822.0,76817.77391779536,1753801593706,Synapse54,1753801593706,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,82582.2,82582.2,301651162.0,120674.85661136823,1753801593706,Synapse54,1753801593706,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,134498.31,134498.31,2199066233.0,465878.96082864003,1753801593706,Synapse54,1753801593706,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,75668.32,75668.32,348212296.0,88902.99107383726,1753801593706,Synapse54,1753801593706,Synapse54
